FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2021-02-18,0.6984,0.6984,,,1,3.56,暂停申购,开放赎回,,,,
2021-02-10,0.6744,0.6744,,,1,0.15,暂停申购,开放赎回,,,,
2021-02-09,0.6734,0.6734,,,1,0.57,暂停申购,开放赎回,,,,
2021-02-08,0.6696,0.6696,,,1,1.41,暂停申购,开放赎回,,,,
2021-02-05,0.6603,0.6603,,,1,1.23,暂停申购,开放赎回,,,,
2021-02-04,0.6523,0.6523,,,1,0.71,暂停申购,开放赎回,,,,
2021-02-03,0.6477,0.6477,,,1,1.28,暂停申购,开放赎回,,,,
2021-02-02,0.6395,0.6395,,,1,2.43,暂停申购,开放赎回,,,,
2021-02-01,0.6243,0.6243,,,1,1.33,暂停申购,开放赎回,,,,
2021-01-29,0.6161,0.6161,,,1,-0.36,暂停申购,开放赎回,,,,
2021-01-28,0.6183,0.6183,,,1,-0.45,暂停申购,开放赎回,,,,
2021-01-27,0.6211,0.6211,,,1,0.16,暂停申购,开放赎回,,,,
2021-01-26,0.6201,0.6201,,,1,0.03,暂停申购,开放赎回,,,,
2021-01-25,0.6199,0.6199,,,1,0.68,暂停申购,开放赎回,,,,
2021-01-22,0.6157,0.6157,,,1,-1.33,暂停申购,开放赎回,,,,
2021-01-21,0.6240,0.6240,,,1,-0.38,暂停申购,开放赎回,,,,
2021-01-20,0.6264,0.6264,,,1,0.24,暂停申购,开放赎回,,,,
2021-01-19,0.6249,0.6249,,,1,1.25,暂停申购,开放赎回,,,,
2021-01-18,0.6172,0.6172,,,1,-0.03,暂停申购,暂停赎回,,,,
2021-01-15,0.6174,0.6174,,,1,-1.63,暂停申购,开放赎回,,,,
2021-01-14,0.6276,0.6276,,,1,0.21,暂停申购,开放赎回,,,,
2021-01-13,0.6263,0.6263,,,1,-0.27,暂停申购,开放赎回,,,,
2021-01-12,0.6280,0.6280,,,1,1.95,暂停申购,开放赎回,,,,
2021-01-11,0.6160,0.6160,,,1,-0.21,暂停申购,暂停赎回,,,,
2021-01-08,0.6173,0.6173,,,1,1.88,暂停申购,开放赎回,,,,
2021-01-07,0.6059,0.6059,,,1,0.90,暂停申购,开放赎回,,,,
2021-01-06,0.6005,0.6005,,,1,1.56,暂停申购,开放赎回,,,,
2021-01-05,0.5913,0.5913,,,1,2.05,暂停申购,开放赎回,,,,
2021-01-04,0.5794,0.5794,,,1,-0.48,暂停申购,开放赎回,,,,
2020-12-31,0.5822,0.5822,,,1,-0.02,暂停申购,暂停赎回,,,,
2020-12-30,0.5823,0.5823,,,1,0.02,暂停申购,开放赎回,,,,
2020-12-29,0.5822,0.5822,,,1,0.81,暂停申购,开放赎回,,,,
2020-12-28,0.5775,0.5775,,,1,-0.64,暂停申购,暂停赎回,,,,
2020-12-25,0.5812,0.5812,,,1,-0.19,暂停申购,暂停赎回,,,,
2020-12-24,0.5823,0.5823,,,1,0.40,暂停申购,开放赎回,,,,
2020-12-23,0.5800,0.5800,,,1,1.43,暂停申购,开放赎回,,,,
2020-12-22,0.5718,0.5718,,,1,-1.12,暂停申购,开放赎回,,,,
2020-12-21,0.5783,0.5783,,,1,-2.08,暂停申购,开放赎回,,,,
2020-12-18,0.5906,0.5906,,,1,0.78,暂停申购,开放赎回,,,,
2020-12-17,0.5860,0.5860,,,1,1.31,暂停申购,开放赎回,,,,
2020-12-16,0.5784,0.5784,,,1,0.38,暂停申购,开放赎回,,,,
2020-12-15,0.5762,0.5762,,,1,1.25,暂停申购,开放赎回,,,,
2020-12-14,0.5691,0.5691,,,1,0.00,暂停申购,开放赎回,,,,
2020-12-11,0.5691,0.5691,,,1,-0.63,暂停申购,开放赎回,,,,
2020-12-10,0.5727,0.5727,,,1,2.86,暂停申购,开放赎回,,,,
2020-12-09,0.5568,0.5568,,,1,-0.22,暂停申购,开放赎回,,,,
2020-12-08,0.5580,0.5580,,,1,-0.32,暂停申购,开放赎回,,,,
2020-12-07,0.5598,0.5598,,,1,-0.57,暂停申购,开放赎回,,,,
2020-12-04,0.5630,0.5630,,,1,1.11,暂停申购,开放赎回,,,,
2020-12-03,0.5568,0.5568,,,1,0.78,暂停申购,开放赎回,,,,
2020-12-02,0.5525,0.5525,,,1,0.31,暂停申购,开放赎回,,,,
2020-12-01,0.5508,0.5508,,,1,-0.16,暂停申购,开放赎回,,,,
