FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-03-20,1.1010,3.5620,,,1,1.47,开放申购,开放赎回,,,,
2020-03-19,1.0850,3.5460,,,1,0.18,开放申购,开放赎回,,,,
2020-03-18,1.0830,3.5440,,,1,-0.82,开放申购,开放赎回,,,,
2020-03-17,1.0920,3.5530,,,1,0.09,开放申购,开放赎回,,,,
2020-03-16,1.0910,3.5520,,,1,-4.05,开放申购,开放赎回,,,,
2020-03-13,1.1370,3.5980,,,1,-1.04,开放申购,开放赎回,,,,
2020-03-12,1.1490,3.6100,,,1,-1.46,开放申购,开放赎回,,,,
2020-03-11,1.1660,3.6270,,,1,-1.69,开放申购,开放赎回,,,,
2020-03-10,1.1860,3.6470,,,1,2.24,开放申购,开放赎回,,,,
2020-03-09,1.1600,3.6210,,,1,-2.68,开放申购,开放赎回,,,,
2020-03-06,1.1920,3.6530,,,1,-1.16,开放申购,开放赎回,,,,
2020-03-05,1.2060,3.6670,,,1,0.75,开放申购,开放赎回,,,,
2020-03-04,1.1970,3.6580,,,1,0.08,开放申购,开放赎回,,,,
2020-03-03,1.1960,3.6570,,,1,0.42,开放申购,开放赎回,,,,
2020-03-02,1.1910,3.6520,,,1,2.32,开放申购,开放赎回,,,,
2020-02-28,1.1640,3.6250,,,1,-2.59,开放申购,开放赎回,,,,
2020-02-27,1.1950,3.6560,,,1,-0.17,开放申购,开放赎回,,,,
2020-02-26,1.1970,3.6580,,,1,-3.78,开放申购,开放赎回,,,,
2020-02-25,1.2440,3.7050,,,1,0.40,开放申购,开放赎回,,,,
2020-02-24,1.2390,3.7000,,,1,0.41,开放申购,开放赎回,,,,
2020-02-21,1.2340,3.6950,,,1,1.65,开放申购,开放赎回,,,,
2020-02-20,1.2140,3.6750,,,1,2.27,开放申购,开放赎回,,,,
2020-02-19,1.1870,3.6480,,,1,-0.67,开放申购,开放赎回,,,,
2020-02-18,1.1950,3.6560,,,1,1.27,开放申购,开放赎回,,,,
2020-02-17,1.1800,3.6410,,,1,2.61,开放申购,开放赎回,,,,
2020-02-14,1.1500,3.6110,,,1,0.09,开放申购,开放赎回,,,,
2020-02-13,1.1490,3.6100,,,1,0.26,开放申购,开放赎回,,,,
2020-02-12,1.1460,3.6070,,,1,1.60,开放申购,开放赎回,,,,
2020-02-11,1.1280,3.5890,,,1,1.08,开放申购,开放赎回,,,,
2020-02-10,1.1160,3.5770,,,1,0.36,开放申购,开放赎回,,,,
2020-02-07,1.1120,3.5730,,,1,0.36,开放申购,开放赎回,,,,
2020-02-06,1.1080,3.5690,,,1,1.65,开放申购,开放赎回,,,,
2020-02-05,1.0900,3.5510,,,1,0.18,开放申购,开放赎回,,,,
2020-02-04,1.0880,3.5490,,,1,3.23,开放申购,开放赎回,,,,
2020-02-03,1.0540,3.5150,,,1,-6.81,开放申购,开放赎回,,,,
2020-01-23,1.1310,3.5920,,,1,-3.33,开放申购,开放赎回,,,,
