FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-10-28,2.2956,4.1956,,,1,0.99,开放申购,开放赎回,,,,
2020-10-27,2.2731,4.1731,,,1,0.03,开放申购,开放赎回,,,,
2020-10-26,2.2724,4.1724,,,1,-0.47,开放申购,开放赎回,,,,
2020-10-23,2.2831,4.1831,,,1,-1.41,开放申购,开放赎回,,,,
2020-10-22,2.3158,4.2158,,,1,-0.31,开放申购,开放赎回,,,,
2020-10-21,2.3230,4.2230,,,1,0.30,开放申购,开放赎回,,,,
2020-10-20,2.3161,4.2161,,,1,0.75,开放申购,开放赎回,,,,
2020-10-19,2.2988,4.1988,,,1,-0.95,开放申购,开放赎回,,,,
2020-10-16,2.3208,4.2208,,,1,0.12,开放申购,开放赎回,,,,
2020-10-15,2.3181,4.2181,,,1,-0.01,开放申购,开放赎回,,,,
2020-10-14,2.3184,4.2184,,,1,-0.42,开放申购,开放赎回,,,,
2020-10-13,2.3281,4.2281,,,1,0.32,开放申购,开放赎回,,,,
2020-10-12,2.3206,4.2206,,,1,3.11,开放申购,开放赎回,,,,
2020-10-09,2.2507,4.1507,,,1,1.86,开放申购,开放赎回,,,,
2020-09-30,2.2095,4.1095,,,1,0.21,开放申购,开放赎回,,,,
2020-09-29,2.2048,4.1048,,,1,-0.23,开放申购,开放赎回,,,,
2020-09-28,2.2098,4.1098,,,1,0.77,开放申购,开放赎回,,,,
2020-09-25,2.1929,4.0929,,,1,0.38,开放申购,开放赎回,,,,
2020-09-24,2.1846,4.0846,,,1,-1.84,开放申购,开放赎回,,,,
2020-09-23,2.2256,4.1256,,,1,0.47,开放申购,开放赎回,,,,
2020-09-22,2.2151,4.1151,,,1,-0.81,开放申购,开放赎回,,,,
2020-09-21,2.2331,4.1331,,,1,-1.14,开放申购,开放赎回,,,,
2020-09-18,2.2589,4.1589,,,1,2.20,开放申购,开放赎回,,,,
2020-09-17,2.2102,4.1102,,,1,-1.03,开放申购,开放赎回,,,,
2020-09-16,2.2331,4.1331,,,1,-0.98,开放申购,开放赎回,,,,
