FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2021-03-02,0.8070,0.8070,,,1,-2.16,暂停申购,开放赎回,,,,
2021-03-01,0.8248,0.8248,,,1,-0.94,暂停申购,开放赎回,,,,
2021-02-26,0.8326,0.8326,,,1,-1.75,暂停申购,开放赎回,,,,
2021-02-25,0.8474,0.8474,,,1,0.40,暂停申购,开放赎回,,,,
2021-02-24,0.8440,0.8440,,,1,2.08,暂停申购,开放赎回,,,,
2021-02-23,0.8268,0.8268,,,1,0.85,暂停申购,开放赎回,,,,
2021-02-22,0.8198,0.8198,,,1,2.50,暂停申购,开放赎回,,,,
2021-02-19,0.7998,0.7998,,,1,-1.59,暂停申购,开放赎回,,,,
2021-02-18,0.8127,0.8127,,,1,3.91,暂停申购,开放赎回,,,,
2021-02-10,0.7821,0.7821,,,1,0.31,暂停申购,开放赎回,,,,
2021-02-09,0.7797,0.7797,,,1,0.55,暂停申购,开放赎回,,,,
2021-02-08,0.7754,0.7754,,,1,1.47,暂停申购,开放赎回,,,,
2021-02-05,0.7642,0.7642,,,1,1.43,暂停申购,开放赎回,,,,
2021-02-04,0.7534,0.7534,,,1,0.48,暂停申购,开放赎回,,,,
2021-02-03,0.7498,0.7498,,,1,1.49,暂停申购,开放赎回,,,,
2021-02-02,0.7388,0.7388,,,1,2.70,暂停申购,开放赎回,,,,
2021-02-01,0.7194,0.7194,,,1,1.34,暂停申购,开放赎回,,,,
2021-01-29,0.7099,0.7099,,,1,-0.35,暂停申购,开放赎回,,,,
2021-01-28,0.7124,0.7124,,,1,-0.56,暂停申购,开放赎回,,,,
2021-01-27,0.7164,0.7164,,,1,0.15,暂停申购,开放赎回,,,,
2021-01-26,0.7153,0.7153,,,1,0.24,暂停申购,开放赎回,,,,
2021-01-25,0.7136,0.7136,,,1,0.58,暂停申购,开放赎回,,,,
2021-01-22,0.7095,0.7095,,,1,-1.36,暂停申购,开放赎回,,,,
2021-01-21,0.7193,0.7193,,,1,-0.48,暂停申购,开放赎回,,,,
2021-01-20,0.7228,0.7228,,,1,0.22,暂停申购,开放赎回,,,,
2021-01-19,0.7212,0.7212,,,1,1.38,暂停申购,开放赎回,,,,
2021-01-18,0.7114,0.7114,,,1,0.04,暂停申购,暂停赎回,,,,
2021-01-15,0.7111,0.7111,,,1,-1.67,暂停申购,开放赎回,,,,
2021-01-14,0.7232,0.7232,,,1,0.17,暂停申购,开放赎回,,,,
2021-01-13,0.7220,0.7220,,,1,-0.47,暂停申购,开放赎回,,,,
2021-01-12,0.7254,0.7254,,,1,1.97,暂停申购,开放赎回,,,,
2021-01-11,0.7114,0.7114,,,1,-0.07,暂停申购,开放赎回,,,,
2021-01-08,0.7119,0.7119,,,1,1.92,暂停申购,开放赎回,,,,
2021-01-07,0.6985,0.6985,,,1,0.76,暂停申购,开放赎回,,,,
2021-01-06,0.6932,0.6932,,,1,1.45,暂停申购,开放赎回,,,,
2021-01-05,0.6833,0.6833,,,1,2.54,暂停申购,开放赎回,,,,
2021-01-04,0.6664,0.6664,,,1,-0.55,暂停申购,开放赎回,,,,
2020-12-31,0.6701,0.6701,,,1,-0.03,暂停申购,开放赎回,,,,
2020-12-30,0.6703,0.6703,,,1,-0.04,暂停申购,开放赎回,,,,
2020-12-29,0.6706,0.6706,,,1,0.92,暂停申购,开放赎回,,,,
2020-12-28,0.6645,0.6645,,,1,-0.58,暂停申购,暂停赎回,,,,
2020-12-25,0.6684,0.6684,,,1,-0.13,暂停申购,暂停赎回,,,,
2020-12-24,0.6693,0.6693,,,1,0.03,暂停申购,暂停赎回,,,,
2020-12-23,0.6691,0.6691,,,1,1.59,暂停申购,开放赎回,,,,
2020-12-22,0.6586,0.6586,,,1,-0.95,暂停申购,开放赎回,,,,
2020-12-21,0.6649,0.6649,,,1,-2.42,暂停申购,开放赎回,,,,
2020-12-18,0.6814,0.6814,,,1,0.96,暂停申购,开放赎回,,,,
2020-12-17,0.6749,0.6749,,,1,1.35,暂停申购,开放赎回,,,,
2020-12-16,0.6659,0.6659,,,1,0.32,暂停申购,开放赎回,,,,
2020-12-15,0.6638,0.6638,,,1,1.47,暂停申购,开放赎回,,,,
2020-12-14,0.6542,0.6542,,,1,-0.14,暂停申购,开放赎回,,,,
2020-12-11,0.6551,0.6551,,,1,-0.88,暂停申购,开放赎回,,,,
2020-12-10,0.6609,0.6609,,,1,3.22,暂停申购,开放赎回,,,,
2020-12-09,0.6403,0.6403,,,1,-0.33,暂停申购,开放赎回,,,,
2020-12-08,0.6424,0.6424,,,1,-0.28,暂停申购,开放赎回,,,,
2020-12-07,0.6442,0.6442,,,1,-0.53,暂停申购,开放赎回,,,,
2020-12-04,0.6476,0.6476,,,1,0.98,暂停申购,开放赎回,,,,
2020-12-03,0.6413,0.6413,,,1,0.71,暂停申购,开放赎回,,,,
2020-12-02,0.6368,0.6368,,,1,0.60,暂停申购,开放赎回,,,,
2020-12-01,0.6330,0.6330,,,1,-0.14,暂停申购,开放赎回,,,,
2020-11-30,0.6339,0.6339,,,1,-1.01,暂停申购,开放赎回,,,,
2020-11-27,0.6404,0.6404,,,1,-0.12,暂停申购,开放赎回,,,,
2020-11-26,0.6412,0.6412,,,1,-0.20,暂停申购,暂停赎回,,,,
2020-11-25,0.6425,0.6425,,,1,1.44,暂停申购,开放赎回,,,,
2020-11-24,0.6334,0.6334,,,1,4.13,暂停申购,开放赎回,,,,
2020-11-23,0.6083,0.6083,,,1,1.42,暂停申购,开放赎回,,,,
2020-11-20,0.5998,0.5998,,,1,1.18,暂停申购,开放赎回,,,,
2020-11-19,0.5928,0.5928,,,1,-0.52,暂停申购,开放赎回,,,,
2020-11-18,0.5959,0.5959,,,1,0.88,暂停申购,开放赎回,,,,
2020-11-17,0.5907,0.5907,,,1,-0.79,暂停申购,开放赎回,,,,
2020-11-16,0.5954,0.5954,,,1,1.76,暂停申购,开放赎回,,,,
2020-11-13,0.5851,0.5851,,,1,-1.96,暂停申购,开放赎回,,,,
2020-11-12,0.5968,0.5968,,,1,-0.78,暂停申购,开放赎回,,,,
2020-11-11,0.6015,0.6015,,,1,2.05,暂停申购,开放赎回,,,,
2020-11-10,0.5894,0.5894,,,1,1.74,暂停申购,开放赎回,,,,
2020-11-09,0.5793,0.5793,,,1,5.38,暂停申购,开放赎回,,,,
2020-11-06,0.5497,0.5497,,,1,-3.31,暂停申购,开放赎回,,,,
2020-11-05,0.5685,0.5685,,,1,-0.14,暂停申购,开放赎回,,,,
2020-11-04,0.5693,0.5693,,,1,3.02,暂停申购,开放赎回,,,,
2020-11-03,0.5526,0.5526,,,1,2.07,暂停申购,开放赎回,,,,
2020-11-02,0.5414,0.5414,,,1,1.69,暂停申购,开放赎回,,,,
2020-10-30,0.5324,0.5324,,,1,-1.46,暂停申购,开放赎回,,,,
2020-10-29,0.5403,0.5403,,,1,-3.05,暂停申购,开放赎回,,,,
2020-10-28,0.5573,0.5573,,,1,-3.73,暂停申购,开放赎回,,,,
2020-10-27,0.5789,0.5789,,,1,2.01,暂停申购,开放赎回,,,,
2020-10-26,0.5675,0.5675,,,1,-3.26,暂停申购,暂停赎回,,,,
2020-10-23,0.5866,0.5866,,,1,-0.98,暂停申购,开放赎回,,,,
2020-10-22,0.5924,0.5924,,,1,0.82,暂停申购,开放赎回,,,,
2020-10-21,0.5876,0.5876,,,1,-2.05,暂停申购,开放赎回,,,,
2020-10-20,0.5999,0.5999,,,1,0.08,暂停申购,开放赎回,,,,
2020-10-19,0.5994,0.5994,,,1,-0.66,暂停申购,开放赎回,,,,
2020-10-16,0.6034,0.6034,,,1,-0.12,暂停申购,开放赎回,,,,
2020-10-15,0.6041,0.6041,,,1,-0.69,暂停申购,开放赎回,,,,
2020-10-14,0.6083,0.6083,,,1,1.72,暂停申购,开放赎回,,,,
2020-10-13,0.5980,0.5980,,,1,1.58,暂停申购,暂停赎回,,,,
2020-10-12,0.5887,0.5887,,,1,-3.49,暂停申购,开放赎回,,,,
2020-10-09,0.6100,0.6100,,,1,1.96,暂停申购,开放赎回,,,,
2020-09-30,0.5983,0.5983,,,1,0.96,暂停申购,开放赎回,,,,
2020-09-29,0.5926,0.5926,,,1,-2.77,暂停申购,开放赎回,,,,
2020-09-28,0.6095,0.6095,,,1,0.89,暂停申购,开放赎回,,,,
2020-09-25,0.6041,0.6041,,,1,0.30,暂停申购,开放赎回,,,,
2020-09-24,0.6023,0.6023,,,1,0.48,暂停申购,开放赎回,,,,
2020-09-23,0.5994,0.5994,,,1,-0.28,暂停申购,开放赎回,,,,
