FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
2014-08-22,1.2710,1.2710,,,1,0.16,限制大额申购,开放赎回,,,,
2014-08-21,1.2690,1.2690,,,1,-0.24,限制大额申购,开放赎回,,,,
2014-08-20,1.2720,1.2720,,,1,0.00,限制大额申购,开放赎回,,,,
2014-08-19,1.2720,1.2720,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-08-18,1.2740,1.2740,,,1,0.24,限制大额申购,开放赎回,,,,
2014-08-15,1.2710,1.2710,,,1,0.16,限制大额申购,开放赎回,,,,
2014-08-14,1.2690,1.2690,,,1,0.00,限制大额申购,开放赎回,,,,
2014-08-13,1.2690,1.2690,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-08-12,1.2700,1.2700,,,1,0.00,限制大额申购,开放赎回,,,,
2014-08-11,1.2700,1.2700,,,1,0.24,限制大额申购,开放赎回,,,,
2014-08-08,1.2670,1.2670,,,1,0.08,限制大额申购,开放赎回,,,,
2014-08-07,1.2660,1.2660,,,1,-0.32,限制大额申购,开放赎回,,,,
2014-08-06,1.2700,1.2700,,,1,0.08,限制大额申购,开放赎回,,,,
2014-08-05,1.2690,1.2690,,,1,0.08,限制大额申购,开放赎回,,,,
2014-08-04,1.2680,1.2680,,,1,0.32,限制大额申购,开放赎回,,,,
2014-08-01,1.2640,1.2640,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-31,1.2630,1.2630,,,1,0.40,限制大额申购,开放赎回,,,,
2014-07-30,1.2580,1.2580,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-07-29,1.2600,1.2600,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-28,1.2590,1.2590,,,1,0.40,限制大额申购,开放赎回,,,,
2014-07-25,1.2540,1.2540,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-24,1.2530,1.2530,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-23,1.2520,1.2520,,,1,0.00,限制大额申购,开放赎回,,,,
2014-07-22,1.2520,1.2520,,,1,0.24,限制大额申购,开放赎回,,,,
2014-07-21,1.2490,1.2490,,,1,0.00,限制大额申购,开放赎回,,,,
2014-07-18,1.2490,1.2490,,,1,0.00,限制大额申购,开放赎回,,,,
2014-07-17,1.2490,1.2490,,,1,-0.24,限制大额申购,开放赎回,,,,
2014-07-16,1.2520,1.2520,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-07-15,1.2530,1.2530,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-14,1.2520,1.2520,,,1,0.32,限制大额申购,开放赎回,,,,
2014-07-11,1.2480,1.2480,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-10,1.2470,1.2470,,,1,0.00,限制大额申购,开放赎回,,,,
2014-07-09,1.2470,1.2470,,,1,-0.40,限制大额申购,开放赎回,,,,
2014-07-08,1.2520,1.2520,,,1,0.16,限制大额申购,开放赎回,,,,
2014-07-07,1.2500,1.2500,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-04,1.2490,1.2490,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-07-03,1.2510,1.2510,,,1,0.08,限制大额申购,开放赎回,,,,
2014-07-02,1.2500,1.2500,,,1,0.00,限制大额申购,开放赎回,,,,
2014-07-01,1.2500,1.2500,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-06-30,1.2510,1.2510,,,1,0.24,限制大额申购,开放赎回,,,,
2014-06-27,1.2480,1.2480,,,1,0.00,限制大额申购,开放赎回,,,,
2014-06-26,1.2480,1.2480,,,1,0.32,限制大额申购,开放赎回,,,,
2014-06-25,1.2440,1.2440,,,1,0.08,限制大额申购,开放赎回,,,,
2014-06-24,1.2430,1.2430,,,1,0.16,限制大额申购,开放赎回,,,,
2014-06-23,1.2410,1.2410,,,1,0.00,限制大额申购,开放赎回,,,,
2014-06-20,1.2410,1.2410,,,1,0.40,限制大额申购,开放赎回,,,,
2014-06-19,1.2360,1.2360,,,1,-0.32,限制大额申购,开放赎回,,,,
2014-06-18,1.2400,1.2400,,,1,-0.32,限制大额申购,开放赎回,,,,
2014-06-17,1.2440,1.2440,,,1,-0.32,限制大额申购,开放赎回,,,,
2014-06-16,1.2480,1.2480,,,1,0.32,限制大额申购,开放赎回,,,,
2014-06-13,1.2440,1.2440,,,1,0.48,限制大额申购,开放赎回,,,,
2014-06-12,1.2380,1.2380,,,1,0.00,限制大额申购,开放赎回,,,,
2014-06-11,1.2380,1.2380,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-06-10,1.2390,1.2390,,,1,0.49,限制大额申购,开放赎回,,,,
2014-06-09,1.2330,1.2330,,,1,0.08,限制大额申购,开放赎回,,,,
2014-06-06,1.2320,1.2320,,,1,0.08,限制大额申购,开放赎回,,,,
2014-06-05,1.2310,1.2310,,,1,0.24,限制大额申购,开放赎回,,,,
2014-06-04,1.2280,1.2280,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-06-03,1.2290,1.2290,,,1,0.24,限制大额申购,开放赎回,,,,
2014-05-30,1.2260,1.2260,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-05-29,1.2270,1.2270,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-05-28,1.2280,1.2280,,,1,0.16,限制大额申购,开放赎回,,,,
2014-05-27,1.2260,1.2260,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-26,1.2250,1.2250,,,1,0.16,限制大额申购,开放赎回,,,,
2014-05-23,1.2230,1.2230,,,1,0.33,限制大额申购,开放赎回,,,,
2014-05-22,1.2190,1.2190,,,1,0.16,限制大额申购,开放赎回,,,,
2014-05-21,1.2170,1.2170,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-20,1.2160,1.2160,,,1,0.00,限制大额申购,开放赎回,,,,
2014-05-19,1.2160,1.2160,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-05-16,1.2170,1.2170,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-15,1.2160,1.2160,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-05-14,1.2180,1.2180,,,1,0.00,限制大额申购,开放赎回,,,,
2014-05-13,1.2180,1.2180,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-05-12,1.2190,1.2190,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-09,1.2180,1.2180,,,1,0.16,限制大额申购,开放赎回,,,,
2014-05-08,1.2160,1.2160,,,1,0.16,限制大额申购,开放赎回,,,,
2014-05-07,1.2140,1.2140,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-06,1.2130,1.2130,,,1,0.08,限制大额申购,开放赎回,,,,
2014-05-05,1.2120,1.2120,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-30,1.2110,1.2110,,,1,0.25,限制大额申购,开放赎回,,,,
2014-04-29,1.2080,1.2080,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-04-28,1.2090,1.2090,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-25,1.2090,1.2090,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-04-24,1.2100,1.2100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-23,1.2100,1.2100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-22,1.2100,1.2100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-21,1.2100,1.2100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-18,1.2100,1.2100,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-17,1.2090,1.2090,,,1,0.17,限制大额申购,开放赎回,,,,
2014-04-16,1.2070,1.2070,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-15,1.2070,1.2070,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-14,1.2060,1.2060,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-11,1.2050,1.2050,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-10,1.2040,1.2040,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-09,1.2040,1.2040,,,1,0.00,限制大额申购,开放赎回,,,,
2014-04-08,1.2040,1.2040,,,1,0.17,限制大额申购,开放赎回,,,,
2014-04-04,1.2020,1.2020,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-03,1.2010,1.2010,,,1,0.08,限制大额申购,开放赎回,,,,
2014-04-02,1.2000,1.2000,,,1,-0.17,限制大额申购,开放赎回,,,,
2014-04-01,1.2020,1.2020,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-31,1.2020,1.2020,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-28,1.2020,1.2020,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-27,1.2020,1.2020,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-26,1.2020,1.2020,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-25,1.2020,1.2020,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-03-24,1.2030,1.2030,,,1,0.08,限制大额申购,开放赎回,,,,
2014-03-21,1.2020,1.2020,,,1,0.17,限制大额申购,开放赎回,,,,
2014-03-20,1.2000,1.2000,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-19,1.2000,1.2000,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-03-18,1.2010,1.2010,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-03-17,1.2020,1.2020,,,1,0.17,限制大额申购,开放赎回,,,,
2014-03-14,1.2000,1.2000,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-03-13,1.2010,1.2010,,,1,0.17,限制大额申购,开放赎回,,,,
2014-03-12,1.1990,1.1990,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-11,1.1990,1.1990,,,1,0.08,限制大额申购,开放赎回,,,,
2014-03-10,1.1980,1.1980,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-07,1.1980,1.1980,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-06,1.1980,1.1980,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-05,1.1980,1.1980,,,1,-0.17,限制大额申购,开放赎回,,,,
2014-03-04,1.2000,1.2000,,,1,0.00,限制大额申购,开放赎回,,,,
2014-03-03,1.2000,1.2000,,,1,0.00,限制大额申购,开放赎回,,,,
2014-02-28,1.2000,1.2000,,,1,0.17,限制大额申购,开放赎回,,,,
2014-02-27,1.1980,1.1980,,,1,0.17,限制大额申购,开放赎回,,,,
2014-02-26,1.1960,1.1960,,,1,0.00,限制大额申购,开放赎回,,,,
2014-02-25,1.1960,1.1960,,,1,0.00,限制大额申购,开放赎回,,,,
2014-02-24,1.1960,1.1960,,,1,0.00,限制大额申购,开放赎回,,,,
2014-02-21,1.1960,1.1960,,,1,0.25,限制大额申购,开放赎回,,,,
2014-02-20,1.1930,1.1930,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-02-19,1.1940,1.1940,,,1,0.00,限制大额申购,开放赎回,,,,
2014-02-18,1.1940,1.1940,,,1,-0.17,限制大额申购,开放赎回,,,,
2014-02-17,1.1960,1.1960,,,1,0.42,限制大额申购,开放赎回,,,,
2014-02-14,1.1910,1.1910,,,1,0.25,限制大额申购,开放赎回,,,,
2014-02-13,1.1880,1.1880,,,1,-0.34,限制大额申购,开放赎回,,,,
2014-02-12,1.1920,1.1920,,,1,0.08,限制大额申购,开放赎回,,,,
2014-02-11,1.1910,1.1910,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-02-10,1.1920,1.1920,,,1,0.51,限制大额申购,开放赎回,,,,
2014-02-07,1.1860,1.1860,,,1,0.42,限制大额申购,开放赎回,,,,
2014-01-30,1.1810,1.1810,,,1,0.00,限制大额申购,开放赎回,,,,
2014-01-29,1.1810,1.1810,,,1,0.34,限制大额申购,开放赎回,,,,
2014-01-28,1.1770,1.1770,,,1,0.17,限制大额申购,开放赎回,,,,
2014-01-27,1.1750,1.1750,,,1,-0.09,限制大额申购,开放赎回,,,,
2014-01-24,1.1760,1.1760,,,1,0.34,限制大额申购,开放赎回,,,,
2014-01-23,1.1720,1.1720,,,1,0.09,限制大额申购,开放赎回,,,,
2014-01-22,1.1710,1.1710,,,1,0.60,限制大额申购,开放赎回,,,,
2014-01-21,1.1640,1.1640,,,1,0.34,限制大额申购,开放赎回,,,,
2014-01-20,1.1600,1.1600,,,1,-0.34,限制大额申购,开放赎回,,,,
2014-01-17,1.1640,1.1640,,,1,-0.17,限制大额申购,开放赎回,,,,
2014-01-16,1.1660,1.1660,,,1,0.17,限制大额申购,开放赎回,,,,
2014-01-15,1.1640,1.1640,,,1,0.00,限制大额申购,开放赎回,,,,
2014-01-14,1.1640,1.1640,,,1,0.09,限制大额申购,开放赎回,,,,
2014-01-13,1.1630,1.1630,,,1,-0.09,限制大额申购,开放赎回,,,,
2014-01-10,1.1640,1.1640,,,1,-0.17,限制大额申购,开放赎回,,,,
2014-01-09,1.1660,1.1660,,,1,-0.09,限制大额申购,开放赎回,,,,
2014-01-08,1.1670,1.1670,,,1,-0.09,限制大额申购,开放赎回,,,,
2014-01-07,1.1680,1.1680,,,1,0.09,限制大额申购,开放赎回,,,,
2014-01-06,1.1670,1.1670,,,1,-0.26,限制大额申购,开放赎回,,,,
2014-01-03,1.1700,1.1700,,,1,-0.09,限制大额申购,开放赎回,,,,
2014-01-02,1.1710,1.1710,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-31,1.1710,1.1710,,,1,0.26,限制大额申购,开放赎回,,,,
2013-12-30,1.1680,1.1680,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-27,1.1680,1.1680,,,1,0.17,限制大额申购,开放赎回,,,,
2013-12-26,1.1660,1.1660,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-12-25,1.1670,1.1670,,,1,0.17,限制大额申购,开放赎回,,,,
2013-12-24,1.1650,1.1650,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-23,1.1650,1.1650,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-20,1.1650,1.1650,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-12-19,1.1670,1.1670,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-12-18,1.1690,1.1690,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-12-17,1.1700,1.1700,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-12-16,1.1710,1.1710,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-12-13,1.1720,1.1720,,,1,0.09,限制大额申购,开放赎回,,,,
2013-12-12,1.1710,1.1710,,,1,0.09,限制大额申购,开放赎回,,,,
2013-12-11,1.1700,1.1700,,,1,-0.26,限制大额申购,开放赎回,,,,
2013-12-10,1.1730,1.1730,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-12-09,1.1740,1.1740,,,1,0.26,限制大额申购,开放赎回,,,,
2013-12-06,1.1710,1.1710,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-05,1.1710,1.1710,,,1,0.09,限制大额申购,开放赎回,,,,
2013-12-04,1.1700,1.1700,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-03,1.1700,1.1700,,,1,0.00,限制大额申购,开放赎回,,,,
2013-12-02,1.1700,1.1700,,,1,-0.34,限制大额申购,开放赎回,,,,
2013-11-29,1.1740,1.1740,,,1,0.26,限制大额申购,开放赎回,,,,
2013-11-28,1.1710,1.1710,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-11-27,1.1720,1.1720,,,1,-0.34,限制大额申购,开放赎回,,,,
2013-11-26,1.1760,1.1760,,,1,-0.09,限制大额申购,开放赎回,,,,
2013-11-25,1.1770,1.1770,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-11-22,1.1780,1.1780,,,1,0.09,限制大额申购,开放赎回,,,,
2013-11-21,1.1770,1.1770,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-11-20,1.1800,1.1800,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-11-19,1.1820,1.1820,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-11-18,1.1830,1.1830,,,1,0.00,限制大额申购,开放赎回,,,,
2013-11-15,1.1830,1.1830,,,1,0.08,限制大额申购,开放赎回,,,,
2013-11-14,1.1820,1.1820,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-11-13,1.1830,1.1830,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-11-12,1.1860,1.1860,,,1,0.00,限制大额申购,开放赎回,,,,
2013-11-11,1.1860,1.1860,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-11-08,1.1870,1.1870,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-11-07,1.1890,1.1890,,,1,0.00,限制大额申购,开放赎回,,,,
2013-11-06,1.1890,1.1890,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-11-05,1.1900,1.1900,,,1,0.08,限制大额申购,开放赎回,,,,
2013-11-04,1.1890,1.1890,,,1,0.08,限制大额申购,开放赎回,,,,
2013-11-01,1.1880,1.1880,,,1,0.00,限制大额申购,开放赎回,,,,
2013-10-31,1.1880,1.1880,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-10-30,1.1910,1.1910,,,1,0.17,限制大额申购,开放赎回,,,,
2013-10-29,1.1890,1.1890,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-10-28,1.1920,1.1920,,,1,0.08,限制大额申购,开放赎回,,,,
2013-10-25,1.1910,1.1910,,,1,-0.33,限制大额申购,开放赎回,,,,
2013-10-24,1.1950,1.1950,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-10-23,1.1980,1.1980,,,1,-0.42,限制大额申购,开放赎回,,,,
2013-10-22,1.2030,1.2030,,,1,0.08,限制大额申购,开放赎回,,,,
2013-10-21,1.2020,1.2020,,,1,0.42,限制大额申购,开放赎回,,,,
2013-10-18,1.1970,1.1970,,,1,0.08,限制大额申购,开放赎回,,,,
2013-10-17,1.1960,1.1960,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-10-16,1.1980,1.1980,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-10-15,1.2010,1.2010,,,1,-0.25,限制大额申购,开放赎回,,,,
2013-10-14,1.2040,1.2040,,,1,0.33,限制大额申购,开放赎回,,,,
2013-10-11,1.2000,1.2000,,,1,0.33,限制大额申购,开放赎回,,,,
2013-10-10,1.1960,1.1960,,,1,0.00,限制大额申购,开放赎回,,,,
2013-10-09,1.1960,1.1960,,,1,0.08,限制大额申购,开放赎回,,,,
2013-10-08,1.1950,1.1950,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-30,1.1940,1.1940,,,1,0.25,限制大额申购,开放赎回,,,,
2013-09-27,1.1910,1.1910,,,1,0.17,限制大额申购,开放赎回,,,,
2013-09-26,1.1890,1.1890,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-09-25,1.1910,1.1910,,,1,0.17,限制大额申购,开放赎回,,,,
2013-09-24,1.1890,1.1890,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-23,1.1880,1.1880,,,1,0.25,限制大额申购,开放赎回,,,,
2013-09-18,1.1850,1.1850,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-17,1.1840,1.1840,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-16,1.1830,1.1830,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-09-13,1.1840,1.1840,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-09-12,1.1850,1.1850,,,1,0.00,限制大额申购,开放赎回,,,,
2013-09-11,1.1850,1.1850,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-09-10,1.1860,1.1860,,,1,0.17,限制大额申购,开放赎回,,,,
2013-09-09,1.1840,1.1840,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-06,1.1830,1.1830,,,1,0.00,限制大额申购,开放赎回,,,,
2013-09-05,1.1830,1.1830,,,1,0.00,限制大额申购,开放赎回,,,,
2013-09-04,1.1830,1.1830,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-09-03,1.1840,1.1840,,,1,0.08,限制大额申购,开放赎回,,,,
2013-09-02,1.1830,1.1830,,,1,0.08,限制大额申购,开放赎回,,,,
2013-08-30,1.1820,1.1820,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-29,1.1820,1.1820,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-28,1.1820,1.1820,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-27,1.1820,1.1820,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-26,1.1820,1.1820,,,1,0.08,限制大额申购,开放赎回,,,,
2013-08-23,1.1810,1.1810,,,1,0.08,限制大额申购,开放赎回,,,,
2013-08-22,1.1800,1.1800,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-21,1.1800,1.1800,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-20,1.1800,1.1800,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-08-19,1.1810,1.1810,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-16,1.1810,1.1810,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-15,1.1810,1.1810,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-08-14,1.1830,1.1830,,,1,-0.17,限制大额申购,开放赎回,,,,
2013-08-13,1.1850,1.1850,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-08-12,1.1860,1.1860,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-09,1.1860,1.1860,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-08,1.1860,1.1860,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-08-07,1.1870,1.1870,,,1,-0.08,限制大额申购,开放赎回,,,,
2013-08-06,1.1880,1.1880,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-05,1.1880,1.1880,,,1,0.00,限制大额申购,开放赎回,,,,
2013-08-02,1.1880,1.1880,,,1,0.08,开放申购,开放赎回,,,,
2013-08-01,1.1870,1.1870,,,1,0.25,开放申购,开放赎回,,,,
2013-07-31,1.1840,1.1840,,,1,-0.08,开放申购,开放赎回,,,,
2013-07-30,1.1850,1.1850,,,1,0.00,开放申购,开放赎回,,,,
2013-07-29,1.1850,1.1850,,,1,-0.17,开放申购,开放赎回,,,,
2013-07-26,1.1870,1.1870,,,1,0.08,开放申购,开放赎回,,,,
2013-07-25,1.1860,1.1860,,,1,-0.25,开放申购,开放赎回,,,,
2013-07-24,1.1890,1.1890,,,1,0.00,开放申购,开放赎回,,,,
2013-07-23,1.1890,1.1890,,,1,0.08,开放申购,开放赎回,,,,
2013-07-22,1.1880,1.1880,,,1,0.00,开放申购,开放赎回,,,,
2013-07-19,1.1880,1.1880,,,1,-0.17,开放申购,开放赎回,,,,
2013-07-18,1.1900,1.1900,,,1,0.00,开放申购,开放赎回,,,,
2013-07-17,1.1900,1.1900,,,1,-0.17,开放申购,开放赎回,,,,
2013-07-16,1.1920,1.1920,,,1,0.08,开放申购,开放赎回,,,,
2013-07-15,1.1910,1.1910,,,1,0.08,开放申购,开放赎回,,,,
2013-07-12,1.1900,1.1900,,,1,-0.17,开放申购,开放赎回,,,,
2013-07-11,1.1920,1.1920,,,1,0.08,开放申购,开放赎回,,,,
2013-07-10,1.1910,1.1910,,,1,0.17,开放申购,开放赎回,,,,
2013-07-09,1.1890,1.1890,,,1,0.00,开放申购,开放赎回,,,,
2013-07-08,1.1890,1.1890,,,1,-0.17,开放申购,开放赎回,,,,
2013-07-05,1.1910,1.1910,,,1,0.00,开放申购,开放赎回,,,,
2013-07-04,1.1910,1.1910,,,1,0.08,开放申购,开放赎回,,,,
2013-07-03,1.1900,1.1900,,,1,0.00,开放申购,开放赎回,,,,
2013-07-02,1.1900,1.1900,,,1,0.34,开放申购,开放赎回,,,,
2013-07-01,1.1860,1.1860,,,1,0.08,开放申购,开放赎回,,,,
2013-06-30,1.1850,1.1850,,,0,0.08,开放申购,开放赎回,,,,
2013-06-28,1.1840,1.1840,,,1,0.08,开放申购,开放赎回,,,,
2013-06-27,1.1830,1.1830,,,1,0.00,开放申购,开放赎回,,,,
2013-06-26,1.1830,1.1830,,,1,0.34,开放申购,开放赎回,,,,
2013-06-25,1.1790,1.1790,,,1,0.08,开放申购,开放赎回,,,,
2013-06-24,1.1780,1.1780,,,1,-0.17,开放申购,开放赎回,,,,
2013-06-21,1.1800,1.1800,,,1,-0.17,开放申购,开放赎回,,,,
2013-06-20,1.1820,1.1820,,,1,-0.76,开放申购,开放赎回,,,,
2013-06-19,1.1910,1.1910,,,1,-0.25,开放申购,开放赎回,,,,
2013-06-18,1.1940,1.1940,,,1,-0.08,开放申购,开放赎回,,,,
2013-06-17,1.1950,1.1950,,,1,0.00,开放申购,开放赎回,,,,
2013-06-14,1.1950,1.1950,,,1,0.08,开放申购,开放赎回,,,,
2013-06-13,1.1940,1.1940,,,1,0.00,开放申购,开放赎回,,,,
2013-06-07,1.1940,1.1940,,,1,-0.17,开放申购,开放赎回,,,,
2013-06-06,1.1960,1.1960,,,1,-0.25,开放申购,开放赎回,,,,
2013-06-05,1.1990,1.1990,,,1,0.00,开放申购,开放赎回,,,,
2013-06-04,1.1990,1.1990,,,1,-0.17,开放申购,开放赎回,,,,
2013-06-03,1.2010,1.2010,,,1,-0.08,开放申购,开放赎回,,,,
2013-05-31,1.2020,1.2020,,,1,-0.08,开放申购,开放赎回,,,,
2013-05-30,1.2030,1.2030,,,1,0.00,开放申购,开放赎回,,,,
2013-05-29,1.2030,1.2030,,,1,0.08,开放申购,开放赎回,,,,
2013-05-28,1.2020,1.2020,,,1,0.33,开放申购,开放赎回,,,,
2013-05-27,1.1980,1.1980,,,1,0.25,开放申购,开放赎回,,,,
2013-05-24,1.1950,1.1950,,,1,0.17,开放申购,开放赎回,,,,
2013-05-23,1.1930,1.1930,,,1,-0.08,开放申购,开放赎回,,,,
2013-05-22,1.1940,1.1940,,,1,-0.08,开放申购,开放赎回,,,,
2013-05-21,1.1950,1.1950,,,1,0.00,开放申购,开放赎回,,,,
2013-05-20,1.1950,1.1950,,,1,0.25,开放申购,开放赎回,,,,
2013-05-17,1.1920,1.1920,,,1,0.34,开放申购,开放赎回,,,,
2013-05-16,1.1880,1.1880,,,1,0.25,开放申购,开放赎回,,,,
2013-05-15,1.1850,1.1850,,,1,0.08,开放申购,开放赎回,,,,
2013-05-14,1.1840,1.1840,,,1,-0.08,开放申购,开放赎回,,,,
2013-05-13,1.1850,1.1850,,,1,0.00,开放申购,开放赎回,,,,
2013-05-10,1.1850,1.1850,,,1,0.08,开放申购,开放赎回,,,,
2013-05-09,1.1840,1.1840,,,1,0.08,开放申购,开放赎回,,,,
2013-05-08,1.1830,1.1830,,,1,0.08,开放申购,开放赎回,,,,
2013-05-07,1.1820,1.1820,,,1,0.08,开放申购,开放赎回,,,,
2013-05-06,1.1810,1.1810,,,1,0.25,开放申购,开放赎回,,,,
2013-05-03,1.1780,1.1780,,,1,0.34,开放申购,开放赎回,,,,
2013-05-02,1.1740,1.1740,,,1,0.09,开放申购,开放赎回,,,,
2013-04-26,1.1730,1.1730,,,1,-0.09,开放申购,开放赎回,,,,
2013-04-25,1.1740,1.1740,,,1,-0.17,开放申购,开放赎回,,,,
2013-04-24,1.1760,1.1760,,,1,0.34,开放申购,开放赎回,,,,
2013-04-23,1.1720,1.1720,,,1,-0.34,开放申购,开放赎回,,,,
2013-04-22,1.1760,1.1760,,,1,-0.09,开放申购,开放赎回,,,,
2013-04-19,1.1770,1.1770,,,1,0.26,开放申购,开放赎回,,,,
2013-04-18,1.1740,1.1740,,,1,0.00,开放申购,开放赎回,,,,
2013-04-17,1.1740,1.1740,,,1,-0.09,开放申购,开放赎回,,,,
2013-04-16,1.1750,1.1750,,,1,-0.09,开放申购,开放赎回,,,,
