FSRQ,DWJZ,LJJZ,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,NAVTYPE,SDATE,ACTUALSYI,DTYPE,FHSP
2015-12-28,1.6220,1.6220,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-12-25,1.6230,1.6230,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-24,1.6230,1.6230,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-23,1.6230,1.6230,,,1,0.06,限制大额申购,开放赎回,,,,
2015-12-22,1.6220,1.6220,,,1,0.06,限制大额申购,开放赎回,,,,
2015-12-21,1.6210,1.6210,,,1,0.12,限制大额申购,开放赎回,,,,
2015-12-18,1.6190,1.6190,,,1,0.12,限制大额申购,开放赎回,,,,
2015-12-17,1.6170,1.6170,,,1,0.12,限制大额申购,开放赎回,,,,
2015-12-16,1.6150,1.6150,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-15,1.6150,1.6150,,,1,0.06,限制大额申购,开放赎回,,,,
2015-12-14,1.6140,1.6140,,,1,0.12,限制大额申购,开放赎回,,,,
2015-12-11,1.6120,1.6120,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-10,1.6120,1.6120,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-09,1.6120,1.6120,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-08,1.6120,1.6120,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-07,1.6120,1.6120,,,1,0.06,限制大额申购,开放赎回,,,,
2015-12-04,1.6110,1.6110,,,1,0.12,限制大额申购,开放赎回,,,,
2015-12-03,1.6090,1.6090,,,1,0.06,限制大额申购,开放赎回,,,,
2015-12-02,1.6080,1.6080,,,1,0.00,限制大额申购,开放赎回,,,,
2015-12-01,1.6080,1.6080,,,1,0.12,限制大额申购,开放赎回,,,,
2015-11-30,1.6060,1.6060,,,1,0.06,限制大额申购,开放赎回,,,,
2015-11-27,1.6050,1.6050,,,1,-0.25,限制大额申购,开放赎回,,,,
2015-11-26,1.6090,1.6090,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-25,1.6090,1.6090,,,1,0.06,限制大额申购,开放赎回,,,,
2015-11-24,1.6080,1.6080,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-23,1.6080,1.6080,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-11-20,1.6090,1.6090,,,1,0.06,限制大额申购,开放赎回,,,,
2015-11-19,1.6080,1.6080,,,1,0.06,限制大额申购,开放赎回,,,,
2015-11-18,1.6070,1.6070,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-11-17,1.6080,1.6080,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-11-16,1.6090,1.6090,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-13,1.6090,1.6090,,,1,-0.12,限制大额申购,开放赎回,,,,
2015-11-12,1.6110,1.6110,,,1,0.12,限制大额申购,开放赎回,,,,
2015-11-11,1.6090,1.6090,,,1,0.12,限制大额申购,开放赎回,,,,
2015-11-10,1.6070,1.6070,,,1,0.00,限制大额申购,开放赎回,,,,
2015-11-09,1.6070,1.6070,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-11-06,1.6080,1.6080,,,1,0.12,限制大额申购,开放赎回,,,,
2015-11-05,1.6060,1.6060,,,1,-0.12,限制大额申购,开放赎回,,,,
2015-11-04,1.6080,1.6080,,,1,0.19,限制大额申购,开放赎回,,,,
2015-11-03,1.6050,1.6050,,,1,0.06,限制大额申购,开放赎回,,,,
2015-11-02,1.6040,1.6040,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-10-30,1.6050,1.6050,,,1,0.00,限制大额申购,开放赎回,,,,
2015-10-29,1.6050,1.6050,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-28,1.6040,1.6040,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-10-27,1.6050,1.6050,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-26,1.6040,1.6040,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-23,1.6030,1.6030,,,1,0.12,限制大额申购,开放赎回,,,,
2015-10-22,1.6010,1.6010,,,1,0.13,限制大额申购,开放赎回,,,,
2015-10-21,1.5990,1.5990,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-10-20,1.6020,1.6020,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-19,1.6010,1.6010,,,1,0.13,限制大额申购,开放赎回,,,,
2015-10-16,1.5990,1.5990,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-15,1.5980,1.5980,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-14,1.5970,1.5970,,,1,0.00,限制大额申购,开放赎回,,,,
2015-10-13,1.5970,1.5970,,,1,0.06,限制大额申购,开放赎回,,,,
2015-10-12,1.5960,1.5960,,,1,0.13,限制大额申购,开放赎回,,,,
2015-10-09,1.5940,1.5940,,,1,0.00,限制大额申购,开放赎回,,,,
2015-10-08,1.5940,1.5940,,,1,0.19,限制大额申购,开放赎回,,,,
2015-09-30,1.5910,1.5910,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-09-29,1.5920,1.5920,,,1,0.00,限制大额申购,开放赎回,,,,
2015-09-28,1.5920,1.5920,,,1,0.13,限制大额申购,开放赎回,,,,
2015-09-25,1.5900,1.5900,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-09-24,1.5920,1.5920,,,1,0.13,限制大额申购,开放赎回,,,,
2015-09-23,1.5900,1.5900,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-09-22,1.5910,1.5910,,,1,0.00,限制大额申购,开放赎回,,,,
2015-09-21,1.5910,1.5910,,,1,0.19,限制大额申购,开放赎回,,,,
2015-09-18,1.5880,1.5880,,,1,0.13,限制大额申购,开放赎回,,,,
2015-09-17,1.5860,1.5860,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-09-16,1.5870,1.5870,,,1,0.25,限制大额申购,开放赎回,,,,
2015-09-15,1.5830,1.5830,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-09-14,1.5860,1.5860,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-09-11,1.5890,1.5890,,,1,0.06,限制大额申购,开放赎回,,,,
2015-09-10,1.5880,1.5880,,,1,0.06,限制大额申购,开放赎回,,,,
2015-09-09,1.5870,1.5870,,,1,0.13,限制大额申购,开放赎回,,,,
2015-09-08,1.5850,1.5850,,,1,0.13,限制大额申购,开放赎回,,,,
2015-09-07,1.5830,1.5830,,,1,0.06,限制大额申购,开放赎回,,,,
2015-09-02,1.5820,1.5820,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-09-01,1.5830,1.5830,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-08-31,1.5860,1.5860,,,1,0.00,限制大额申购,开放赎回,,,,
2015-08-28,1.5860,1.5860,,,1,0.19,限制大额申购,开放赎回,,,,
2015-08-27,1.5830,1.5830,,,1,0.13,限制大额申购,开放赎回,,,,
2015-08-26,1.5810,1.5810,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-08-25,1.5820,1.5820,,,1,-0.57,限制大额申购,开放赎回,,,,
2015-08-24,1.5910,1.5910,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-08-21,1.5940,1.5940,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-08-20,1.5970,1.5970,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-08-19,1.5980,1.5980,,,1,0.06,限制大额申购,开放赎回,,,,
2015-08-18,1.5970,1.5970,,,1,-0.25,限制大额申购,开放赎回,,,,
2015-08-17,1.6010,1.6010,,,1,0.00,限制大额申购,开放赎回,,,,
2015-08-14,1.6010,1.6010,,,1,0.00,限制大额申购,开放赎回,,,,
2015-08-13,1.6010,1.6010,,,1,0.06,限制大额申购,开放赎回,,,,
2015-08-12,1.6000,1.6000,,,1,-0.12,限制大额申购,开放赎回,,,,
2015-08-11,1.6020,1.6020,,,1,0.06,限制大额申购,开放赎回,,,,
2015-08-10,1.6010,1.6010,,,1,0.25,限制大额申购,开放赎回,,,,
2015-08-07,1.5970,1.5970,,,1,0.13,限制大额申购,开放赎回,,,,
2015-08-06,1.5950,1.5950,,,1,0.00,限制大额申购,开放赎回,,,,
2015-08-05,1.5950,1.5950,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-08-04,1.5960,1.5960,,,1,0.19,限制大额申购,开放赎回,,,,
2015-08-03,1.5930,1.5930,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-07-31,1.5960,1.5960,,,1,0.00,限制大额申购,开放赎回,,,,
2015-07-30,1.5960,1.5960,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-07-29,1.5970,1.5970,,,1,0.38,限制大额申购,开放赎回,,,,
2015-07-28,1.5910,1.5910,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-07-27,1.5930,1.5930,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-07-24,1.5960,1.5960,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-07-23,1.5970,1.5970,,,1,0.25,限制大额申购,开放赎回,,,,
2015-07-22,1.5930,1.5930,,,1,0.06,限制大额申购,开放赎回,,,,
2015-07-21,1.5920,1.5920,,,1,0.19,限制大额申购,开放赎回,,,,
2015-07-20,1.5890,1.5890,,,1,0.25,限制大额申购,开放赎回,,,,
2015-07-17,1.5850,1.5850,,,1,0.38,限制大额申购,开放赎回,,,,
2015-07-16,1.5790,1.5790,,,1,0.06,限制大额申购,开放赎回,,,,
2015-07-15,1.5780,1.5780,,,1,-0.25,限制大额申购,开放赎回,,,,
2015-07-14,1.5820,1.5820,,,1,0.19,限制大额申购,开放赎回,,,,
2015-07-13,1.5790,1.5790,,,1,0.32,限制大额申购,开放赎回,,,,
2015-07-10,1.5740,1.5740,,,1,0.25,限制大额申购,开放赎回,,,,
2015-07-09,1.5700,1.5700,,,1,0.13,限制大额申购,开放赎回,,,,
2015-07-08,1.5680,1.5680,,,1,-0.19,限制大额申购,开放赎回,,,,
2015-07-07,1.5710,1.5710,,,1,-0.38,限制大额申购,开放赎回,,,,
2015-07-06,1.5770,1.5770,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-07-03,1.5790,1.5790,,,1,-0.32,限制大额申购,开放赎回,,,,
2015-07-02,1.5840,1.5840,,,1,-0.44,限制大额申购,开放赎回,,,,
2015-07-01,1.5910,1.5910,,,1,-0.25,限制大额申购,开放赎回,,,,
2015-06-30,1.5950,1.5950,,,1,0.50,限制大额申购,开放赎回,,,,
2015-06-29,1.5870,1.5870,,,1,-0.56,限制大额申购,开放赎回,,,,
2015-06-26,1.5960,1.5960,,,1,-0.81,限制大额申购,开放赎回,,,,
2015-06-25,1.6090,1.6090,,,1,-0.37,限制大额申购,开放赎回,,,,
2015-06-24,1.6150,1.6150,,,1,0.19,限制大额申购,开放赎回,,,,
2015-06-23,1.6120,1.6120,,,1,0.00,限制大额申购,开放赎回,,,,
2015-06-19,1.6120,1.6120,,,1,-0.62,限制大额申购,开放赎回,,,,
2015-06-18,1.6220,1.6220,,,1,-0.55,限制大额申购,开放赎回,,,,
2015-06-17,1.6310,1.6310,,,1,0.12,限制大额申购,开放赎回,,,,
2015-06-16,1.6290,1.6290,,,1,-0.61,限制大额申购,开放赎回,,,,
2015-06-15,1.6390,1.6390,,,1,-0.43,限制大额申购,开放赎回,,,,
2015-06-12,1.6460,1.6460,,,1,0.30,限制大额申购,开放赎回,,,,
2015-06-11,1.6410,1.6410,,,1,0.31,限制大额申购,开放赎回,,,,
2015-06-10,1.6360,1.6360,,,1,0.25,限制大额申购,开放赎回,,,,
2015-06-09,1.6320,1.6320,,,1,-0.06,限制大额申购,开放赎回,,,,
2015-06-08,1.6330,1.6330,,,1,-0.18,限制大额申购,开放赎回,,,,
2015-06-05,1.6360,1.6360,,,1,0.00,限制大额申购,开放赎回,,,,
2015-06-04,1.6360,1.6360,,,1,0.00,限制大额申购,开放赎回,,,,
2015-06-03,1.6360,1.6360,,,1,-0.12,限制大额申购,开放赎回,,,,
2015-06-02,1.6380,1.6380,,,1,0.55,限制大额申购,开放赎回,,,,
2015-06-01,1.6290,1.6290,,,1,0.93,限制大额申购,开放赎回,,,,
2015-05-29,1.6140,1.6140,,,1,0.19,限制大额申购,开放赎回,,,,
2015-05-28,1.6110,1.6110,,,1,-0.98,限制大额申购,开放赎回,,,,
2015-05-27,1.6270,1.6270,,,1,0.18,限制大额申购,开放赎回,,,,
2015-05-26,1.6240,1.6240,,,1,0.87,限制大额申购,开放赎回,,,,
2015-05-25,1.6100,1.6100,,,1,0.44,限制大额申购,开放赎回,,,,
2015-05-22,1.6030,1.6030,,,1,0.12,限制大额申购,开放赎回,,,,
2015-05-21,1.6010,1.6010,,,1,0.95,限制大额申购,开放赎回,,,,
2015-05-20,1.5860,1.5860,,,1,0.63,限制大额申购,开放赎回,,,,
2015-05-19,1.5760,1.5760,,,1,0.38,限制大额申购,开放赎回,,,,
2015-05-18,1.5700,1.5700,,,1,0.77,限制大额申购,开放赎回,,,,
2015-05-15,1.5580,1.5580,,,1,0.39,限制大额申购,开放赎回,,,,
2015-05-14,1.5520,1.5520,,,1,0.00,限制大额申购,开放赎回,,,,
2015-05-13,1.5520,1.5520,,,1,0.13,限制大额申购,开放赎回,,,,
2015-05-12,1.5500,1.5500,,,1,0.58,限制大额申购,开放赎回,,,,
2015-05-11,1.5410,1.5410,,,1,0.85,限制大额申购,开放赎回,,,,
2015-05-08,1.5280,1.5280,,,1,0.92,限制大额申购,开放赎回,,,,
2015-05-07,1.5140,1.5140,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-05-06,1.5160,1.5160,,,1,0.13,限制大额申购,开放赎回,,,,
2015-05-05,1.5140,1.5140,,,1,-0.59,限制大额申购,开放赎回,,,,
2015-05-04,1.5230,1.5230,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-04-30,1.5250,1.5250,,,1,0.40,限制大额申购,开放赎回,,,,
2015-04-29,1.5190,1.5190,,,1,0.60,限制大额申购,开放赎回,,,,
2015-04-28,1.5100,1.5100,,,1,-0.46,限制大额申购,开放赎回,,,,
2015-04-27,1.5170,1.5170,,,1,0.20,限制大额申购,开放赎回,,,,
2015-04-24,1.5140,1.5140,,,1,0.00,限制大额申购,开放赎回,,,,
2015-04-23,1.5140,1.5140,,,1,0.33,限制大额申购,开放赎回,,,,
2015-04-22,1.5090,1.5090,,,1,0.60,限制大额申购,开放赎回,,,,
2015-04-21,1.5000,1.5000,,,1,0.74,限制大额申购,开放赎回,,,,
2015-04-20,1.4890,1.4890,,,1,-0.33,限制大额申购,开放赎回,,,,
2015-04-17,1.4940,1.4940,,,1,0.34,限制大额申购,开放赎回,,,,
2015-04-16,1.4890,1.4890,,,1,0.34,限制大额申购,开放赎回,,,,
2015-04-15,1.4840,1.4840,,,1,-0.54,限制大额申购,开放赎回,,,,
2015-04-14,1.4920,1.4920,,,1,-0.20,限制大额申购,开放赎回,,,,
2015-04-13,1.4950,1.4950,,,1,0.34,限制大额申购,开放赎回,,,,
2015-04-10,1.4900,1.4900,,,1,0.27,限制大额申购,开放赎回,,,,
2015-04-09,1.4860,1.4860,,,1,-0.34,限制大额申购,开放赎回,,,,
2015-04-08,1.4910,1.4910,,,1,-0.13,限制大额申购,开放赎回,,,,
2015-04-07,1.4930,1.4930,,,1,0.40,限制大额申购,开放赎回,,,,
2015-04-03,1.4870,1.4870,,,1,0.07,限制大额申购,开放赎回,,,,
2015-04-02,1.4860,1.4860,,,1,0.27,限制大额申购,开放赎回,,,,
2015-04-01,1.4820,1.4820,,,1,0.47,限制大额申购,开放赎回,,,,
2015-03-31,1.4750,1.4750,,,1,-0.20,限制大额申购,开放赎回,,,,
2015-03-30,1.4780,1.4780,,,1,0.20,限制大额申购,开放赎回,,,,
2015-03-27,1.4750,1.4750,,,1,0.00,限制大额申购,开放赎回,,,,
2015-03-26,1.4750,1.4750,,,1,-0.27,限制大额申购,开放赎回,,,,
2015-03-25,1.4790,1.4790,,,1,0.00,限制大额申购,开放赎回,,,,
2015-03-24,1.4790,1.4790,,,1,-0.27,限制大额申购,开放赎回,,,,
2015-03-23,1.4830,1.4830,,,1,0.54,限制大额申购,开放赎回,,,,
2015-03-20,1.4750,1.4750,,,1,0.14,限制大额申购,开放赎回,,,,
2015-03-19,1.4730,1.4730,,,1,0.07,限制大额申购,开放赎回,,,,
2015-03-18,1.4720,1.4720,,,1,0.07,限制大额申购,开放赎回,,,,
2015-03-17,1.4710,1.4710,,,1,0.27,限制大额申购,开放赎回,,,,
2015-03-16,1.4670,1.4670,,,1,0.34,限制大额申购,开放赎回,,,,
2015-03-13,1.4620,1.4620,,,1,0.14,限制大额申购,开放赎回,,,,
2015-03-12,1.4600,1.4600,,,1,0.00,限制大额申购,开放赎回,,,,
2015-03-11,1.4600,1.4600,,,1,0.07,限制大额申购,开放赎回,,,,
2015-03-10,1.4590,1.4590,,,1,0.14,限制大额申购,开放赎回,,,,
2015-03-09,1.4570,1.4570,,,1,0.21,限制大额申购,开放赎回,,,,
2015-03-06,1.4540,1.4540,,,1,-0.07,限制大额申购,开放赎回,,,,
2015-03-05,1.4550,1.4550,,,1,0.07,限制大额申购,开放赎回,,,,
2015-03-04,1.4540,1.4540,,,1,0.07,限制大额申购,开放赎回,,,,
2015-03-03,1.4530,1.4530,,,1,-0.07,限制大额申购,开放赎回,,,,
2015-03-02,1.4540,1.4540,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-27,1.4530,1.4530,,,1,0.00,限制大额申购,开放赎回,,,,
2015-02-26,1.4530,1.4530,,,1,0.14,限制大额申购,开放赎回,,,,
2015-02-25,1.4510,1.4510,,,1,0.00,限制大额申购,开放赎回,,,,
2015-02-17,1.4510,1.4510,,,1,0.00,限制大额申购,开放赎回,,,,
2015-02-16,1.4510,1.4510,,,1,0.21,限制大额申购,开放赎回,,,,
2015-02-13,1.4480,1.4480,,,1,0.21,限制大额申购,开放赎回,,,,
2015-02-12,1.4450,1.4450,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-11,1.4440,1.4440,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-10,1.4430,1.4430,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-09,1.4420,1.4420,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-06,1.4410,1.4410,,,1,-0.14,限制大额申购,开放赎回,,,,
2015-02-05,1.4430,1.4430,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-04,1.4420,1.4420,,,1,0.14,限制大额申购,开放赎回,,,,
2015-02-03,1.4400,1.4400,,,1,0.07,限制大额申购,开放赎回,,,,
2015-02-02,1.4390,1.4390,,,1,-0.07,限制大额申购,开放赎回,,,,
2015-01-30,1.4400,1.4400,,,1,-0.14,限制大额申购,开放赎回,,,,
2015-01-29,1.4420,1.4420,,,1,-0.14,限制大额申购,开放赎回,,,,
2015-01-28,1.4440,1.4440,,,1,-0.14,限制大额申购,开放赎回,,,,
2015-01-27,1.4460,1.4460,,,1,0.07,限制大额申购,开放赎回,,,,
2015-01-26,1.4450,1.4450,,,1,0.07,限制大额申购,开放赎回,,,,
2015-01-23,1.4440,1.4440,,,1,-0.07,限制大额申购,开放赎回,,,,
2015-01-22,1.4450,1.4450,,,1,0.42,限制大额申购,开放赎回,,,,
2015-01-21,1.4390,1.4390,,,1,0.21,限制大额申购,开放赎回,,,,
2015-01-20,1.4360,1.4360,,,1,0.28,限制大额申购,开放赎回,,,,
2015-01-19,1.4320,1.4320,,,1,-0.28,限制大额申购,开放赎回,,,,
2015-01-16,1.4360,1.4360,,,1,0.28,限制大额申购,开放赎回,,,,
2015-01-15,1.4320,1.4320,,,1,0.07,限制大额申购,开放赎回,,,,
2015-01-14,1.4310,1.4310,,,1,0.00,限制大额申购,开放赎回,,,,
2015-01-13,1.4310,1.4310,,,1,0.21,限制大额申购,开放赎回,,,,
2015-01-12,1.4280,1.4280,,,1,-0.28,限制大额申购,开放赎回,,,,
2015-01-09,1.4320,1.4320,,,1,-0.07,限制大额申购,开放赎回,,,,
2015-01-08,1.4330,1.4330,,,1,-0.21,限制大额申购,开放赎回,,,,
2015-01-07,1.4360,1.4360,,,1,0.35,限制大额申购,开放赎回,,,,
2015-01-06,1.4310,1.4310,,,1,0.35,限制大额申购,开放赎回,,,,
2015-01-05,1.4260,1.4260,,,1,0.49,限制大额申购,开放赎回,,,,
2014-12-31,1.4190,1.4190,,,1,0.21,限制大额申购,开放赎回,,,,
2014-12-30,1.4160,1.4160,,,1,-0.21,限制大额申购,开放赎回,,,,
2014-12-29,1.4190,1.4190,,,1,-0.07,限制大额申购,开放赎回,,,,
2014-12-26,1.4200,1.4200,,,1,0.42,限制大额申购,开放赎回,,,,
2014-12-25,1.4140,1.4140,,,1,0.14,限制大额申购,开放赎回,,,,
2014-12-24,1.4120,1.4120,,,1,0.28,限制大额申购,开放赎回,,,,
2014-12-23,1.4080,1.4080,,,1,-0.21,限制大额申购,开放赎回,,,,
2014-12-22,1.4110,1.4110,,,1,-0.21,限制大额申购,开放赎回,,,,
2014-12-19,1.4140,1.4140,,,1,0.28,限制大额申购,开放赎回,,,,
2014-12-18,1.4100,1.4100,,,1,0.28,限制大额申购,开放赎回,,,,
2014-12-17,1.4060,1.4060,,,1,0.21,限制大额申购,开放赎回,,,,
2014-12-16,1.4030,1.4030,,,1,0.21,限制大额申购,开放赎回,,,,
2014-12-15,1.4000,1.4000,,,1,0.07,限制大额申购,开放赎回,,,,
2014-12-12,1.3990,1.3990,,,1,0.29,限制大额申购,开放赎回,,,,
2014-12-11,1.3950,1.3950,,,1,0.07,限制大额申购,开放赎回,,,,
2014-12-10,1.3940,1.3940,,,1,0.50,限制大额申购,开放赎回,,,,
2014-12-09,1.3870,1.3870,,,1,-0.93,限制大额申购,开放赎回,,,,
2014-12-08,1.4000,1.4000,,,1,-0.21,限制大额申购,开放赎回,,,,
2014-12-05,1.4030,1.4030,,,1,-0.99,限制大额申购,开放赎回,,,,
2014-12-04,1.4170,1.4170,,,1,1.58,限制大额申购,开放赎回,,,,
2014-12-03,1.3950,1.3950,,,1,0.29,限制大额申购,开放赎回,,,,
2014-12-02,1.3910,1.3910,,,1,0.72,限制大额申购,开放赎回,,,,
2014-12-01,1.3810,1.3810,,,1,-0.29,限制大额申购,开放赎回,,,,
2014-11-28,1.3850,1.3850,,,1,0.36,限制大额申购,开放赎回,,,,
2014-11-27,1.3800,1.3800,,,1,0.22,限制大额申购,开放赎回,,,,
2014-11-26,1.3770,1.3770,,,1,0.00,限制大额申购,开放赎回,,,,
2014-11-25,1.3770,1.3770,,,1,0.36,限制大额申购,开放赎回,,,,
2014-11-24,1.3720,1.3720,,,1,0.73,限制大额申购,开放赎回,,,,
2014-11-21,1.3620,1.3620,,,1,0.37,限制大额申购,开放赎回,,,,
2014-11-20,1.3570,1.3570,,,1,0.00,限制大额申购,开放赎回,,,,
2014-11-19,1.3570,1.3570,,,1,0.30,限制大额申购,开放赎回,,,,
2014-11-18,1.3530,1.3530,,,1,-0.29,限制大额申购,开放赎回,,,,
2014-11-17,1.3570,1.3570,,,1,-0.22,限制大额申购,开放赎回,,,,
2014-11-14,1.3600,1.3600,,,1,-0.51,限制大额申购,开放赎回,,,,
2014-11-13,1.3670,1.3670,,,1,-0.07,限制大额申购,开放赎回,,,,
2014-11-12,1.3680,1.3680,,,1,0.59,限制大额申购,开放赎回,,,,
2014-11-11,1.3600,1.3600,,,1,-0.58,限制大额申购,开放赎回,,,,
2014-11-10,1.3680,1.3680,,,1,0.81,限制大额申购,开放赎回,,,,
2014-11-07,1.3570,1.3570,,,1,0.30,限制大额申购,开放赎回,,,,
2014-11-06,1.3530,1.3530,,,1,0.22,限制大额申购,开放赎回,,,,
2014-11-05,1.3500,1.3500,,,1,-0.15,限制大额申购,开放赎回,,,,
2014-11-04,1.3520,1.3520,,,1,0.30,限制大额申购,开放赎回,,,,
2014-11-03,1.3480,1.3480,,,1,-0.07,限制大额申购,开放赎回,,,,
2014-10-31,1.3490,1.3490,,,1,0.82,限制大额申购,开放赎回,,,,
2014-10-30,1.3380,1.3380,,,1,0.53,限制大额申购,开放赎回,,,,
2014-10-29,1.3310,1.3310,,,1,0.76,限制大额申购,开放赎回,,,,
2014-10-28,1.3210,1.3210,,,1,0.84,限制大额申购,开放赎回,,,,
2014-10-27,1.3100,1.3100,,,1,0.15,限制大额申购,开放赎回,,,,
2014-10-24,1.3080,1.3080,,,1,0.00,限制大额申购,开放赎回,,,,
2014-10-23,1.3080,1.3080,,,1,-0.30,限制大额申购,开放赎回,,,,
2014-10-22,1.3120,1.3120,,,1,-0.15,限制大额申购,开放赎回,,,,
2014-10-21,1.3140,1.3140,,,1,-0.08,限制大额申购,开放赎回,,,,
2014-10-20,1.3150,1.3150,,,1,0.54,限制大额申购,开放赎回,,,,
2014-10-17,1.3080,1.3080,,,1,-0.15,限制大额申购,开放赎回,,,,
2014-10-16,1.3100,1.3100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-10-15,1.3100,1.3100,,,1,0.23,限制大额申购,开放赎回,,,,
2014-10-14,1.3070,1.3070,,,1,0.00,限制大额申购,开放赎回,,,,
2014-10-13,1.3070,1.3070,,,1,-0.23,限制大额申购,开放赎回,,,,
2014-10-10,1.3100,1.3100,,,1,-0.23,限制大额申购,开放赎回,,,,
2014-10-09,1.3130,1.3130,,,1,0.23,限制大额申购,开放赎回,,,,
2014-10-08,1.3100,1.3100,,,1,0.00,限制大额申购,开放赎回,,,,
2014-09-30,1.3100,1.3100,,,1,0.69,限制大额申购,开放赎回,,,,
2014-09-29,1.3010,1.3010,,,1,0.31,限制大额申购,开放赎回,,,,
2014-09-26,1.2970,1.2970,,,1,0.00,限制大额申购,开放赎回,,,,
2014-09-25,1.2970,1.2970,,,1,0.23,限制大额申购,开放赎回,,,,
2014-09-24,1.2940,1.2940,,,1,0.31,限制大额申购,开放赎回,,,,
2014-09-23,1.2900,1.2900,,,1,0.16,限制大额申购,开放赎回,,,,
2014-09-22,1.2880,1.2880,,,1,-0.54,限制大额申购,开放赎回,,,,
2014-09-19,1.2950,1.2950,,,1,0.23,限制大额申购,开放赎回,,,,
2014-09-18,1.2920,1.2920,,,1,0.31,限制大额申购,开放赎回,,,,
2014-09-17,1.2880,1.2880,,,1,0.39,限制大额申购,开放赎回,,,,
2014-09-16,1.2830,1.2830,,,1,-0.70,限制大额申购,开放赎回,,,,
2014-09-15,1.2920,1.2920,,,1,0.16,限制大额申购,开放赎回,,,,
2014-09-12,1.2900,1.2900,,,1,0.23,限制大额申购,开放赎回,,,,
2014-09-11,1.2870,1.2870,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-09-10,1.2890,1.2890,,,1,-0.15,限制大额申购,开放赎回,,,,
2014-09-09,1.2910,1.2910,,,1,-0.15,限制大额申购,开放赎回,,,,
2014-09-05,1.2930,1.2930,,,1,0.15,限制大额申购,开放赎回,,,,
2014-09-04,1.2910,1.2910,,,1,0.23,限制大额申购,开放赎回,,,,
2014-09-03,1.2880,1.2880,,,1,0.55,限制大额申购,开放赎回,,,,
2014-09-02,1.2810,1.2810,,,1,0.63,限制大额申购,开放赎回,,,,
2014-09-01,1.2730,1.2730,,,1,0.32,限制大额申购,开放赎回,,,,
2014-08-29,1.2690,1.2690,,,1,0.32,限制大额申购,开放赎回,,,,
2014-08-28,1.2650,1.2650,,,1,-0.16,限制大额申购,开放赎回,,,,
2014-08-27,1.2670,1.2670,,,1,0.16,限制大额申购,开放赎回,,,,
2014-08-26,1.2650,1.2650,,,1,-0.39,限制大额申购,开放赎回,,,,
2014-08-25,1.2700,1.2700,,,1,-0.08,限制大额申购,开放赎回,,,,
