FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-11-18,2.6411,2.6411,,,1,-1.32,开放申购,开放赎回,,,,
2020-11-17,2.6764,2.6764,,,1,-1.89,开放申购,开放赎回,,,,
2020-11-16,2.7279,2.7279,,,1,0.19,开放申购,开放赎回,,,,
2020-11-13,2.7226,2.7226,,,1,0.22,开放申购,开放赎回,,,,
2020-11-12,2.7167,2.7167,,,1,0.67,开放申购,开放赎回,,,,
2020-11-11,2.6987,2.6987,,,1,-3.13,开放申购,开放赎回,,,,
2020-11-10,2.7859,2.7859,,,1,-1.36,开放申购,开放赎回,,,,
2020-11-09,2.8243,2.8243,,,1,2.79,开放申购,开放赎回,,,,
2020-11-06,2.7477,2.7477,,,1,-1.86,开放申购,开放赎回,,,,
2020-11-05,2.7999,2.7999,,,1,1.34,开放申购,开放赎回,,,,
2020-11-04,2.7629,2.7629,,,1,0.21,开放申购,开放赎回,,,,
2020-11-03,2.7571,2.7571,,,1,1.25,开放申购,开放赎回,,,,
2020-11-02,2.7230,2.7230,,,1,1.86,开放申购,开放赎回,,,,
2020-10-30,2.6732,2.6732,,,1,-1.55,开放申购,开放赎回,,,,
2020-10-29,2.7153,2.7153,,,1,1.06,开放申购,开放赎回,,,,
2020-10-28,2.6868,2.6868,,,1,0.70,开放申购,开放赎回,,,,
2020-10-27,2.6681,2.6681,,,1,1.19,开放申购,开放赎回,,,,
2020-10-26,2.6368,2.6368,,,1,0.61,开放申购,开放赎回,,,,
2020-10-23,2.6208,2.6208,,,1,-2.56,开放申购,开放赎回,,,,
2020-10-22,2.6897,2.6897,,,1,-0.94,开放申购,开放赎回,,,,
2020-10-21,2.7152,2.7152,,,1,-1.38,开放申购,开放赎回,,,,
2020-10-20,2.7532,2.7532,,,1,1.78,开放申购,开放赎回,,,,
2020-10-19,2.7050,2.7050,,,1,-1.21,开放申购,开放赎回,,,,
2020-10-16,2.7381,2.7381,,,1,-0.47,开放申购,开放赎回,,,,
2020-10-15,2.7510,2.7510,,,1,-0.86,开放申购,开放赎回,,,,
2020-10-14,2.7749,2.7749,,,1,-0.70,开放申购,开放赎回,,,,
2020-10-13,2.7945,2.7945,,,1,0.25,开放申购,开放赎回,,,,
2020-10-12,2.7876,2.7876,,,1,3.69,开放申购,开放赎回,,,,
2020-10-09,2.6885,2.6885,,,1,3.58,开放申购,开放赎回,,,,
2020-09-30,2.5956,2.5956,,,1,0.41,开放申购,开放赎回,,,,
2020-09-29,2.5849,2.5849,,,1,1.57,开放申购,开放赎回,,,,
2020-09-28,2.5449,2.5449,,,1,-0.69,开放申购,开放赎回,,,,
2020-09-25,2.5627,2.5627,,,1,0.17,开放申购,开放赎回,,,,
2020-09-24,2.5584,2.5584,,,1,-2.32,开放申购,开放赎回,,,,
2020-09-23,2.6192,2.6192,,,1,1.63,开放申购,开放赎回,,,,
2020-09-22,2.5771,2.5771,,,1,-0.50,开放申购,开放赎回,,,,
2020-09-21,2.5901,2.5901,,,1,-0.98,开放申购,开放赎回,,,,
2020-09-18,2.6157,2.6157,,,1,1.43,开放申购,开放赎回,,,,
2020-09-17,2.5789,2.5789,,,1,0.11,开放申购,开放赎回,,,,
2020-09-16,2.5760,2.5760,,,1,-1.46,开放申购,开放赎回,,,,
2020-09-15,2.6142,2.6142,,,1,0.83,开放申购,开放赎回,,,,
2020-09-14,2.5928,2.5928,,,1,1.33,开放申购,开放赎回,,,,
