FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-10-27,0.1860,0.1860,,,1,1.64,限制大额申购,开放赎回,,,,
2020-10-26,0.1830,0.1830,,,1,-2.14,限制大额申购,开放赎回,,,,
2020-10-23,0.1870,0.1870,,,1,-1.58,限制大额申购,开放赎回,,,,
2020-10-22,0.1900,0.1900,,,1,1.06,暂停申购,开放赎回,,,,
2020-10-21,0.1880,0.1880,,,1,-3.09,暂停申购,开放赎回,,,,
2020-10-20,0.1940,0.1940,,,1,1.57,暂停申购,开放赎回,,,,
2020-10-19,0.1910,0.1910,,,1,-1.04,暂停申购,开放赎回,,,,
2020-10-16,0.1930,0.1930,,,1,-0.52,暂停申购,开放赎回,,,,
2020-10-15,0.1940,0.1940,,,1,-0.51,暂停申购,开放赎回,,,,
2020-10-14,0.1950,0.1950,,,1,1.56,暂停申购,开放赎回,,,,
2020-10-13,0.1920,0.1920,,,1,1.59,暂停申购,开放赎回,,,,
2020-10-12,0.1890,0.1890,,,1,-2.58,暂停申购,开放赎回,,,,
2020-10-09,0.1940,0.1940,,,1,0.52,暂停申购,开放赎回,,,,
2020-09-30,0.1930,0.1930,,,1,1.58,暂停申购,开放赎回,,,,
2020-09-29,0.1900,0.1900,,,1,-3.06,暂停申购,开放赎回,,,,
2020-09-28,0.1960,0.1960,,,1,1.03,暂停申购,开放赎回,,,,
2020-09-25,0.1940,0.1940,,,1,0.00,暂停申购,开放赎回,,,,
2020-09-24,0.1940,0.1940,,,1,1.04,暂停申购,开放赎回,,,,
2020-09-23,0.1920,0.1920,,,1,0.00,暂停申购,开放赎回,,,,
2020-09-22,0.1920,0.1920,,,1,0.00,暂停申购,开放赎回,,,,
2020-09-21,0.1920,0.1920,,,1,-2.54,暂停申购,开放赎回,,,,
2020-09-18,0.1970,0.1970,,,1,-0.51,暂停申购,开放赎回,,,,
2020-09-17,0.1980,0.1980,,,1,1.54,暂停申购,开放赎回,,,,
2020-09-16,0.1950,0.1950,,,1,3.17,暂停申购,开放赎回,,,,
2020-09-15,0.1890,0.1890,,,1,1.61,暂停申购,开放赎回,,,,
2020-09-14,0.1860,0.1860,,,1,-0.53,暂停申购,开放赎回,,,,
2020-09-11,0.1870,0.1870,,,1,0.54,暂停申购,开放赎回,,,,
2020-09-10,0.1860,0.1860,,,1,-1.59,暂停申购,开放赎回,,,,
2020-09-09,0.1890,0.1890,,,1,1.61,暂停申购,开放赎回,,,,
2020-09-08,0.1860,0.1860,,,1,-5.10,暂停申购,开放赎回,,,,
2020-09-07,0.1960,0.1960,,,1,0.00,暂停申购,暂停赎回,,,,
2020-09-04,0.1960,0.1960,,,1,-3.45,暂停申购,开放赎回,,,,
2020-09-03,0.2030,0.2030,,,1,-0.49,暂停申购,开放赎回,,,,
2020-09-02,0.2040,0.2040,,,1,-2.86,暂停申购,开放赎回,,,,
2020-09-01,0.2100,0.2100,,,1,0.48,暂停申购,开放赎回,,,,
2020-08-31,0.2090,0.2090,,,1,-0.95,暂停申购,开放赎回,,,,
2020-08-28,0.2110,0.2110,,,1,0.00,暂停申购,开放赎回,,,,
2020-08-27,0.2110,0.2110,,,1,-0.94,暂停申购,开放赎回,,,,
2020-08-26,0.2130,0.2130,,,1,0.00,暂停申购,开放赎回,,,,
2020-08-25,0.2130,0.2130,,,1,1.43,暂停申购,开放赎回,,,,
2020-08-24,0.2100,0.2100,,,1,0.96,暂停申购,开放赎回,,,,
2020-08-21,0.2080,0.2080,,,1,-1.42,暂停申购,开放赎回,,,,
2020-08-20,0.2110,0.2110,,,1,-0.47,暂停申购,开放赎回,,,,
2020-08-19,0.2120,0.2120,,,1,0.00,暂停申购,开放赎回,,,,
2020-08-18,0.2120,0.2120,,,1,-0.47,暂停申购,开放赎回,,,,
2020-08-17,0.2130,0.2130,,,1,1.43,暂停申购,开放赎回,,,,
2020-08-14,0.2100,0.2100,,,1,-0.47,暂停申购,开放赎回,,,,
2020-08-13,0.2110,0.2110,,,1,-0.47,暂停申购,开放赎回,,,,
2020-08-12,0.2120,0.2120,,,1,1.92,暂停申购,开放赎回,,,,
2020-08-11,0.2080,0.2080,,,1,-0.95,暂停申购,开放赎回,,,,
2020-08-10,0.2100,0.2100,,,1,0.96,暂停申购,开放赎回,,,,
2020-08-07,0.2080,0.2080,,,1,-0.95,暂停申购,开放赎回,,,,
2020-08-06,0.2100,0.2100,,,1,-0.47,暂停申购,开放赎回,,,,
2020-08-05,0.2110,0.2110,,,1,1.44,暂停申购,开放赎回,,,,
2020-08-04,0.2080,0.2080,,,1,0.97,暂停申购,开放赎回,,,,
2020-08-03,0.2060,0.2060,,,1,0.98,暂停申购,开放赎回,,,,
2020-07-31,0.2040,0.2040,,,1,0.49,暂停申购,开放赎回,,,,
2020-07-30,0.2030,0.2030,,,1,-1.93,暂停申购,开放赎回,,,,
2020-07-29,0.2070,0.2070,,,1,0.49,暂停申购,开放赎回,,,,
2020-07-28,0.2060,0.2060,,,1,-0.96,暂停申购,开放赎回,,,,
2020-07-27,0.2080,0.2080,,,1,0.97,暂停申购,开放赎回,,,,
2020-07-24,0.2060,0.2060,,,1,0.00,暂停申购,开放赎回,,,,
2020-07-23,0.2060,0.2060,,,1,-0.96,暂停申购,开放赎回,,,,
2020-07-22,0.2080,0.2080,,,1,0.00,暂停申购,开放赎回,,,,
2020-07-21,0.2080,0.2080,,,1,1.96,暂停申购,开放赎回,,,,
2020-07-20,0.2040,0.2040,,,1,-0.49,暂停申购,开放赎回,,,,
2020-07-17,0.2050,0.2050,,,1,0.00,暂停申购,开放赎回,,,,
2020-07-16,0.2050,0.2050,,,1,-0.49,暂停申购,开放赎回,,,,
2020-07-15,0.2060,0.2060,,,1,1.48,暂停申购,开放赎回,,,,
2020-07-14,0.2030,0.2030,,,1,1.00,暂停申购,开放赎回,,,,
2020-07-13,0.2010,0.2010,,,1,-1.47,暂停申购,开放赎回,,,,
2020-07-10,0.2040,0.2040,,,1,1.49,暂停申购,开放赎回,,,,
2020-07-09,0.2010,0.2010,,,1,-2.43,暂停申购,开放赎回,,,,
2020-07-08,0.2060,0.2060,,,1,0.98,暂停申购,开放赎回,,,,
2020-07-07,0.2040,0.2040,,,1,-0.49,暂停申购,开放赎回,,,,
2020-07-06,0.2050,0.2050,,,1,0.49,暂停申购,开放赎回,,,,
2020-07-03,0.2040,0.2040,,,1,0.00,暂停申购,暂停赎回,,,,
2020-07-02,0.2040,0.2040,,,1,0.99,暂停申购,开放赎回,,,,
2020-07-01,0.2020,0.2020,,,1,1.00,暂停申购,开放赎回,,,,
2020-06-30,0.2000,0.2000,,,1,-0.50,暂停申购,开放赎回,,,,
2020-06-29,0.2010,0.2010,,,1,3.08,暂停申购,开放赎回,,,,
2020-06-24,0.1950,0.1950,,,1,-4.41,暂停申购,开放赎回,,,,
2020-06-23,0.2040,0.2040,,,1,-0.97,暂停申购,开放赎回,,,,
2020-06-22,0.2060,0.2060,,,1,1.98,暂停申购,开放赎回,,,,
2020-06-19,0.2020,0.2020,,,1,1.00,暂停申购,开放赎回,,,,
2020-06-18,0.2000,0.2000,,,1,2.04,暂停申购,开放赎回,,,,
2020-06-17,0.1960,0.1960,,,1,-1.01,暂停申购,开放赎回,,,,
2020-06-16,0.1980,0.1980,,,1,2.59,暂停申购,开放赎回,,,,
2020-06-15,0.1930,0.1930,,,1,1.58,暂停申购,开放赎回,,,,
2020-06-12,0.1900,0.1900,,,1,1.06,暂停申购,开放赎回,,,,
2020-06-11,0.1880,0.1880,,,1,-6.00,暂停申购,开放赎回,,,,
2020-06-10,0.2000,0.2000,,,1,0.00,暂停申购,开放赎回,,,,
2020-06-09,0.2000,0.2000,,,1,0.50,暂停申购,开放赎回,,,,
2020-06-08,0.1990,0.1990,,,1,-2.45,暂停申购,开放赎回,,,,
2020-06-05,0.2040,0.2040,,,1,4.08,暂停申购,开放赎回,,,,
2020-06-04,0.1960,0.1960,,,1,1.03,暂停申购,开放赎回,,,,
2020-06-03,0.1940,0.1940,,,1,-0.51,暂停申购,开放赎回,,,,
2020-06-02,0.1950,0.1950,,,1,2.09,暂停申购,开放赎回,,,,
2020-06-01,0.1910,0.1910,,,1,1.60,暂停申购,开放赎回,,,,
2020-05-29,0.1880,0.1880,,,1,2.73,暂停申购,开放赎回,,,,
2020-05-28,0.1830,0.1830,,,1,0.55,暂停申购,开放赎回,,,,
2020-05-27,0.1820,0.1820,,,1,-2.15,暂停申购,开放赎回,,,,
2020-05-26,0.1860,0.1860,,,1,1.09,暂停申购,开放赎回,,,,
2020-05-25,0.1840,0.1840,,,1,0.00,暂停申购,暂停赎回,,,,
2020-05-22,0.1840,0.1840,,,1,-1.08,暂停申购,开放赎回,,,,
2020-05-21,0.1860,0.1860,,,1,1.09,暂停申购,开放赎回,,,,
2020-05-20,0.1840,0.1840,,,1,2.22,暂停申购,开放赎回,,,,
2020-05-19,0.1800,0.1800,,,1,-0.55,暂停申购,开放赎回,,,,
2020-05-18,0.1810,0.1810,,,1,5.23,暂停申购,开放赎回,,,,
2020-05-15,0.1720,0.1720,,,1,2.38,暂停申购,开放赎回,,,,
2020-05-14,0.1680,0.1680,,,1,3.07,暂停申购,开放赎回,,,,
2020-05-13,0.1630,0.1630,,,1,-1.21,暂停申购,开放赎回,,,,
2020-05-12,0.1650,0.1650,,,1,-0.60,暂停申购,开放赎回,,,,
2020-05-11,0.1660,0.1660,,,1,-1.19,暂停申购,开放赎回,,,,
2020-05-08,0.1680,0.1680,,,1,3.07,暂停申购,开放赎回,,,,
2020-05-07,0.1630,0.1630,,,1,-1.21,暂停申购,开放赎回,,,,
2020-05-06,0.1650,0.1650,,,1,4.43,暂停申购,开放赎回,,,,
2020-04-30,0.1580,0.1580,,,1,3.95,暂停申购,开放赎回,,,,
2020-04-29,0.1520,0.1520,,,1,2.01,暂停申购,开放赎回,,,,
2020-04-28,0.1490,0.1490,,,1,-0.67,暂停申购,开放赎回,,,,
2020-04-27,0.1500,0.1500,,,1,-5.66,暂停申购,开放赎回,,,,
2020-04-24,0.1590,0.1590,,,1,-1.24,暂停申购,开放赎回,,,,
2020-04-23,0.1610,0.1610,,,1,1.90,暂停申购,开放赎回,,,,
2020-04-22,0.1580,0.1580,,,1,0.00,暂停申购,开放赎回,,,,
2020-04-21,0.1580,0.1580,,,1,-17.71,暂停申购,开放赎回,,,,
2020-04-20,0.1920,0.1920,,,1,-5.42,暂停申购,开放赎回,,,,
2020-04-17,0.2030,0.2030,,,1,-1.46,暂停申购,开放赎回,,,,
2020-04-16,0.2060,0.2060,,,1,0.00,暂停申购,开放赎回,,,,
2020-04-15,0.2060,0.2060,,,1,-4.63,暂停申购,开放赎回,,,,
2020-04-14,0.2160,0.2160,,,1,-3.14,暂停申购,开放赎回,,,,
2020-04-13,0.2230,0.2230,,,1,0.45,暂停申购,开放赎回,,,,
2020-04-10,0.2220,0.2220,,,1,-0.45,暂停申购,暂停赎回,,,,
2020-04-09,0.2230,0.2230,,,1,-5.11,暂停申购,开放赎回,,,,
2020-04-08,0.2350,0.2350,,,1,3.07,暂停申购,开放赎回,,,,
2020-04-07,0.2280,0.2280,,,1,-10.24,暂停申购,开放赎回,,,,
2020-04-03,0.2540,0.2540,,,1,11.89,暂停申购,开放赎回,,,,
2020-04-02,0.2270,0.2270,,,1,11.82,暂停申购,开放赎回,,,,
2020-04-01,0.2030,0.2030,,,1,1.00,暂停申购,开放赎回,,,,
2020-03-31,0.2010,0.2010,,,1,0.00,暂停申购,开放赎回,,,,
2020-03-30,0.2010,0.2010,,,1,-3.37,暂停申购,开放赎回,,,,
2020-03-27,0.2080,0.2080,,,1,-4.59,暂停申购,开放赎回,,,,
2020-03-26,0.2180,0.2180,,,1,-3.54,暂停申购,开放赎回,,,,
2020-03-25,0.2260,0.2260,,,1,1.35,暂停申购,开放赎回,,,,
2020-03-24,0.2230,0.2230,,,1,0.91,暂停申购,开放赎回,,,,
2020-03-23,0.2210,0.2210,,,1,-0.90,暂停申购,开放赎回,,,,
2020-03-20,0.2230,0.2230,,,1,-4.29,暂停申购,开放赎回,,,,
2020-03-19,0.2330,0.2330,,,1,7.87,暂停申购,开放赎回,,,,
2020-03-18,0.2160,0.2160,,,1,-13.25,暂停申购,开放赎回,,,,
2020-03-17,0.2490,0.2490,,,1,-4.23,暂停申购,开放赎回,,,,
2020-03-16,0.2600,0.2600,,,1,-8.77,暂停申购,开放赎回,,,,
2020-03-13,0.2850,0.2850,,,1,4.01,暂停申购,开放赎回,,,,
2020-03-12,0.2740,0.2740,,,1,-3.86,开放申购,开放赎回,,,,
2020-03-11,0.2850,0.2850,,,1,-3.06,开放申购,开放赎回,,,,
2020-03-10,0.2940,0.2940,,,1,5.76,开放申购,开放赎回,,,,
2020-03-09,0.2780,0.2780,,,1,,开放申购,开放赎回,,,,
2020-03-06,0.3490,0.3490,,,1,-8.16,开放申购,开放赎回,,,,
2020-03-05,0.3800,0.3800,,,1,-2.56,开放申购,开放赎回,,,,
2020-03-04,0.3900,0.3900,,,1,-0.26,开放申购,开放赎回,,,,
2020-03-03,0.3910,0.3910,,,1,-0.76,开放申购,开放赎回,,,,
2020-03-02,0.3940,0.3940,,,1,3.68,开放申购,开放赎回,,,,
2020-02-28,0.3800,0.3800,,,1,-3.06,开放申购,开放赎回,,,,
2020-02-27,0.3920,0.3920,,,1,-3.45,开放申购,开放赎回,,,,
2020-02-26,0.4060,0.4060,,,1,-1.93,开放申购,开放赎回,,,,
2020-02-25,0.4140,0.4140,,,1,-3.04,开放申购,开放赎回,,,,
2020-02-24,0.4270,0.4270,,,1,-3.61,开放申购,开放赎回,,,,
2020-02-21,0.4430,0.4430,,,1,-0.89,开放申购,开放赎回,,,,
2020-02-20,0.4470,0.4470,,,1,0.68,开放申购,开放赎回,,,,
2020-02-19,0.4440,0.4440,,,1,2.30,开放申购,开放赎回,,,,
2020-02-18,0.4340,0.4340,,,1,0.23,开放申购,开放赎回,,,,
2020-02-17,0.4330,0.4330,,,1,-0.23,暂停申购,暂停赎回,,,,
2020-02-14,0.4340,0.4340,,,1,1.17,开放申购,开放赎回,,,,
2020-02-13,0.4290,0.4290,,,1,0.23,开放申购,开放赎回,,,,
2020-02-12,0.4280,0.4280,,,1,2.15,开放申购,开放赎回,,,,
2020-02-11,0.4190,0.4190,,,1,0.96,开放申购,开放赎回,,,,
2020-02-10,0.4150,0.4150,,,1,-1.43,开放申购,开放赎回,,,,
2020-02-07,0.4210,0.4210,,,1,-1.17,开放申购,开放赎回,,,,
2020-02-06,0.4260,0.4260,,,1,0.24,开放申购,开放赎回,,,,
2020-02-05,0.4250,0.4250,,,1,2.41,开放申购,开放赎回,,,,
2020-02-04,0.4150,0.4150,,,1,0.00,开放申购,开放赎回,,,,
2020-02-03,0.4150,0.4150,,,1,-8.79,开放申购,开放赎回,,,,
2020-01-23,0.4550,0.4550,,,1,,开放申购,开放赎回,,,,
2020-01-22,0.4640,0.4640,,,1,-2.11,开放申购,开放赎回,,,,
2020-01-21,0.4740,0.4740,,,1,-0.84,开放申购,开放赎回,,,,
2020-01-20,0.4780,0.4780,,,1,-0.21,暂停申购,暂停赎回,,,,
2020-01-17,0.4790,0.4790,,,1,0.42,开放申购,开放赎回,,,,
2020-01-16,0.4770,0.4770,,,1,0.85,开放申购,开放赎回,,,,
2020-01-15,0.4730,0.4730,,,1,-1.05,开放申购,开放赎回,,,,
2020-01-14,0.4780,0.4780,,,1,0.21,开放申购,开放赎回,,,,
2020-01-13,0.4770,0.4770,,,1,-1.65,开放申购,开放赎回,,,,
2020-01-10,0.4850,0.4850,,,1,-0.82,开放申购,开放赎回,,,,
2020-01-09,0.4890,0.4890,,,1,-1.01,开放申购,开放赎回,,,,
2020-01-08,0.4940,0.4940,,,1,-3.70,开放申购,开放赎回,,,,
2020-01-07,0.5130,0.5130,,,1,-0.39,开放申购,开放赎回,,,,
2020-01-06,0.5150,0.5150,,,1,-0.19,开放申购,开放赎回,,,,
2020-01-03,0.5160,0.5160,,,1,2.99,开放申购,开放赎回,,,,
2020-01-02,0.5010,0.5010,,,1,0.00,开放申购,开放赎回,,,,
2019-12-31,0.5010,0.5010,,,1,-0.99,开放申购,开放赎回,,,,
2019-12-30,0.5060,0.5060,,,1,-0.20,开放申购,开放赎回,,,,
2019-12-27,0.5070,0.5070,,,1,0.20,开放申购,开放赎回,,,,
2019-12-26,0.5060,0.5060,,,1,0.60,开放申购,开放赎回,,,,
2019-12-25,0.5030,0.5030,,,1,-0.20,暂停申购,暂停赎回,,,,
2019-12-24,0.5040,0.5040,,,1,0.60,开放申购,开放赎回,,,,
2019-12-23,0.5010,0.5010,,,1,0.60,开放申购,开放赎回,,,,
2019-12-20,0.4980,0.4980,,,1,-0.99,开放申购,开放赎回,,,,
2019-12-19,0.5030,0.5030,,,1,0.40,开放申购,开放赎回,,,,
2019-12-18,0.5010,0.5010,,,1,0.20,开放申购,开放赎回,,,,
2019-12-17,0.5000,0.5000,,,1,1.01,开放申购,开放赎回,,,,
2019-12-16,0.4950,0.4950,,,1,0.61,开放申购,开放赎回,,,,
2019-12-13,0.4920,0.4920,,,1,0.61,开放申购,开放赎回,,,,
2019-12-12,0.4890,0.4890,,,1,0.62,开放申购,开放赎回,,,,
2019-12-11,0.4860,0.4860,,,1,-0.82,开放申购,开放赎回,,,,
2019-12-10,0.4900,0.4900,,,1,0.41,开放申购,开放赎回,,,,
2019-12-09,0.4880,0.4880,,,1,0.00,开放申购,开放赎回,,,,
2019-12-06,0.4880,0.4880,,,1,0.83,开放申购,开放赎回,,,,
2019-12-05,0.4840,0.4840,,,1,0.21,开放申购,开放赎回,,,,
2019-12-04,0.4830,0.4830,,,1,3.65,开放申购,开放赎回,,,,
2019-12-03,0.4660,0.4660,,,1,0.65,开放申购,开放赎回,,,,
