FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-10-28,1.0884,1.0994,,,1,0.02,开放申购,开放赎回,,,,
2020-10-27,1.0882,1.0992,,,1,0.10,开放申购,开放赎回,,,,
2020-10-26,1.0871,1.0981,,,1,-0.02,开放申购,开放赎回,,,,
2020-10-23,1.0873,1.0983,,,1,-0.04,开放申购,开放赎回,,,,
2020-10-22,1.0877,1.0987,,,1,0.12,开放申购,开放赎回,,,,
2020-10-21,1.0864,1.0974,,,1,0.07,开放申购,开放赎回,,,,
2020-10-20,1.0856,1.0966,,,1,0.06,开放申购,开放赎回,,,,
2020-10-19,1.0849,1.0959,,,1,0.19,开放申购,开放赎回,,,,
2020-10-16,1.0828,1.0938,,,1,0.02,开放申购,开放赎回,,,,
2020-10-15,1.0826,1.0936,,,1,-0.03,开放申购,开放赎回,,,,
2020-10-14,1.0829,1.0939,,,1,-0.03,开放申购,开放赎回,,,,
2020-10-13,1.0832,1.0942,,,1,-0.01,开放申购,开放赎回,,,,
2020-10-12,1.0833,1.0943,,,1,0.12,开放申购,开放赎回,,,,
2020-10-09,1.0820,1.0930,,,1,-0.11,开放申购,开放赎回,,,,
2020-09-30,1.0832,1.0942,,,1,0.00,开放申购,开放赎回,,,,
2020-09-29,1.0832,1.0942,,,1,-0.06,开放申购,开放赎回,,,,
2020-09-28,1.0839,1.0949,,,1,0.11,开放申购,开放赎回,,,,
2020-09-25,1.0827,1.0937,,,1,-0.12,开放申购,开放赎回,,,,
2020-09-24,1.0840,1.0950,,,1,-0.02,开放申购,开放赎回,,,,
2020-09-23,1.0842,1.0952,,,1,-0.03,开放申购,开放赎回,,,,
2020-09-22,1.0845,1.0955,,,1,0.07,开放申购,开放赎回,,,,
2020-09-21,1.0837,1.0947,,,1,0.10,开放申购,开放赎回,,,,
2020-09-18,1.0826,1.0936,,,1,0.06,开放申购,开放赎回,,,,
2020-09-17,1.0819,1.0929,,,1,-0.08,开放申购,开放赎回,,,,
2020-09-16,1.0828,1.0938,,,1,-0.06,开放申购,开放赎回,,,,
2020-09-15,1.0834,1.0944,,,1,0.20,开放申购,开放赎回,,,,
2020-09-14,1.0812,1.0922,,,1,-0.14,开放申购,开放赎回,,,,
2020-09-11,1.0827,1.0937,,,1,-0.19,开放申购,开放赎回,,,,
2020-09-10,1.0848,1.0958,,,1,0.00,开放申购,开放赎回,,,,
2020-09-09,1.0848,1.0958,,,1,0.18,开放申购,开放赎回,,,,
2020-09-08,1.0828,1.0938,,,1,0.14,开放申购,开放赎回,,,,
2020-09-07,1.0813,1.0923,,,1,-0.08,开放申购,开放赎回,,,,
2020-09-04,1.0822,1.0932,,,1,-0.06,开放申购,开放赎回,,,,
2020-09-03,1.0828,1.0938,,,1,0.03,开放申购,开放赎回,,,,
2020-09-02,1.0825,1.0935,,,1,-0.26,开放申购,开放赎回,,,,
2020-09-01,1.0853,1.0963,,,1,-0.08,开放申购,开放赎回,,,,
2020-08-31,1.0862,1.0972,,,1,0.29,开放申购,开放赎回,,,,
2020-08-28,1.0831,1.0941,,,1,-0.13,开放申购,开放赎回,,,,
2020-08-27,1.0845,1.0955,,,1,-0.01,开放申购,开放赎回,,,,
2020-08-26,1.0846,1.0956,,,1,-0.08,开放申购,开放赎回,,,,
2020-08-25,1.0855,1.0965,,,1,-0.25,开放申购,开放赎回,,,,
2020-08-24,1.0882,1.0992,,,1,-0.11,开放申购,开放赎回,,,,
2020-08-21,1.0894,1.1004,,,1,0.12,开放申购,开放赎回,,,,
2020-08-20,1.0881,1.0991,,,1,-0.16,开放申购,开放赎回,,,,
2020-08-19,1.0898,1.1008,,,1,-0.16,开放申购,开放赎回,,,,
2020-08-18,1.0915,1.1025,,,1,-0.11,开放申购,开放赎回,,,,
2020-08-17,1.0927,1.1037,,,1,0.08,开放申购,开放赎回,,,,
2020-08-14,1.0918,1.1028,,,1,0.13,开放申购,开放赎回,,,,
2020-08-13,1.0904,1.1014,,,1,0.02,开放申购,开放赎回,,,,
2020-08-12,1.0902,1.1012,,,1,-0.06,开放申购,开放赎回,,,,
2020-08-11,1.0909,1.1019,,,1,-0.01,开放申购,开放赎回,,,,
2020-08-10,1.0910,1.1020,,,1,0.26,开放申购,开放赎回,,,,
2020-08-07,1.0882,1.0992,,,1,0.00,开放申购,开放赎回,,,,
2020-08-06,1.0882,1.0992,,,1,-0.02,开放申购,开放赎回,,,,
2020-08-05,1.0884,1.0994,,,1,0.01,开放申购,开放赎回,,,,
2020-08-04,1.0883,1.0993,,,1,0.18,开放申购,开放赎回,,,,
2020-08-03,1.0863,1.0973,,,1,-0.01,开放申购,开放赎回,,,,
2020-07-31,1.0864,1.0974,,,1,-0.21,开放申购,开放赎回,,,,
2020-07-30,1.0887,1.0997,,,1,-0.13,开放申购,开放赎回,,,,
2020-07-29,1.0901,1.1011,,,1,-0.20,开放申购,开放赎回,,,,
2020-07-28,1.0923,1.1033,,,1,-0.27,开放申购,开放赎回,,,,
2020-07-27,1.0953,1.1063,,,1,-0.01,开放申购,开放赎回,,,,
2020-07-24,1.0954,1.1064,,,1,0.33,开放申购,开放赎回,,,,
2020-07-23,1.0918,1.1028,,,1,-0.07,开放申购,开放赎回,,,,
2020-07-22,1.0926,1.1036,,,1,0.21,开放申购,开放赎回,,,,
2020-07-21,1.0903,1.1013,,,1,0.53,开放申购,开放赎回,,,,
2020-07-20,1.0846,1.0956,,,1,0.09,开放申购,开放赎回,,,,
2020-07-17,1.0836,1.0946,,,1,0.11,开放申购,开放赎回,,,,
2020-07-16,1.0824,1.0934,,,1,0.17,开放申购,开放赎回,,,,
2020-07-15,1.0806,1.0916,,,1,0.31,开放申购,开放赎回,,,,
2020-07-14,1.0773,1.0883,,,1,0.20,开放申购,开放赎回,,,,
2020-07-13,1.0751,1.0861,,,1,-0.54,开放申购,开放赎回,,,,
2020-07-10,1.0809,1.0919,,,1,0.18,开放申购,开放赎回,,,,
2020-07-09,1.0790,1.0900,,,1,-0.62,开放申购,开放赎回,,,,
2020-07-08,1.0857,1.0967,,,1,-0.39,开放申购,开放赎回,,,,
2020-07-07,1.0900,1.1010,,,1,-0.26,开放申购,开放赎回,,,,
2020-07-06,1.0928,1.1038,,,1,-0.72,开放申购,开放赎回,,,,
2020-07-03,1.1007,1.1117,,,1,-0.27,开放申购,开放赎回,,,,
2020-07-02,1.1037,1.1147,,,1,0.05,开放申购,开放赎回,,,,
2020-07-01,1.1031,1.1141,,,1,-0.04,开放申购,开放赎回,,,,
2020-06-30,1.1035,1.1145,,,1,0.19,开放申购,开放赎回,,,,
2020-06-29,1.1014,1.1124,,,1,0.07,开放申购,开放赎回,,,,
2020-06-24,1.1006,1.1116,,,1,0.35,开放申购,开放赎回,,,,
2020-06-23,1.0968,1.1078,,,1,-0.19,开放申购,开放赎回,,,,
2020-06-22,1.0989,1.1099,,,1,-0.32,开放申购,开放赎回,,,,
2020-06-19,1.1024,1.1134,,,1,-0.12,开放申购,开放赎回,,,,
2020-06-18,1.1037,1.1147,,,1,0.23,开放申购,开放赎回,,,,
2020-06-17,1.1012,1.1122,,,1,-0.21,开放申购,开放赎回,,,,
2020-06-16,1.1035,1.1145,,,1,-0.32,开放申购,开放赎回,,,,
2020-06-15,1.1070,1.1180,,,1,0.05,开放申购,开放赎回,,,,
2020-06-12,1.1065,1.1175,,,1,0.24,开放申购,开放赎回,,,,
2020-06-11,1.1039,1.1149,,,1,0.29,开放申购,开放赎回,,,,
2020-06-10,1.1007,1.1117,,,1,0.04,开放申购,开放赎回,,,,
2020-06-09,1.1003,1.1113,,,1,0.03,开放申购,开放赎回,,,,
2020-06-08,1.1000,1.1110,,,1,0.28,开放申购,开放赎回,,,,
2020-06-05,1.0969,1.1079,,,1,-0.20,开放申购,开放赎回,0.011,0,,每份派现金0.0110元
2020-06-04,1.1101,1.1101,,,1,-0.34,限制大额申购,开放赎回,,,,
2020-06-03,1.1139,1.1139,,,1,-0.11,限制大额申购,开放赎回,,,,
2020-06-02,1.1151,1.1151,,,1,-0.56,限制大额申购,开放赎回,,,,
2020-06-01,1.1214,1.1214,,,1,-0.12,限制大额申购,开放赎回,,,,
2020-05-29,1.1228,1.1228,,,1,0.04,限制大额申购,开放赎回,,,,
2020-05-28,1.1224,1.1224,,,1,0.14,开放申购,开放赎回,,,,
2020-05-27,1.1208,1.1208,,,1,-0.11,开放申购,开放赎回,,,,
2020-05-26,1.1220,1.1220,,,1,-0.39,开放申购,开放赎回,,,,
2020-05-25,1.1264,1.1264,,,1,-0.35,开放申购,开放赎回,,,,
2020-05-22,1.1303,1.1303,,,1,0.49,开放申购,开放赎回,,,,
2020-05-21,1.1248,1.1248,,,1,0.03,开放申购,开放赎回,,,,
2020-05-20,1.1245,1.1245,,,1,0.17,开放申购,开放赎回,,,,
2020-05-19,1.1226,1.1226,,,1,-0.12,开放申购,开放赎回,,,,
2020-05-18,1.1239,1.1239,,,1,-0.35,开放申购,开放赎回,,,,
2020-05-15,1.1278,1.1278,,,1,0.19,开放申购,开放赎回,,,,
2020-05-14,1.1257,1.1257,,,1,0.08,开放申购,开放赎回,,,,
2020-05-13,1.1248,1.1248,,,1,-0.14,开放申购,开放赎回,,,,
2020-05-12,1.1264,1.1264,,,1,0.04,开放申购,开放赎回,,,,
2020-05-11,1.1260,1.1260,,,1,-0.53,开放申购,开放赎回,,,,
2020-05-08,1.1320,1.1320,,,1,-0.08,开放申购,开放赎回,,,,
2020-05-07,1.1329,1.1329,,,1,-0.52,开放申购,开放赎回,,,,
2020-05-06,1.1388,1.1388,,,1,-0.34,开放申购,开放赎回,,,,
2020-04-30,1.1427,1.1427,,,1,-0.17,开放申购,开放赎回,,,,
2020-04-29,1.1447,1.1447,,,1,0.13,开放申购,开放赎回,,,,
2020-04-28,1.1432,1.1432,,,1,0.08,开放申购,开放赎回,,,,
2020-04-27,1.1423,1.1423,,,1,-0.04,开放申购,开放赎回,,,,
2020-04-24,1.1428,1.1428,,,1,0.11,开放申购,开放赎回,,,,
2020-04-23,1.1416,1.1416,,,1,0.21,开放申购,开放赎回,,,,
2020-04-22,1.1392,1.1392,,,1,0.14,开放申购,开放赎回,,,,
2020-04-21,1.1376,1.1376,,,1,0.13,开放申购,开放赎回,,,,
2020-04-20,1.1361,1.1361,,,1,-0.25,开放申购,开放赎回,,,,
2020-04-17,1.1389,1.1389,,,1,-0.21,开放申购,开放赎回,,,,
2020-04-16,1.1413,1.1413,,,1,0.26,开放申购,开放赎回,,,,
2020-04-15,1.1383,1.1383,,,1,0.14,开放申购,开放赎回,,,,
2020-04-14,1.1367,1.1367,,,1,0.11,开放申购,开放赎回,,,,
2020-04-13,1.1355,1.1355,,,1,-0.05,开放申购,开放赎回,,,,
2020-04-10,1.1361,1.1361,,,1,-0.03,开放申购,开放赎回,,,,
2020-04-09,1.1364,1.1364,,,1,-0.06,开放申购,开放赎回,,,,
2020-04-08,1.1371,1.1371,,,1,0.47,开放申购,开放赎回,,,,
2020-04-07,1.1318,1.1318,,,1,0.65,开放申购,开放赎回,,,,
2020-04-03,1.1245,1.1245,,,1,-0.03,开放申购,开放赎回,,,,
2020-04-02,1.1248,1.1248,,,1,-0.19,开放申购,开放赎回,,,,
2020-04-01,1.1269,1.1269,,,1,0.26,开放申购,开放赎回,,,,
2020-03-31,1.1240,1.1240,,,1,0.24,开放申购,开放赎回,,,,
2020-03-30,1.1213,1.1213,,,1,0.02,开放申购,开放赎回,,,,
2020-03-27,1.1211,1.1211,,,1,-0.04,开放申购,开放赎回,,,,
2020-03-26,1.1215,1.1215,,,1,0.22,开放申购,开放赎回,,,,
2020-03-25,1.1190,1.1190,,,1,0.06,开放申购,开放赎回,,,,
2020-03-24,1.1183,1.1183,,,1,-0.02,开放申购,开放赎回,,,,
2020-03-23,1.1185,1.1185,,,1,0.25,开放申购,开放赎回,,,,
2020-03-20,1.1157,1.1157,,,1,0.24,开放申购,开放赎回,,,,
2020-03-19,1.1130,1.1130,,,1,-0.08,开放申购,开放赎回,,,,
2020-03-18,1.1139,1.1139,,,1,-0.02,开放申购,开放赎回,,,,
2020-03-17,1.1141,1.1141,,,1,-0.30,开放申购,开放赎回,,,,
2020-03-16,1.1175,1.1175,,,1,0.08,开放申购,开放赎回,,,,
2020-03-13,1.1166,1.1166,,,1,-0.22,开放申购,开放赎回,,,,
2020-03-12,1.1191,1.1191,,,1,-0.07,开放申购,开放赎回,,,,
2020-03-11,1.1199,1.1199,,,1,0.04,开放申购,开放赎回,,,,
2020-03-10,1.1194,1.1194,,,1,-0.52,开放申购,开放赎回,,,,
2020-03-09,1.1253,1.1253,,,1,0.70,开放申购,开放赎回,,,,
2020-03-06,1.1175,1.1175,,,1,0.38,开放申购,开放赎回,,,,
2020-03-05,1.1133,1.1133,,,1,-0.02,开放申购,开放赎回,,,,
2020-03-04,1.1135,1.1135,,,1,0.32,开放申购,开放赎回,,,,
2020-03-03,1.1100,1.1100,,,1,-0.02,开放申购,开放赎回,,,,
2020-03-02,1.1102,1.1102,,,1,-0.06,开放申购,开放赎回,,,,
2020-02-28,1.1109,1.1109,,,1,0.22,开放申购,开放赎回,,,,
