FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-10-28,1.7556,4.7142,,,1,0.47,开放申购,开放赎回,,,,
2020-10-27,1.7474,4.7060,,,1,0.43,开放申购,开放赎回,,,,
2020-10-26,1.7400,4.6986,,,1,0.54,开放申购,开放赎回,,,,
2020-10-23,1.7307,4.6893,,,1,-1.29,开放申购,开放赎回,,,,
2020-10-22,1.7533,4.7119,,,1,-0.64,开放申购,开放赎回,,,,
2020-10-21,1.7646,4.7232,,,1,-0.25,开放申购,开放赎回,,,,
2020-10-20,1.7691,4.7277,,,1,0.54,开放申购,开放赎回,,,,
2020-10-19,1.7596,4.7182,,,1,-1.14,开放申购,开放赎回,,,,
2020-10-16,1.7799,4.7385,,,1,-0.10,开放申购,开放赎回,,,,
2020-10-15,1.7816,4.7402,,,1,-0.50,开放申购,开放赎回,,,,
2020-10-14,1.7906,4.7492,,,1,-0.13,开放申购,开放赎回,,,,
2020-10-13,1.7929,4.7515,,,1,0.23,开放申购,开放赎回,,,,
2020-10-12,1.7888,4.7474,,,1,1.38,开放申购,开放赎回,,,,
2020-10-09,1.7645,4.7231,,,1,1.08,开放申购,开放赎回,,,,
2020-09-30,1.7456,4.7042,,,1,0.26,开放申购,开放赎回,,,,
2020-09-29,1.7411,4.6997,,,1,0.51,开放申购,开放赎回,,,,
2020-09-28,1.7323,4.6909,,,1,-0.28,开放申购,开放赎回,,,,
2020-09-25,1.7371,4.6957,,,1,0.29,开放申购,开放赎回,,,,
2020-09-24,1.7321,4.6907,,,1,-0.87,开放申购,开放赎回,,,,
2020-09-23,1.7473,4.7059,,,1,0.55,开放申购,开放赎回,,,,
2020-09-22,1.7377,4.6963,,,1,-0.51,开放申购,开放赎回,,,,
2020-09-21,1.7466,4.7052,,,1,-0.40,开放申购,开放赎回,,,,
2020-09-18,1.7537,4.7123,,,1,0.83,开放申购,开放赎回,,,,
2020-09-17,1.7392,4.6978,,,1,-0.42,开放申购,开放赎回,,,,
2020-09-16,1.7465,4.7051,,,1,-0.52,开放申购,开放赎回,,,,
2020-09-15,1.7556,4.7142,,,1,0.66,开放申购,开放赎回,,,,
2020-09-14,1.7441,4.7027,,,1,0.36,开放申购,开放赎回,,,,
2020-09-11,1.7378,4.6964,,,1,0.76,开放申购,开放赎回,,,,
2020-09-10,1.7247,4.6833,,,1,-0.03,开放申购,开放赎回,,,,
2020-09-09,1.7252,4.6838,,,1,-1.77,开放申购,开放赎回,,,,
2020-09-08,1.7563,4.7149,,,1,0.16,开放申购,开放赎回,,,,
2020-09-07,1.7535,4.7121,,,1,-1.45,开放申购,开放赎回,,,,
2020-09-04,1.7793,4.7379,,,1,-0.59,开放申购,开放赎回,,,,
2020-09-03,1.7899,4.7485,,,1,-0.41,开放申购,开放赎回,,,,
2020-09-02,1.7973,4.7559,,,1,0.09,开放申购,开放赎回,,,,
2020-09-01,1.7957,4.7543,,,1,0.28,开放申购,开放赎回,,,,
2020-08-31,1.7907,4.7493,,,1,-0.21,开放申购,开放赎回,,,,
2020-08-28,1.7945,4.7531,,,1,1.36,开放申购,开放赎回,,,,
2020-08-27,1.7704,4.7290,,,1,0.52,开放申购,开放赎回,,,,
2020-08-26,1.7612,4.7198,,,1,-0.42,开放申购,开放赎回,,,,
2020-08-25,1.7687,4.7273,,,1,-0.08,开放申购,开放赎回,,,,
2020-08-24,1.7702,4.7288,,,1,0.95,开放申购,开放赎回,,,,
2020-08-21,1.7536,4.7122,,,1,0.93,开放申购,开放赎回,,,,
2020-08-20,1.7374,4.6960,,,1,-0.83,开放申购,开放赎回,,,,
2020-08-19,1.7520,4.7106,,,1,-0.38,开放申购,开放赎回,,,,
2020-08-18,1.7586,4.7172,,,1,0.96,开放申购,开放赎回,,,,
2020-08-17,1.7419,4.7005,,,1,0.94,开放申购,开放赎回,,,,
2020-08-14,1.7256,4.6842,,,1,0.79,开放申购,开放赎回,,,,
2020-08-13,1.7121,4.6707,,,1,0.02,开放申购,开放赎回,,,,
2020-08-12,1.7117,4.6703,,,1,-1.12,开放申购,开放赎回,,,,
2020-08-11,1.7310,4.6896,,,1,-0.62,开放申购,开放赎回,,,,
2020-08-10,1.7418,4.7004,,,1,0.09,开放申购,开放赎回,,,,
2020-08-07,1.7402,4.6988,,,1,-0.32,开放申购,开放赎回,,,,
2020-08-06,1.7458,4.7044,,,1,-0.46,开放申购,开放赎回,,,,
2020-08-05,1.7539,4.7125,,,1,0.67,开放申购,开放赎回,,,,
2020-08-04,1.7422,4.7008,,,1,-0.10,开放申购,开放赎回,,,,
2020-08-03,1.7439,4.7025,,,1,0.41,开放申购,开放赎回,,,,
2020-07-31,1.7367,4.6953,,,1,0.67,开放申购,开放赎回,,,,
2020-07-30,1.7252,4.6838,,,1,-0.39,开放申购,开放赎回,,,,
2020-07-29,1.7319,4.6905,,,1,0.79,开放申购,开放赎回,,,,
2020-07-28,1.7183,4.6769,,,1,0.52,开放申购,开放赎回,,,,
2020-07-27,1.7094,4.6680,,,1,0.61,开放申购,开放赎回,,,,
2020-07-24,1.6990,4.6576,,,1,-2.16,开放申购,开放赎回,,,,
2020-07-23,1.7365,4.6951,,,1,0.02,开放申购,开放赎回,,,,
2020-07-22,1.7361,4.6947,,,1,0.53,开放申购,开放赎回,,,,
2020-07-21,1.7270,4.6856,,,1,0.69,开放申购,开放赎回,,,,
2020-07-20,1.7152,4.6738,,,1,0.80,开放申购,开放赎回,,,,
2020-07-17,1.7016,4.6602,,,1,1.09,开放申购,开放赎回,,,,
2020-07-16,1.6833,4.6419,,,1,-2.69,开放申购,开放赎回,,,,
2020-07-15,1.7299,4.6885,,,1,0.91,开放申购,开放赎回,,,,
2020-07-14,1.7143,4.6729,,,1,-1.03,开放申购,开放赎回,,,,
2020-07-13,1.7322,4.6908,,,1,1.14,开放申购,开放赎回,,,,
2020-07-10,1.7126,4.6712,,,1,-0.20,开放申购,开放赎回,,,,
2020-07-09,1.7161,4.6747,,,1,1.73,开放申购,开放赎回,,,,
2020-07-08,1.6870,4.6456,,,1,0.21,开放申购,开放赎回,,,,
2020-07-07,1.6834,4.6420,,,1,0.66,开放申购,开放赎回,,,,
2020-07-06,1.6724,4.6310,,,1,0.54,开放申购,开放赎回,,,,
2020-07-03,1.6635,4.6221,,,1,0.00,开放申购,开放赎回,,,,
2020-07-02,1.6635,4.6221,,,1,-0.22,开放申购,开放赎回,,,,
2020-07-01,1.6671,4.6257,,,1,0.00,开放申购,开放赎回,,,,
2020-06-30,1.6671,4.6257,,,1,1.24,开放申购,开放赎回,,,,
2020-06-29,1.6467,4.6053,,,1,0.48,开放申购,开放赎回,,,,
2020-06-24,1.6388,4.5974,,,1,-0.04,开放申购,开放赎回,,,,
2020-06-23,1.6394,4.5980,,,1,0.50,开放申购,开放赎回,,,,
2020-06-22,1.6312,4.5898,,,1,-0.01,开放申购,开放赎回,,,,
2020-06-19,1.6313,4.5899,,,1,0.96,开放申购,开放赎回,,,,
2020-06-18,1.6158,4.5744,,,1,-0.36,开放申购,开放赎回,,,,
2020-06-17,1.6216,4.5802,,,1,0.03,开放申购,开放赎回,,,,
2020-06-16,1.6211,4.5797,,,1,0.61,开放申购,开放赎回,,,,
2020-06-15,1.6113,4.5699,,,1,0.20,开放申购,开放赎回,,,,
2020-06-12,1.6081,4.5667,,,1,0.36,开放申购,开放赎回,,,,
2020-06-11,1.6024,4.5610,,,1,-0.32,开放申购,开放赎回,,,,
2020-06-10,1.6075,4.5661,,,1,0.26,开放申购,开放赎回,,,,
2020-06-09,1.6033,4.5619,,,1,0.54,开放申购,开放赎回,,,,
2020-06-08,1.5947,4.5533,,,1,-0.55,开放申购,开放赎回,,,,
2020-06-05,1.6035,4.5621,,,1,-0.04,开放申购,开放赎回,,,,
2020-06-04,1.6042,4.5628,,,1,0.28,开放申购,开放赎回,,,,
2020-06-03,1.5998,4.5584,,,1,-0.21,开放申购,开放赎回,,,,
2020-06-02,1.6032,4.5618,,,1,-0.88,开放申购,开放赎回,,,,
2020-06-01,1.6174,4.5760,,,1,0.74,开放申购,开放赎回,,,,
2020-05-29,1.6055,4.5641,,,1,0.93,开放申购,开放赎回,,,,
2020-05-28,1.5907,4.5493,,,1,0.18,开放申购,开放赎回,,,,
2020-05-27,1.5879,4.5465,,,1,-0.98,开放申购,开放赎回,,,,
2020-05-26,1.6036,4.5622,,,1,0.97,开放申购,开放赎回,,,,
2020-05-25,1.5882,4.5468,,,1,0.68,开放申购,开放赎回,,,,
2020-05-22,1.5775,4.5361,,,1,-0.81,开放申购,开放赎回,,,,
2020-05-21,1.5904,4.5490,,,1,0.05,开放申购,开放赎回,,,,
2020-05-20,1.5896,4.5482,,,1,-0.95,开放申购,开放赎回,,,,
2020-05-19,1.6048,4.5634,,,1,0.52,开放申购,开放赎回,,,,
2020-05-18,1.5965,4.5551,,,1,0.92,开放申购,开放赎回,,,,
2020-05-15,1.5820,4.5406,,,1,-0.47,开放申购,开放赎回,,,,
2020-05-14,1.5895,4.5481,,,1,-0.50,开放申购,开放赎回,,,,
2020-05-13,1.5975,4.5561,,,1,0.74,开放申购,开放赎回,,,,
2020-05-12,1.5858,4.5444,,,1,0.65,开放申购,开放赎回,,,,
2020-05-11,1.5756,4.5342,,,1,-0.53,开放申购,开放赎回,,,,
2020-05-08,1.5840,4.5426,,,1,0.57,开放申购,开放赎回,,,,
2020-05-07,1.5750,4.5336,,,1,0.06,开放申购,开放赎回,,,,
2020-05-06,1.5740,4.5326,,,1,0.77,开放申购,开放赎回,,,,
2020-04-30,1.5620,4.5206,,,1,0.15,开放申购,开放赎回,,,,
2020-04-29,1.5596,4.5182,,,1,-0.86,开放申购,开放赎回,,,,
2020-04-28,1.5731,4.5317,,,1,0.76,开放申购,开放赎回,,,,
2020-04-27,1.5612,4.5198,,,1,0.47,开放申购,开放赎回,,,,
2020-04-24,1.5539,4.5125,,,1,-0.52,开放申购,开放赎回,,,,
2020-04-23,1.5621,4.5207,,,1,0.24,开放申购,开放赎回,,,,
2020-04-22,1.5584,4.5170,,,1,0.85,开放申购,开放赎回,,,,
2020-04-21,1.5452,4.5038,,,1,-0.36,开放申购,开放赎回,,,,
2020-04-20,1.5508,4.5094,,,1,0.52,开放申购,开放赎回,,,,
2020-04-17,1.5428,4.5014,,,1,-0.21,开放申购,开放赎回,,,,
2020-04-16,1.5460,4.5046,,,1,0.47,开放申购,开放赎回,,,,
2020-04-15,1.5388,4.4974,,,1,0.17,开放申购,开放赎回,,,,
2020-04-14,1.5362,4.4948,,,1,1.03,开放申购,开放赎回,,,,
2020-04-13,1.5206,4.4792,,,1,0.10,开放申购,开放赎回,,,,
2020-04-10,1.5191,4.4777,,,1,-1.01,开放申购,开放赎回,,,,
2020-04-09,1.5346,4.4932,,,1,1.25,开放申购,开放赎回,,,,
