FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-09-22,1.1070,2.8270,,,1,-1.34,开放申购,开放赎回,,,,
2020-09-21,1.1220,2.8440,,,1,-0.53,开放申购,开放赎回,,,,
2020-09-18,1.1280,2.8510,,,1,1.71,开放申购,开放赎回,,,,
2020-09-17,1.1090,2.8300,,,1,0.09,开放申购,开放赎回,,,,
2020-09-16,1.1080,2.8290,,,1,0.09,开放申购,开放赎回,,,,
2020-09-15,1.1070,2.8270,,,1,0.54,开放申购,开放赎回,,,,
2020-09-14,1.1010,2.8210,,,1,0.27,开放申购,开放赎回,,,,
2020-09-11,1.0980,2.8170,,,1,0.37,开放申购,开放赎回,,,,
2020-09-10,1.0940,2.8130,,,1,-0.82,开放申购,开放赎回,,,,
2020-09-09,1.1030,2.8230,,,1,-1.52,开放申购,开放赎回,,,,
2020-09-08,1.1200,2.8420,,,1,0.63,开放申购,开放赎回,,,,
2020-09-07,1.1130,2.8340,,,1,-1.24,开放申购,开放赎回,,,,
2020-09-04,1.1270,2.8500,,,1,-0.35,开放申购,开放赎回,,,,
2020-09-03,1.1310,2.8540,,,1,-0.44,开放申购,开放赎回,,,,
2020-09-02,1.1360,2.8600,,,1,-0.18,开放申购,开放赎回,,,,
2020-09-01,1.1380,2.8620,,,1,0.09,开放申购,开放赎回,,,,
2020-08-31,1.1370,2.8610,,,1,-0.52,开放申购,开放赎回,,,,
2020-08-28,1.1430,2.8680,,,1,1.78,开放申购,开放赎回,,,,
2020-08-27,1.1230,2.8450,,,1,0.45,开放申购,开放赎回,,,,
2020-08-26,1.1180,2.8400,,,1,-1.50,开放申购,开放赎回,,,,
2020-08-25,1.1350,2.8590,,,1,-0.18,开放申购,开放赎回,,,,
2020-08-24,1.1370,2.8610,,,1,0.53,开放申购,开放赎回,,,,
2020-08-21,1.1310,2.8540,,,1,0.18,开放申购,开放赎回,,,,
2020-08-20,1.1290,2.8520,,,1,-0.88,开放申购,开放赎回,,,,
2020-08-19,1.1390,2.8630,,,1,-0.87,开放申购,开放赎回,,,,
2020-08-18,1.1490,2.8750,,,1,0.26,开放申购,开放赎回,,,,
2020-08-17,1.1460,2.8710,,,1,2.05,开放申购,开放赎回,,,,
2020-08-14,1.1230,2.8450,,,1,0.81,开放申购,开放赎回,,,,
2020-08-13,1.1140,2.8350,,,1,0.18,开放申购,开放赎回,,,,
2020-08-12,1.1120,2.8330,,,1,-0.71,开放申购,开放赎回,,,,
2020-08-11,1.1200,2.8420,,,1,-0.89,开放申购,开放赎回,,,,
2020-08-10,1.1300,2.8530,,,1,1.53,开放申购,开放赎回,,,,
2020-08-07,1.1130,2.8340,,,1,-0.80,开放申购,开放赎回,,,,
2020-08-06,1.1220,2.8440,,,1,0.18,开放申购,开放赎回,,,,
2020-08-05,1.1200,2.8420,,,1,0.00,开放申购,开放赎回,,,,
2020-08-04,1.1200,2.8420,,,1,0.18,开放申购,开放赎回,,,,
2020-08-03,1.1180,2.8400,,,1,1.82,开放申购,开放赎回,,,,
2020-07-31,1.0980,2.8170,,,1,0.83,开放申购,开放赎回,,,,
2020-07-30,1.0890,2.8070,,,1,0.00,开放申购,开放赎回,,,,
2020-07-29,1.0890,2.8070,,,1,1.78,开放申购,开放赎回,,,,
2020-07-28,1.0700,2.7860,,,1,0.85,开放申购,开放赎回,,,,
2020-07-27,1.0610,2.7760,,,1,-0.28,开放申购,开放赎回,,,,
2020-07-24,1.0640,2.7790,,,1,-3.54,开放申购,开放赎回,,,,
2020-07-23,1.1030,2.8230,,,1,-0.90,开放申购,开放赎回,,,,
2020-07-22,1.1130,2.8340,,,1,0.00,开放申购,开放赎回,,,,
2020-07-21,1.1130,2.8340,,,1,-0.36,开放申购,开放赎回,,,,
2020-07-20,1.1170,2.8390,,,1,4.20,开放申购,开放赎回,,,,
2020-07-17,1.0720,2.7880,,,1,0.66,开放申购,开放赎回,,,,
2020-07-16,1.0650,2.7800,,,1,-3.09,开放申购,开放赎回,,,,
2020-07-15,1.0990,2.8180,,,1,-1.61,开放申购,开放赎回,,,,
2020-07-14,1.1170,2.8390,,,1,-0.53,开放申购,开放赎回,,,,
2020-07-13,1.1230,2.8450,,,1,2.56,开放申购,开放赎回,,,,
2020-07-10,1.0950,2.8140,,,1,-2.06,开放申购,开放赎回,,,,
2020-07-09,1.1180,2.8400,,,1,1.09,开放申购,开放赎回,,,,
2020-07-08,1.1060,2.8260,,,1,1.10,开放申购,开放赎回,,,,
2020-07-07,1.0940,2.8130,,,1,-0.18,开放申购,开放赎回,,,,
2020-07-06,1.0960,2.8150,,,1,4.98,开放申购,开放赎回,,,,
