FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-03-20,0.5113,2.1180,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-19,0.5306,2.1410,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-18,0.5340,2.1510,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-17,0.7557,2.1530,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-16,0.5617,2.1570,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-15,1.1267,2.1470,2020-03-14,,0,0.00,限制大额申购,开放赎回,,,,
2020-03-13,0.5550,2.1290,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-12,0.5484,2.1250,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-11,0.5384,2.1290,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-10,0.7620,2.1440,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-09,0.5428,2.1040,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-08,1.0928,2.1200,2020-03-07,,0,0.00,限制大额申购,开放赎回,,,,
2020-03-06,0.5479,2.1500,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-05,0.5559,2.1640,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-04,0.5665,2.1690,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-03,0.6875,2.1670,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-02,0.5730,2.1100,,,1,0.00,限制大额申购,开放赎回,,,,
2020-03-01,1.1491,2.1150,2020-02-29,,0,0.00,限制大额申购,开放赎回,,,,
2020-02-28,0.5746,2.1290,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-27,0.5657,2.1370,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-26,0.5619,2.1460,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-25,0.5797,2.1540,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-24,0.5823,2.1500,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-23,1.1769,2.1530,2020-02-22,,0,0.00,限制大额申购,开放赎回,,,,
2020-02-21,0.5885,2.1490,,,1,0.00,限制大额申购,开放赎回,,,,
2020-02-20,0.5829,2.1810,,,1,0.00,限制大额申购,开放赎回,,,,
