FSRQ,DWJZ,LJJZ,SDATE,ACTUALSYI,NAVTYPE,JZZZL,SGZT,SHZT,FHFCZ,FHFCBZ,DTYPE,FHSP
2020-10-28,1.4075,1.4075,,,1,0.15,开放申购,开放赎回,,,,
2020-10-27,1.4054,1.4054,,,1,0.75,开放申购,开放赎回,,,,
2020-10-26,1.3949,1.3949,,,1,-0.44,开放申购,开放赎回,,,,
2020-10-23,1.4011,1.4011,,,1,-0.34,开放申购,开放赎回,,,,
2020-10-22,1.4059,1.4059,,,1,-0.01,开放申购,开放赎回,,,,
2020-10-21,1.4060,1.4060,,,1,0.73,开放申购,开放赎回,,,,
2020-10-20,1.3958,1.3958,,,1,-0.78,开放申购,开放赎回,,,,
2020-10-19,1.4068,1.4068,,,1,0.08,开放申购,开放赎回,,,,
2020-10-16,1.4057,1.4057,,,1,0.41,开放申购,开放赎回,,,,
2020-10-15,1.4000,1.4000,,,1,-0.12,开放申购,开放赎回,,,,
2020-10-14,1.4017,1.4017,,,1,-0.96,开放申购,开放赎回,,,,
2020-10-13,1.4153,1.4153,,,1,-0.49,开放申购,开放赎回,,,,
2020-10-12,1.4223,1.4223,,,1,1.04,开放申购,开放赎回,,,,
2020-10-09,1.4076,1.4076,,,1,0.33,开放申购,开放赎回,,,,
2020-09-30,1.4030,1.4030,,,1,-0.16,开放申购,开放赎回,,,,
2020-09-29,1.4052,1.4052,,,1,1.12,开放申购,开放赎回,,,,
2020-09-28,1.3896,1.3896,,,1,-0.17,开放申购,开放赎回,,,,
2020-09-25,1.3920,1.3920,,,1,1.10,开放申购,开放赎回,,,,
2020-09-24,1.3768,1.3768,,,1,-1.33,开放申购,开放赎回,,,,
2020-09-23,1.3954,1.3954,,,1,-1.19,开放申购,开放赎回,,,,
2020-09-22,1.4122,1.4122,,,1,-2.30,开放申购,开放赎回,,,,
2020-09-21,1.4454,1.4454,,,1,-0.02,开放申购,开放赎回,,,,
