trade_date,ts_code,trade_date,close,open,pct_chg,amount
2013-03-05,000300.SH,20130305,2622.807,2547.893,3.0283,92357133.815
2013-03-06,000300.SH,20130306,2650.202,2634.87,1.0445,95048891.279
2013-03-07,000300.SH,20130307,2619.479,2639.783,-1.1593,96498095.994
2013-03-08,000300.SH,20130308,2606.927,2622.684,-0.4792,63054592.405
2013-03-11,000300.SH,20130311,2592.372,2600.278,-0.5583,52460900.851
2013-03-12,000300.SH,20130312,2555.615,2590.391,-1.4179,71675127.58
2013-03-13,000300.SH,20130313,2527.486,2551.726,-1.1007,56003723.639
2013-03-14,000300.SH,20130314,2534.273,2517.745,0.2685,49929775.447
2013-03-15,000300.SH,20130315,2539.873,2533.722,0.221,82749877.355
2013-03-18,000300.SH,20130318,2502.493,2526.077,-1.4717,63093556.699
2013-03-19,000300.SH,20130319,2525.097,2507.396,0.9033,55601011.985
2013-03-20,000300.SH,20130320,2610.174,2526.968,3.3693,91271022.2
2013-03-21,000300.SH,20130321,2614.988,2611.58,0.1844,71642665.537
2013-03-22,000300.SH,20130322,2618.308,2612.256,0.127,55882142.445
2013-03-25,000300.SH,20130325,2613.097,2628.407,-0.199,58004930.851
2013-03-26,000300.SH,20130326,2575.05,2601.964,-1.456,65306571.624
