ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'600336,°Ä¿ÂÂê,5.07,5.22,5.0,5.02,4.97,0.1,2.0121,2.5448,19766958,101195963.0,4051859173.83,3938139073.83
2020-03-26,'600336,°Ä¿ÂÂê,4.97,5.08,4.9,4.99,5.0,-0.03,-0.6,2.1036,16339765,81566422.0,3971940846.93,3860463746.93
2020-03-25,'600336,°Ä¿ÂÂê,5.0,5.04,4.87,4.95,4.84,0.16,3.3058,2.2117,17179715,85078100.0,3995916345.0,3883766345.0
2020-03-24,'600336,°Ä¿ÂÂê,4.84,4.86,4.67,4.77,4.69,0.15,3.1983,2.1936,17038571,81555853.0,3868047021.96,3759485821.96
2020-03-23,'600336,°Ä¿ÂÂê,4.69,4.96,4.6,4.89,5.07,-0.38,-7.4951,2.5964,20167928,96830737.0,3748169531.61,3642972831.61
2020-03-20,'600336,°Ä¿ÂÂê,5.07,5.2,4.95,5.17,5.1,-0.03,-0.5882,2.4928,19362740,97855687.0,4051859173.83,3938139073.83
2020-03-19,'600336,°Ä¿ÂÂê,5.1,5.16,4.93,5.0,5.06,0.04,0.7905,2.5712,19971536,101198772.0,4075834671.9,3961441671.9
2020-03-18,'600336,°Ä¿ÂÂê,5.06,5.52,4.97,5.42,5.39,-0.33,-6.1224,4.7131,36609289,193179117.0,4043867341.14,3930371541.14
2020-03-17,'600336,°Ä¿ÂÂê,5.39,5.45,5.07,5.17,5.18,0.21,4.0541,3.569,27722437,145614043.0,4307597819.91,4186700119.91
2020-03-16,'600336,°Ä¿ÂÂê,5.18,5.64,5.09,5.5,5.49,-0.31,-5.6466,3.7115,28828865,155832860.0,4139769333.42,4023581933.42
2020-03-13,'600336,°Ä¿ÂÂê,5.49,5.54,5.18,5.24,5.58,-0.09,-1.6129,3.4076,26468860,142921255.0,4387516146.81,4264375446.81
2020-03-12,'600336,°Ä¿ÂÂê,5.58,5.83,5.45,5.8,5.91,-0.33,-5.5838,4.7302,36741984,206988122.0,4459442641.02,4334283241.02
