日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-27,'002645,华宏科技,11.09,11.44,10.52,10.72,10.78,0.31,2.8757,2.6592,12308621,133760309.18,5133267015.19,5133267015.19
2020-03-26,'002645,华宏科技,10.78,10.91,10.4,10.49,10.8,-0.02,-0.1852,2.5073,11605857,123647187.59,4989776232.98,4989776232.98
2020-03-25,'002645,华宏科技,10.8,11.06,10.28,10.28,10.05,0.75,7.4627,3.1802,14720207,157391003.47,4999033702.8,4999033702.8
2020-03-24,'002645,华宏科技,10.05,10.05,9.23,9.3,9.14,0.91,9.9562,1.7345,8028545,77661294.15,4651878584.55,4651878584.55
2020-03-23,'002645,华宏科技,9.14,9.5,9.11,9.43,9.7,-0.56,-5.7732,0.8637,3997973,37199486.38,4230663707.74,4230663707.74
2020-03-20,'002645,华宏科技,9.7,9.83,9.48,9.71,9.65,0.05,0.5181,1.0226,4733568,45598900.66,4489872862.7,4489872862.7
2020-03-19,'002645,华宏科技,9.65,9.69,9.12,9.37,9.39,0.26,2.7689,1.3089,6058402,57236747.58,4466729188.15,4466729188.15
2020-03-18,'002645,华宏科技,9.39,9.75,9.38,9.53,9.53,-0.14,-1.469,2.0799,9627432,92415635.9,4346382080.49,4346382080.49
2020-03-17,'002645,华宏科技,9.53,9.65,8.75,9.18,9.18,0.35,3.8126,1.8362,8499139,78315365.46,4411184369.23,4411184369.23
2020-03-16,'002645,华宏科技,9.18,9.7,8.95,9.4,9.47,-0.29,-3.0623,2.2941,10618980,99312429.34,4249178647.38,4249178647.38
2020-03-13,'002645,华宏科技,9.47,9.85,8.76,8.81,9.32,0.15,1.6094,2.7638,12792934,118795589.64,4383411959.77,4383411959.77
2020-03-12,'002645,华宏科技,9.32,9.56,9.19,9.56,9.68,-0.36,-3.719,1.5619,7229448,67644733.48,4313980936.12,4313980936.12
2020-03-11,'002645,华宏科技,9.68,10.25,9.67,10.18,10.18,-0.5,-4.9116,1.7755,8218363,81332995.79,4480615392.88,4480615392.88
2020-03-10,'002645,华宏科技,10.18,10.29,9.58,10.05,10.16,0.02,0.1969,2.2057,10209770,101797081.11,4712052138.38,4712052138.38
2020-03-09,'002645,华宏科技,10.16,10.83,10.03,10.56,10.88,-0.72,-6.6176,2.671,12363475,128627457.58,4702794668.56,4702794668.56
2020-03-06,'002645,华宏科技,10.88,11.2,10.7,10.72,10.87,0.01,0.092,2.2136,10246143,112049781.56,5036063582.08,5036063582.08
2020-03-05,'002645,华宏科技,10.87,11.28,10.66,11.1,11.03,-0.16,-1.4506,3.0511,14122717,153319044.77,5031434847.17,5031434847.17
2020-03-04,'002645,华宏科技,11.03,11.1,10.58,10.69,10.93,0.1,0.9149,3.2097,14856739,160404566.77,5105494605.73,5105494605.73
2020-03-03,'002645,华宏科技,10.93,11.44,10.5,10.75,10.61,0.32,3.016,4.3743,20247543,222707996.38,5059207256.63,5059207256.63
2020-03-02,'002645,华宏科技,10.61,10.89,10.25,10.6,10.19,0.42,4.1217,4.3801,20274172,214831009.73,4911087739.51,4911087739.51
2020-02-28,'002645,华宏科技,10.19,11.18,9.61,9.61,10.38,-0.19,-1.8304,6.3616,29446371,308806611.92,4716680873.29,4716680873.29
2020-02-27,'002645,华宏科技,10.38,10.38,9.33,9.51,9.44,0.94,9.9576,6.5759,30438081,308454195.31,4804626836.58,4804626836.58
2020-02-26,'002645,华宏科技,9.44,9.62,8.76,8.81,8.86,0.58,6.5463,3.7544,17378267,161555042.19,4369525755.04,4369525755.04
2020-02-25,'002645,华宏科技,8.86,8.95,8.4,8.95,9.15,-0.29,-3.1694,2.1234,9828453,86518028.14,4101059130.26,4101059130.26
2020-02-24,'002645,华宏科技,9.15,9.19,8.86,9.07,9.07,0.08,0.882,2.0917,9682125,87182311.28,4235292442.65,4235292442.65
2020-02-21,'002645,华宏科技,9.07,9.25,8.99,9.05,9.06,0.01,0.1104,2.0484,9481728,86258856.81,4198262563.37,4198262563.37
2020-02-20,'002645,华宏科技,9.06,9.27,8.88,9.0,9.11,-0.05,-0.5488,2.1867,10121491,91654342.06,4193633828.46,4193633828.46
2020-02-19,'002645,华宏科技,9.11,9.39,8.7,9.0,8.94,0.17,1.9016,3.4479,15959430,143895989.36,4216777503.01,4216777503.01
2020-02-18,'002645,华宏科技,8.94,8.95,8.22,8.31,8.22,0.72,8.7591,3.8099,17634997,153047449.73,4138089009.54,4138089009.54
2020-02-17,'002645,华宏科技,8.22,8.33,7.74,7.86,7.6,0.62,8.1579,2.6085,12073887,97555840.41,3804820096.02,3804820096.02
2020-02-14,'002645,华宏科技,7.6,7.75,7.53,7.7,7.71,-0.11,-1.4267,1.0906,5048247,38556741.22,3517838531.6,3517838531.6
2020-02-13,'002645,华宏科技,7.71,7.88,7.64,7.76,7.77,-0.06,-0.7722,1.2819,5933550,45936783.82,3568754615.61,3568754615.61
2020-02-12,'002645,华宏科技,7.77,7.81,7.66,7.71,7.7,0.07,0.9091,0.923,4272541,33120120.05,3596527025.07,3596527025.07
2020-02-11,'002645,华宏科技,7.7,7.91,7.65,7.84,7.85,-0.15,-1.9108,1.1283,5222815,40579424.22,3564125880.7,3564125880.7
2020-02-10,'002645,华宏科技,7.85,7.95,7.72,7.74,7.75,0.1,1.2903,1.3509,6252979,49028040.8,3633556904.35,3633556904.35
2020-02-07,'002645,华宏科技,7.75,7.79,7.46,7.55,7.52,0.23,3.0585,1.4987,6937264,52858017.54,3587269555.25,3587269555.25
2020-02-06,'002645,华宏科技,7.52,7.6,7.3,7.42,7.38,0.14,1.897,1.591,7364450,54919138.99,3480808652.32,3480808652.32
2020-02-05,'002645,华宏科技,7.38,7.56,7.2,7.2,7.19,0.19,2.6426,1.489,6892247,51130196.82,3416006363.58,3416006363.58
2020-02-04,'002645,华宏科技,7.19,7.25,6.87,6.87,7.63,-0.44,-5.7667,2.1175,9801535,69805219.56,3328060400.29,3328060400.29
2020-02-03,'002645,华宏科技,7.63,7.63,7.63,7.63,8.48,-0.85,-10.0236,0.249,1152400,8792812.0,3531724736.33,3531724736.33
2020-01-23,'002645,华宏科技,8.48,8.92,8.22,8.86,8.92,-0.44,-4.9327,1.8434,8532770,73175655.17,3925167203.68,3925167203.68
2020-01-22,'002645,华宏科技,8.92,9.0,8.82,8.99,9.1,-0.18,-1.978,1.5303,7083164,63162343.59,4128831539.72,4128831539.72
2020-01-21,'002645,华宏科技,9.1,9.24,8.89,8.9,9.02,0.08,0.8869,1.5061,6971511,63501837.44,4212148768.1,4212148768.1
2020-01-20,'002645,华宏科技,9.02,9.18,8.83,9.18,9.2,-0.18,-1.9565,1.7009,7872807,70631758.6,4175118888.82,4175118888.82
2020-01-17,'002645,华宏科技,9.2,9.67,9.16,9.62,9.78,-0.58,-5.9305,2.4251,11225028,104544721.71,4258436117.2,4258436117.2
2020-01-16,'002645,华宏科技,9.78,10.48,9.54,9.65,9.65,0.13,1.3472,3.4149,15806731,156485232.8,4526902741.98,4526902741.98
2020-01-15,'002645,华宏科技,0.0,0.0,0.0,0.0,9.65,None,None,0.0,0,0.0,4466729188.15,4466729188.15
2020-01-14,'002645,华宏科技,9.65,10.37,9.51,9.82,9.81,-0.16,-1.631,3.7825,17508376,171504725.66,4466729188.15,4466729188.15
2020-01-13,'002645,华宏科技,9.81,9.95,8.98,9.0,9.13,0.68,7.448,3.8225,17693279,169015546.85,4540788946.71,4540788946.71
2020-01-10,'002645,华宏科技,9.13,9.39,8.71,8.76,8.66,0.47,5.4273,3.4857,16134262,146854725.26,4226034972.83,4226034972.83
2020-01-09,'002645,华宏科技,8.66,8.86,8.61,8.8,8.6,0.06,0.6977,1.6776,7765111,67669125.89,4008484432.06,4008484432.06
2020-01-08,'002645,华宏科技,8.6,8.75,8.43,8.68,8.75,-0.15,-1.7143,1.4196,6570884,56602064.46,3980712022.6,3980712022.6
2020-01-07,'002645,华宏科技,8.75,8.75,8.63,8.67,8.68,0.07,0.8065,1.304,6036073,52415255.6,4050143046.25,4050143046.25
2020-01-06,'002645,华宏科技,8.68,8.79,8.55,8.58,8.64,0.04,0.463,1.6665,7713586,66860795.74,4017741901.88,4017741901.88
2020-01-03,'002645,华宏科技,8.64,8.7,8.52,8.7,8.62,0.02,0.232,1.5416,7135863,61544104.81,3999226962.24,3999226962.24
