ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'603336,ºê»Ô¹ûÊß,16.81,17.93,16.8,17.7,18.11,-1.3,-7.1784,10.9299,24631736,425293477.0,3788326815.0,3788326815.0
2020-03-26,'603336,ºê»Ô¹ûÊß,18.11,18.85,16.78,16.95,17.21,0.9,5.2295,14.4873,32648752,579275513.0,4081296765.0,4081296765.0
2020-03-25,'603336,ºê»Ô¹ûÊß,17.21,17.5,15.9,16.32,16.14,1.07,6.6295,11.6843,26331903,437636060.0,3878471415.0,3878471415.0
2020-03-24,'603336,ºê»Ô¹ûÊß,16.14,16.26,15.21,16.04,15.66,0.48,3.0651,7.9442,17903173,284388276.0,3637334610.0,3637334610.0
2020-03-23,'603336,ºê»Ô¹ûÊß,15.66,16.94,15.48,15.52,16.12,-0.46,-2.8536,10.4158,23473093,383770900.0,3529161090.0,3529161090.0
2020-03-20,'603336,ºê»Ô¹ûÊß,16.12,16.47,15.24,15.49,15.58,0.54,3.466,9.4403,21274903,340231148.0,3632827380.0,3632827380.0
2020-03-19,'603336,ºê»Ô¹ûÊß,15.58,15.96,15.19,15.76,15.66,-0.08,-0.5109,9.7307,21929171,339433409.0,3511132170.0,3511132170.0
2020-03-18,'603336,ºê»Ô¹ûÊß,15.66,15.66,14.18,14.3,14.24,1.42,9.9719,11.0527,24908626,382068217.0,3529161090.0,3529161090.0
2020-03-17,'603336,ºê»Ô¹ûÊß,14.24,15.23,13.6,15.05,14.94,-0.7,-4.6854,3.8936,8774656,125504746.0,3209147760.0,3209147760.0
2020-03-16,'603336,ºê»Ô¹ûÊß,14.94,15.4,14.66,14.78,14.61,0.33,2.2587,5.5578,12525063,188586020.0,3366900810.0,3366900810.0
2020-03-13,'603336,ºê»Ô¹ûÊß,14.61,14.9,13.46,13.65,14.2,0.41,2.8873,3.6651,8259660,119847984.0,3292531515.0,3292531515.0
2020-03-12,'603336,ºê»Ô¹ûÊß,14.2,14.58,14.01,14.41,14.75,-0.55,-3.7288,2.1998,4957422,70767190.0,3200133300.0,3200133300.0
