»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'300618,∫Æ»ÒÓ‹“µ,47.38,49.6,47.36,49.49,48.59,-1.21,-2.4902,1.9255,5188120,250536837.32,12766349395.3,12766349395.3
2020-03-26,'300618,∫Æ»ÒÓ‹“µ,48.59,50.17,48.32,50.0,49.48,-0.89,-1.7987,2.3194,6249555,307622966.8,13092379002.0,13092379002.0
2020-03-25,'300618,∫Æ»ÒÓ‹“µ,49.48,50.57,48.98,48.98,48.0,1.48,3.0833,2.8096,7570330,376365868.87,13332185902.9,13332185902.9
2020-03-24,'300618,∫Æ»ÒÓ‹“µ,48.0,49.47,46.9,47.66,46.38,1.62,3.4929,3.4245,9227266,444794083.74,12933405888.0,12933405888.0
2020-03-23,'300618,∫Æ»ÒÓ‹“µ,46.38,49.48,45.63,49.0,50.7,-4.32,-8.5207,3.4462,9285768,439208908.79,12496903439.3,12496903439.3
2020-03-20,'300618,∫Æ»ÒÓ‹“µ,50.7,52.28,49.6,52.0,50.64,0.06,0.1185,2.0254,5457446,277262119.68,13660909969.2,13660909969.2
2020-03-19,'300618,∫Æ»ÒÓ‹“µ,50.64,52.33,48.89,51.76,51.44,-0.8,-1.5552,2.7583,7432011,375410679.3,13644743211.8,13644743211.8
2020-03-18,'300618,∫Æ»ÒÓ‹“µ,51.44,54.94,51.05,54.46,53.42,-1.98,-3.7065,3.0944,8337859,442281687.81,13860299976.6,13860299976.6
2020-03-17,'300618,∫Æ»ÒÓ‹“µ,53.42,55.45,52.31,54.08,53.23,0.19,0.3569,2.8769,7751691,417603746.35,14393802969.5,14393802969.5
2020-03-16,'300618,∫Æ»ÒÓ‹“µ,53.23,58.68,52.61,58.34,58.07,-4.84,-8.3348,3.4408,9270974,514906341.3,14342608237.9,14342608237.9
2020-03-13,'300618,∫Æ»ÒÓ‹“µ,58.07,58.96,55.73,56.81,60.93,-2.86,-4.6939,3.0763,8288853,473202092.86,15646726664.9,15646726664.9
2020-03-12,'300618,∫Æ»ÒÓ‹“µ,60.93,62.95,60.23,62.0,64.05,-3.12,-4.8712,2.3661,6375302,391253909.11,16417342099.1,16417342099.1
2020-03-11,'300618,∫Æ»ÒÓ‹“µ,64.05,67.88,64.02,67.8,66.98,-2.93,-4.3744,2.6692,7192039,470778547.53,17258013481.8,17258013481.8
2020-03-10,'300618,∫Æ»ÒÓ‹“µ,66.98,67.6,62.8,66.47,66.48,0.5,0.7521,3.2896,8863659,578595468.89,18047490132.9,18047490132.9
2020-03-09,'300618,∫Æ»ÒÓ‹“µ,66.48,69.77,66.11,69.5,67.46,-0.98,-1.4527,3.9398,10615706,727365512.58,17912767154.9,17912767154.9
2020-03-06,'300618,∫Æ»ÒÓ‹“µ,67.46,68.5,64.1,65.0,65.15,2.31,3.5457,3.4849,9389831,630679273.24,18176824191.8,18176824191.8
2020-03-05,'300618,∫Æ»ÒÓ‹“µ,65.15,65.88,64.52,65.88,65.75,-0.6,-0.9125,4.033,6461859,420448697.24,17554402925.8,10438563565.9
2020-03-04,'300618,∫Æ»ÒÓ‹“µ,65.75,66.0,63.2,64.03,64.0,1.75,2.7344,5.0171,8008376,519113451.71,17676574990.2,10495202190.2
2020-03-03,'300618,∫Æ»ÒÓ‹“µ,64.0,65.88,63.02,63.6,62.29,1.71,2.7452,6.4245,10255004,661678024.27,17206095808.0,10215862208.0
2020-03-02,'300618,∫Æ»ÒÓ‹“µ,62.29,63.0,60.05,61.54,61.21,1.08,1.7644,5.1642,8243282,511336340.75,16746370435.6,9942907139.63
2020-02-28,'300618,∫Æ»ÒÓ‹“µ,61.21,66.39,60.74,63.99,67.21,-6.0,-8.9272,6.5997,10534681,662632801.48,16456017568.9,9770514464.87
2020-02-27,'300618,∫Æ»ÒÓ‹“µ,67.21,69.18,66.11,69.0,68.09,-0.88,-1.2924,4.2602,6800273,460346769.99,18069089050.9,10728251546.9
2020-02-26,'300618,∫Æ»ÒÓ‹“µ,68.09,71.45,67.3,70.0,72.39,-4.3,-5.94,6.9857,11150830,773826796.21,18305672868.2,10868719652.2
2020-02-25,'300618,∫Æ»ÒÓ‹“µ,72.39,73.28,65.03,67.61,69.0,3.39,4.913,11.7749,18795425,1312234281.81,19461707430.3,11555097894.3
2020-02-24,'300618,∫Æ»ÒÓ‹“µ,69.0,73.5,68.36,73.5,75.95,-6.95,-9.1508,13.754,21954498,1517907943.2,18550322043.0,11013976443.0
2020-02-21,'300618,∫Æ»ÒÓ‹“µ,75.95,78.32,75.84,76.5,76.49,-0.54,-0.706,7.7611,12388502,950813258.43,20418796509.7,12123355229.6
2020-02-20,'300618,∫Æ»ÒÓ‹“µ,76.49,80.9,75.26,78.9,80.5,-4.01,-4.9814,12.6447,20183761,1565260283.02,20563972943.0,12209551567.0
2020-02-19,'300618,∫Æ»ÒÓ‹“µ,80.5,82.33,80.5,80.5,89.44,-8.94,-9.9955,6.5336,10429100,841558489.73,21642042383.5,12849639183.5
2020-02-18,'300618,∫Æ»ÒÓ‹“µ,89.44,93.06,87.62,92.99,91.91,-2.47,-2.6874,7.2437,11562582,1037490499.07,24045518891.7,14276667435.7
2020-02-17,'300618,∫Æ»ÒÓ‹“µ,91.91,91.91,84.55,85.26,83.55,8.36,10.006,7.9412,12675917,1106119332.07,24709566651.8,14670935867.8
2020-02-14,'300618,∫Æ»ÒÓ‹“µ,83.55,88.88,82.66,87.48,87.0,-3.45,-3.9655,7.877,12573536,1075435745.82,22462020386.8,13336488866.9
2020-02-13,'300618,∫Æ»ÒÓ‹“µ,87.0,94.0,86.68,90.2,90.9,-3.9,-4.2904,9.7495,15562366,1391800796.09,23389536489.0,13887187689.0
