»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'002289,*ST”ÓÀ≥,12.47,12.47,11.86,12.09,11.88,0.59,4.9663,1.6496,4281571,52651153.77,3494764050.51,3236560230.51
2020-03-26,'002289,*ST”ÓÀ≥,11.88,11.93,11.6,11.78,11.73,0.15,1.2788,0.8709,2260452,26654632.92,3329414348.04,3083427068.04
2020-03-25,'002289,*ST”ÓÀ≥,11.73,11.85,11.52,11.85,11.69,0.04,0.3422,1.1127,2888067,33664324.83,3287376288.09,3044494908.09
2020-03-24,'002289,*ST”ÓÀ≥,11.69,12.05,11.42,11.76,11.77,-0.08,-0.6797,1.2991,3371900,39373022.0,3276166138.77,3034112998.77
2020-03-23,'002289,*ST”ÓÀ≥,11.77,11.96,11.61,11.69,11.93,-0.16,-1.3412,0.571,1482084,17524414.23,3298586437.41,3054876817.41
2020-03-20,'002289,*ST”ÓÀ≥,11.93,12.05,11.6,12.05,11.67,0.26,2.2279,0.4608,1196094,14067583.64,3343427034.69,3096404454.69
2020-03-19,'002289,*ST”ÓÀ≥,11.67,11.76,11.23,11.76,11.73,-0.06,-0.5115,1.3244,3437527,39913657.68,3270561064.11,3028922044.11
2020-03-18,'002289,*ST”ÓÀ≥,11.73,11.99,11.51,11.78,11.73,0.0,0.0,0.9302,2414247,28427669.33,3287376288.09,3044494908.09
2020-03-17,'002289,*ST”ÓÀ≥,11.73,12.47,11.5,12.15,12.11,-0.38,-3.1379,1.5026,3899839,45604073.86,3287376288.09,3044494908.09
2020-03-16,'002289,*ST”ÓÀ≥,12.11,12.8,12.11,12.74,12.75,-0.64,-5.0196,1.7467,4533550,56413139.44,3393872706.63,3143123046.63
2020-03-13,'002289,*ST”ÓÀ≥,12.75,12.78,12.13,12.5,12.77,-0.02,-0.1566,1.1621,3016233,37552433.12,3573235095.75,3309233595.75
2020-03-12,'002289,*ST”ÓÀ≥,12.77,12.97,12.53,12.97,12.95,-0.18,-1.39,0.7869,2042353,25977063.08,3578840170.41,3314424550.41
2020-03-11,'002289,*ST”ÓÀ≥,12.95,13.15,12.81,13.15,12.95,0.0,0.0,0.5682,1474864,19086001.75,3629285842.35,3361143142.35
2020-03-10,'002289,*ST”ÓÀ≥,12.95,13.18,12.7,12.83,12.95,0.0,0.0,1.5034,3902051,50239975.06,3629285842.35,3361143142.35
2020-03-09,'002289,*ST”ÓÀ≥,12.95,13.27,12.72,13.2,13.24,-0.29,-2.1903,1.162,3016002,39060414.38,3629285842.35,3361143142.35
2020-03-06,'002289,*ST”ÓÀ≥,13.24,13.31,12.71,12.82,12.86,0.38,2.9549,1.2346,3204267,41766657.06,3710559424.92,3436411984.92
2020-03-05,'002289,*ST”ÓÀ≥,12.86,13.3,12.6,12.96,12.96,-0.1,-0.7716,1.8566,4818799,62561398.58,3604063006.38,3337783846.38
2020-03-04,'002289,*ST”ÓÀ≥,12.96,14.16,12.96,13.78,13.64,-0.68,-4.9853,3.2581,8456400,113926033.15,3632088379.68,3363738619.68
2020-03-03,'002289,*ST”ÓÀ≥,13.64,13.68,12.9,13.25,13.03,0.61,4.6815,2.0817,5402981,72574507.66,3822660918.12,3540231078.12
2020-03-02,'002289,*ST”ÓÀ≥,13.03,13.03,12.32,12.59,12.41,0.62,4.996,1.7138,4448131,56609089.45,3651706140.99,3381906960.99
2020-02-28,'002289,*ST”ÓÀ≥,12.41,12.56,11.8,12.18,11.96,0.45,3.7625,2.9241,7589361,93758862.66,3477948826.53,3220987366.53
2020-02-27,'002289,*ST”ÓÀ≥,11.96,11.96,11.35,11.55,11.39,0.57,5.0044,1.1402,2959270,34418605.89,3351834646.68,3104190886.68
2020-02-26,'002289,*ST”ÓÀ≥,11.39,11.6,11.23,11.23,11.36,0.03,0.2641,0.9576,2485452,28341141.2,3192090018.87,2956248678.87
2020-02-25,'002289,*ST”ÓÀ≥,11.36,11.88,10.85,10.85,11.37,-0.01,-0.088,2.5381,6587606,74769861.6,3183682406.88,2948462246.88
2020-02-24,'002289,*ST”ÓÀ≥,11.37,11.37,10.72,10.82,10.83,0.54,4.9861,1.4717,3819766,42614279.02,3186484944.21,2951057724.21
2020-02-21,'002289,*ST”ÓÀ≥,10.83,10.92,10.6,10.91,10.83,0.0,0.0,1.2256,3181111,34470736.03,3035147928.39,2810901948.39
2020-02-20,'002289,*ST”ÓÀ≥,10.83,10.88,10.51,10.72,10.61,0.22,2.0735,1.1561,3000503,32124769.75,3035147928.39,2810901948.39
2020-02-19,'002289,*ST”ÓÀ≥,10.61,10.72,10.48,10.59,10.61,0.0,0.0,0.8828,2291402,24258761.0,2973492107.13,2753801447.13
2020-02-18,'002289,*ST”ÓÀ≥,10.61,10.98,10.46,10.98,10.85,-0.24,-2.212,1.2199,3166273,33737795.06,2973492107.13,2753801447.13
2020-02-17,'002289,*ST”ÓÀ≥,10.85,10.99,10.73,10.99,10.73,0.12,1.1184,0.7561,1962455,21266337.07,3040753003.05,2816092903.05
2020-02-14,'002289,*ST”ÓÀ≥,10.73,11.11,10.61,11.11,10.79,-0.06,-0.5561,0.4873,1264900,13617847.0,3007122555.09,2784947175.09
2020-02-13,'002289,*ST”ÓÀ≥,10.79,11.06,10.61,11.0,10.81,-0.02,-0.185,0.715,1855821,20007491.23,3023937779.07,2800520039.07
2020-02-12,'002289,*ST”ÓÀ≥,10.81,10.87,10.45,10.7,10.44,0.37,3.5441,0.8989,2333101,24978910.67,3029542853.73,2805710993.73
2020-02-11,'002289,*ST”ÓÀ≥,10.44,10.49,10.14,10.2,10.2,0.24,2.3529,0.69,1790784,18501787.32,2925848972.52,2709678332.52
2020-02-10,'002289,*ST”ÓÀ≥,10.2,10.25,9.81,9.88,9.93,0.27,2.719,1.0857,2817846,28104901.9,2858588076.6,2647386876.6
2020-02-07,'002289,*ST”ÓÀ≥,9.93,9.94,9.79,9.91,9.91,0.02,0.2018,0.7321,1900164,18734909.16,2782919568.69,2577308988.69
2020-02-06,'002289,*ST”ÓÀ≥,9.91,9.99,9.81,9.95,9.89,0.02,0.2022,0.907,2354129,23302711.73,2777314494.03,2572118034.03
2020-02-05,'002289,*ST”ÓÀ≥,9.89,10.14,9.59,9.59,9.7,0.19,1.9588,0.9418,2444521,24279191.32,2771709419.37,2566927079.37
2020-02-04,'002289,*ST”ÓÀ≥,9.7,10.17,9.58,9.58,10.08,-0.38,-3.7698,1.8968,4922976,48034529.08,2718461210.1,2517613010.1
2020-02-03,'002289,*ST”ÓÀ≥,10.08,10.08,10.08,10.08,10.61,-0.53,-4.9953,0.0599,155400,1566432.0,2824957628.64,2616241148.64
2020-01-23,'002289,*ST”ÓÀ≥,10.61,11.33,10.61,11.17,11.17,-0.56,-5.0134,1.661,4311166,46572124.76,2973492107.13,2753801447.13
2020-01-22,'002289,*ST”ÓÀ≥,11.17,11.17,10.46,10.64,10.64,0.53,4.9812,1.9058,4946454,54612318.48,3130434197.61,2899148177.61
2020-01-21,'002289,*ST”ÓÀ≥,10.64,10.64,10.03,10.18,10.13,0.51,5.0346,1.4009,3635903,38052646.17,2981899719.12,2761587879.12
2020-01-20,'002289,*ST”ÓÀ≥,10.13,10.57,10.09,10.09,10.62,-0.49,-4.6139,2.3087,5992153,61009020.05,2838970315.29,2629218535.29
2020-01-17,'002289,*ST”ÓÀ≥,10.62,11.74,10.62,11.74,11.18,-0.56,-5.0089,3.9376,10220025,111258505.12,2976294644.46,2756396924.46
2020-01-16,'002289,*ST”ÓÀ≥,11.18,11.18,11.18,11.18,10.65,0.53,4.9765,0.155,402293,4497635.74,3133236734.94,2901743654.94
2020-01-15,'002289,*ST”ÓÀ≥,10.65,10.65,10.65,10.65,10.14,0.51,5.0296,0.1719,446084,4750794.6,2984702256.45,2764183356.45
2020-01-14,'002289,*ST”ÓÀ≥,10.14,10.14,10.0,10.06,9.66,0.48,4.9689,0.443,1149731,11623242.34,2841772852.62,2631814012.62
2020-01-13,'002289,*ST”ÓÀ≥,9.66,9.66,9.3,9.43,9.2,0.46,5.0,0.8417,2184486,21045766.18,2707251060.78,2507231100.78
2020-01-10,'002289,*ST”ÓÀ≥,9.2,9.3,9.16,9.3,9.14,0.06,0.6565,0.5786,1501731,13851700.62,2578334343.6,2387839143.6
2020-01-09,'002289,*ST”ÓÀ≥,9.14,9.24,9.0,9.0,8.97,0.17,1.8952,0.7979,2070888,18935884.27,2561519119.62,2372266279.62
2020-01-08,'002289,*ST”ÓÀ≥,8.97,9.26,8.91,9.02,8.91,0.06,0.6734,1.6001,4153036,37648615.78,2513875985.01,2328143165.01
2020-01-07,'002289,*ST”ÓÀ≥,8.91,8.91,8.75,8.75,8.49,0.42,4.947,1.5173,3938038,35033238.36,2497060761.03,2312570301.03
2020-01-06,'002289,*ST”ÓÀ≥,8.49,8.49,8.05,8.07,8.09,0.4,4.9444,0.7324,1901035,15956987.87,2379354193.17,2203560253.17
2020-01-03,'002289,*ST”ÓÀ≥,8.09,8.15,8.01,8.08,8.08,0.01,0.1238,0.4757,1234550,9954470.0,2267252699.97,2099741159.97
