»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'603116,∫ÏÚﬂÚ—,7.55,8.35,7.48,7.88,7.84,-0.29,-3.699,2.3919,13782419,107407375.0,4350316040.0,4350316040.0
2020-03-26,'603116,∫ÏÚﬂÚ—,7.84,8.1,7.73,7.99,8.01,-0.17,-2.1223,1.6292,9387234,74157306.0,4517414272.0,4517414272.0
2020-03-25,'603116,∫ÏÚﬂÚ—,8.01,8.02,7.26,7.41,7.3,0.71,9.726,2.6876,15486033,119179566.0,4615368408.0,4615368408.0
2020-03-24,'603116,∫ÏÚﬂÚ—,7.3,7.46,6.94,6.94,6.87,0.43,6.2591,2.3201,13368507,96965217.0,4206265840.0,4206265840.0
2020-03-23,'603116,∫ÏÚﬂÚ—,6.87,7.15,6.79,7.08,7.07,-0.2,-2.8289,1.2706,7320960,51095102.0,3958499496.0,3958499496.0
2020-03-20,'603116,∫ÏÚﬂÚ—,7.07,7.07,6.44,6.45,6.43,0.64,9.9533,2.3274,13410298,93596937.0,4073739656.0,4073739656.0
2020-03-19,'603116,∫ÏÚﬂÚ—,6.43,6.52,6.18,6.26,6.26,0.17,2.7157,0.4672,2691860,17034347.0,3704971144.0,3704971144.0
2020-03-18,'603116,∫ÏÚﬂÚ—,6.26,6.46,6.25,6.39,6.33,-0.07,-1.1058,0.3748,2159838,13732260.0,3607017008.0,3607017008.0
2020-03-17,'603116,∫ÏÚﬂÚ—,6.33,6.39,6.11,6.39,6.31,0.02,0.317,0.5225,3010876,18886914.0,3647351064.0,3647351064.0
2020-03-16,'603116,∫ÏÚﬂÚ—,6.31,6.67,6.29,6.62,6.52,-0.21,-3.2209,0.6881,3964981,25811790.0,3635827048.0,3635827048.0
2020-03-13,'603116,∫ÏÚﬂÚ—,6.52,6.66,6.24,6.49,6.79,-0.27,-3.9764,1.1695,6738390,43419282.0,3756829216.0,3756829216.0
2020-03-12,'603116,∫ÏÚﬂÚ—,6.79,6.94,6.71,6.93,7.04,-0.25,-3.5511,0.7025,4048084,27635962.0,3912403432.0,3912403432.0
2020-03-11,'603116,∫ÏÚﬂÚ—,7.04,7.2,6.86,7.02,7.11,-0.07,-0.9845,1.1903,6858621,48076585.0,4056453632.0,4056453632.0
2020-03-10,'603116,∫ÏÚﬂÚ—,7.11,7.19,6.74,6.96,7.16,-0.05,-0.6983,1.3877,7996164,55494011.0,4096787688.0,4096787688.0
2020-03-09,'603116,∫ÏÚﬂÚ—,7.16,7.49,7.14,7.49,7.5,-0.34,-4.5333,2.0971,12083579,87890861.0,4125597728.0,4125597728.0
2020-03-06,'603116,∫ÏÚﬂÚ—,7.5,7.5,6.65,6.7,6.82,0.68,9.9707,3.7659,21698966,156000430.0,4321506000.0,4321506000.0
2020-03-05,'603116,∫ÏÚﬂÚ—,6.82,6.86,6.6,6.77,6.92,-0.1,-1.4451,2.0992,12095882,81593689.0,3929689456.0,3929689456.0
2020-03-04,'603116,∫ÏÚﬂÚ—,6.92,6.97,6.46,6.5,6.61,0.31,4.6899,2.9179,16812927,112639397.0,3987309536.0,3987309536.0
2020-03-03,'603116,∫ÏÚﬂÚ—,6.61,6.61,6.39,6.5,6.46,0.15,2.322,1.0295,5932205,38544836.0,3808687288.0,3808687288.0
2020-03-02,'603116,∫ÏÚﬂÚ—,6.46,6.48,6.18,6.23,6.24,0.22,3.5256,0.932,5370100,34102763.0,3722257168.0,3722257168.0
2020-02-28,'603116,∫ÏÚﬂÚ—,6.24,6.41,6.14,6.26,6.37,-0.13,-2.0408,0.6556,3777834,23540837.0,3595492992.0,3595492992.0
2020-02-27,'603116,∫ÏÚﬂÚ—,6.37,6.41,6.23,6.26,6.28,0.09,1.4331,0.9983,5752311,36460276.0,3670399096.0,3670399096.0
2020-02-26,'603116,∫ÏÚﬂÚ—,6.28,6.3,6.04,6.1,6.14,0.14,2.2801,0.8323,4795770,29681381.0,3618541024.0,3618541024.0
2020-02-25,'603116,∫ÏÚﬂÚ—,6.14,6.17,5.92,5.99,6.08,0.06,0.9868,0.9295,5355997,32348505.0,3537872912.0,3537872912.0
2020-02-24,'603116,∫ÏÚﬂÚ—,6.08,6.09,5.96,6.06,6.06,0.02,0.33,0.6303,3631660,21882272.0,3503300864.0,3503300864.0
2020-02-21,'603116,∫ÏÚﬂÚ—,6.06,6.12,6.05,6.09,6.11,-0.05,-0.8183,0.5353,3084680,18731075.0,3491776848.0,3491776848.0
2020-02-20,'603116,∫ÏÚﬂÚ—,6.11,6.13,5.93,5.97,5.99,0.12,2.0033,0.8719,5023660,30271206.0,3520586888.0,3520586888.0
2020-02-19,'603116,∫ÏÚﬂÚ—,5.99,6.01,5.9,5.92,5.95,0.04,0.6723,0.555,3197860,19071062.0,3451442792.0,3451442792.0
2020-02-18,'603116,∫ÏÚﬂÚ—,5.95,5.96,5.85,5.85,5.88,0.07,1.1905,0.5638,3248855,19181648.0,3428394760.0,3428394760.0
2020-02-17,'603116,∫ÏÚﬂÚ—,5.88,5.9,5.7,5.71,5.7,0.18,3.1579,0.5585,3217805,18730669.0,3388060704.0,3388060704.0
2020-02-14,'603116,∫ÏÚﬂÚ—,5.7,5.78,5.68,5.75,5.75,-0.05,-0.8696,0.3011,1734990,9927555.0,3284344560.0,3284344560.0
2020-02-13,'603116,∫ÏÚﬂÚ—,5.75,5.89,5.7,5.86,5.88,-0.13,-2.2109,0.4138,2384120,13773159.0,3313154600.0,3313154600.0
2020-02-12,'603116,∫ÏÚﬂÚ—,5.88,5.93,5.75,5.8,5.8,0.08,1.3793,0.4625,2664894,15583029.0,3388060704.0,3388060704.0
2020-02-11,'603116,∫ÏÚﬂÚ—,5.8,5.85,5.76,5.85,5.82,-0.02,-0.3436,0.3487,2009110,11653535.0,3341964640.0,3341964640.0
2020-02-10,'603116,∫ÏÚﬂÚ—,5.82,5.84,5.63,5.66,5.68,0.14,2.4648,0.5611,3233274,18582388.0,3353488656.0,3353488656.0
