»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'603066,“Ù∑…¥¢¥Ê,9.0,9.15,8.93,9.07,8.98,0.02,0.2227,1.5792,4748600,43026540.0,2706326100.0,2706326100.0
2020-03-26,'603066,“Ù∑…¥¢¥Ê,8.98,9.25,8.94,9.24,9.26,-0.28,-3.0238,2.1149,6359500,57765621.0,2700312042.0,2700312042.0
2020-03-25,'603066,“Ù∑…¥¢¥Ê,9.26,9.45,9.08,9.25,9.0,0.26,2.8889,2.9988,9017395,83458050.0,2784508854.0,2784508854.0
2020-03-24,'603066,“Ù∑…¥¢¥Ê,9.0,9.04,8.69,8.89,8.72,0.28,3.211,2.6664,8018043,71397906.0,2706326100.0,2706326100.0
2020-03-23,'603066,“Ù∑…¥¢¥Ê,8.72,9.2,8.64,9.09,9.46,-0.74,-7.8224,3.003,9030000,80868317.0,2622129288.0,2622129288.0
2020-03-20,'603066,“Ù∑…¥¢¥Ê,9.46,9.7,9.36,9.5,9.46,0.0,0.0,3.0098,9050677,86183722.0,2844649434.0,2844649434.0
2020-03-19,'603066,“Ù∑…¥¢¥Ê,9.46,9.54,8.95,9.14,9.15,0.31,3.388,2.9571,8892213,82093655.0,2844649434.0,2844649434.0
2020-03-18,'603066,“Ù∑…¥¢¥Ê,9.15,9.68,9.01,9.42,9.4,-0.25,-2.6596,3.4044,10237199,96744500.0,2751431535.0,2751431535.0
2020-03-17,'603066,“Ù∑…¥¢¥Ê,9.4,9.42,8.88,9.25,9.05,0.35,3.8674,3.4918,10500054,96855753.0,2826607260.0,2826607260.0
2020-03-16,'603066,“Ù∑…¥¢¥Ê,9.05,10.15,9.02,10.01,9.94,-0.89,-8.9537,4.9657,14932121,142577007.0,2721361245.0,2721361245.0
2020-03-13,'603066,“Ù∑…¥¢¥Ê,9.94,10.19,9.32,9.61,10.12,-0.18,-1.7787,5.0568,15205807,147914947.0,2988986826.0,2988986826.0
2020-03-12,'603066,“Ù∑…¥¢¥Ê,10.12,10.4,9.93,10.26,10.62,-0.5,-4.7081,5.746,17278467,175934372.0,3043113348.0,3043113348.0
2020-03-11,'603066,“Ù∑…¥¢¥Ê,10.62,11.46,10.6,11.18,11.09,-0.47,-4.2381,7.5923,22830176,250520732.0,3193464798.0,3193464798.0
2020-03-10,'603066,“Ù∑…¥¢¥Ê,11.09,12.0,11.09,11.1,12.32,-1.23,-9.9838,11.5326,34678850,388905195.0,3334795161.0,3334795161.0
2020-03-09,'603066,“Ù∑…¥¢¥Ê,12.32,13.41,12.21,12.5,12.19,0.13,1.0664,16.3433,49144854,626581541.0,3704659728.0,3704659728.0
2020-03-06,'603066,“Ù∑…¥¢¥Ê,12.19,12.19,12.04,12.19,11.08,1.11,10.0181,3.4233,10293860,125432403.0,3665568351.0,3665568351.0
2020-03-05,'603066,“Ù∑…¥¢¥Ê,11.08,11.08,11.08,11.08,10.07,1.01,10.0298,0.2454,737900,8175932.0,3331788132.0,3331788132.0
2020-03-04,'603066,“Ù∑…¥¢¥Ê,10.07,10.07,10.07,10.07,9.15,0.92,10.0546,0.3337,1003500,10105245.0,3028078203.0,3028078203.0
2020-03-03,'603066,“Ù∑…¥¢¥Ê,0.0,0.0,0.0,0.0,9.15,None,None,0.0,0,0.0,2751431535.0,2751431535.0
2020-03-02,'603066,“Ù∑…¥¢¥Ê,0.0,0.0,0.0,0.0,9.15,None,None,0.0,0,0.0,2751431535.0,2751431535.0
2020-02-28,'603066,“Ù∑…¥¢¥Ê,9.15,10.01,9.08,9.5,10.09,-0.94,-9.3162,10.7328,32273838,305467220.0,2751431535.0,2751431535.0
2020-02-27,'603066,“Ù∑…¥¢¥Ê,10.09,10.09,9.02,9.32,9.17,0.92,10.0327,10.9831,33026383,321974666.0,3034092261.0,3034092261.0
2020-02-26,'603066,“Ù∑…¥¢¥Ê,9.17,9.4,8.47,8.6,8.72,0.45,5.1606,6.6232,19916152,180374691.0,2757445593.0,2757445593.0
2020-02-25,'603066,“Ù∑…¥¢¥Ê,8.72,8.76,8.3,8.64,8.88,-0.16,-1.8018,4.2404,12751136,109332350.0,2622129288.0,2622129288.0
2020-02-24,'603066,“Ù∑…¥¢¥Ê,8.88,8.89,8.64,8.88,8.87,0.01,0.1127,3.5938,10806668,94820468.0,2670241752.0,2670241752.0
2020-02-21,'603066,“Ù∑…¥¢¥Ê,8.87,9.02,8.73,8.84,8.92,-0.05,-0.5605,3.554,10687018,94907510.0,2667234723.0,2667234723.0
2020-02-20,'603066,“Ù∑…¥¢¥Ê,8.92,8.98,8.63,8.66,8.8,0.12,1.3636,4.1509,12481913,110309705.0,2682269868.0,2682269868.0
2020-02-19,'603066,“Ù∑…¥¢¥Ê,8.8,9.47,8.8,9.18,9.17,-0.37,-4.0349,6.3242,19017164,173582225.0,2646185520.0,2646185520.0
2020-02-18,'603066,“Ù∑…¥¢¥Ê,9.17,9.4,9.02,9.25,9.45,-0.28,-2.963,6.7537,20308617,186157574.0,2757445593.0,2757445593.0
