»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'603896, Ÿœ…π»,26.48,27.29,26.48,27.0,26.73,-0.25,-0.9353,1.0118,627700,16803048.0,3809720073.92,1642818776.32
2020-03-26,'603896, Ÿœ…π»,26.73,27.12,26.32,26.5,26.65,0.08,0.3002,1.3139,815133,21821396.0,3845687974.92,1658328772.32
2020-03-25,'603896, Ÿœ…π»,26.65,26.94,26.11,26.51,26.11,0.54,2.0682,1.715,1063970,28220226.0,3834178246.6,1653365573.6
2020-03-24,'603896, Ÿœ…π»,26.11,26.41,25.6,25.95,25.77,0.34,1.3194,1.1867,736200,19197730.0,3756487580.44,1619863982.24
2020-03-23,'603896, Ÿœ…π»,25.77,26.69,25.71,26.34,26.93,-1.16,-4.3075,1.5564,965570,25125365.0,3707571235.08,1598770387.68
2020-03-20,'603896, Ÿœ…π»,26.93,27.18,26.21,26.65,26.38,0.55,2.0849,1.9493,1209333,32196341.0,3874462295.72,1670736769.12
2020-03-19,'603896, Ÿœ…π»,26.38,26.99,26.08,26.71,26.71,-0.33,-1.2355,1.7093,1060479,28006588.0,3795332913.52,1636614777.92
2020-03-18,'603896, Ÿœ…π»,26.71,27.87,26.71,27.6,27.42,-0.71,-2.5894,1.4071,872993,23867653.0,3842810542.84,1657087972.64
2020-03-17,'603896, Ÿœ…π»,27.42,28.22,26.91,27.9,27.63,-0.21,-0.76,1.2221,758200,20728232.0,3944959381.68,1701136361.28
2020-03-16,'603896, Ÿœ…π»,27.63,29.0,27.28,28.08,27.85,-0.22,-0.7899,2.0264,1257200,35652265.0,3975172418.52,1714164757.92
2020-03-13,'603896, Ÿœ…π»,27.85,28.16,26.58,27.5,28.51,-0.66,-2.315,1.863,1155800,31742444.0,4006824171.4,1727813554.4
2020-03-12,'603896, Ÿœ…π»,28.51,28.89,28.32,28.55,28.88,-0.37,-1.2812,1.1638,722000,20646376.0,4101779430.04,1768759943.84
2020-03-11,'603896, Ÿœ…π»,28.88,29.45,28.83,29.25,29.25,-0.37,-1.265,1.1157,692200,20136153.0,4155011923.52,1791714737.92
2020-03-10,'603896, Ÿœ…π»,29.25,29.25,28.4,28.55,28.95,0.3,1.0363,1.5292,948744,27390442.0,4208244417.0,1814669532.0
2020-03-09,'603896, Ÿœ…π»,28.95,30.14,28.88,29.78,30.13,-1.18,-3.9164,2.1969,1362960,40053781.0,4165082935.8,1796057536.8
2020-03-06,'603896, Ÿœ…π»,30.13,30.74,29.8,30.09,29.97,0.16,0.5339,2.3651,1467297,44470410.0,4334851428.52,1869264717.92
