»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'300300,∫∫∂¶”Ó””,8.3,8.37,8.17,8.3,8.25,0.05,0.6061,1.8951,12723892,105051885.33,5632130800.8,5572594353.0
2020-03-26,'300300,∫∫∂¶”Ó””,8.25,8.55,8.24,8.41,8.4,-0.15,-1.7857,3.1494,21145218,177671038.33,5598202302.0,5539024507.5
2020-03-25,'300300,∫∫∂¶”Ó””,8.4,8.42,8.09,8.15,8.1,0.3,3.7037,4.1308,27734101,230610366.67,5699987798.4,5639734044.0
2020-03-24,'300300,∫∫∂¶”Ó””,8.1,8.13,7.88,8.0,7.96,0.14,1.7588,2.1887,14695181,118113557.55,5496416805.6,5438314971.0
2020-03-23,'300300,∫∫∂¶”Ó””,7.96,7.96,7.55,7.81,8.08,-0.12,-1.4851,1.7812,11958771,93011173.18,5401417008.96,5344319403.6
2020-03-20,'300300,∫∫∂¶”Ó””,8.08,8.19,7.93,8.17,8.07,0.01,0.1239,1.4945,10033797,80787999.06,5493962290.24,5424887032.8
2020-03-19,'300300,∫∫∂¶”Ó””,8.07,8.18,7.82,8.13,8.15,-0.08,-0.9816,1.8323,12301962,98921087.24,5487162831.96,5418173063.7
2020-03-18,'300300,∫∫∂¶”Ó””,8.15,8.38,8.09,8.12,8.15,0.0,0.0,3.592,24116267,198676112.84,5541558498.2,5471884816.5
2020-03-17,'300300,∫∫∂¶”Ó””,8.15,8.16,7.64,7.96,7.82,0.33,4.2199,3.1268,20993491,166081991.45,5541558498.2,5471884816.5
2020-03-16,'300300,∫∫∂¶”Ó””,7.82,8.09,7.65,8.0,8.01,-0.19,-2.372,2.2019,14783235,116496679.55,5317176374.96,5250323836.2
2020-03-13,'300300,∫∫∂¶”Ó””,8.01,8.13,7.41,7.64,7.92,0.09,1.1364,2.9962,20116716,154916308.83,5446366082.28,5377889249.1
2020-03-12,'300300,∫∫∂¶”Ó””,7.92,8.03,7.76,7.83,7.93,-0.01,-0.1261,1.918,12877266,101656601.96,5385170957.76,5317463527.2
2020-03-11,'300300,∫∫∂¶”Ó””,7.93,8.23,7.92,8.12,8.15,-0.22,-2.6994,2.3939,16072347,130040242.81,5391970416.04,5324177496.3
2020-03-10,'300300,∫∫∂¶”Ó””,8.15,8.17,7.58,7.84,7.92,0.23,2.904,3.6444,24468417,193522791.14,5541558498.2,5471884816.5
2020-03-09,'300300,∫∫∂¶”Ó””,7.92,8.43,7.86,8.39,8.53,-0.61,-7.1512,3.9754,26690404,217679508.72,5385170957.76,5317463527.2
2020-03-06,'300300,∫∫∂¶”Ó””,8.53,8.72,8.49,8.72,8.74,-0.21,-2.4027,2.7174,18244206,156441910.57,5799937912.84,5727015642.3
2020-03-05,'300300,∫∫∂¶”Ó””,8.74,8.92,8.61,8.81,8.72,0.02,0.2294,3.4727,23315495,203878111.88,5942726536.72,5868008993.4
2020-03-04,'300300,∫∫∂¶”Ó””,8.72,8.92,8.64,8.74,8.84,-0.12,-1.3575,3.0996,20810305,182021866.87,5929127620.16,5854581055.2
2020-03-03,'300300,∫∫∂¶”Ó””,8.84,9.12,8.65,8.8,8.96,-0.12,-1.3393,5.3966,36232581,321296106.25,6010721119.52,5935148684.4
2020-03-02,'300300,∫∫∂¶”Ó””,8.96,9.0,8.08,8.08,8.98,-0.02,-0.2227,9.0907,61034790,510837756.66,6092314618.88,6015716313.6
2020-02-28,'300300,∫∫∂¶”Ó””,8.98,9.43,8.93,9.32,9.71,-0.73,-7.518,4.6815,31431725,288916702.15,6105913535.44,6029144251.8
2020-02-27,'300300,∫∫∂¶”Ó””,9.71,10.04,9.68,9.93,9.91,-0.2,-2.0182,4.2471,28515156,280544409.76,6602273989.88,6519263996.1
2020-02-26,'300300,∫∫∂¶”Ó””,9.91,10.4,9.91,10.3,10.45,-0.54,-5.1675,5.3266,35762306,362204477.25,6738263155.48,6653543378.1
2020-02-25,'300300,∫∫∂¶”Ó””,10.45,10.64,10.06,10.34,10.6,-0.15,-1.4151,5.9697,40080070,416341334.91,7105433902.6,7016097709.5
2020-02-24,'300300,∫∫∂¶”Ó””,10.6,10.68,10.06,10.07,10.16,0.44,4.3307,5.8578,39328919,411618674.92,7207425776.8,7116807246.0
2020-02-21,'300300,∫∫∂¶”Ó””,10.16,10.27,9.76,9.79,9.83,0.33,3.3571,5.7979,38927123,392830757.6,6908249612.48,6821392605.6
2020-02-20,'300300,∫∫∂¶”Ó””,9.83,9.86,9.63,9.69,9.69,0.14,1.4448,3.5355,23736940,232082296.08,6683867489.24,6599831625.3
2020-02-19,'300300,∫∫∂¶”Ó””,9.69,9.9,9.67,9.9,9.93,-0.24,-2.4169,3.3088,22215417,217038605.11,6588675073.32,6505836057.9
