ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'300180,»ª·å³¬ÏË,8.26,8.3,8.15,8.19,8.15,0.11,1.3497,0.6049,6384267,52623524.87,14073004446.9,8717991195.76
2020-03-26,'300180,»ª·å³¬ÏË,8.15,8.3,8.13,8.3,8.28,-0.13,-1.57,0.9549,10078010,82489688.66,13885591554.8,8601892039.4
2020-03-25,'300180,»ª·å³¬ÏË,8.28,8.43,8.27,8.43,8.32,-0.04,-0.4808,1.5323,16172103,134591329.43,14107079518.2,8739100133.28
2020-03-24,'300180,»ª·å³¬ÏË,8.32,8.38,8.16,8.19,8.14,0.18,2.2113,1.5177,16018215,132661508.43,14175229660.8,8781318008.32
2020-03-23,'300180,»ª·å³¬ÏË,8.14,8.21,8.05,8.21,8.31,-0.17,-2.0457,0.8247,8704200,70801948.6,13868554019.1,8591337570.64
2020-03-20,'300180,»ª·å³¬ÏË,8.31,8.32,8.17,8.31,8.25,0.06,0.7273,0.4525,4775555,39384803.94,14158192125.1,8770763539.56
2020-03-19,'300180,»ª·å³¬ÏË,8.25,8.28,8.06,8.08,8.15,0.1,1.227,0.6586,6950918,56668696.11,14055966911.2,8707436727.0
2020-03-18,'300180,»ª·å³¬ÏË,8.15,8.45,8.01,8.43,8.38,-0.23,-2.7446,0.782,8253915,68356566.0,13885591554.8,8601892039.4
2020-03-17,'300180,»ª·å³¬ÏË,8.38,8.55,8.25,8.45,8.4,-0.02,-0.2381,0.5575,5883715,49223191.63,14277454874.7,8844644820.88
2020-03-16,'300180,»ª·å³¬ÏË,8.4,8.63,8.3,8.59,8.52,-0.12,-1.4085,0.7918,8356603,70989293.34,14311529946.0,8865753758.4
2020-03-13,'300180,»ª·å³¬ÏË,8.52,8.7,8.13,8.13,8.7,-0.18,-2.069,1.0549,11133518,93320579.56,14515980373.8,8992407383.52
2020-03-12,'300180,»ª·å³¬ÏË,8.7,8.85,8.66,8.78,8.8,-0.1,-1.1364,0.9933,10483415,91481935.44,14822656015.5,9182387821.2
2020-03-11,'300180,»ª·å³¬ÏË,8.8,9.13,8.78,9.11,9.14,-0.34,-3.7199,1.6095,16987814,151182338.17,14993031372.0,9287932508.8
2020-03-10,'300180,»ª·å³¬ÏË,9.14,9.36,8.82,9.15,9.59,-0.45,-4.6924,2.0963,22125719,199792110.99,15572307584.1,9646784446.64
2020-03-09,'300180,»ª·å³¬ÏË,9.59,9.98,9.38,9.54,9.62,-0.03,-0.3119,2.903,30639130,296365392.95,16338996688.4,10121735540.8
2020-03-06,'300180,»ª·å³¬ÏË,9.62,10.1,9.15,9.18,9.18,0.44,4.793,3.3921,35801758,346240885.64,16390109295.3,10153398947.1
2020-03-05,'300180,»ª·å³¬ÏË,9.18,9.28,9.15,9.27,9.13,0.05,0.5476,0.9376,9895486,91085782.04,15640457726.7,9689002321.68
2020-03-04,'300180,»ª·å³¬ÏË,9.13,9.2,9.06,9.2,9.27,-0.14,-1.5102,1.3955,14729250,134342532.37,15555270048.5,9636229977.88
2020-03-03,'300180,»ª·å³¬ÏË,9.27,9.32,9.14,9.3,9.24,0.03,0.3247,1.6262,17163495,158074732.04,15793795547.5,9783992540.52
2020-03-02,'300180,»ª·å³¬ÏË,9.24,9.36,8.94,8.96,8.95,0.29,3.2402,1.5457,16313940,149419840.48,15742682940.6,9752329134.24
2020-02-28,'300180,»ª·å³¬ÏË,8.95,9.15,8.87,9.0,9.17,-0.22,-2.3991,1.2406,13094092,118049540.94,15248594406.8,9446249540.2
2020-02-27,'300180,»ª·å³¬ÏË,9.17,9.33,9.03,9.13,9.13,0.04,0.4381,1.2434,13123806,120131784.81,15623420191.0,9678447852.92
2020-02-26,'300180,»ª·å³¬ÏË,9.13,9.29,8.75,8.85,8.95,0.18,2.0112,2.0957,22118829,200356279.8,15555270048.5,9636229977.88
2020-02-25,'300180,»ª·å³¬ÏË,8.95,9.21,8.74,8.98,9.15,-0.2,-2.1858,1.2482,13174570,118216573.73,15248594406.8,9446249540.2
2020-02-24,'300180,»ª·å³¬ÏË,9.15,9.15,8.72,8.81,8.81,0.34,3.8593,1.2037,12704840,113653457.15,15589345119.8,9657338915.4
2020-02-21,'300180,»ª·å³¬ÏË,8.81,8.81,8.64,8.76,8.79,0.02,0.2275,1.3487,14234935,124163886.47,15010068907.6,9298486977.56
2020-02-20,'300180,»ª·å³¬ÏË,8.79,8.85,8.71,8.82,8.84,-0.05,-0.5656,1.0056,10613067,93056582.78,14975993836.4,9277378040.04
2020-02-19,'300180,»ª·å³¬ÏË,8.84,8.86,8.74,8.76,8.83,0.01,0.1133,0.957,10100156,88843296.41,15061181514.6,9330150383.84
2020-02-18,'300180,»ª·å³¬ÏË,8.83,8.87,8.72,8.82,8.83,0.0,0.0,1.4659,15471800,136128143.87,15044143979.0,9319595915.08
2020-02-17,'300180,»ª·å³¬ÏË,8.83,8.83,8.7,8.71,8.77,0.06,0.6842,0.664,7008043,61587608.92,15044143979.0,9319595915.08
2020-02-14,'300180,»ª·å³¬ÏË,8.77,8.85,8.54,8.72,8.74,0.03,0.3432,1.15,12137156,105312141.84,14941918765.0,9256269102.52
2020-02-13,'300180,»ª·å³¬ÏË,8.74,9.06,8.72,8.99,8.99,-0.25,-2.7809,1.0522,11105427,98148198.81,14890806158.1,9224605696.24
