ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'600426,»ªÂ³ºãÉý,15.43,16.14,15.43,16.1,15.81,-0.38,-2.4035,0.7229,11713571,183132359.0,25099359942.5,25001688042.5
2020-03-26,'600426,»ªÂ³ºãÉý,15.81,16.2,15.6,15.76,15.85,-0.04,-0.2524,0.8329,13496025,215301105.0,25717490647.5,25617413347.5
2020-03-25,'600426,»ªÂ³ºãÉý,15.85,16.02,15.28,15.36,15.14,0.71,4.6896,1.2047,19520909,306339714.0,25782557037.5,25682226537.5
2020-03-24,'600426,»ªÂ³ºãÉý,15.14,15.25,14.51,14.8,14.7,0.44,2.9932,1.5014,24327756,360715444.0,24627628615.0,24531792415.0
2020-03-23,'600426,»ªÂ³ºãÉý,14.7,15.35,14.5,15.3,15.76,-1.06,-6.7259,1.5032,24356883,358772337.0,23911898325.0,23818847325.0
2020-03-20,'600426,»ªÂ³ºãÉý,15.76,16.12,15.3,16.09,15.93,-0.17,-1.0672,0.996,16138269,251765108.0,25636157660.0,25536396860.0
2020-03-19,'600426,»ªÂ³ºãÉý,15.93,16.13,15.51,15.89,15.84,0.09,0.5682,1.1773,19075783,301673141.0,25912689817.5,25811852917.5
2020-03-18,'600426,»ªÂ³ºãÉý,15.84,16.28,15.6,15.89,15.75,0.09,0.5714,1.1888,19262595,309004214.0,25766290440.0,25666023240.0
2020-03-17,'600426,»ªÂ³ºãÉý,15.75,15.85,15.25,15.36,15.32,0.43,2.8068,1.3593,22025435,343605573.0,25619891062.5,25520193562.5
2020-03-16,'600426,»ªÂ³ºãÉý,15.32,16.49,15.1,16.49,16.39,-1.07,-6.5284,1.6434,26628019,417570520.0,24920427370.0,24823451770.0
2020-03-13,'600426,»ªÂ³ºãÉý,16.39,16.63,15.37,15.44,16.32,0.07,0.4289,1.4194,22999387,370473617.0,26660953302.5,26557204602.5
2020-03-12,'600426,»ªÂ³ºãÉý,16.32,16.64,16.19,16.3,16.71,-0.39,-2.3339,0.8666,14042451,229647334.0,26547087120.0,26443781520.0
2020-03-11,'600426,»ªÂ³ºãÉý,16.71,16.97,16.62,16.96,16.85,-0.14,-0.8309,1.3714,22221928,373042808.0,27181484422.5,27075710122.5
2020-03-10,'600426,»ªÂ³ºãÉý,16.85,17.17,16.2,16.55,16.77,0.08,0.477,1.838,29781532,495945962.0,27409216787.5,27302556287.5
2020-03-09,'600426,»ªÂ³ºãÉý,16.77,17.54,16.5,16.93,18.28,-1.51,-8.2604,2.8103,45536235,769434523.0,27279084007.5,27172929907.5
2020-03-06,'600426,»ªÂ³ºãÉý,18.28,18.68,18.19,18.5,18.79,-0.51,-2.7142,1.1627,18839947,345622017.0,29735340230.0,29619627830.0
2020-03-05,'600426,»ªÂ³ºãÉý,18.79,18.85,18.11,18.34,18.21,0.58,3.1851,2.0488,33197001,615642011.0,30564936702.5,30445996002.5
2020-03-04,'600426,»ªÂ³ºãÉý,18.21,18.29,17.6,17.81,17.89,0.32,1.7887,1.2952,20985798,376275874.0,29621474047.5,29506204747.5
2020-03-03,'600426,»ªÂ³ºãÉý,17.89,18.52,17.63,18.5,18.18,-0.29,-1.5952,1.5328,24836879,445976378.0,29100942927.5,28987699227.5
2020-03-02,'600426,»ªÂ³ºãÉý,18.18,18.4,16.97,16.97,16.88,1.3,7.7014,2.0831,33752436,605118762.0,29572674255.0,29457594855.0
2020-02-28,'600426,»ªÂ³ºãÉý,16.88,17.59,16.85,17.25,17.75,-0.87,-4.9014,1.2136,19664336,337715997.0,27458016580.0,27351166180.0
2020-02-27,'600426,»ªÂ³ºãÉý,17.75,17.88,17.13,17.18,17.18,0.57,3.3178,1.6204,26255418,461169512.0,28873210562.5,28760853062.5
2020-02-26,'600426,»ªÂ³ºãÉý,17.18,17.58,17.1,17.17,17.45,-0.27,-1.5473,1.2351,20013033,346475338.0,27946014505.0,27837265105.0
2020-02-25,'600426,»ªÂ³ºãÉý,17.45,17.68,16.95,17.64,17.99,-0.54,-3.0017,2.3164,37533433,651644319.0,28385212637.5,28274754137.5
2020-02-24,'600426,»ªÂ³ºãÉý,17.99,18.3,17.42,18.27,18.4,-0.41,-2.2283,1.9947,32321097,576629783.0,29263608902.5,29149732202.5
2020-02-21,'600426,»ªÂ³ºãÉý,18.4,18.65,18.21,18.65,18.62,-0.22,-1.1815,1.0824,17538216,322684832.0,29930539400.0,29814067400.0
2020-02-20,'600426,»ªÂ³ºãÉý,18.62,18.63,18.23,18.35,18.26,0.36,1.9715,0.9053,14669360,270902100.0,30288404545.0,30170539945.0
