ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'688200,»ª·å²â¿Ø,205.45,215.0,205.0,213.88,209.1,-3.65,-1.7456,5.2469,694852,145084461.0,12570496463.7,2720790580.55
2020-03-26,'688200,»ª·å²â¿Ø,209.1,221.3,208.88,217.6,220.4,-11.3,-5.127,7.4021,980266,209779538.0,12793822392.6,2769127818.9
2020-03-25,'688200,»ª·å²â¿Ø,220.4,227.58,219.0,227.58,219.5,0.9,0.41,7.3427,972404,216342606.0,13485214994.4,2918774611.6
2020-03-24,'688200,»ª·å²â¿Ø,219.5,224.6,206.0,222.3,217.0,2.5,1.1521,9.2405,1223724,264173014.0,13430148327.0,2906855840.5
2020-03-23,'688200,»ª·å²â¿Ø,217.0,238.87,212.33,238.87,248.2,-31.2,-12.5705,10.9306,1447549,329227596.0,13277185362.0,2873748143.0
2020-03-20,'688200,»ª·å²â¿Ø,248.2,261.65,245.01,256.0,254.2,-6.0,-2.3603,11.8308,1566767,393886814.0,15186163165.2,3286932207.8
2020-03-19,'688200,»ª·å²â¿Ø,254.2,254.22,235.0,238.0,236.5,17.7,7.4841,14.4734,1916720,472209725.0,15553274281.2,3366390681.8
2020-03-18,'688200,»ª·å²â¿Ø,236.5,251.12,236.0,243.8,239.39,-2.89,-1.2072,12.3455,1634918,400177661.0,14470296489.0,3131988183.5
2020-03-17,'688200,»ª·å²â¿Ø,239.39,243.33,221.0,238.0,230.0,9.39,4.0826,12.2535,1622740,382795911.0,14647121676.5,3170260681.81
2020-03-16,'688200,»ª·å²â¿Ø,230.0,246.5,228.11,233.0,228.47,1.53,0.6697,14.4883,1918701,455951511.0,14072592780.0,3045908170.0
2020-03-13,'688200,»ª·å²â¿Ø,228.47,235.6,205.0,210.9,222.86,5.61,2.5173,15.1834,2010746,452647038.0,13978979445.4,3025646259.13
2020-03-12,'688200,»ª·å²â¿Ø,222.86,226.1,220.11,221.14,227.15,-4.29,-1.8886,7.0825,937943,209102480.0,13635730552.0,2951352585.94
2020-03-11,'688200,»ª·å²â¿Ø,227.15,241.99,227.15,240.2,244.0,-16.85,-6.9057,12.293,1627966,380451725.0,13898214999.9,3008165394.85
2020-03-10,'688200,»ª·å²â¿Ø,244.0,244.55,230.0,230.99,230.4,13.6,5.9028,13.2941,1760547,419657437.0,14929185384.0,3231311276.0
2020-03-09,'688200,»ª·å²â¿Ø,230.4,249.88,230.0,243.15,252.03,-21.63,-8.5823,13.0111,1723071,411341531.0,14097066854.4,3051205401.6
2020-03-06,'688200,»ª·å²â¿Ø,252.03,258.88,250.01,256.0,261.8,-9.77,-3.7319,8.1001,1072697,272422255.0,15420502427.6,3337653200.37
2020-03-05,'688200,»ª·å²â¿Ø,261.8,268.6,242.02,251.07,246.59,15.21,6.1681,13.6075,1802058,461572518.0,16018281694.8,3467038082.2
2020-03-04,'688200,»ª·å²â¿Ø,246.59,256.8,240.85,255.0,258.71,-12.12,-4.6848,11.4032,1510133,375386474.0,15087655015.7,3265610850.61
2020-03-03,'688200,»ª·å²â¿Ø,258.71,272.87,257.02,261.9,256.5,2.21,0.8616,15.439,2044597,540123241.0,15829219470.1,3426116968.09
2020-03-02,'688200,»ª·å²â¿Ø,256.5,266.08,250.23,263.0,254.0,2.5,0.9843,12.5561,1662818,428709066.0,15694000209.0,3396849763.5
2020-02-28,'688200,»ª·å²â¿Ø,254.0,268.5,247.01,249.0,267.98,-13.98,-5.2168,13.0457,1727647,443505654.0,15541037244.0,3363742066.0
2020-02-27,'688200,»ª·å²â¿Ø,267.98,294.46,265.0,289.01,291.5,-23.52,-8.0686,16.226,2148825,589842752.0,16396406144.3,3548880310.42
2020-02-26,'688200,»ª·å²â¿Ø,291.5,329.7,288.0,325.0,328.0,-36.5,-11.128,21.4465,2840182,864865146.0,17835481719.0,3860357528.5
2020-02-25,'688200,»ª·å²â¿Ø,328.0,340.1,301.2,302.51,312.4,15.6,4.9936,23.4554,3106211,1011461624.0,20068741008.0,4343729912.0
2020-02-24,'688200,»ª·å²â¿Ø,312.4,316.01,296.26,313.0,321.8,-9.4,-2.9211,20.3568,2695873,827508866.0,19114252106.4,4137137879.6
2020-02-21,'688200,»ª·å²â¿Ø,321.8,334.99,308.5,328.86,307.4,14.4,4.6845,29.0113,3841990,1229497714.0,19689392854.8,4261622822.2
2020-02-20,'688200,»ª·å²â¿Ø,307.4,333.0,301.2,320.86,327.7,-20.3,-6.1947,26.889,3560936,1116797384.0,18808326176.4,4070922484.6
2020-02-19,'688200,»ª·å²â¿Ø,327.7,365.0,324.0,349.0,340.01,-12.31,-3.6205,45.6191,6041367,2096323244.0,20050385452.2,4339756988.3
2020-02-18,'688200,N»ª·å,340.01,380.0,336.5,355.0,107.41,232.6,216.5534,73.076,9677517,3376591821.0,20803575091.9,4502779290.79
