»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'000717,…ÿ∏÷À……Ω,3.8,3.87,3.73,3.76,3.72,0.08,2.1505,1.4581,35279711,134233794.72,9194192758.0,9194192758.0
2020-03-26,'000717,…ÿ∏÷À……Ω,3.72,3.79,3.71,3.77,3.79,-0.07,-1.847,0.782,18919824,71045371.41,9000630805.2,9000630805.2
2020-03-25,'000717,…ÿ∏÷À……Ω,3.79,3.82,3.73,3.79,3.73,0.06,1.6086,1.3842,33490837,126472708.35,9169997513.9,9169997513.9
2020-03-24,'000717,…ÿ∏÷À……Ω,3.73,3.74,3.63,3.72,3.66,0.07,1.9126,1.2083,29234892,108047590.86,9024826049.3,9024826049.3
2020-03-23,'000717,…ÿ∏÷À……Ω,3.66,3.73,3.64,3.67,3.79,-0.13,-3.4301,1.0,24195724,88957928.53,8855459340.6,8855459340.6
2020-03-20,'000717,…ÿ∏÷À……Ω,3.79,3.8,3.69,3.79,3.75,0.04,1.0667,1.2051,29156663,109304037.26,9169997513.9,9169997513.9
2020-03-19,'000717,…ÿ∏÷À……Ω,3.75,3.8,3.66,3.74,3.76,-0.01,-0.266,1.3079,31644513,118135777.81,9073216537.5,9073216537.5
2020-03-18,'000717,…ÿ∏÷À……Ω,3.76,3.92,3.74,3.87,3.83,-0.07,-1.8277,1.2096,29266373,112827163.42,9097411781.6,9097411781.6
2020-03-17,'000717,…ÿ∏÷À……Ω,3.83,3.93,3.73,3.87,3.85,-0.02,-0.5195,1.2137,29366456,112261725.71,9266778490.3,9266778490.3
2020-03-16,'000717,…ÿ∏÷À……Ω,3.85,4.03,3.81,4.0,3.96,-0.11,-2.7778,1.5861,38376744,151014023.97,9315168978.5,9315168978.5
2020-03-13,'000717,…ÿ∏÷À……Ω,3.96,4.02,3.75,3.81,4.03,-0.07,-1.737,1.9978,48337442,187736718.0,9581316663.6,9581316663.6
2020-03-12,'000717,…ÿ∏÷À……Ω,4.03,4.09,4.0,4.02,4.1,-0.07,-1.7073,1.6917,40931118,165328732.12,9750683372.3,9750683372.3
2020-03-11,'000717,…ÿ∏÷À……Ω,4.1,4.23,4.1,4.16,4.17,-0.07,-1.6787,2.3788,57556038,239449845.65,9920050081.0,9920050081.0
2020-03-10,'000717,…ÿ∏÷À……Ω,4.17,4.2,4.0,4.09,4.12,0.05,1.2136,2.6834,64925433,267020536.79,10089416789.7,10089416789.7
