�梪�,嘖き測鎢,靡備,彶攫歎,郔詢歎,郔腴歎,羲攫歎,ヶ彶攫,梀視塗,梀視盟,遙忒薹,傖蝠講,傖蝠踢塗,軞庈硉,霜籵庈硉
2020-03-27,'300093,踢試產薛,10.92,11.06,10.7,10.95,10.89,0.03,0.2755,3.112,6721871,73292524.55,2358720000.0,2358720000.0
2020-03-26,'300093,踢試產薛,10.89,11.35,10.86,11.05,11.23,-0.34,-3.0276,1.6639,3593929,39575821.33,2352240000.0,2352240000.0
2020-03-25,'300093,踢試產薛,11.23,11.36,10.85,11.15,11.07,0.16,1.4453,3.6715,7930530,88138638.54,2425680000.0,2425680000.0
2020-03-24,'300093,踢試產薛,11.07,12.0,10.72,10.89,11.74,-0.67,-5.707,6.0626,13095186,147750750.68,2391120000.0,2391120000.0
2020-03-23,'300093,踢試產薛,11.74,12.0,11.48,11.54,11.55,0.19,1.645,5.9856,12928960,152224022.0,2535840000.0,2535840000.0
2020-03-20,'300093,踢試產薛,11.55,11.55,11.05,11.3,11.05,0.5,4.5249,3.561,7691806,87591249.69,2494800000.0,2494800000.0
2020-03-19,'300093,踢試產薛,11.05,11.08,10.61,10.95,10.9,0.15,1.3761,2.3613,5100403,55403528.76,2386800000.0,2386800000.0
2020-03-18,'300093,踢試產薛,10.9,11.15,10.8,11.08,10.96,-0.06,-0.5474,1.7998,3887462,42610577.6,2354400000.0,2354400000.0
2020-03-17,'300093,踢試產薛,10.96,11.3,10.3,11.16,11.21,-0.25,-2.2302,2.8379,6129806,66171532.5,2367360000.0,2367360000.0
2020-03-16,'300093,踢試產薛,11.21,11.77,10.98,11.0,10.9,0.31,2.844,4.6263,9992905,114181521.15,2421360000.0,2421360000.0
2020-03-13,'300093,踢試產薛,10.9,10.96,10.5,10.5,11.05,-0.15,-1.3575,2.394,5171006,55441619.92,2354400000.0,2354400000.0
2020-03-12,'300093,踢試產薛,11.05,11.39,10.88,11.39,11.41,-0.36,-3.1551,2.0422,4411171,48805197.55,2386800000.0,2386800000.0
2020-03-11,'300093,踢試產薛,11.41,11.8,11.13,11.78,11.64,-0.23,-1.9759,2.2924,4951554,56601429.4,2464560000.0,2464560000.0
2020-03-10,'300093,踢試產薛,11.64,11.72,10.9,11.33,11.6,0.04,0.3448,2.2651,4892700,56003523.0,2514240000.0,2514240000.0
2020-03-09,'300093,踢試產薛,11.6,12.0,11.34,11.88,11.84,-0.24,-2.027,2.944,6359054,74603353.88,2505600000.0,2505600000.0
2020-03-06,'300093,踢試產薛,11.84,12.05,11.53,11.53,11.87,-0.03,-0.2527,2.5769,5566043,66280431.39,2557440000.0,2557440000.0
2020-03-05,'300093,踢試產薛,11.87,12.05,11.51,11.6,11.44,0.43,3.7587,3.9091,8443636,100083961.94,2563920000.0,2563920000.0
2020-03-04,'300093,踢試產薛,11.44,11.5,10.9,10.94,11.08,0.36,3.2491,2.1342,4609905,51942123.85,2471040000.0,2471040000.0
2020-03-03,'300093,踢試產薛,11.08,11.4,10.91,11.04,10.9,0.18,1.6514,1.9232,4154176,46263476.28,2393280000.0,2393280000.0
2020-03-02,'300093,踢試產薛,10.9,11.05,10.62,10.71,10.59,0.31,2.9273,1.7695,3822110,41552888.39,2354400000.0,2354400000.0
2020-02-28,'300093,踢試產薛,10.59,11.32,10.5,11.12,11.5,-0.91,-7.913,3.4062,7357458,80691738.72,2287440000.0,2287440000.0
2020-02-27,'300093,踢試產薛,11.5,11.9,11.45,11.68,11.68,-0.18,-1.5411,3.0458,6578986,76512417.5,2484000000.0,2484000000.0
2020-02-26,'300093,踢試產薛,11.68,12.12,10.82,11.03,11.08,0.6,5.4152,4.4737,9663090,111568726.94,2522880000.0,2522880000.0
2020-02-25,'300093,踢試產薛,11.08,11.1,10.4,10.69,10.9,0.18,1.6514,3.3715,7282415,79234699.6,2393280000.0,2393280000.0
2020-02-24,'300093,踢試產薛,10.9,10.91,10.44,10.44,10.62,0.28,2.6365,2.8425,6139806,65785493.52,2354400000.0,2354400000.0
2020-02-21,'300093,踢試產薛,10.62,10.75,10.0,10.2,10.15,0.47,4.6305,4.0523,8753000,91807322.0,2293920000.0,2293920000.0
2020-02-20,'300093,踢試產薛,10.15,10.2,10.03,10.15,10.16,-0.01,-0.0984,1.6329,3527054,35711952.4,2192400000.0,2192400000.0
2020-02-19,'300093,踢試產薛,10.16,10.3,10.01,10.3,10.27,-0.11,-1.0711,1.8495,3995001,40600352.1,2194560000.0,2194560000.0
2020-02-18,'300093,踢試產薛,10.27,10.33,9.99,10.1,10.06,0.21,2.0875,2.6623,5750501,58634633.28,2218320000.0,2218320000.0
2020-02-17,'300093,踢試產薛,10.06,10.06,9.73,9.73,9.73,0.33,3.3916,1.9018,4107806,40876080.43,2172960000.0,2172960000.0
2020-02-14,'300093,踢試產薛,9.73,9.91,9.62,9.86,9.86,-0.13,-1.3185,1.6391,3540400,34482715.97,2101680000.0,2101680000.0
2020-02-13,'300093,踢試產薛,9.86,10.13,9.84,10.01,10.09,-0.23,-2.2795,2.0163,4355300,43325792.0,2129760000.0,2129760000.0
2020-02-12,'300093,踢試產薛,10.09,10.3,9.9,10.14,10.04,0.05,0.498,2.4367,5263205,53018450.55,2179440000.0,2179440000.0
2020-02-11,'300093,踢試產薛,10.04,10.33,9.86,10.0,9.99,0.05,0.5005,1.8563,4009602,40552039.95,2168640000.0,2168640000.0
2020-02-10,'300093,踢試產薛,9.99,10.24,9.65,9.82,9.81,0.18,1.8349,1.6482,3560029,35601349.36,2157840000.0,2157840000.0
2020-02-07,'300093,踢試產薛,9.81,10.06,9.8,10.06,10.0,-0.19,-1.9,1.3343,2882020,28491249.22,2118960000.0,2118960000.0
2020-02-06,'300093,踢試產薛,10.0,10.25,9.45,9.6,9.62,0.38,3.9501,3.2028,6918062,68560891.91,2160000000.0,2160000000.0
2020-02-05,'300093,踢試產薛,9.62,9.8,9.3,9.4,9.55,0.07,0.733,3.8755,8371012,80421972.94,2077920000.0,2077920000.0
2020-02-04,'300093,踢試產薛,9.55,9.69,8.83,8.83,9.81,-0.26,-2.6504,7.1732,15494042,142633010.65,2062800000.0,2062800000.0
2020-02-03,'300093,踢試產薛,9.81,9.81,9.81,9.81,10.9,-1.09,-10.0,0.4402,950900,9328329.0,2118960000.0,2118960000.0
2020-01-23,'300093,踢試產薛,10.9,11.33,10.8,11.1,11.07,-0.17,-1.5357,3.0948,6684801,73651845.84,2354400000.0,2354400000.0
2020-01-22,'300093,踢試產薛,11.07,11.5,11.05,11.21,11.39,-0.32,-2.8095,4.2296,9135870,101880684.04,2391120000.0,2391120000.0
2020-01-21,'300093,踢試產薛,11.39,11.85,11.39,11.58,11.8,-0.41,-3.4746,2.3404,5055162,58369385.48,2460240000.0,2460240000.0
2020-01-20,'300093,踢試產薛,11.8,12.02,11.79,12.02,12.02,-0.22,-1.8303,2.5886,5591428,66396658.61,2548800000.0,2548800000.0
2020-01-17,'300093,踢試產薛,12.02,12.4,11.95,11.95,12.0,0.02,0.1667,3.4808,7518577,91343051.81,2596320000.0,2596320000.0
2020-01-16,'300093,踢試產薛,12.0,12.48,11.7,11.85,11.77,0.23,1.9541,3.0948,6684856,80597964.61,2592000000.0,2592000000.0
2020-01-15,'300093,踢試產薛,11.77,11.95,11.75,11.87,11.92,-0.15,-1.2584,1.4774,3191100,37724268.95,2542320000.0,2542320000.0
2020-01-14,'300093,踢試產薛,11.92,12.1,11.83,11.97,11.97,-0.05,-0.4177,1.5046,3250000,38688413.0,2574720000.0,2574720000.0
2020-01-13,'300093,踢試產薛,11.97,11.97,11.65,11.79,11.65,0.32,2.7468,2.7261,5888317,69769431.76,2585520000.0,2585520000.0
2020-01-10,'300093,踢試產薛,11.65,11.8,11.35,11.46,11.4,0.25,2.193,3.3502,7236419,84493290.35,2516400000.0,2516400000.0
2020-01-09,'300093,踢試產薛,11.4,11.7,11.3,11.48,11.55,-0.15,-1.2987,3.4696,7494252,86123068.82,2462400000.0,2462400000.0
2020-01-08,'300093,踢試產薛,11.55,11.98,10.75,11.0,10.92,0.63,5.7692,6.5487,14145227,160861356.14,2494800000.0,2494800000.0
2020-01-07,'300093,踢試產薛,10.92,10.99,10.42,10.58,10.56,0.36,3.4091,2.914,6294200,67398122.98,2358720000.0,2358720000.0
2020-01-06,'300093,踢試產薛,10.56,10.69,10.47,10.69,10.77,-0.21,-1.9499,2.1109,4559500,48063240.0,2280960000.0,2280960000.0
2020-01-03,'300093,踢試產薛,10.77,11.01,10.75,11.01,10.98,-0.21,-1.9126,1.1042,2385010,25842839.49,2326320000.0,2326320000.0
