»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'002292,∞¬∑…”È¿÷,7.61,7.76,7.3,7.34,7.27,0.34,4.6768,1.7059,23151183,175629930.4,10327983985.2,10327983985.2
2020-03-26,'002292,∞¬∑…”È¿÷,7.27,7.42,7.2,7.21,7.31,-0.04,-0.5472,0.9469,12851502,93692905.76,9866549746.75,9866549746.75
2020-03-25,'002292,∞¬∑…”È¿÷,7.31,7.51,6.91,6.99,6.84,0.47,6.8713,1.5653,21243828,152877820.05,9920836127.75,9920836127.75
2020-03-24,'002292,∞¬∑…”È¿÷,6.84,6.88,6.62,6.87,6.76,0.08,1.1834,0.507,6881418,46573748.84,9282971151.0,9282971151.0
2020-03-23,'002292,∞¬∑…”È¿÷,6.76,6.92,6.64,6.88,7.04,-0.28,-3.9773,0.7545,10240249,69208621.28,9174398389.0,9174398389.0
2020-03-20,'002292,∞¬∑…”È¿÷,7.04,7.1,6.88,7.06,6.96,0.08,1.1494,0.5825,7905341,55263293.03,9554403056.0,9554403056.0
2020-03-19,'002292,∞¬∑…”È¿÷,6.96,7.02,6.75,6.9,6.93,0.03,0.4329,0.6275,8515506,58796241.93,9445830294.0,9445830294.0
2020-03-18,'002292,∞¬∑…”È¿÷,6.93,7.23,6.91,7.18,7.02,-0.09,-1.2821,0.6565,8909642,63177180.24,9405115508.25,9405115508.25
2020-03-17,'002292,∞¬∑…”È¿÷,7.02,7.28,6.74,7.15,7.11,-0.09,-1.2658,0.8753,11879166,83231547.64,9527259865.5,9527259865.5
2020-03-16,'002292,∞¬∑…”È¿÷,7.11,7.62,7.06,7.58,7.52,-0.41,-5.4521,0.7147,9699590,71299135.94,9649404222.75,9649404222.75
2020-03-13,'002292,∞¬∑…”È¿÷,7.52,7.56,7.13,7.2,7.59,-0.07,-0.9223,0.8597,11666912,85737083.6,10205839628.0,10205839628.0
2020-03-12,'002292,∞¬∑…”È¿÷,7.59,7.72,7.45,7.63,7.74,-0.15,-1.938,0.7597,10310965,78011924.36,10300840794.8,10300840794.8
2020-03-11,'002292,∞¬∑…”È¿÷,7.74,8.02,7.74,7.9,7.85,-0.11,-1.4013,0.8456,11476182,90630097.9,10504414723.5,10504414723.5
2020-03-10,'002292,∞¬∑…”È¿÷,7.85,7.91,7.54,7.6,7.79,0.06,0.7702,1.3951,18933876,146650768.98,10653702271.2,10653702271.2
2020-03-09,'002292,∞¬∑…”È¿÷,7.79,8.04,7.67,8.02,8.12,-0.33,-4.064,1.111,15077602,118225872.56,10572272699.8,10572272699.8
2020-03-06,'002292,∞¬∑…”È¿÷,8.12,8.19,8.02,8.08,8.18,-0.06,-0.7335,0.6973,9463230,76761681.34,11020135343.0,11020135343.0
2020-03-05,'002292,∞¬∑…”È¿÷,8.18,8.26,8.0,8.14,8.15,0.03,0.3681,1.2437,16879199,137465771.68,11101564914.5,11101564914.5
2020-03-04,'002292,∞¬∑…”È¿÷,8.15,8.27,7.83,7.9,7.87,0.28,3.5578,1.5171,20588954,167322025.0,11060850128.8,11060850128.8
2020-03-03,'002292,∞¬∑…”È¿÷,7.87,8.07,7.8,7.87,7.78,0.09,1.1568,1.1456,15547392,123285481.48,10680845461.8,10680845461.8
2020-03-02,'002292,∞¬∑…”È¿÷,7.78,7.86,7.58,7.61,7.59,0.19,2.5033,1.2783,17348344,134304472.06,10558701104.5,10558701104.5
2020-02-28,'002292,∞¬∑…”È¿÷,7.59,7.9,7.4,7.9,8.06,-0.47,-5.8313,1.8793,25504948,194963591.92,10300840794.8,10300840794.8
2020-02-27,'002292,∞¬∑…”È¿÷,8.06,8.21,8.01,8.2,8.17,-0.11,-1.3464,1.0125,13741822,111271307.37,10938705771.5,10938705771.5
2020-02-26,'002292,∞¬∑…”È¿÷,8.17,8.39,8.06,8.21,8.38,-0.21,-2.506,1.7168,23299367,191015531.17,11087993319.2,11087993319.2
2020-02-25,'002292,∞¬∑…”È¿÷,8.38,8.46,7.93,8.31,8.66,-0.28,-3.2333,2.4367,33069542,272614239.83,11372996819.5,11372996819.5
2020-02-24,'002292,∞¬∑…”È¿÷,8.66,9.29,8.52,9.22,9.19,-0.53,-5.7671,3.703,50255847,441317134.78,11753001486.5,11753001486.5
2020-02-21,'002292,∞¬∑…”È¿÷,9.19,9.33,8.92,8.92,8.93,0.26,2.9115,1.8419,24998121,229460316.16,12472296034.8,12472296034.8
2020-02-20,'002292,∞¬∑…”È¿÷,8.93,8.95,8.64,8.76,8.81,0.12,1.3621,1.294,17561900,154929234.52,12119434558.2,12119434558.2
2020-02-19,'002292,∞¬∑…”È¿÷,8.81,9.19,8.8,9.05,9.14,-0.33,-3.6105,1.0061,13654326,121966486.61,11956575415.2,11956575415.2
2020-02-18,'002292,∞¬∑…”È¿÷,9.14,9.2,8.86,8.9,8.94,0.2,2.2371,1.1007,14938587,135472341.29,12404438058.5,12404438058.5
2020-02-17,'002292,∞¬∑…”È¿÷,8.94,8.96,8.7,8.84,8.75,0.19,2.1714,0.8973,12177940,108262295.35,12133006153.5,12133006153.5
2020-02-14,'002292,∞¬∑…”È¿÷,8.75,9.0,8.65,8.81,9.03,-0.28,-3.1008,1.5809,21454661,188228360.5,11875145843.8,11875145843.8
2020-02-13,'002292,∞¬∑…”È¿÷,9.03,9.33,8.98,9.22,9.23,-0.2,-2.1668,0.9599,13027326,118515179.43,12255150510.8,12255150510.8
2020-02-12,'002292,∞¬∑…”È¿÷,9.23,9.27,8.91,8.91,9.02,0.21,2.3282,0.9782,13275426,121436863.74,12526582415.8,12526582415.8
2020-02-11,'002292,∞¬∑…”È¿÷,9.02,9.38,8.7,8.73,8.79,0.23,2.6166,1.8749,25445589,232313328.79,12241578915.5,12241578915.5
2020-02-10,'002292,∞¬∑…”È¿÷,8.79,8.87,8.55,8.66,8.7,0.09,1.0345,0.9573,12992649,113379234.75,11929432224.8,11929432224.8
2020-02-07,'002292,∞¬∑…”È¿÷,8.7,9.07,8.56,8.88,8.75,-0.05,-0.5714,1.4124,19167871,168196349.0,11807287867.5,11807287867.5
2020-02-06,'002292,∞¬∑…”È¿÷,8.75,8.84,8.04,8.22,8.19,0.56,6.8376,1.7228,23380868,199811361.46,11875145843.8,11875145843.8
2020-02-05,'002292,∞¬∑…”È¿÷,8.19,8.42,8.1,8.19,8.21,-0.02,-0.2436,1.4498,19676371,162350583.51,11115136509.8,11115136509.8
2020-02-04,'002292,∞¬∑…”È¿÷,8.21,8.3,7.16,7.16,7.96,0.25,3.1407,2.2741,30862915,241554924.5,11142279700.2,11142279700.2
2020-02-03,'002292,∞¬∑…”È¿÷,7.96,7.96,7.96,7.96,8.84,-0.88,-9.9548,0.1704,2313200,18413072.0,10802989819.0,10802989819.0
2020-01-23,'002292,∞¬∑…”È¿÷,8.84,9.31,8.7,8.9,9.11,-0.27,-2.9638,1.2545,17025462,153470528.57,11997290201.0,11997290201.0
2020-01-22,'002292,∞¬∑…”È¿÷,9.11,9.19,8.82,8.95,9.07,0.04,0.441,0.846,11481851,103634947.92,12363723272.8,12363723272.8
2020-01-21,'002292,∞¬∑…”È¿÷,9.07,9.22,8.85,9.19,9.17,-0.1,-1.0905,1.4392,19532002,177054718.67,12309436891.8,12309436891.8
2020-01-20,'002292,∞¬∑…”È¿÷,9.17,9.32,8.49,8.99,8.99,0.18,2.0022,2.1536,29228331,263620540.06,12445152844.2,12445152844.2
2020-01-17,'002292,∞¬∑…”È¿÷,8.99,10.2,8.97,9.91,9.97,-0.98,-9.8295,2.9456,39977074,374545244.43,12200864129.8,12200864129.8
2020-01-16,'002292,∞¬∑…”È¿÷,9.97,10.07,9.9,9.95,9.95,0.02,0.201,0.6353,8621724,85983528.34,13530880464.2,13530880464.2
2020-01-15,'002292,∞¬∑…”È¿÷,9.95,10.19,9.9,10.09,10.09,-0.14,-1.3875,0.9619,13053989,130221348.87,13503737273.8,13503737273.8
2020-01-14,'002292,∞¬∑…”È¿÷,10.09,10.45,10.07,10.37,10.4,-0.31,-2.9808,1.0762,14605900,149764734.62,13693739607.2,13693739607.2
2020-01-13,'002292,∞¬∑…”È¿÷,10.4,10.55,10.1,10.3,10.35,0.05,0.4831,1.0702,14524906,150047591.73,14114459060.0,14114459060.0
2020-01-10,'002292,∞¬∑…”È¿÷,10.35,10.35,10.09,10.29,10.33,0.02,0.1936,1.2846,17434241,178523749.13,14046601083.8,14046601083.8
2020-01-09,'002292,∞¬∑…”È¿÷,10.33,10.45,9.99,10.08,10.08,0.25,2.4802,2.1265,28859541,295541172.12,14019457893.2,14019457893.2
2020-01-08,'002292,∞¬∑…”È¿÷,10.08,10.38,9.86,10.26,10.56,-0.48,-4.5455,2.9537,40086447,402953809.8,13680168012.0,13680168012.0
2020-01-07,'002292,∞¬∑…”È¿÷,10.56,10.85,9.88,9.88,9.86,0.7,7.0994,4.231,57421219,607613972.31,14331604584.0,14331604584.0
2020-01-06,'002292,∞¬∑…”È¿÷,9.86,10.3,9.85,10.01,10.13,-0.27,-2.6654,1.9435,26376381,264814711.13,13381592916.5,13381592916.5
2020-01-03,'002292,∞¬∑…”È¿÷,10.13,10.43,10.11,10.29,10.38,-0.25,-2.4085,1.4626,19849299,202877767.56,13748025988.2,13748025988.2
