日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-27,'000901,航天科技,9.9,10.17,9.89,10.07,9.97,-0.07,-0.7021,1.2001,8306701,83390153.63,7319769088.5,6852643746.3
2020-03-26,'000901,航天科技,9.97,10.06,9.89,10.0,10.07,-0.1,-0.993,1.2799,8859564,88350909.96,7371525031.55,6901096782.89
2020-03-25,'000901,航天科技,10.07,10.18,9.98,10.15,9.91,0.16,1.6145,1.5031,10404403,104746423.98,7445462093.05,6970315406.59
2020-03-24,'000901,航天科技,9.91,9.93,9.62,9.9,9.7,0.21,2.1649,1.5212,10529694,103418918.67,7327162794.65,6859565608.67
2020-03-23,'000901,航天科技,9.7,9.95,9.6,9.75,10.09,-0.39,-3.8652,1.551,10735640,104861626.18,7171894965.5,6714206498.9
2020-03-20,'000901,航天科技,10.09,10.15,9.71,9.87,9.82,0.27,2.7495,2.0395,14117451,139969695.7,7460249505.35,6984159131.33
2020-03-19,'000901,航天科技,9.82,9.9,9.34,9.72,9.9,-0.08,-0.8081,3.0969,21436569,206083481.99,7260619439.3,6797268847.34
2020-03-18,'000901,航天科技,9.9,10.33,9.9,10.25,10.12,-0.22,-2.1739,1.948,13483823,136513870.57,7319769088.5,6852643746.3
2020-03-17,'000901,航天科技,10.12,10.45,9.69,10.33,10.32,-0.2,-1.938,2.6162,18108736,182198382.48,7482430623.8,7004924718.44
2020-03-16,'000901,航天科技,10.32,11.28,10.14,11.28,11.27,-0.95,-8.4295,3.7188,25741331,276697708.38,7630304746.8,7143361965.84
2020-03-13,'000901,航天科技,11.27,11.48,10.84,10.99,11.52,-0.25,-2.1701,2.223,15387430,171585296.84,8332706831.05,7800938890.99
2020-03-12,'000901,航天科技,11.52,11.85,11.4,11.59,11.9,-0.38,-3.1933,1.9357,13398765,155382322.22,8517549484.8,7973985450.24
2020-03-11,'000901,航天科技,11.9,12.45,11.79,11.9,11.89,0.01,0.0841,3.5599,24641222,299665661.81,8798510318.5,8237016220.3
2020-03-10,'000901,航天科技,11.89,11.95,11.2,11.25,11.49,0.4,3.4813,2.6315,18214960,210211819.07,8791116612.35,8230094357.93
2020-03-09,'000901,航天科技,11.49,12.01,11.4,11.86,12.22,-0.73,-5.9738,2.8072,19430784,226723878.24,8495368366.35,7953219863.13
2020-03-06,'000901,航天科技,12.22,12.65,11.8,12.0,11.83,0.39,3.2967,4.4486,30792900,376835865.87,9035108915.3,8458515816.14
2020-03-05,'000901,航天科技,0.0,0.0,0.0,0.0,12.82,None,None,0.0,0,0.0,7873925004.76,7269021278.8
2020-03-04,'000901,航天科技,0.0,0.0,0.0,0.0,12.82,None,None,0.0,0,0.0,7873925004.76,7269021278.8
2020-03-03,'000901,航天科技,0.0,0.0,0.0,0.0,12.82,None,None,0.0,0,0.0,7873925004.76,7269021278.8
