ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'600275,ST²ýÓã,2.06,2.1,2.05,2.09,2.07,-0.01,-0.4831,0.9535,4851900,10079949.0,1048204710.28,1048204710.28
2020-03-26,'600275,ST²ýÓã,2.07,2.1,2.06,2.09,2.1,-0.03,-1.4286,1.0873,5532465,11499268.0,1053293082.66,1053293082.66
2020-03-25,'600275,ST²ýÓã,2.1,2.13,2.03,2.07,2.05,0.05,2.439,1.6535,8413635,17529117.0,1068558199.8,1068558199.8
2020-03-24,'600275,ST²ýÓã,2.05,2.06,1.98,2.04,2.02,0.03,1.4851,1.1882,6045950,12275082.0,1043116337.9,1043116337.9
2020-03-23,'600275,ST²ýÓã,2.02,2.06,2.01,2.05,2.08,-0.06,-2.8846,0.9448,4807300,9796431.0,1027851220.76,1027851220.76
2020-03-20,'600275,ST²ýÓã,2.08,2.09,2.04,2.04,2.04,0.04,1.9608,0.9756,4964000,10215733.0,1058381455.04,1058381455.04
2020-03-19,'600275,ST²ýÓã,2.04,2.06,1.98,2.03,2.05,-0.01,-0.4878,1.1653,5929300,11975097.0,1038027965.52,1038027965.52
2020-03-18,'600275,ST²ýÓã,2.05,2.12,2.05,2.11,2.11,-0.06,-2.8436,1.3594,6916965,14424942.0,1043116337.9,1043116337.9
2020-03-17,'600275,ST²ýÓã,2.11,2.14,2.02,2.08,2.09,0.02,0.9569,1.7227,8765600,18121581.0,1073646572.18,1073646572.18
2020-03-16,'600275,ST²ýÓã,2.09,2.29,2.09,2.19,2.2,-0.11,-5.0,2.4483,12457911,27249278.0,1063469827.42,1063469827.42
2020-03-13,'600275,ST²ýÓã,2.2,2.22,2.02,2.05,2.11,0.09,4.2654,2.5259,12852779,27487747.0,1119441923.6,1119441923.6
2020-03-12,'600275,ST²ýÓã,2.11,2.14,2.06,2.06,2.14,-0.03,-1.4019,1.5229,7749013,16243841.0,1073646572.18,1073646572.18
2020-03-11,'600275,ST²ýÓã,2.14,2.22,2.12,2.12,2.13,0.01,0.4695,1.8356,9340001,20198441.0,1088911689.32,1088911689.32
2020-03-10,'600275,ST²ýÓã,2.13,2.16,1.97,2.03,2.06,0.07,3.3981,2.4244,12336324,25468538.0,1083823316.94,1083823316.94
2020-03-09,'600275,ST²ýÓã,2.06,2.15,2.0,2.02,2.05,0.01,0.4878,2.2055,11222500,23350592.0,1048204710.28,1048204710.28
2020-03-06,'600275,ST²ýÓã,2.05,2.07,2.01,2.03,2.04,0.01,0.4902,2.2176,11284199,22994224.0,1043116337.9,1043116337.9
2020-03-05,'600275,ST²ýÓã,2.04,2.04,1.93,1.93,1.94,0.1,5.1546,2.8851,14680500,29662398.0,1038027965.52,1038027965.52
2020-03-04,'600275,ST²ýÓã,1.94,1.94,1.91,1.93,1.93,0.01,0.5181,1.0299,5240300,10066239.0,987144241.72,987144241.72
2020-03-03,'600275,ST²ýÓã,1.93,1.96,1.92,1.95,1.94,-0.01,-0.5155,1.0223,5202065,10105093.0,982055869.34,982055869.34
2020-03-02,'600275,ST²ýÓã,1.94,1.95,1.89,1.9,1.91,0.03,1.5707,0.908,4620200,8896165.0,987144241.72,987144241.72
2020-02-28,'600275,ST²ýÓã,1.91,1.95,1.88,1.93,1.97,-0.06,-3.0457,1.4249,7250300,13874157.0,971879124.58,971879124.58
2020-02-27,'600275,ST²ýÓã,1.97,1.99,1.95,1.99,1.99,-0.02,-1.005,0.9719,4945600,9735381.0,1002409358.86,1002409358.86
2020-02-26,'600275,ST²ýÓã,1.99,2.01,1.93,1.96,1.97,0.02,1.0152,1.4329,7291100,14424270.0,1012586103.62,1012586103.62
2020-02-25,'600275,ST²ýÓã,1.97,1.99,1.92,1.97,2.02,-0.05,-2.4752,1.5762,8020166,15759026.0,1002409358.86,1002409358.86
2020-02-24,'600275,ST²ýÓã,2.02,2.06,1.97,2.05,2.03,-0.01,-0.4926,1.4699,7479500,15021684.0,1027851220.76,1027851220.76
2020-02-21,'600275,ST²ýÓã,2.03,2.05,2.02,2.03,2.04,-0.01,-0.4902,0.8981,4569666,9289577.0,1032939593.14,1032939593.14
2020-02-20,'600275,ST²ýÓã,2.04,2.05,2.0,2.01,2.01,0.03,1.4925,1.1025,5609901,11351248.0,1038027965.52,1038027965.52
2020-02-19,'600275,ST²ýÓã,2.01,2.04,2.01,2.03,2.04,-0.03,-1.4706,0.9723,4947675,10000789.0,1022762848.38,1022762848.38
2020-02-18,'600275,ST²ýÓã,2.04,2.08,2.01,2.04,2.03,0.01,0.4926,1.3926,7086301,14458595.0,1038027965.52,1038027965.52
2020-02-17,'600275,ST²ýÓã,2.03,2.03,1.95,1.97,1.93,0.1,5.1813,1.5375,7823202,15737945.0,1032939593.14,1032939593.14
2020-02-14,'600275,ST²ýÓã,1.93,1.94,1.91,1.92,1.93,0.0,0.0,0.6659,3388374,6525325.0,982055869.34,982055869.34
2020-02-13,'600275,ST²ýÓã,1.93,1.98,1.93,1.97,1.97,-0.04,-2.0305,0.8627,4389500,8553591.0,982055869.34,982055869.34
2020-02-12,'600275,ST²ýÓã,1.97,1.99,1.94,1.94,1.95,0.02,1.0256,0.9046,4602874,9066067.0,1002409358.86,1002409358.86
2020-02-11,'600275,ST²ýÓã,1.95,1.98,1.94,1.95,1.97,-0.02,-1.0152,0.9434,4800596,9387197.0,992232614.1,992232614.1
2020-02-10,'600275,ST²ýÓã,1.97,1.97,1.88,1.88,1.9,0.07,3.6842,1.1498,5850474,11279526.0,1002409358.86,1002409358.86
