日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-27,'603808,歌力思,11.74,11.98,11.45,11.49,11.34,0.4,3.5273,1.9541,6497610,76252828.0,3903809583.14,3903733273.14
2020-03-26,'603808,歌力思,11.34,11.44,11.29,11.31,11.4,-0.06,-0.5263,0.7258,2413286,27444208.0,3770800738.74,3770727028.74
2020-03-25,'603808,歌力思,11.4,11.46,11.25,11.42,11.21,0.19,1.6949,0.9321,3099325,35202404.0,3790752065.4,3790677965.4
2020-03-24,'603808,歌力思,11.21,11.27,10.96,11.14,10.97,0.24,2.1878,0.664,2208049,24559013.0,3727572864.31,3727499999.31
2020-03-23,'603808,歌力思,10.97,11.25,10.86,11.1,11.48,-0.51,-4.4425,1.1398,3789850,41914598.0,3647767557.67,3647696252.67
2020-03-20,'603808,歌力思,11.48,11.5,11.21,11.32,11.27,0.21,1.8634,0.762,2533737,28729988.0,3817353834.28,3817279214.28
2020-03-19,'603808,歌力思,11.27,11.47,11.01,11.37,11.4,-0.13,-1.1404,1.0432,3468899,38882498.0,3747524190.97,3747450935.97
2020-03-18,'603808,歌力思,11.4,11.88,11.4,11.73,11.64,-0.24,-2.0619,0.7863,2614550,30507350.0,3790752065.4,3790677965.4
2020-03-17,'603808,歌力思,11.64,12.17,11.27,11.9,11.9,-0.26,-2.1849,1.1031,3667970,42630792.0,3870557372.04,3870481712.04
2020-03-16,'603808,歌力思,11.9,12.53,11.9,12.38,12.37,-0.47,-3.7995,1.4787,4917054,60146105.0,3957013120.9,3956935770.9
2020-03-13,'603808,歌力思,12.37,12.43,12.02,12.3,12.74,-0.37,-2.9042,1.6613,5524028,67445767.0,4113298513.07,4113218108.07
2020-03-12,'603808,歌力思,12.74,12.87,12.65,12.81,13.05,-0.31,-2.3755,1.2116,4028770,51368713.0,4236331694.14,4236248884.14
2020-03-11,'603808,歌力思,13.05,13.34,13.04,13.14,13.14,-0.09,-0.6849,1.1286,3752807,49540371.0,4339413548.55,4339328723.55
2020-03-10,'603808,歌力思,13.14,13.17,12.6,12.85,13.08,0.06,0.4587,1.9724,6558432,84460668.0,4369340538.54,4369255128.54
2020-03-09,'603808,歌力思,13.08,13.35,13.0,13.2,13.6,-0.52,-3.8235,1.8078,6011084,79043333.0,4349389211.88,4349304191.88
2020-03-06,'603808,歌力思,13.6,13.82,13.18,13.27,13.45,0.15,1.1152,2.4938,8292285,112607183.0,4522300709.6,4522212309.6
2020-03-05,'603808,歌力思,13.45,13.53,12.96,13.06,12.97,0.48,3.7008,2.2892,7611904,101682527.0,4472422392.95,4472334967.95
2020-03-04,'603808,歌力思,12.97,12.97,12.63,12.69,12.76,0.21,1.6458,1.0577,3516952,45195950.0,4312811779.67,4312727474.67
2020-03-03,'603808,歌力思,12.76,12.98,12.68,12.75,12.68,0.08,0.6309,1.2371,4113491,52820796.0,4242982136.36,4242899196.36
2020-03-02,'603808,歌力思,12.68,12.73,12.39,12.43,12.33,0.35,2.8386,1.0024,3333063,41939384.0,4216380367.48,4216297947.48
