日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-27,'600008,首创股份,3.05,3.08,3.03,3.05,3.02,0.03,0.9934,0.2603,14796606,45123357.0,17340617031.3,17340617031.3
2020-03-26,'600008,首创股份,3.02,3.06,3.01,3.06,3.06,-0.04,-1.3072,0.2379,13526506,40957645.0,17170053585.1,17170053585.1
2020-03-25,'600008,首创股份,3.06,3.07,3.03,3.04,3.01,0.05,1.6611,0.3547,20164851,61467276.0,17397471513.4,17397471513.4
2020-03-24,'600008,首创股份,3.01,3.02,2.96,3.0,2.97,0.04,1.3468,0.3006,17090525,51257435.0,17113199103.1,17113199103.1
2020-03-23,'600008,首创股份,2.97,3.02,2.96,2.99,3.05,-0.08,-2.623,0.3755,21346460,63744355.0,16885781174.8,16885781174.8
2020-03-20,'600008,首创股份,3.05,3.08,3.03,3.05,3.04,0.01,0.3289,0.3885,22087562,67408587.0,17340617031.3,17340617031.3
2020-03-19,'600008,首创股份,3.04,3.08,2.99,3.07,3.06,-0.02,-0.6536,0.4801,27295020,82739512.0,17283762549.3,17283762549.3
2020-03-18,'600008,首创股份,3.06,3.13,3.04,3.12,3.09,-0.03,-0.9709,0.4215,23961402,74177367.0,17397471513.4,17397471513.4
2020-03-17,'600008,首创股份,3.09,3.15,3.02,3.1,3.11,-0.02,-0.6431,0.5275,29988393,92531458.0,17568034959.6,17568034959.6
2020-03-16,'600008,首创股份,3.11,3.25,3.1,3.23,3.21,-0.1,-3.1153,0.5901,33549141,106529350.0,17681743923.8,17681743923.8
2020-03-13,'600008,首创股份,3.21,3.25,3.07,3.12,3.28,-0.07,-2.1341,0.6417,36483820,115686401.0,18250288744.5,18250288744.5
2020-03-12,'600008,首创股份,3.28,3.37,3.25,3.29,3.32,-0.04,-1.2048,0.5999,34108012,112854321.0,18648270119.0,18648270119.0
2020-03-11,'600008,首创股份,3.32,3.45,3.25,3.28,3.29,0.03,0.9119,0.8419,47867311,159237312.0,18875688047.2,18875688047.2
2020-03-10,'600008,首创股份,3.29,3.31,3.19,3.22,3.28,0.01,0.3049,0.6985,39714578,129069715.0,18705124601.0,18705124601.0
2020-03-09,'600008,首创股份,3.28,3.34,3.28,3.32,3.37,-0.09,-2.6706,0.7224,41072200,135412091.0,18648270119.0,18648270119.0
2020-03-06,'600008,首创股份,3.37,3.43,3.34,3.4,3.45,-0.08,-2.3188,0.8867,50414231,170308353.0,19159960457.6,19159960457.6
2020-03-05,'600008,首创股份,3.45,3.47,3.4,3.46,3.42,0.03,0.8772,1.1032,62723314,215812640.0,19614796314.2,19614796314.2
2020-03-04,'600008,首创股份,3.42,3.49,3.37,3.47,3.43,-0.01,-0.2915,1.0666,60638241,207681533.0,19444232867.9,19444232867.9
2020-03-03,'600008,首创股份,3.43,3.47,3.36,3.44,3.4,0.03,0.8824,1.3697,77873451,265551992.0,19501087350.0,19501087350.0
2020-03-02,'600008,首创股份,3.4,3.43,3.29,3.29,3.29,0.11,3.3435,0.8527,48480781,164612049.0,19330523903.8,19330523903.8
2020-02-28,'600008,首创股份,3.29,3.38,3.28,3.3,3.42,-0.13,-3.8012,0.7528,42797213,141950965.0,18705124601.0,18705124601.0
2020-02-27,'600008,首创股份,3.42,3.45,3.35,3.35,3.35,0.07,2.0896,0.9058,51498441,175523130.0,19444232867.9,19444232867.9
2020-02-26,'600008,首创股份,3.35,3.39,3.28,3.32,3.35,0.0,0.0,0.6641,37754380,126287099.0,19046251493.5,19046251493.5
2020-02-25,'600008,首创股份,3.35,3.37,3.27,3.33,3.41,-0.06,-1.7595,0.7476,42506384,141233191.0,19046251493.5,19046251493.5
2020-02-24,'600008,首创股份,3.41,3.49,3.32,3.35,3.29,0.12,3.6474,1.098,62427737,213410390.0,19387378385.9,19387378385.9
2020-02-21,'600008,首创股份,3.29,3.32,3.25,3.27,3.27,0.02,0.6116,0.4767,27104362,89155766.0,18705124601.0,18705124601.0
2020-02-20,'600008,首创股份,3.27,3.27,3.22,3.24,3.24,0.03,0.9259,0.4067,23123163,75087633.0,18591415636.9,18591415636.9
2020-02-19,'600008,首创股份,3.24,3.27,3.22,3.25,3.25,-0.01,-0.3077,0.2872,16327934,53013446.0,18420852190.7,18420852190.7
2020-02-18,'600008,首创股份,3.25,3.26,3.22,3.26,3.26,-0.01,-0.3067,0.3339,18983304,61490130.0,18477706672.8,18477706672.8
2020-02-17,'600008,首创股份,3.26,3.26,3.2,3.22,3.21,0.05,1.5576,0.3686,20953808,67909823.0,18534561154.8,18534561154.8
2020-02-14,'600008,首创股份,3.21,3.27,3.2,3.26,3.24,-0.03,-0.9259,0.4138,23529129,76030917.0,18250288744.5,18250288744.5
2020-02-13,'600008,首创股份,3.24,3.27,3.18,3.21,3.22,0.02,0.6211,0.4038,22956073,73916118.0,18420852190.7,18420852190.7
2020-02-12,'600008,首创股份,3.22,3.22,3.19,3.2,3.19,0.03,0.9404,0.2314,13155714,42175214.0,18307143226.5,18307143226.5
2020-02-11,'600008,首创股份,3.19,3.24,3.19,3.23,3.24,-0.05,-1.5432,0.3189,18128508,58128658.0,18136579780.3,18136579780.3
2020-02-10,'600008,首创股份,3.24,3.3,3.19,3.28,3.24,0.0,0.0,0.6053,34414388,111455980.0,18420852190.7,18420852190.7
2020-02-07,'600008,首创股份,3.24,3.24,3.08,3.12,3.11,0.13,4.1801,0.7307,41541570,130464729.0,18420852190.7,18420852190.7
2020-02-06,'600008,首创股份,3.11,3.12,2.97,3.01,3.0,0.11,3.6667,0.653,37123659,113991408.0,17681743923.8,17681743923.8
2020-02-05,'600008,首创股份,3.0,3.06,2.95,2.97,2.97,0.03,1.0101,0.4579,26035475,78447084.0,17056344621.0,17056344621.0
2020-02-04,'600008,首创股份,2.97,2.98,2.77,2.77,2.94,0.03,1.0204,0.6578,37401613,109923954.0,16885781174.8,16885781174.8
2020-02-03,'600008,首创股份,2.94,3.0,2.94,2.94,3.27,-0.33,-10.0917,0.5648,32110512,94552643.0,16715217728.6,16715217728.6
2020-01-23,'600008,首创股份,3.27,3.33,3.25,3.32,3.33,-0.06,-1.8018,0.4386,24935656,81926754.0,18591415636.9,18591415636.9
2020-01-22,'600008,首创股份,3.33,3.34,3.24,3.27,3.28,0.05,1.5244,0.4106,23346596,77020535.0,18932542529.3,18932542529.3
2020-01-21,'600008,首创股份,3.28,3.34,3.27,3.33,3.34,-0.06,-1.7964,0.4222,24006686,79077412.0,18648270119.0,18648270119.0
2020-01-20,'600008,首创股份,3.34,3.34,3.3,3.3,3.31,0.03,0.9063,0.2797,15902914,52833553.0,18989397011.4,18989397011.4
2020-01-17,'600008,首创股份,3.31,3.33,3.3,3.3,3.31,0.0,0.0,0.2416,13734237,45561453.0,18818833565.2,18818833565.2
2020-01-16,'600008,首创股份,3.31,3.35,3.29,3.32,3.31,0.0,0.0,0.3879,22055876,73215188.0,18818833565.2,18818833565.2
2020-01-15,'600008,首创股份,3.31,3.38,3.3,3.37,3.39,-0.08,-2.3599,0.5301,30138465,100210639.0,18818833565.2,18818833565.2
2020-01-14,'600008,首创股份,3.39,3.41,3.32,3.33,3.33,0.06,1.8018,0.7323,41633682,140376001.0,19273669421.7,19273669421.7
2020-01-13,'600008,首创股份,3.33,3.33,3.28,3.31,3.32,0.01,0.3012,0.2608,14825876,48939405.0,18932542529.3,18932542529.3
2020-01-10,'600008,首创股份,3.32,3.35,3.3,3.34,3.34,-0.02,-0.5988,0.2408,13688602,45426691.0,18875688047.2,18875688047.2
2020-01-09,'600008,首创股份,3.34,3.35,3.31,3.33,3.31,0.03,0.9063,0.2725,15493347,51573744.0,18989397011.4,18989397011.4
2020-01-08,'600008,首创股份,3.31,3.36,3.3,3.35,3.36,-0.05,-1.4881,0.4,22740600,75660906.0,18818833565.2,18818833565.2
2020-01-07,'600008,首创股份,3.36,3.39,3.33,3.33,3.33,0.03,0.9009,0.6819,38770282,130449800.0,19103105975.5,19103105975.5
2020-01-06,'600008,首创股份,3.33,3.36,3.31,3.34,3.35,-0.02,-0.597,0.3925,22312969,74454662.0,18932542529.3,18932542529.3
2020-01-03,'600008,首创股份,3.35,3.36,3.32,3.33,3.33,0.02,0.6006,0.365,20752654,69300087.0,19046251493.5,19046251493.5
