ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'002078,Ì«ÑôÖ½Òµ,9.08,9.23,9.06,9.16,9.1,-0.02,-0.2198,0.3889,10034249,91663164.26,23533286863.5,23429883823.5
2020-03-26,'002078,Ì«ÑôÖ½Òµ,9.1,9.29,9.06,9.29,9.34,-0.24,-2.5696,0.5283,13633121,124540838.37,23585122297.1,23481491497.1
2020-03-25,'002078,Ì«ÑôÖ½Òµ,9.34,9.35,9.13,9.35,9.11,0.23,2.5247,0.6083,15697217,145228498.99,24207147500.5,24100783580.5
2020-03-24,'002078,Ì«ÑôÖ½Òµ,9.11,9.12,8.88,9.05,8.87,0.24,2.7057,0.4547,11731960,105860363.39,23611040013.9,23507295333.9
2020-03-23,'002078,Ì«ÑôÖ½Òµ,8.87,9.21,8.87,9.19,9.44,-0.57,-6.0381,0.7452,19229969,173385033.25,22989014810.5,22888003250.5
2020-03-20,'002078,Ì«ÑôÖ½Òµ,9.44,9.53,9.11,9.51,9.34,0.1,1.0707,0.6518,16818645,156418914.97,24466324668.6,24358821948.6
2020-03-19,'002078,Ì«ÑôÖ½Òµ,9.34,9.64,9.26,9.43,9.43,-0.09,-0.9544,1.0001,25807445,242363405.12,24207147500.5,24100783580.5
2020-03-18,'002078,Ì«ÑôÖ½Òµ,9.43,9.77,9.4,9.5,9.37,0.06,0.6403,0.8444,21788074,208849247.33,24440406951.8,24333018111.8
2020-03-17,'002078,Ì«ÑôÖ½Òµ,9.37,9.81,9.22,9.62,9.55,-0.18,-1.8848,0.7975,20579175,194067716.76,24284900651.0,24178195091.0
2020-03-16,'002078,Ì«ÑôÖ½Òµ,9.55,10.22,9.46,10.21,10.12,-0.57,-5.6324,1.022,26371769,258756972.59,24751419553.5,24642664153.5
2020-03-13,'002078,Ì«ÑôÖ½Òµ,10.12,10.25,9.32,9.36,9.91,0.21,2.1191,1.2171,31406434,312156534.49,26228729411.7,26113482851.7
2020-03-12,'002078,Ì«ÑôÖ½Òµ,9.91,10.31,9.81,10.01,10.12,-0.21,-2.0751,0.739,19069317,190147902.49,25684457358.7,25571602278.7
2020-03-11,'002078,Ì«ÑôÖ½Òµ,10.12,10.53,9.96,10.26,10.26,-0.14,-1.3645,1.1188,28868070,296295950.35,26228729411.7,26113482851.7
2020-03-10,'002078,Ì«ÑôÖ½Òµ,10.26,10.35,9.63,10.0,10.06,0.2,1.9881,1.3922,35924178,361208649.54,26591577447.1,26474736567.1
2020-03-09,'002078,Ì«ÑôÖ½Òµ,10.06,10.56,10.05,10.4,10.52,-0.46,-4.3726,1.239,31972060,326715772.44,26073223110.9,25958659830.9
2020-03-06,'002078,Ì«ÑôÖ½Òµ,10.52,10.86,10.4,10.76,10.77,-0.25,-2.3213,1.087,28049096,295833992.64,27265438084.1,27145636324.1
2020-03-05,'002078,Ì«ÑôÖ½Òµ,10.77,11.1,10.45,10.58,10.58,0.19,1.7958,1.4461,37316143,405913637.23,27913381004.4,27790732244.4
2020-03-04,'002078,Ì«ÑôÖ½Òµ,10.58,10.67,10.0,10.18,10.25,0.33,3.2195,1.3031,33625871,351400657.0,27420944385.0,27300459345.0
2020-03-03,'002078,Ì«ÑôÖ½Òµ,10.25,10.6,10.14,10.44,10.39,-0.14,-1.3474,1.5225,39285171,405572265.04,26565659730.2,26448932730.2
2020-03-02,'002078,Ì«ÑôÖ½Òµ,10.39,10.39,9.7,9.7,9.49,0.9,9.4837,1.8981,48979395,497294829.94,26928507765.6,26810186445.6
2020-02-28,'002078,Ì«ÑôÖ½Òµ,9.49,9.99,9.4,9.43,9.53,-0.04,-0.4197,2.0222,52180564,505964979.32,24595913252.7,24487841132.7
2020-02-27,'002078,Ì«ÑôÖ½Òµ,9.53,9.6,9.09,9.11,9.07,0.46,5.0717,1.6981,43817960,412770915.34,24699584119.9,24591056479.9
2020-02-26,'002078,Ì«ÑôÖ½Òµ,9.07,9.17,8.78,8.82,8.97,0.1,1.1148,1.1548,29797909,269166987.78,23507369146.7,23404079986.7
2020-02-25,'002078,Ì«ÑôÖ½Òµ,8.97,9.05,8.82,9.01,9.2,-0.23,-2.5,1.1463,29579605,264989231.03,23248191978.6,23146041618.6
2020-02-24,'002078,Ì«ÑôÖ½Òµ,9.2,9.31,9.02,9.31,9.4,-0.2,-2.1277,1.1913,30739268,281114842.99,23844299465.2,23739529865.2
2020-02-21,'002078,Ì«ÑôÖ½Òµ,9.4,9.49,9.3,9.49,9.49,-0.09,-0.9484,0.9463,24417809,229270588.26,24362653801.4,24255606601.4
2020-02-20,'002078,Ì«ÑôÖ½Òµ,9.49,9.56,9.31,9.4,9.3,0.19,2.043,0.9694,25013941,236303511.68,24595913252.7,24487841132.7
2020-02-19,'002078,Ì«ÑôÖ½Òµ,9.3,9.35,9.09,9.18,9.19,0.11,1.197,0.8284,21377180,197570400.92,24103476633.3,23997568233.3
2020-02-18,'002078,Ì«ÑôÖ½Òµ,9.19,9.4,9.13,9.34,9.3,-0.11,-1.1828,0.7327,18907669,173975341.38,23818381748.4,23713726028.4
2020-02-17,'002078,Ì«ÑôÖ½Òµ,9.3,9.37,8.92,8.93,8.93,0.37,4.1433,0.838,21624307,198956614.14,24103476633.3,23997568233.3
2020-02-14,'002078,Ì«ÑôÖ½Òµ,8.93,8.94,8.81,8.87,8.89,0.04,0.4499,0.6185,15960832,141617261.55,23144521111.3,23042826271.3
2020-02-13,'002078,Ì«ÑôÖ½Òµ,8.89,9.05,8.88,9.01,9.03,-0.14,-1.5504,0.4728,12199100,109008405.95,23040850244.1,22939610924.1
2020-02-12,'002078,Ì«ÑôÖ½Òµ,9.03,9.1,8.91,9.0,9.03,0.0,0.0,0.4793,12366977,111450658.76,23403698279.4,23300864639.4
2020-02-11,'002078,Ì«ÑôÖ½Òµ,9.03,9.29,8.89,9.02,9.02,0.01,0.1109,0.7981,20594646,187291892.2,23403698279.4,23300864639.4
2020-02-10,'002078,Ì«ÑôÖ½Òµ,9.02,9.05,8.58,8.68,8.68,0.34,3.9171,1.0923,28186647,249761830.48,23377780562.6,23275060802.6
2020-02-07,'002078,Ì«ÑôÖ½Òµ,8.68,8.76,8.52,8.75,8.75,-0.07,-0.8,0.783,20205582,173830703.95,22496578191.1,22397730351.1
2020-02-06,'002078,Ì«ÑôÖ½Òµ,8.75,8.83,8.53,8.72,8.66,0.09,1.0393,0.845,21804990,189659563.06,22678002208.8,22578357208.8
2020-02-05,'002078,Ì«ÑôÖ½Òµ,8.66,8.85,8.42,8.44,8.5,0.16,1.8824,1.0157,26207706,227525075.88,22444742757.5,22346122677.5
2020-02-04,'002078,Ì«ÑôÖ½Òµ,8.5,8.6,8.04,8.06,8.36,0.14,1.6746,1.006,25959713,217863250.99,22030059288.5,21933261288.5
2020-02-03,'002078,Ì«ÑôÖ½Òµ,8.36,8.45,8.36,8.36,9.29,-0.93,-10.0108,0.9277,23938048,200217374.38,21667211253.2,21572007573.2
2020-01-23,'002078,Ì«ÑôÖ½Òµ,9.29,9.82,9.08,9.82,9.82,-0.53,-5.3971,1.0775,27804202,262525790.46,24077558916.5,23971764396.5
2020-01-22,'002078,Ì«ÑôÖ½Òµ,9.82,9.88,9.55,9.75,9.82,0.0,0.0,0.6456,16658334,162418401.03,25451197907.4,25339367747.4
2020-01-21,'002078,Ì«ÑôÖ½Òµ,9.82,9.94,9.61,9.78,9.87,-0.05,-0.5066,0.9634,24859408,242453977.16,25451197907.4,25339367747.4
2020-01-20,'002078,Ì«ÑôÖ½Òµ,9.87,10.03,9.76,9.8,9.62,0.25,2.5988,1.4317,36943666,365650015.83,25580786491.5,25468386931.5
2020-01-17,'002078,Ì«ÑôÖ½Òµ,9.62,9.82,9.6,9.73,9.74,-0.12,-1.232,0.7635,19700419,190887996.35,24932843571.2,24823291011.2
2020-01-16,'002078,Ì«ÑôÖ½Òµ,9.74,10.09,9.62,10.02,10.1,-0.36,-3.5644,1.548,39944959,389655383.88,25243856172.9,25132937052.9
