ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'000590,ÆôµÏ¹Åºº,10.49,11.09,10.46,11.01,10.96,-0.47,-4.2883,3.1454,7021716,75256559.61,2512053590.83,2341748021.23
2020-03-26,'000590,ÆôµÏ¹Åºº,10.96,11.15,10.61,10.61,10.73,0.23,2.1435,3.953,8824457,96498072.16,2624605086.32,2446669047.92
2020-03-25,'000590,ÆôµÏ¹Åºº,10.73,11.08,10.46,10.7,10.69,0.04,0.3742,4.2047,9386376,101458223.32,2569526694.91,2395324715.71
2020-03-24,'000590,ÆôµÏ¹Åºº,10.69,10.9,10.34,10.65,10.89,-0.2,-1.8365,4.6252,10325030,109796315.08,2559947844.23,2386395266.63
2020-03-23,'000590,ÆôµÏ¹Åºº,10.89,10.89,9.3,9.65,9.9,0.99,10.0,3.3684,7519566,77618551.34,2607842097.63,2431042512.03
2020-03-20,'000590,ÆôµÏ¹Åºº,9.9,10.06,9.57,9.6,9.56,0.34,3.5565,1.9887,4439544,43443609.72,2370765543.3,2210038647.3
2020-03-19,'000590,ÆôµÏ¹Åºº,9.56,9.61,9.25,9.38,9.42,0.14,1.4862,1.561,3484820,32899901.4,2289345312.52,2134138330.12
2020-03-18,'000590,ÆôµÏ¹Åºº,9.42,10.08,9.42,9.88,9.76,-0.34,-3.4836,1.8685,4171217,40675729.44,2255819335.14,2102885258.34
2020-03-17,'000590,ÆôµÏ¹Åºº,9.76,10.28,9.4,10.18,10.13,-0.37,-3.6525,2.3761,5304300,51998962.95,2337239565.92,2178785575.52
2020-03-16,'000590,ÆôµÏ¹Åºº,10.13,10.78,10.01,10.3,10.24,-0.11,-1.0742,3.0315,6767320,70737184.02,2425843934.71,2261382979.51
2020-03-13,'000590,ÆôµÏ¹Åºº,10.24,10.34,9.8,10.1,10.63,-0.39,-3.6689,2.8518,6366340,63986373.7,2452185774.08,2285938964.48
2020-03-12,'000590,ÆôµÏ¹Åºº,10.63,10.83,10.5,10.8,10.91,-0.28,-2.5665,1.9718,4401745,46948448.2,2545579568.21,2373001093.01
2020-03-11,'000590,ÆôµÏ¹Åºº,10.91,11.2,10.9,11.12,11.08,-0.17,-1.5343,2.2015,4914545,54312846.4,2612631522.97,2435507236.57
2020-03-10,'000590,ÆôµÏ¹Åºº,11.08,11.09,10.51,10.73,10.83,0.25,2.3084,2.1449,4788099,51862377.0,2653341638.36,2473457395.16
2020-03-09,'000590,ÆôµÏ¹Åºº,10.83,11.2,10.83,11.03,11.13,-0.3,-2.6954,2.2193,4954239,54481626.53,2593473821.61,2417648338.41
2020-03-06,'000590,ÆôµÏ¹Åºº,11.13,11.25,10.88,10.94,11.09,0.04,0.3607,2.1758,4857150,54102164.63,2665315201.71,2484619206.51
2020-03-05,'000590,ÆôµÏ¹Åºº,11.09,11.14,10.9,11.03,10.88,0.21,1.9301,2.4835,5544076,61239849.21,2655736351.03,2475689757.43
2020-03-04,'000590,ÆôµÏ¹Åºº,10.88,10.94,10.63,10.7,10.8,0.08,0.7407,1.545,3449001,37259056.85,2605447384.96,2428810149.76
2020-03-03,'000590,ÆôµÏ¹Åºº,10.8,11.16,10.66,10.66,10.54,0.26,2.4668,2.8173,6289211,68257090.29,2586289683.6,2410951251.6
2020-03-02,'000590,ÆôµÏ¹Åºº,10.54,10.66,10.23,10.25,10.22,0.32,3.1311,1.817,4056205,42455829.75,2524027154.18,2352909832.58
2020-02-28,'000590,ÆôµÏ¹Åºº,10.22,10.69,10.21,10.5,10.8,-0.58,-5.3704,2.2027,4917263,51297360.06,2447396348.74,2281474239.94
2020-02-27,'000590,ÆôµÏ¹Åºº,10.8,10.99,10.72,10.9,10.84,-0.04,-0.369,1.616,3607546,39183525.73,2586289683.6,2410951251.6
2020-02-26,'000590,ÆôµÏ¹Åºº,10.84,11.28,10.81,11.13,11.3,-0.46,-4.0708,2.5013,5583700,61341872.0,2595868534.28,2419880700.68
2020-02-25,'000590,ÆôµÏ¹Åºº,11.3,11.43,10.78,10.89,11.07,0.23,2.0777,3.9899,8906854,99213794.22,2706025317.1,2522569365.1
2020-02-24,'000590,ÆôµÏ¹Åºº,11.07,11.12,10.8,10.87,10.91,0.16,1.4665,2.4253,5414223,59661821.91,2650946925.69,2471225032.89
2020-02-21,'000590,ÆôµÏ¹Åºº,10.91,11.03,10.7,10.75,10.74,0.17,1.5829,2.7341,6103395,66407438.6,2612631522.97,2435507236.57
2020-02-20,'000590,ÆôµÏ¹Åºº,10.74,10.77,10.51,10.63,10.63,0.11,1.0348,2.0442,4563400,48748945.0,2571921407.58,2397557077.98
2020-02-19,'000590,ÆôµÏ¹Åºº,10.63,10.79,10.56,10.78,10.8,-0.17,-1.5741,2.0025,4470200,47834391.0,2545579568.21,2373001093.01
2020-02-18,'000590,ÆôµÏ¹Åºº,10.8,10.87,10.59,10.59,10.58,0.22,2.0794,2.8457,6352527,68250858.46,2586289683.6,2410951251.6
2020-02-17,'000590,ÆôµÏ¹Åºº,10.58,10.65,10.18,10.22,10.15,0.43,4.2365,2.8539,6370910,66764116.0,2533606004.86,2361839281.66
2020-02-14,'000590,ÆôµÏ¹Åºº,10.15,10.29,10.01,10.17,10.16,-0.01,-0.0984,1.7483,3902900,39595228.0,2430633360.05,2265847704.05
2020-02-13,'000590,ÆôµÏ¹Åºº,10.16,10.41,10.11,10.3,10.37,-0.21,-2.0251,1.7292,3860271,39450452.4,2433028072.72,2268080066.32
2020-02-12,'000590,ÆôµÏ¹Åºº,10.37,10.42,10.19,10.31,10.31,0.06,0.582,1.7923,4001100,41307885.0,2483317038.79,2314959673.99
2020-02-11,'000590,ÆôµÏ¹Åºº,10.31,10.58,10.15,10.58,10.57,-0.26,-2.4598,2.2572,5038900,52176333.0,2468948762.77,2301565500.37
2020-02-10,'000590,ÆôµÏ¹Åºº,10.57,10.58,10.32,10.49,10.58,-0.01,-0.0945,2.2489,5020342,52506925.08,2531211292.19,2359606919.39
