ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'300724,½Ý¼ÑÎ°´´,48.9,52.5,48.85,50.97,50.1,-1.2,-2.3952,2.6485,4937042,248895458.54,15707658000.0,9115337019.0
2020-03-26,'300724,½Ý¼ÑÎ°´´,50.1,52.09,49.49,52.09,52.0,-1.9,-3.6538,1.9059,3552748,179859273.54,16093122000.0,9339026271.0
2020-03-25,'300724,½Ý¼ÑÎ°´´,52.0,52.5,49.8,50.79,49.26,2.74,5.5623,2.7211,5072265,261477927.05,16703440000.0,9693200920.0
2020-03-24,'300724,½Ý¼ÑÎ°´´,49.26,51.33,47.53,50.9,49.25,0.01,0.0203,2.5796,4808522,237715535.01,15823297200.0,9182443794.6
2020-03-23,'300724,½Ý¼ÑÎ°´´,49.25,53.46,49.25,52.53,54.7,-5.45,-9.9634,2.6361,4913976,251187539.85,15820085000.0,9180579717.5
2020-03-20,'300724,½Ý¼ÑÎ°´´,54.7,56.97,53.38,56.74,54.92,-0.22,-0.4006,1.6941,3157948,172460601.88,17570734000.0,10196501737.0
2020-03-19,'300724,½Ý¼ÑÎ°´´,54.92,57.41,53.26,57.32,55.86,-0.94,-1.6828,2.4736,4611001,252141745.49,17641402400.0,10237511433.2
2020-03-18,'300724,½Ý¼ÑÎ°´´,55.86,59.5,55.54,58.26,56.7,-0.84,-1.4815,2.2,4101059,238025733.72,17943349200.0,10412734680.6
2020-03-17,'300724,½Ý¼ÑÎ°´´,56.7,60.62,54.0,60.38,57.73,-1.03,-1.7842,2.7446,5116099,289594807.66,18213174000.0,10569317157.0
2020-03-16,'300724,½Ý¼ÑÎ°´´,57.73,64.65,57.06,64.0,63.4,-5.67,-8.9432,3.8951,7260685,431485549.82,18544030600.0,10761317098.3
2020-03-13,'300724,½Ý¼ÑÎ°´´,63.4,64.98,61.1,61.17,64.91,-1.51,-2.3263,2.2991,4285628,270166546.23,20365348000.0,11818248814.0
2020-03-12,'300724,½Ý¼ÑÎ°´´,64.91,67.42,64.0,65.79,66.5,-1.59,-2.391,1.6856,3142007,204858246.72,20850390200.0,12099724456.1
2020-03-11,'300724,½Ý¼ÑÎ°´´,66.5,71.3,66.5,68.7,67.65,-1.15,-1.6999,2.7029,5038467,347812961.43,21361130000.0,12396112715.0
2020-03-10,'300724,½Ý¼ÑÎ°´´,67.65,69.21,63.81,63.81,63.96,3.69,5.7692,2.6556,4950234,330532844.87,21730533000.0,12610481581.5
2020-03-09,'300724,½Ý¼ÑÎ°´´,63.96,67.66,62.68,67.0,69.62,-5.66,-8.1298,3.18,5927844,386648329.64,20545231200.0,11922637131.6
2020-03-06,'300724,½Ý¼ÑÎ°´´,69.62,71.3,67.51,67.9,69.33,0.29,0.4183,1.6905,3151313,220783250.55,22363336400.0,12977704770.2
2020-03-05,'300724,½Ý¼ÑÎ°´´,69.33,71.0,67.5,68.64,68.0,1.33,1.9559,1.8941,3530782,245610467.55,22270182600.0,12923646534.3
2020-03-04,'300724,½Ý¼ÑÎ°´´,68.0,68.9,65.2,68.0,69.79,-1.79,-2.5648,2.2654,4222875,283406965.49,21842960000.0,12675724280.0
2020-03-03,'300724,½Ý¼ÑÎ°´´,69.79,71.12,68.4,68.84,67.5,2.29,3.3926,3.3072,6164880,431072106.8,22417943800.0,13009394080.9
2020-03-02,'300724,½Ý¼ÑÎ°´´,67.5,68.87,63.0,68.66,65.75,1.75,2.6616,4.1278,7694492,506632744.17,21682350000.0,12582520425.0
2020-02-28,'300724,½Ý¼ÑÎ°´´,65.75,69.07,65.66,66.4,69.2,-3.45,-4.9855,3.0645,5712537,383784660.13,21120215000.0,12256306932.5
2020-02-27,'300724,½Ý¼ÑÎ°´´,69.2,71.97,68.0,70.07,68.68,0.52,0.7571,3.2511,6060245,424743303.91,22228424000.0,12899413532.0
