ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'002915,ÖÐÐÀ·ú²Ä,22.62,23.49,22.5,23.23,23.0,-0.38,-1.6522,3.6716,1261927,28923380.73,3215691388.26,777449400.0
2020-03-26,'002915,ÖÐÐÀ·ú²Ä,23.0,23.58,23.0,23.45,23.43,-0.43,-1.8353,3.2339,1111500,25818931.0,3269712729.0,790510000.0
2020-03-25,'002915,ÖÐÐÀ·ú²Ä,23.43,23.84,23.13,23.32,22.83,0.6,2.6281,5.2662,1810000,42409148.81,3330842140.89,805289100.0
2020-03-24,'002915,ÖÐÐÀ·ú²Ä,22.83,23.58,22.24,23.28,22.98,-0.15,-0.6527,4.3893,1508600,34524993.0,3245545287.09,784667100.0
2020-03-23,'002915,ÖÐÐÀ·ú²Ä,22.98,24.19,22.94,23.94,24.5,-1.52,-6.2041,5.359,1841900,43293578.9,3266869500.54,789822600.0
2020-03-20,'002915,ÖÐÐÀ·ú²Ä,24.5,24.68,24.1,24.1,23.83,0.67,2.8116,6.8502,2354411,57466963.24,3482954863.5,842065000.0
2020-03-19,'002915,ÖÐÐÀ·ú²Ä,23.83,24.24,22.63,23.8,24.0,-0.17,-0.7083,6.7014,2303275,54394231.48,3387706710.09,819037100.0
2020-03-18,'002915,ÖÐÐÀ·ú²Ä,24.0,25.3,24.0,24.98,24.7,-0.7,-2.834,7.3055,2510900,61949380.0,3411874152.0,824880000.0
2020-03-17,'002915,ÖÐÐÀ·ú²Ä,24.7,25.48,24.3,24.8,24.51,0.19,0.7752,6.6128,2272833,56532069.68,3511387148.1,848939000.0
2020-03-16,'002915,ÖÐÐÀ·ú²Ä,24.51,26.6,24.3,26.6,26.48,-1.97,-7.4396,9.3889,3226973,82263779.53,3484376477.73,842408700.0
2020-03-13,'002915,ÖÐÐÀ·ú²Ä,26.48,27.5,24.56,24.56,26.88,-0.4,-1.4881,14.9184,5127448,133386177.6,3764434481.04,910117600.0
2020-03-12,'002915,ÖÐÐÀ·ú²Ä,26.88,27.3,24.3,24.51,25.01,1.87,7.477,15.2822,5252506,135637027.64,3821299050.24,923865600.0
2020-03-11,'002915,ÖÐÐÀ·ú²Ä,25.01,26.27,25.0,25.86,25.63,-0.62,-2.419,7.7606,2667308,68194713.96,3555457189.23,859593700.0
2020-03-10,'002915,ÖÐÐÀ·ú²Ä,25.63,25.69,23.8,23.82,24.45,1.18,4.8262,9.1474,3143958,78372079.46,3643597271.49,880903100.0
2020-03-09,'002915,ÖÐÐÀ·ú²Ä,24.45,26.28,24.4,26.0,26.8,-2.35,-8.7687,10.3895,3570860,90452301.6,3475846792.35,840346500.0
2020-03-06,'002915,ÖÐÐÀ·ú²Ä,26.8,27.33,26.66,27.09,27.57,-0.77,-2.7929,9.0371,3106049,83752156.25,3809926136.4,921116000.0
2020-03-05,'002915,ÖÐÐÀ·ú²Ä,27.57,27.66,26.43,27.0,26.77,0.8,2.9884,13.7517,4726451,127968776.95,3919390432.11,947580900.0
2020-03-04,'002915,ÖÐÐÀ·ú²Ä,26.77,26.91,25.88,26.41,26.8,-0.03,-0.1119,9.4999,3265132,86184065.24,3805661293.71,920084900.0
2020-03-03,'002915,ÖÐÐÀ·ú²Ä,26.8,27.8,26.55,27.27,27.05,-0.25,-0.9242,13.7193,4715339,128403610.95,3809926136.4,921116000.0
2020-03-02,'002915,ÖÐÐÀ·ú²Ä,27.05,27.88,26.18,26.18,26.24,0.81,3.0869,12.224,4201400,112906490.0,3845466492.15,929708500.0
2020-02-28,'002915,ÖÐÐÀ·ú²Ä,26.24,26.57,25.2,25.81,27.16,-0.92,-3.3873,12.5034,4297424,111520072.84,3730315739.52,901868800.0
2020-02-27,'002915,ÖÐÐÀ·ú²Ä,27.16,28.09,26.73,27.92,27.91,-0.75,-2.6872,18.2026,6256236,170391527.2,3861104248.68,933489200.0
2020-02-26,'002915,ÖÐÐÀ·ú²Ä,27.91,29.57,27.51,29.2,30.1,-2.19,-7.2757,25.2302,8671620,246283712.78,3967725315.93,959266700.0
2020-02-25,'002915,ÖÐÐÀ·ú²Ä,30.1,31.32,28.91,30.0,32.12,-2.02,-6.2889,38.7801,13328720,396985144.17,4279058832.3,1034537000.0
2020-02-24,'002915,ÖÐÐÀ·ú²Ä,32.12,34.21,31.12,34.21,31.1,1.02,3.2797,42.781,14703820,487017814.17,4566224906.76,1103964400.0
2020-02-21,'002915,ÖÐÐÀ·ú²Ä,31.1,31.9,27.78,28.37,29.4,1.7,5.7823,39.2927,13504900,396486038.51,4421220255.3,1068907000.0
2020-02-20,'002915,ÖÐÐÀ·ú²Ä,29.4,30.88,28.17,29.0,28.07,1.33,4.7382,46.0838,15838991,469534969.34,4179545836.2,1010478000.0
2020-02-19,'002915,ÖÐÐÀ·ú²Ä,28.07,28.07,26.12,27.85,25.52,2.55,9.9922,30.0339,10322647,285880662.2,3990471143.61,964765900.0
2020-02-18,'002915,ÖÐÐÀ·ú²Ä,25.52,25.52,23.21,23.22,23.2,2.32,10.0,10.9763,3772567,91738618.76,3627959514.96,877122400.0
2020-02-17,'002915,ÖÐÐÀ·ú²Ä,23.2,23.45,22.55,22.55,22.3,0.9,4.0359,9.1885,3158100,72533651.0,3298145013.6,797384000.0
2020-02-14,'002915,ÖÐÐÀ·ú²Ä,22.3,22.64,22.15,22.45,22.4,-0.1,-0.4464,4.6471,1597200,35795817.0,3170199732.9,766451000.0
2020-02-13,'002915,ÖÐÐÀ·ú²Ä,22.4,22.97,22.31,22.56,22.56,-0.16,-0.7092,5.2959,1820203,41089408.88,3184415875.2,769888000.0
2020-02-12,'002915,ÖÐÐÀ·ú²Ä,22.56,22.7,22.06,22.06,22.22,0.34,1.5302,5.2473,1803500,40558883.0,3207161702.88,775387200.0
2020-02-11,'002915,ÖÐÐÀ·ú²Ä,22.22,22.48,22.0,22.07,22.18,0.04,0.1803,4.6401,1594788,35468872.76,3158826819.06,763701400.0
2020-02-10,'002915,ÖÐÐÀ·ú²Ä,22.18,22.24,21.5,21.5,21.62,0.56,2.5902,5.2694,1811096,39847525.65,3153140362.14,762326600.0
2020-02-07,'002915,ÖÐÐÀ·ú²Ä,21.62,22.13,21.28,21.64,21.86,-0.24,-1.0979,6.0241,2070500,44866823.0,3073529965.26,743079400.0
2020-02-06,'002915,ÖÐÐÀ·ú²Ä,21.86,22.49,20.63,20.63,21.04,0.82,3.8973,7.7379,2659527,57598120.15,3107648706.78,751328200.0
2020-02-05,'002915,ÖÐÐÀ·ú²Ä,21.04,21.44,20.21,20.7,19.91,1.13,5.6755,7.6948,2644697,55387638.73,2991076339.92,723144800.0
2020-02-04,'002915,ÖÐÐÀ·ú²Ä,19.91,20.48,18.93,18.93,21.03,-1.12,-5.3257,9.8333,3379715,66779646.0,2830433931.93,684306700.0
