»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-27,'603456,æ≈÷ﬁ“©“µ,20.26,20.6,19.88,20.4,19.92,0.34,1.7068,0.807,6482745,131337686.0,16322719636.5,16275019492.5
2020-03-26,'603456,æ≈÷ﬁ“©“µ,19.92,21.04,19.83,20.35,20.29,-0.37,-1.8236,1.249,10033141,204619042.0,16048794430.3,16001894782.3
2020-03-25,'603456,æ≈÷ﬁ“©“µ,20.29,20.45,19.75,19.96,19.51,0.78,3.9979,0.9675,7772084,156338245.0,16346889507.6,16299118731.6
2020-03-24,'603456,æ≈÷ﬁ“©“µ,19.51,19.63,19.02,19.19,18.79,0.72,3.8318,0.9615,7723721,149665023.0,15718472858.2,15672538514.2
2020-03-23,'603456,æ≈÷ﬁ“©“µ,18.79,19.73,18.51,19.46,19.82,-1.03,-5.1968,1.215,9759839,188067892.0,15138395951.1,15094156775.1
2020-03-20,'603456,æ≈÷ﬁ“©“µ,19.82,20.1,18.31,18.98,18.5,1.32,7.1351,1.391,11174414,214572522.0,15968228193.2,15921563985.2
2020-03-19,'603456,æ≈÷ﬁ“©“µ,18.5,19.03,17.82,18.66,18.78,-0.28,-1.4909,1.4181,11391341,208529425.0,14904753863.5,14861197463.5
2020-03-18,'603456,æ≈÷ﬁ“©“µ,18.78,19.5,18.74,19.0,18.75,0.03,0.16,1.5373,12349176,236713867.0,15130339327.4,15086123695.4
2020-03-17,'603456,æ≈÷ﬁ“©“µ,18.75,19.88,17.61,19.3,19.46,-0.71,-3.6485,2.1672,17409601,321203919.0,15106169456.2,15062024456.2
2020-03-16,'603456,æ≈÷ﬁ“©“µ,19.46,21.13,18.76,19.74,19.72,-0.26,-1.3185,1.7923,14397501,288760373.0,15678189739.7,15632373115.7
2020-03-13,'603456,æ≈÷ﬁ“©“µ,19.72,19.92,18.17,18.43,19.73,-0.01,-0.0507,1.5838,12722999,242053878.0,15887661956.1,15841233188.1
2020-03-12,'603456,æ≈÷ﬁ“©“µ,19.73,20.69,19.61,20.69,20.75,-1.02,-4.9157,1.1975,9619965,192801704.0,15895718579.8,15849266267.8
2020-03-11,'603456,æ≈÷ﬁ“©“µ,20.75,21.36,20.61,20.87,20.87,-0.12,-0.575,1.292,10379061,217751789.0,16717494198.2,16668640398.2
2020-03-10,'603456,æ≈÷ﬁ“©“µ,20.87,21.87,20.0,21.0,21.55,-0.68,-3.1555,2.1865,17564425,367577348.0,16814173682.8,16765037354.8
2020-03-09,'603456,æ≈÷ﬁ“©“µ,21.55,22.17,20.0,20.86,21.13,0.42,1.9877,2.6344,21162326,450146692.0,17362024095.0,17311286775.0
2020-03-06,'603456,æ≈÷ﬁ“©“µ,21.13,22.08,20.68,21.05,21.06,0.07,0.3324,2.3355,18760982,404006776.0,17023645899.2,16973897427.2
2020-03-05,'603456,æ≈÷ﬁ“©“µ,21.06,21.57,20.17,20.5,20.24,0.82,4.0514,2.2102,17755025,372317493.0,16967249533.3,16917665869.3
2020-03-04,'603456,æ≈÷ﬁ“©“µ,20.24,20.43,19.86,20.35,20.46,-0.22,-1.0753,1.5137,12159382,244736345.0,16306606389.0,16258953333.0
2020-03-03,'603456,æ≈÷ﬁ“©“µ,20.46,20.96,19.72,19.96,19.87,0.59,2.9693,2.3672,19015591,388954492.0,16483852110.7,16435681086.7
2020-03-02,'603456,æ≈÷ﬁ“©“µ,19.87,20.28,19.25,20.0,19.88,-0.01,-0.0503,2.0269,16282252,322895728.0,16008511311.8,15961729383.8
2020-02-28,'603456,æ≈÷ﬁ“©“µ,19.88,21.03,19.43,19.72,20.18,-0.3,-1.4866,2.7223,21868330,446767864.0,16016567935.5,15969762463.5
2020-02-27,'603456,æ≈÷ﬁ“©“µ,20.18,21.16,19.15,20.06,19.81,0.37,1.8677,2.6711,21456934,433595379.0,16258266646.8,16210754854.8
2020-02-26,'603456,æ≈÷ﬁ“©“µ,19.81,21.49,19.38,21.25,21.26,-1.45,-6.8203,3.8253,30728943,626196545.0,15960171569.5,15913530905.5
2020-02-25,'603456,æ≈÷ﬁ“©“µ,21.26,21.3,19.48,19.96,19.38,1.88,9.7007,4.4867,36041820,742543278.0,17128382007.5,17078327463.5
2020-02-24,'603456,æ≈÷ﬁ“©“µ,19.38,19.38,17.85,17.85,17.62,1.76,9.9886,4.5381,36454807,688520083.0,15613736750.0,15568108478.0
2020-02-21,'603456,æ≈÷ﬁ“©“µ,17.62,18.15,16.77,17.42,17.3,0.32,1.8497,3.3886,27220892,474060986.0,14195770977.0,14154286449.0
2020-02-20,'603456,æ≈÷ﬁ“©“µ,17.3,17.94,17.0,17.65,17.8,-0.5,-2.809,3.0516,24513783,426116621.0,13937959018.3,13897227898.3
2020-02-19,'603456,æ≈÷ﬁ“©“µ,17.8,18.29,17.4,17.89,17.91,-0.11,-0.6142,3.2793,26342555,470759068.0,14340790203.8,14298881883.8
2020-02-18,'603456,æ≈÷ﬁ“©“µ,17.91,18.37,17.17,17.78,17.76,0.15,0.8446,4.8817,39214700,701241293.0,14429413064.6,14387245760.6
2020-02-17,'603456,æ≈÷ﬁ“©“µ,17.76,18.03,16.59,16.7,16.48,1.28,7.767,5.6782,45613452,794450692.0,14308563709.0,14266749565.0
2020-02-14,'603456,æ≈÷ﬁ“©“µ,16.48,16.7,16.17,16.3,16.28,0.2,1.2285,4.423,35530641,585813683.0,13277315874.1,13238515362.1
2020-02-13,'603456,æ≈÷ﬁ“©“µ,16.28,17.22,15.89,17.0,17.42,-1.14,-6.5442,7.2683,58386925,961695568.0,13116183399.9,13077853767.9
2020-02-12,'603456,æ≈÷ﬁ“©“µ,17.42,17.98,16.32,16.32,18.13,-0.71,-3.9162,9.7549,78362143,1345540367.0,14034638502.8,13993624854.8
2020-02-11,'603456,æ≈÷ﬁ“©“µ,18.13,18.13,18.13,18.13,20.14,-2.01,-9.9801,0.6972,5600600,101538878.0,14606658786.2,14563973514.2
2020-02-10,'603456,æ≈÷ﬁ“©“µ,20.14,20.5,20.14,20.26,22.38,-2.24,-10.0089,1.7328,13919350,281820095.0,16226040151.9,16178622535.9
2020-02-07,'603456,æ≈÷ﬁ“©“µ,22.38,24.76,21.03,24.37,22.51,-0.13,-0.5775,17.8308,143236099,3382720665.0,18030723863.0,17978032391.0
2020-02-06,'603456,æ≈÷ﬁ“©“µ,22.51,22.51,21.12,21.49,20.46,2.05,10.0196,11.5547,92819533,2046846524.0,18135459971.2,18082462427.2
2020-02-05,'603456,æ≈÷ﬁ“©“µ,20.46,20.46,19.57,20.46,18.6,1.86,10.0,10.0521,80749710,1650901707.0,16483852110.7,16435681086.7
2020-02-04,'603456,æ≈÷ﬁ“©“µ,18.6,18.6,15.25,17.58,16.94,1.66,9.7993,4.436,35634716,625651424.0,14985320100.6,14941528260.6
2020-02-03,'603456,æ≈÷ﬁ“©“µ,16.94,17.5,14.38,14.38,15.98,0.96,6.0075,2.8404,22817325,360334204.0,13647920564.7,13608037028.7
2020-01-23,'603456,æ≈÷ﬁ“©“µ,15.98,16.49,15.38,16.17,16.5,-0.52,-3.1515,0.778,6249414,99297660.0,12874484688.6,12836861376.6
2020-01-22,'603456,æ≈÷ﬁ“©“µ,16.5,16.78,15.56,16.54,16.5,0.0,0.0,0.9894,7948013,128348218.0,13293429121.5,13254581521.5
2020-01-21,'603456,æ≈÷ﬁ“©“µ,16.5,16.7,16.31,16.69,16.5,0.0,0.0,0.8547,6865480,113555190.0,13293429121.5,13254581521.5
2020-01-20,'603456,æ≈÷ﬁ“©“µ,16.5,17.17,15.98,16.03,15.97,0.53,3.3187,1.2407,9966337,163828204.0,13293429121.5,13254581521.5
2020-01-17,'603456,æ≈÷ﬁ“©“µ,15.97,15.98,15.5,15.51,15.5,0.47,3.0323,0.7136,5732678,90263991.0,12866428064.9,12828828296.9
2020-01-16,'603456,æ≈÷ﬁ“©“µ,15.5,15.6,15.1,15.13,15.15,0.35,2.3102,0.8951,7190501,110262113.0,12487766750.5,12451273550.5
2020-01-15,'603456,æ≈÷ﬁ“©“µ,15.15,15.26,15.04,15.14,15.17,-0.02,-0.1318,0.523,4201400,63657660.0,12205784920.6,12170115760.6
2020-01-14,'603456,æ≈÷ﬁ“©“µ,15.17,15.23,14.85,14.9,15.12,0.05,0.3307,0.7134,5730728,86206752.0,12221898168.1,12186181920.1
2020-01-13,'603456,æ≈÷ﬁ“©“µ,15.12,15.26,14.82,15.13,15.1,0.02,0.1325,0.7836,6294577,95107179.0,12181615049.5,12146016521.5
2020-01-10,'603456,æ≈÷ﬁ“©“µ,15.1,15.2,14.94,15.11,15.1,0.0,0.0,0.5292,4251195,64105126.0,12165501802.1,12129950362.1
2020-01-09,'603456,æ≈÷ﬁ“©“µ,15.1,15.2,14.87,14.87,14.9,0.2,1.3423,0.7134,5730701,86380172.0,12165501802.1,12129950362.1
2020-01-08,'603456,æ≈÷ﬁ“©“µ,14.9,15.25,14.71,14.8,14.9,0.0,0.0,1.1273,9055692,135593224.0,12004369327.9,11969288767.9
