日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2020-08-17,'000832,中证转债,375.2641,376.5256,372.1161,372.1161,371.6194,3.6447,0.9808,,23648951,44108193936.0,,,None
2020-08-14,'000832,中证转债,371.6194,372.1124,369.3489,370.2853,370.1455,1.4739,0.3982,,27696948,53246864492.0,,,None
2020-08-13,'000832,中证转债,370.1455,371.1159,369.2598,369.3588,368.4679,1.6776,0.4553,,36195936,72803356494.0,,,None
2020-08-12,'000832,中证转债,368.4679,371.7213,364.5782,370.8769,370.733,-2.2651,-0.611,,39199979,73240002700.0,,,None
2020-08-11,'000832,中证转债,370.733,376.6927,370.3168,374.3139,373.5563,-2.8233,-0.7558,,32468995,57502657174.0,,,None
2020-08-10,'000832,中证转债,373.5563,374.7245,371.7232,373.1595,373.1917,0.3646,0.0977,,27648549,49394256017.0,,,None
2020-08-07,'000832,中证转债,373.1917,376.4218,371.4146,376.4218,376.6307,-3.439,-0.9131,,21516865,37848310463.0,,,None
2020-08-06,'000832,中证转债,376.6307,378.2373,373.3547,376.7955,376.2402,0.3905,0.1038,,19073551,33248470069.0,,,None
2020-08-05,'000832,中证转债,376.2402,376.7253,373.1047,374.2871,373.8964,2.3438,0.6269,,21016159,38311066091.0,,,None
2020-08-04,'000832,中证转债,373.8964,376.1428,373.6656,374.5087,374.0363,-0.1399,-0.0374,,19889428,36770939331.0,,,None
2020-08-03,'000832,中证转债,374.0363,374.238,370.6348,370.6348,369.1261,4.9102,1.3302,,22421336,39075820184.0,,,None
2020-07-31,'000832,中证转债,369.1261,371.3936,367.1403,367.3228,367.059,2.0671,0.5632,,17859798,31431547226.0,,,None
2020-07-30,'000832,中证转债,367.059,368.1844,366.9425,367.1515,366.6406,0.4184,0.1141,,16275243,27144184472.0,,,None
2020-07-29,'000832,中证转债,366.6406,366.9045,361.9134,362.1661,362.1581,4.4825,1.2377,,18423970,31816418961.0,,,None
2020-07-28,'000832,中证转债,362.1581,363.5312,360.8648,360.8648,359.7033,2.4548,0.6825,,17703199,31816130867.0,,,None
2020-07-27,'000832,中证转债,359.7033,363.0036,359.4115,361.2143,360.9205,-1.2172,-0.3372,,16065222,26521344569.0,,,None
2020-07-24,'000832,中证转债,360.9205,368.679,360.276,368.2677,368.3615,-7.441,-2.02,,20692726,33728227548.0,,,None
2020-07-23,'000832,中证转债,368.3615,369.8567,365.0844,368.4207,368.8134,-0.4519,-0.1225,,22086926,37309946819.0,,,None
2020-07-22,'000832,中证转债,368.8134,371.3006,366.9084,367.3098,366.7109,2.1025,0.5733,,22133208,37718692336.0,,,None
2020-07-21,'000832,中证转债,366.7109,367.7642,365.7241,367.218,366.3992,0.3117,0.0851,,19534443,34730092251.0,,,None
2020-07-20,'000832,中证转债,366.3992,366.744,361.4578,361.888,359.3163,7.0829,1.9712,,22081380,35908039979.0,,,None
2020-07-17,'000832,中证转债,359.3163,362.4947,357.344,360.1049,358.9874,0.3289,0.0916,,25993520,43944463938.0,,,None
2020-07-16,'000832,中证转债,358.9874,371.2506,358.7652,369.6964,369.2573,-10.2699,-2.7812,,25133916,42225894357.0,,,None
2020-07-15,'000832,中证转债,369.2573,376.0788,368.11,374.7789,374.4237,-5.1664,-1.3798,,25606869,46210354892.0,,,None
2020-07-14,'000832,中证转债,374.4237,378.2111,371.5671,377.8013,377.8083,-3.3846,-0.8959,,27605894,49441164451.0,,,None
2020-07-13,'000832,中证转债,377.8083,379.3948,372.9596,372.9596,372.2904,5.5179,1.4821,,27458785,50100084048.0,,,None
2020-07-10,'000832,中证转债,372.2904,377.2967,372.1134,377.1462,377.5267,-5.2363,-1.387,,26677974,47861374609.0,,,None
2020-07-09,'000832,中证转债,377.5267,379.2591,372.8083,373.2398,374.0074,3.5193,0.941,,30352535,54060106429.0,,,None
2020-07-08,'000832,中证转债,374.0074,374.9238,368.5326,371.1412,370.1659,3.8415,1.0378,,27766622,47619967602.0,,,None
2020-07-07,'000832,中证转债,370.1659,373.7496,367.9508,371.9392,370.1551,0.0108,0.0029,,26893741,45101049211.0,,,None
2020-07-06,'000832,中证转债,370.1551,371.3343,360.5198,360.5198,357.9975,12.1576,3.396,,30227077,46811138450.0,,,None
2020-07-03,'000832,中证转债,357.9975,358.1685,353.9722,353.9722,352.9517,5.0458,1.4296,,21363359,33467488559.0,,,None
2020-07-02,'000832,中证转债,352.9517,353.1357,346.7716,347.1314,347.0425,5.9092,1.7027,,17961220,28093109132.0,,,None
2020-07-01,'000832,中证转债,347.0425,347.1572,343.5447,343.5517,343.4614,3.5811,1.0426,,14230922,22852808204.0,,,None
2020-06-30,'000832,中证转债,343.4614,343.5548,341.8856,341.8856,341.5394,1.922,0.5627,,11863673,19343665929.0,,,None
2020-06-29,'000832,中证转债,341.5394,343.7529,341.242,343.6143,343.3465,-1.8071,-0.5263,,9427339,16639311957.0,,,None
2020-06-24,'000832,中证转债,343.3465,343.9055,342.8981,342.8981,342.7354,0.6111,0.1783,,10575236,16865064765.0,,,None
2020-06-23,'000832,中证转债,342.7354,344.4999,342.6914,344.36,344.3889,-1.6535,-0.4801,,10541477,16965040131.0,,,None
2020-06-22,'000832,中证转债,344.3889,345.7014,344.2866,345.377,345.1159,-0.727,-0.2107,,11552749,19858526937.0,,,None
2020-06-19,'000832,中证转债,345.1159,345.359,344.3627,344.3636,344.3288,0.7871,0.2286,,12660610,22797721349.0,,,None
2020-06-18,'000832,中证转债,344.3288,344.4374,343.4162,344.2909,344.2026,0.1262,0.0367,,14054825,23925317550.0,,,None
2020-06-17,'000832,中证转债,344.2026,344.8837,343.8976,344.4697,344.2935,-0.0909,-0.0264,,13438984,24868081972.0,,,None
2020-06-16,'000832,中证转债,344.2935,344.3817,343.0557,343.0557,342.5336,1.7599,0.5138,,13035461,24531339591.0,,,None
2020-06-15,'000832,中证转债,342.5336,343.6281,342.2876,342.3884,342.1328,0.4008,0.1171,,14780741,27029643631.0,,,None
2020-06-12,'000832,中证转债,342.1328,342.4157,340.0079,340.8786,341.6073,0.5255,0.1538,,15210239,27080714705.0,,,None
2020-06-11,'000832,中证转债,341.6073,343.4301,341.3671,342.8524,342.7432,-1.1359,-0.3314,,14808612,26428665033.0,,,None
2020-06-10,'000832,中证转债,342.7432,343.4146,342.3721,343.3777,343.3438,-0.6006,-0.1749,,13061772,24402826614.0,,,None
2020-06-09,'000832,中证转债,343.3438,343.6502,343.2005,343.5812,343.3654,-0.0216,-0.0063,,14088590,24475950920.0,,,None
2020-06-08,'000832,中证转债,343.3654,344.3502,343.2433,343.8579,343.3187,0.0467,0.0136,,14419108,25225411997.0,,,None
2020-06-05,'000832,中证转债,343.3187,344.4287,342.6394,344.2856,344.1505,-0.8318,-0.2417,,17480775,33008904009.0,,,None
2020-06-04,'000832,中证转债,344.1505,346.1779,344.0107,345.6252,345.4495,-1.299,-0.376,,15283708,29543932845.0,,,None
2020-06-03,'000832,中证转债,345.4495,347.0639,345.3458,346.6468,346.3666,-0.9171,-0.2648,,15654201,28772512943.0,,,None
2020-06-02,'000832,中证转债,346.3666,346.8912,345.8996,346.2104,346.0348,0.3318,0.0959,,14753111,27116301928.0,,,None
2020-06-01,'000832,中证转债,346.0348,346.123,343.016,343.016,341.9026,4.1322,1.2086,,15193572,27011404911.0,,,None
2020-05-29,'000832,中证转债,341.9026,342.2839,338.8884,338.8999,338.6722,3.2304,0.9538,,14392474,26742597102.0,,,None
2020-05-28,'000832,中证转债,338.6722,339.9071,337.9422,338.5991,338.4063,0.2659,0.0786,,12761177,21106371432.0,,,None
2020-05-27,'000832,中证转债,338.4063,339.0327,338.0556,338.5577,338.4003,0.006,0.0018,,15041596,26804128287.0,,,None
2020-05-26,'000832,中证转债,338.4003,338.5177,336.5808,336.5808,336.3213,2.079,0.6182,,16129149,27501602752.0,,,None
2020-05-25,'000832,中证转债,336.3213,339.1272,336.145,338.8611,339.2194,-2.8981,-0.8543,,16412129,27907186125.0,,,None
2020-05-22,'000832,中证转债,339.2194,341.2054,338.0565,341.1462,341.0789,-1.8595,-0.5452,,17742458,29044901971.0,,,None
2020-05-21,'000832,中证转债,341.0789,342.7608,340.9884,342.1766,341.9474,-0.8685,-0.254,,20390665,34961989408.0,,,None
2020-05-20,'000832,中证转债,341.9474,344.901,341.8318,344.895,344.8242,-2.8768,-0.8343,,18776995,32660613320.0,,,None
2020-05-19,'000832,中证转债,344.8242,346.2937,344.633,345.8654,345.2237,-0.3995,-0.1157,,15416555,26375989019.0,,,None
2020-05-18,'000832,中证转债,345.2237,348.3347,345.0746,348.3001,347.787,-2.5633,-0.737,,16133406,26652017332.0,,,None
2020-05-15,'000832,中证转债,347.787,349.0309,347.7357,348.6305,348.2892,-0.5022,-0.1442,,17103069,27871711420.0,,,None
2020-05-14,'000832,中证转债,348.2892,350.9308,348.258,350.9308,350.8905,-2.6013,-0.7413,,16713635,28755494734.0,,,None
2020-05-13,'000832,中证转债,350.8905,351.4862,350.7538,351.393,351.4191,-0.5286,-0.1504,,18216450,32995722285.0,,,None
2020-05-12,'000832,中证转债,351.4191,352.8466,350.9545,352.5579,352.4961,-1.077,-0.3055,,16307980,29976236495.0,,,None
2020-05-11,'000832,中证转债,352.4961,354.4493,352.2611,353.6445,353.2286,-0.7325,-0.2074,,18444524,31604693039.0,,,None
2020-05-08,'000832,中证转债,353.2286,354.0311,352.9463,352.9463,352.6176,0.611,0.1733,,19742501,32858885723.0,,,None
2020-05-07,'000832,中证转债,352.6176,354.3065,352.5304,353.9433,354.1576,-1.54,-0.4348,,19029455,31799835053.0,,,None
2020-05-06,'000832,中证转债,354.1576,354.2607,352.7563,353.1497,353.3795,0.7781,0.2202,,20693419,36234373207.0,,,None
2020-04-30,'000832,中证转债,353.3795,353.6473,351.9316,351.9316,351.2054,2.1741,0.619,,28122669,52845854932.0,,,None
2020-04-29,'000832,中证转债,351.2054,352.2923,350.8529,350.9823,350.9905,0.2149,0.0612,,33801292,63660870242.0,,,None
2020-04-28,'000832,中证转债,350.9905,351.79,348.5557,351.5339,351.1122,-0.1217,-0.0347,,31187769,61224636999.0,,,None
2020-04-27,'000832,中证转债,351.1122,351.8401,350.833,350.833,350.1445,0.9677,0.2764,,25156673,48102855203.0,,,None
2020-04-24,'000832,中证转债,350.1445,352.6184,350.031,352.2236,351.9352,-1.7907,-0.5088,,33419973,65375087666.0,,,None
2020-04-23,'000832,中证转债,351.9352,352.8439,351.8835,352.5997,352.3028,-0.3676,-0.1043,,30665366,61481911312.0,,,None
2020-04-22,'000832,中证转债,352.3028,352.3407,350.9755,351.2308,351.1483,1.1545,0.3288,,34692940,65192427318.0,,,None
2020-04-21,'000832,中证转债,351.1483,351.9387,350.4157,351.9201,352.0318,-0.8835,-0.251,,31685950,56104944150.0,,,None
2020-04-20,'000832,中证转债,352.0318,352.0982,351.504,351.5366,350.8323,1.1995,0.3419,,28149477,51037583626.0,,,None
2020-04-17,'000832,中证转债,350.8323,351.8297,350.7206,350.7206,349.9365,0.8958,0.256,,31370210,56469923375.0,,,None
2020-04-16,'000832,中证转债,349.9365,349.9395,348.747,348.747,348.5005,1.436,0.4121,,32769460,58175295211.0,,,None
2020-04-15,'000832,中证转债,348.5005,349.942,348.3406,348.998,348.6558,-0.1553,-0.0445,,32704445,61012668860.0,,,None
2020-04-14,'000832,中证转债,348.6558,348.7636,347.7672,347.7672,347.3379,1.3179,0.3794,,20826502,34295376582.0,,,None
2020-04-13,'000832,中证转债,347.3379,350.2649,347.2759,350.2649,350.5536,-3.2157,-0.9173,,13054471,22501996546.0,,,None
2020-04-10,'000832,中证转债,350.5536,353.615,350.3284,353.6015,353.3708,-2.8172,-0.7972,,14251169,23644609554.0,,,None
2020-04-09,'000832,中证转债,353.3708,353.7848,353.2061,353.2061,352.7117,0.6591,0.1869,,16426913,26306667896.0,,,None
2020-04-08,'000832,中证转债,352.7117,353.3134,352.5554,353.2012,353.0671,-0.3554,-0.1007,,17026784,28701092448.0,,,None
2020-04-07,'000832,中证转债,353.0671,353.0671,351.2901,351.3822,349.3873,3.6798,1.0532,,22841360,37432203875.0,,,None
2020-04-03,'000832,中证转债,349.3873,351.6018,349.0782,351.0998,350.8467,-1.4594,-0.416,,28370526,47996761477.0,,,None
2020-04-02,'000832,中证转债,350.8467,351.1568,349.7328,349.7328,350.2269,0.6198,0.177,,36735745,62797595013.0,,,None
2020-04-01,'000832,中证转债,350.2269,352.5728,349.9765,350.7511,349.9732,0.2537,0.0725,,45444957,77705986210.0,,,None
2020-03-31,'000832,中证转债,349.9732,352.3085,349.5383,351.3943,350.1658,-0.1926,-0.055,,37528790,68639972430.0,,,None
2020-03-30,'000832,中证转债,350.1658,351.5887,349.6604,351.5887,351.4948,-1.329,-0.3781,,34054587,61295046728.0,,,None
2020-03-27,'000832,中证转债,351.4948,355.2894,351.312,354.5989,352.5688,-1.074,-0.3046,,40774574,74019548733.0,,,None
2020-03-26,'000832,中证转债,352.5688,354.9685,352.4818,353.6582,354.0963,-1.5275,-0.4314,,41100548,70676815468.0,,,None
2020-03-25,'000832,中证转债,354.0963,354.2812,352.0179,352.4114,348.4165,5.6798,1.6302,,41664525,65168202245.0,,,None
2020-03-24,'000832,中证转债,348.4165,351.0151,345.1009,349.366,346.4769,1.9396,0.5598,,39247172,57753181182.0,,,None
2020-03-23,'000832,中证转债,346.4769,350.7113,346.3618,350.6024,353.1011,-6.6242,-1.876,,33349818,50465268246.0,,,None
2020-03-20,'000832,中证转债,353.1011,353.9288,350.6559,350.6559,348.0886,5.0125,1.44,,47208924,83320916295.0,,,None
2020-03-19,'000832,中证转债,348.0886,352.7318,345.5521,350.6268,349.063,-0.9744,-0.2791,,41349666,73596847063.0,,,None
2020-03-18,'000832,中证转债,349.063,356.4536,348.8613,350.9454,349.5932,-0.5302,-0.1517,,42073785,76984922179.0,,,None
2020-03-17,'000832,中证转债,349.5932,353.9893,345.9059,352.0803,350.8251,-1.2319,-0.3511,,38921015,69925336434.0,,,None
2020-03-16,'000832,中证转债,350.8251,359.0668,350.6245,358.4311,356.401,-5.5759,-1.5645,,22764438,43324267098.0,,,None
2020-03-13,'000832,中证转债,356.401,358.8347,351.9879,354.4629,358.566,-2.165,-0.6038,,23846431,42379790866.0,,,None
2020-03-12,'000832,中证转债,358.566,361.8306,357.995,361.1625,361.3172,-2.7512,-0.7614,,17599122,33636007495.0,,,None
2020-03-11,'000832,中证转债,361.3172,365.012,361.1569,362.7363,361.8145,-0.4973,-0.1374,,17197200,30680210238.0,,,None
2020-03-10,'000832,中证转债,361.8145,362.8342,356.6994,358.3416,359.0366,2.7779,0.7737,,17015446,29435643789.0,,,None
2020-03-09,'000832,中证转债,359.0366,364.6682,358.9546,364.6682,365.4839,-6.4473,-1.764,,11491048,18172228348.0,,,None
2020-03-06,'000832,中证转债,365.4839,366.2733,364.7075,365.2389,365.7784,-0.2945,-0.0805,,9277558,14054554604.0,,,None
2020-03-05,'000832,中证转债,365.7784,366.6077,362.6974,362.7301,361.3355,4.4429,1.2296,,10924364,15412004389.0,,,None
2020-03-04,'000832,中证转债,361.3355,362.2939,359.7999,361.4052,361.3864,-0.0509,-0.0141,,8538738,12113424649.0,,,None
2020-03-03,'000832,中证转债,361.3864,364.3941,361.2743,361.6837,359.9328,1.4536,0.4039,,11593694,16697626364.0,,,None
2020-03-02,'000832,中证转债,359.9328,360.7952,357.5087,358.4806,357.4633,2.4695,0.6908,,11710295,16639063585.0,,,None
2020-02-28,'000832,中证转债,357.4633,360.8345,356.158,360.8345,362.9586,-5.4953,-1.514,,10075266,14095027603.0,,,None
2020-02-27,'000832,中证转债,362.9586,365.9554,362.8257,363.7211,363.3624,-0.4038,-0.1111,,7572205,10674392144.0,,,None
2020-02-26,'000832,中证转债,363.3624,365.9937,363.2503,365.6376,365.7678,-2.4054,-0.6576,,8267096,11500019751.0,,,None
2020-02-25,'000832,中证转债,365.7678,366.1487,362.4893,364.7321,366.2186,-0.4508,-0.1231,,9807341,14241777098.0,,,None
2020-02-24,'000832,中证转债,366.2186,366.8665,364.274,364.8883,364.8069,1.4117,0.387,,8816131,12554791407.0,,,None
2020-02-21,'000832,中证转债,364.8069,366.079,363.081,363.099,362.8899,1.917,0.5283,,9558428,13315389365.0,,,None
2020-02-20,'000832,中证转债,362.8899,363.2503,360.2942,360.8109,360.2146,2.6753,0.7427,,9205646,13020378435.0,,,None
2020-02-19,'000832,中证转债,360.2146,361.6977,360.2068,360.7259,360.4088,-0.1942,-0.0539,,8385755,12618814697.0,,,None
2020-02-18,'000832,中证转债,360.4088,360.6214,359.0622,359.3661,359.113,1.2958,0.3608,,9037111,12962731821.0,,,None
2020-02-17,'000832,中证转债,359.113,359.1951,356.0609,356.0609,355.061,4.052,1.1412,,9182376,13010105451.0,,,None
2020-02-14,'000832,中证转债,355.061,356.4595,354.9063,355.3344,355.2428,-0.1818,-0.0512,,8070695,11771218340.0,,,None
2020-02-13,'000832,中证转债,355.2428,356.8219,355.2033,356.5033,356.353,-1.1102,-0.3115,,10266036,15071480144.0,,,None
2020-02-12,'000832,中证转债,356.353,356.7422,353.232,353.317,352.4524,3.9006,1.1067,,9808983,14190611003.0,,,None
2020-02-11,'000832,中证转债,352.4524,353.3997,351.2019,351.5252,351.0301,1.4223,0.4052,,9002389,12772409274.0,,,None
2020-02-10,'000832,中证转债,351.0301,351.2458,349.0771,350.0037,349.6387,1.3914,0.398,,9077923,13416990099.0,,,None
2020-02-07,'000832,中证转债,349.6387,351.6184,349.0166,350.8036,350.2311,-0.5924,-0.1691,,8665094,13208743817.0,,,None
2020-02-06,'000832,中证转债,350.2311,351.3267,347.6055,347.6974,347.4774,2.7537,0.7925,,10462151,15148447012.0,,,None
2020-02-05,'000832,中证转债,347.4774,349.8863,345.4894,345.4894,344.8486,2.6288,0.7623,,9302380,12941365434.0,,,None
2020-02-04,'000832,中证转债,344.8486,345.4352,338.4856,338.4856,338.0484,6.8002,2.0116,,9717069,12430932503.0,,,None
2020-02-03,'000832,中证转债,338.0484,339.1925,330.4107,335.6846,350.4243,-12.3759,-3.5317,,10474188,12454140701.0,,,None
2020-01-23,'000832,中证转债,350.4243,354.7599,349.9987,354.7328,354.9507,-4.5264,-1.2752,,4641066,5953854946.0,,,None
2020-01-22,'000832,中证转债,354.9507,355.6242,351.1718,354.593,354.7995,0.1512,0.0426,,5290347,6883361084.0,,,None
2020-01-21,'000832,中证转债,354.7995,356.3133,354.4686,356.3133,355.8858,-1.0863,-0.3052,,4445360,5568031997.0,,,None
2020-01-20,'000832,中证转债,355.8858,355.9609,352.5098,353.0668,352.9505,2.9353,0.8316,,3728772,4787430796.0,,,None
2020-01-17,'000832,中证转债,352.9505,353.4748,352.1098,352.1098,351.9886,0.9619,0.2733,,3606419,4557559040.0,,,None
2020-01-16,'000832,中证转债,351.9886,353.5056,351.7118,352.7115,352.6513,-0.6627,-0.1879,,3421060,4413975845.0,,,None
2020-01-15,'000832,中证转债,352.6513,354.327,352.0785,354.1602,354.1716,-1.5203,-0.4293,,4224930,5289331246.0,,,None
2020-01-14,'000832,中证转债,354.1716,355.8638,354.021,354.4376,354.1622,0.0094,0.0027,,5619900,7101241422.0,,,None
2020-01-13,'000832,中证转债,354.1622,354.2045,351.731,353.2698,353.1949,0.9673,0.2739,,4146554,5369253849.0,,,None
2020-01-10,'000832,中证转债,353.1949,355.4428,352.2997,355.1121,354.8494,-1.6545,-0.4663,,4807042,5996677016.0,,,None
2020-01-09,'000832,中证转债,354.8494,356.0333,353.9233,353.9233,353.4921,1.3573,0.384,,5306923,6724283771.0,,,None
2020-01-08,'000832,中证转债,353.4921,355.202,352.7648,355.202,355.3732,-1.8811,-0.5293,,5314198,6746226931.0,,,None
2020-01-07,'000832,中证转债,355.3732,355.9933,354.5249,354.5943,354.5462,0.827,0.2333,,5627747,7125321583.0,,,None
2020-01-06,'000832,中证转债,354.5462,356.9076,353.8055,354.4638,354.5313,0.0149,0.0042,,6085825,7655407889.0,,,None
2020-01-03,'000832,中证转债,354.5313,354.9852,353.7101,353.9874,353.8376,0.6937,0.1961,,5275707,6579698789.0,,,None
2020-01-02,'000832,中证转债,353.8376,354.6635,350.7743,350.7743,349.9141,3.9235,1.1213,,6135395,7645542605.0,,,None
2019-12-31,'000832,中证转债,349.9141,350.0255,347.951,348.0666,347.8749,2.0392,0.5862,,3992146,4885562813.0,,,None
2019-12-30,'000832,中证转债,347.8749,347.9384,344.0786,346.2011,346.1976,1.6773,0.4845,,4454062,5298307607.0,,,None
2019-12-27,'000832,中证转债,346.1976,348.6553,346.1195,346.4485,346.4135,-0.2159,-0.0623,,4769292,5716539750.0,,,None
2019-12-26,'000832,中证转债,346.4135,346.5573,344.4513,344.4934,344.3475,2.066,0.6,,4703118,5734535253.0,,,None
2019-12-25,'000832,中证转债,344.3475,344.7782,343.4687,344.0034,344.0132,0.3343,0.0972,,3369373,4182062700.0,,,None
2019-12-24,'000832,中证转债,344.0132,344.1106,342.5322,342.5322,342.502,1.5112,0.4412,,3492831,4314729417.0,,,None
2019-12-23,'000832,中证转债,342.502,344.5172,342.2988,344.0409,344.0083,-1.5063,-0.4379,,3055807,3774886560.0,,,None
2019-12-20,'000832,中证转债,344.0083,345.6494,343.8763,344.2501,344.1783,-0.17,-0.0494,,4227765,5210181788.0,,,None
2019-12-19,'000832,中证转债,344.1783,344.63,343.7359,344.4873,344.4547,-0.2764,-0.0802,,3734549,4600235873.0,,,None
2019-12-18,'000832,中证转债,344.4547,345.0741,343.8093,343.9835,343.8602,0.5945,0.1729,,4829543,6046374393.0,,,None
2019-12-17,'000832,中证转债,343.8602,345.2631,340.9613,341.0131,341.1283,2.7319,0.8008,,6311382,7756191940.0,,,None
2019-12-16,'000832,中证转债,341.1283,341.2505,337.9148,338.4594,338.0701,3.0582,0.9046,,4719336,5824575633.0,,,None
2019-12-13,'000832,中证转债,338.0701,338.2405,336.0764,336.0764,335.4718,2.5983,0.7745,,3782745,4569349075.0,,,None
2019-12-12,'000832,中证转债,335.4718,335.9669,335.2733,335.4402,335.3829,0.0889,0.0265,,3101980,3822145841.0,,,None
2019-12-11,'000832,中证转债,335.3829,335.5141,334.6565,334.6937,334.6757,0.7072,0.2113,,3238443,3883354248.0,,,None
2019-12-10,'000832,中证转债,334.6757,334.6942,333.693,333.8658,333.9309,0.7448,0.223,,3844335,4640645315.0,,,None
2019-12-09,'000832,中证转债,333.9309,334.3702,333.8239,334.2097,334.0364,-0.1055,-0.0316,,2699156,3190029288.0,,,None
2019-12-06,'000832,中证转债,334.0364,334.0616,333.0709,333.1458,333.1108,0.9256,0.2779,,2855167,3373382152.0,,,None
2019-12-05,'000832,中证转债,333.1108,333.2119,331.8004,331.8004,331.6824,1.4284,0.4307,,3215705,3772750268.0,,,None
