日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值,成交笔数
2017-04-26,'000832,中证转债,280.0811,280.4337,278.4191,278.4191,278.4297,1.6514,0.5931,,509636,637715501.5,,,None
2017-04-25,'000832,中证转债,278.4297,279.163,277.8654,277.8654,277.7685,0.6612,0.238,,238716,283385981.3,,,None
2017-04-24,'000832,中证转债,277.7685,280.5207,277.4511,280.4818,280.4857,-2.7172,-0.9687,,272078,317514977.1,,,None
2017-04-21,'000832,中证转债,280.4857,281.4767,279.2678,280.9095,280.7518,-0.2661,-0.0948,,148827,174164353.3,,,None
2017-04-20,'000832,中证转债,280.7518,281.0774,279.666,279.666,279.6432,1.1086,0.3964,,354429,425586913.1,,,None
2017-04-19,'000832,中证转债,279.6432,279.9115,278.4597,279.7212,279.7243,-0.0811,-0.029,,245938,280294886.8,,,None
2017-04-18,'000832,中证转债,279.7243,280.3287,279.2054,279.6198,279.52,0.2043,0.0731,,330803,379625822.7,,,None
2017-04-17,'000832,中证转债,279.52,282.3568,279.3361,282.3568,282.3681,-2.8481,-1.0086,,708415,822064630.2,,,None
2017-04-14,'000832,中证转债,282.3681,283.9834,282.3061,283.6934,283.7714,-1.4033,-0.4945,,249470,293394239.9,,,None
2017-04-13,'000832,中证转债,283.7714,283.9661,283.2644,283.8616,283.8813,-0.1099,-0.0387,,739465,911807884.5,,,None
2017-04-12,'000832,中证转债,283.8813,285.4055,283.5939,284.7311,283.7163,0.165,0.0582,,1027717,1260188852.3,,,None
2017-04-11,'000832,中证转债,283.7163,283.7797,281.9168,283.0686,283.0687,0.6476,0.2288,,365959,430746877.9,,,None
2017-04-10,'000832,中证转债,283.0687,283.9186,282.8028,283.7366,283.6327,-0.564,-0.1988,,305588,365365840.9,,,None
2017-04-07,'000832,中证转债,283.6327,283.836,283.0965,283.8336,283.8187,-0.186,-0.0655,,211309,252945492.6,,,None
2017-04-06,'000832,中证转债,283.8187,284.2472,283.5348,284.2316,284.2027,-0.384,-0.1351,,258199,305143706.6,,,None
2017-04-05,'000832,中证转债,284.2027,285.3474,283.7087,285.2492,283.5607,0.642,0.2264,,265853,309553860.0,,,None
2017-03-31,'000832,中证转债,283.5607,284.8895,283.2452,283.7538,283.7921,-0.2314,-0.0815,,197920,234739184.4,,,None
2017-03-30,'000832,中证转债,283.7921,285.2254,283.2587,284.9607,284.9617,-1.1696,-0.4104,,239846,282662490.1,,,None
2017-03-29,'000832,中证转债,284.9617,285.7022,284.5136,285.079,285.0902,-0.1285,-0.0451,,249462,297436941.7,,,None
2017-03-28,'000832,中证转债,285.0902,285.7624,284.6402,285.4544,285.4666,-0.3764,-0.1319,,169193,197112370.1,,,None
2017-03-27,'000832,中证转债,285.4666,286.9506,285.3515,285.8766,285.8311,-0.3645,-0.1275,,390320,474614281.4,,,None
2017-03-24,'000832,中证转债,285.8311,285.9858,283.7478,283.7893,283.7979,2.0332,0.7164,,470710,581595990.3,,,None
2017-03-23,'000832,中证转债,283.7979,284.1126,283.2342,283.7353,283.7014,0.0965,0.034,,253940,299721083.6,,,None
2017-03-22,'000832,中证转债,283.7014,284.5136,283.1183,284.5136,284.3923,-0.6909,-0.2429,,469606,563462187.3,,,None
2017-03-21,'000832,中证转债,284.3923,284.4486,283.5032,283.7643,283.7059,0.6864,0.2419,,310894,381377913.9,,,None
2017-03-20,'000832,中证转债,283.7059,284.6959,283.5249,284.2065,284.1148,-0.4089,-0.1439,,185839,220271612.0,,,None
2017-03-17,'000832,中证转债,284.1148,285.3529,283.7001,285.2206,285.2208,-1.106,-0.3878,,172319,207908451.5,,,None
2017-03-16,'000832,中证转债,285.2208,285.7571,284.8248,285.2432,285.24,-0.0192,-0.0067,,168368,203443602.5,,,None
2017-03-15,'000832,中证转债,285.24,285.5603,285.0858,285.5225,285.4693,-0.2293,-0.0803,,221321,268940695.6,,,None
2017-03-14,'000832,中证转债,285.4693,286.3142,285.4245,286.0346,285.8867,-0.4174,-0.146,,232559,280927646.0,,,None
2017-03-13,'000832,中证转债,285.8867,286.0716,284.9339,285.2846,284.9678,0.9189,0.3225,,591195,725054358.1,,,None
2017-03-10,'000832,中证转债,284.9678,285.6237,284.6258,285.603,285.5686,-0.6008,-0.2104,,395724,462243645.8,,,None
2017-03-09,'000832,中证转债,285.5686,286.5773,285.4857,286.2694,286.2745,-0.7059,-0.2466,,218699,257950444.1,,,None
2017-03-08,'000832,中证转债,286.2745,287.2228,285.9938,286.9601,286.9601,-0.6856,-0.2389,,258674,301378644.3,,,None
2017-03-07,'000832,中证转债,286.9601,287.6342,285.7499,285.9252,285.9252,1.0349,0.3619,,790991,966356735.2,,,None
2017-03-06,'000832,中证转债,285.9252,286.0283,285.3702,285.4656,285.4656,0.4596,0.161,,176698,210799825.1,,,None
2017-03-03,'000832,中证转债,285.4656,285.5779,284.7482,285.2398,285.2398,0.2258,0.0792,,147280,176938160.1,,,None
2017-03-02,'000832,中证转债,285.2398,286.4981,285.034,285.8665,285.8374,-0.5976,-0.2091,,135179,158523366.3,,,None
2017-03-01,'000832,中证转债,285.8374,286.4368,285.6691,286.1554,286.1554,-0.318,-0.1111,,187462,223696210.4,,,None
2017-02-28,'000832,中证转债,286.1554,286.3779,285.9452,285.9877,285.9915,0.1639,0.0573,,294156,354740219.8,,,None
2017-02-27,'000832,中证转债,285.9915,287.1043,285.7935,287.0231,286.9934,-1.0019,-0.3491,,163482,192965504.0,,,None
2017-02-24,'000832,中证转债,286.9934,287.1685,286.3255,286.8965,286.9736,0.0198,0.0069,,282046,337079384.8,,,None
2017-02-23,'000832,中证转债,286.9736,287.4833,286.6489,287.1954,287.198,-0.2244,-0.0781,,255109,301169113.3,,,None
2017-02-22,'000832,中证转债,287.198,287.198,286.2015,286.4757,286.499,0.699,0.244,,296343,349185302.6,,,None
2017-02-21,'000832,中证转债,286.499,286.6258,285.3475,285.4409,285.1546,1.3444,0.4715,,1143872,1378555587.0,,,None
2017-02-20,'000832,中证转债,285.1546,285.1998,283.5512,283.5534,283.5534,1.6012,0.5647,,436352,514848278.0,,,None
2017-02-17,'000832,中证转债,283.5534,284.8307,283.3118,284.5394,284.5394,-0.986,-0.3465,,117023,133954760.5,,,None
2017-02-16,'000832,中证转债,284.5394,284.8555,284.3173,284.816,284.816,-0.2766,-0.0971,,195392,228840012.9,,,None
2017-02-15,'000832,中证转债,284.816,285.3325,284.5816,285.044,285.0287,-0.2127,-0.0746,,160739,188086791.7,,,None
2017-02-14,'000832,中证转债,285.0287,285.2274,284.9084,285.0949,285.0919,-0.0632,-0.0222,,107409,123619933.5,,,None
2017-02-13,'000832,中证转债,285.0919,285.2788,284.6501,284.6613,284.534,0.5579,0.1961,,221557,256397484.0,,,None
2017-02-10,'000832,中证转债,284.534,284.9181,283.404,283.463,283.4556,1.0784,0.3804,,385718,444788758.6,,,None
2017-02-09,'000832,中证转债,283.4556,283.5728,282.7935,282.8537,282.8324,0.6232,0.2203,,183228,209922693.5,,,None
2017-02-08,'000832,中证转债,282.8324,282.9456,282.3333,282.7972,282.5689,0.2635,0.0933,,166758,192026298.0,,,None
2017-02-07,'000832,中证转债,282.5689,283.2002,282.3479,282.808,282.733,-0.1641,-0.058,,239810,272339130.5,,,None
2017-02-06,'000832,中证转债,282.733,282.9677,282.0889,282.6188,282.6129,0.1201,0.0425,,172418,198647480.2,,,None
2017-02-03,'000832,中证转债,282.6129,284.5048,282.5245,284.4647,284.3377,-1.7248,-0.6066,,134878,153838866.2,,,None
2017-01-26,'000832,中证转债,284.3377,284.3504,283.5115,283.6413,283.6413,0.6964,0.2455,,86330,97917198.2,,,None
2017-01-25,'000832,中证转债,283.6413,283.7269,282.5263,282.876,283.041,0.6003,0.2121,,72669,82446510.6,,,None
2017-01-24,'000832,中证转债,283.041,283.9744,282.9418,283.523,283.523,-0.482,-0.17,,69528,79707555.7,,,None
2017-01-23,'000832,中证转债,283.523,284.1583,283.2282,283.2282,283.2282,0.2948,0.1041,,153362,177691361.5,,,None
2017-01-20,'000832,中证转债,283.2282,283.338,281.8247,281.8746,281.8623,1.3659,0.4846,,155894,175871178.5,,,None
2017-01-19,'000832,中证转债,281.8623,282.5067,281.5059,282.0391,282.051,-0.1887,-0.0669,,174403,200870840.5,,,None
2017-01-18,'000832,中证转债,282.051,282.9246,281.9182,282.6874,282.6386,-0.5876,-0.2079,,185526,208883419.8,,,None
2017-01-17,'000832,中证转债,282.6386,282.9642,281.6214,282.183,282.0573,0.5813,0.2061,,217072,247436624.4,,,None
2017-01-16,'000832,中证转债,282.0573,284.3928,281.6121,284.3892,284.2014,-2.1441,-0.7544,,204570,235835316.2,,,None
2017-01-13,'000832,中证转债,284.2014,285.0092,283.6769,285.0092,285.0092,-0.8078,-0.2834,,173652,200551957.9,,,None
2017-01-12,'000832,中证转债,285.0092,286.0424,284.8288,285.6577,285.5784,-0.5692,-0.1993,,204675,240115889.0,,,None
2017-01-11,'000832,中证转债,285.5784,286.8188,285.5784,286.4516,286.4511,-0.8727,-0.3047,,201818,235919144.7,,,None
2017-01-10,'000832,中证转债,286.4511,287.5312,286.3322,287.0004,287.0139,-0.5628,-0.1961,,299970,351143470.0,,,None
2017-01-09,'000832,中证转债,287.0139,287.0209,285.6805,285.6805,285.6805,1.3334,0.4667,,274354,319914570.5,,,None
2017-01-06,'000832,中证转债,285.6805,286.5544,285.4622,286.1826,286.0264,-0.3459,-0.1209,,156390,183621849.3,,,None
2017-01-05,'000832,中证转债,286.0264,287.0781,285.8382,285.8996,285.8681,0.1583,0.0554,,373914,432362867.8,,,None
2017-01-04,'000832,中证转债,285.8681,285.9333,284.0252,284.0814,284.1168,1.7513,0.6164,,207579,241999687.0,,,None
2017-01-03,'000832,中证转债,284.1168,284.7913,283.2226,283.3437,283.3437,0.7731,0.2728,,153476,181053873.4,,,None
2016-12-30,'000832,中证转债,283.3437,283.4916,282.2269,282.3999,282.4894,0.8543,0.3024,,201860,231507005.0,,,None
2016-12-29,'000832,中证转债,282.4894,282.8777,281.9546,282.3265,281.9795,0.5099,0.1808,,195289,224145752.0,,,None
2016-12-28,'000832,中证转债,281.9795,283.63,281.6026,283.1878,283.257,-1.2775,-0.451,,201496,235383595.7,,,None
2016-12-27,'000832,中证转债,283.257,283.9352,282.8286,283.0018,283.1436,0.1134,0.0401,,301115,354370967.9,,,None
2016-12-26,'000832,中证转债,283.1436,283.3073,281.087,283.0932,283.1617,-0.0181,-0.0064,,255928,299707093.2,,,None
2016-12-23,'000832,中证转债,283.1617,283.4776,282.2962,282.9257,282.9901,0.1716,0.0606,,352008,415815317.7,,,None
2016-12-22,'000832,中证转债,282.9901,283.4656,280.8607,281.2743,280.9924,1.9977,0.7109,,424306,487021613.8,,,None
2016-12-21,'000832,中证转债,280.9924,281.2888,276.9558,276.9558,276.6619,4.3305,1.5653,,651031,748255232.6,,,None
2016-12-20,'000832,中证转债,276.6619,279.2533,276.1363,279.012,279.0156,-2.3537,-0.8436,,600089,675740112.5,,,None
2016-12-19,'000832,中证转债,279.0156,282.1216,278.8918,282.0714,282.2004,-3.1848,-1.1286,,458867,537705221.5,,,None
2016-12-16,'000832,中证转债,282.2004,282.2689,280.0653,280.0653,280.0602,2.1402,0.7642,,545015,644259244.3,,,None
2016-12-15,'000832,中证转债,280.0602,283.3079,279.7151,283.3079,283.3047,-3.2445,-1.1452,,1073489,1239148907.1,,,None
2016-12-14,'000832,中证转债,283.3047,284.6273,283.2938,284.4415,284.4107,-1.106,-0.3889,,308084,360106756.9,,,None
2016-12-13,'000832,中证转债,284.4107,287.6395,283.448,287.3903,286.8066,-2.3959,-0.8354,,669402,781306288.9,,,None
2016-12-12,'000832,中证转债,286.8066,293.81,286.3787,293.5236,293.5236,-6.717,-2.2884,,338542,397474426.0,,,None
2016-12-09,'000832,中证转债,293.5236,294.4248,293.211,294.1109,293.8057,-0.2821,-0.096,,121616,146381143.6,,,None
2016-12-08,'000832,中证转债,293.8057,294.2475,292.9322,292.9847,292.9834,0.8223,0.2807,,138420,167792613.4,,,None
2016-12-07,'000832,中证转债,292.9834,293.3102,290.4704,291.2549,291.3481,1.6353,0.5613,,208041,251392986.9,,,None
2016-12-06,'000832,中证转债,291.3481,293.6049,290.9297,292.5159,293.0425,-1.6944,-0.5782,,470456,556235624.2,,,None
2016-12-05,'000832,中证转债,293.0425,297.6714,292.84,297.6192,297.6192,-4.5767,-1.5378,,376262,459082174.0,,,None
2016-12-02,'000832,中证转债,297.6192,299.0776,297.538,298.9093,298.9452,-1.326,-0.4436,,162346,201718164.2,,,None
2016-12-01,'000832,中证转债,298.9452,300.5091,298.6237,300.3298,300.3298,-1.3846,-0.461,,169488,207316639.9,,,None
2016-11-30,'000832,中证转债,300.3298,302.4147,299.7457,302.3825,302.3825,-2.0527,-0.6788,,355414,441175422.1,,,None
2016-11-29,'000832,中证转债,302.3825,303.5428,302.0752,303.5428,303.5428,-1.1603,-0.3823,,251466,307466237.7,,,None
2016-11-28,'000832,中证转债,303.5428,303.8575,303.0429,303.1001,303.1001,0.4427,0.1461,,161404,200264003.8,,,None
2016-11-25,'000832,中证转债,303.1001,303.1761,301.9771,302.8928,302.8512,0.2489,0.0822,,163813,203170860.4,,,None
2016-11-24,'000832,中证转债,302.8512,303.4727,302.604,302.7217,302.7249,0.1263,0.0417,,142232,178947457.3,,,None
2016-11-23,'000832,中证转债,302.7249,303.4631,302.5091,302.9132,302.9132,-0.1883,-0.0622,,165535,205112734.6,,,None
2016-11-22,'000832,中证转债,302.9132,303.2516,302.0991,302.1663,302.1135,0.7997,0.2647,,127510,161592662.3,,,None
2016-11-21,'000832,中证转债,302.1135,302.6759,301.9427,302.1321,302.1514,-0.0379,-0.0125,,137903,169160971.0,,,None
2016-11-18,'000832,中证转债,302.1514,302.8885,301.7205,302.4967,302.4967,-0.3453,-0.1142,,128807,158447874.5,,,None
2016-11-17,'000832,中证转债,302.4967,302.6609,301.9971,302.3872,302.3872,0.1095,0.0362,,85670,106700654.9,,,None
2016-11-16,'000832,中证转债,302.3872,302.714,301.9076,302.3695,302.3695,0.0177,0.0059,,202677,247432522.7,,,None
2016-11-15,'000832,中证转债,302.3695,303.2734,302.019,303.0572,303.0572,-0.6877,-0.2269,,270540,330351342.5,,,None
2016-11-14,'000832,中证转债,303.0572,303.5536,302.3006,302.3006,302.3102,0.747,0.2471,,404002,498032614.9,,,None
2016-11-11,'000832,中证转债,302.3102,302.6699,301.3308,301.42,301.42,0.8902,0.2953,,413794,517800191.7,,,None
2016-11-10,'000832,中证转债,301.42,301.5581,300.3833,300.3833,300.2746,1.1454,0.3815,,236368,298892986.6,,,None
2016-11-09,'000832,中证转债,300.2746,300.9598,300.0892,300.5866,300.5822,-0.3076,-0.1023,,214690,262179222.6,,,None
2016-11-08,'000832,中证转债,300.5822,300.951,300.1528,300.1698,300.1698,0.4124,0.1374,,273904,344345496.6,,,None
2016-11-07,'000832,中证转债,300.1698,300.4942,299.539,299.708,299.708,0.4618,0.1541,,236106,291782161.2,,,None
2016-11-04,'000832,中证转债,299.708,300.3942,298.8513,298.9001,298.9001,0.8079,0.2703,,370585,456943240.2,,,None
2016-11-03,'000832,中证转债,298.9001,299.1126,298.0664,298.2056,298.2056,0.6945,0.2329,,199464,242128825.0,,,None
2016-11-02,'000832,中证转债,298.2056,298.5829,298.0567,298.5464,298.5297,-0.3241,-0.1086,,118017,148813993.1,,,None
2016-11-01,'000832,中证转债,298.5297,299.3655,298.0855,299.3072,298.2886,0.2411,0.0808,,198934,240775934.8,,,None
2016-10-31,'000832,中证转债,298.2886,298.4986,297.5443,298.4446,298.4446,-0.156,-0.0523,,71014,91138932.5,,,None
2016-10-28,'000832,中证转债,298.4446,298.6307,297.5561,297.5699,297.5699,0.8747,0.2939,,121497,151153862.0,,,None
2016-10-27,'000832,中证转债,297.5699,298.2993,297.3615,298.2347,298.2417,-0.6718,-0.2253,,130902,163334260.1,,,None
2016-10-26,'000832,中证转债,298.2417,299.0561,297.8667,298.8368,298.8174,-0.5757,-0.1927,,103021,128850725.1,,,None
2016-10-25,'000832,中证转债,298.8174,299.0345,298.563,298.8737,298.8737,-0.0563,-0.0188,,167978,204740632.2,,,None
2016-10-24,'000832,中证转债,298.8737,299.343,297.8253,297.8583,297.8583,1.0154,0.3409,,242878,305371149.0,,,None
2016-10-21,'000832,中证转债,297.8583,298.6847,297.5871,297.8142,297.8142,0.0441,0.0148,,85205,104123099.3,,,None
2016-10-20,'000832,中证转债,297.8142,298.0093,297.1105,297.1938,297.1938,0.6204,0.2088,,151515,187280945.9,,,None
2016-10-19,'000832,中证转债,297.1938,297.3245,296.4575,296.5274,296.6987,0.4951,0.1669,,244066,310685634.2,,,None
2016-10-18,'000832,中证转债,296.6987,296.803,295.2745,295.4215,295.4098,1.2889,0.4363,,119690,148156421.2,,,None
2016-10-17,'000832,中证转债,295.4098,295.8279,295.1429,295.5053,295.5053,-0.0955,-0.0323,,99953,123383027.3,,,None
2016-10-14,'000832,中证转债,295.5053,295.5138,295.0138,295.2724,295.2724,0.2329,0.0789,,141085,171181275.2,,,None
2016-10-13,'000832,中证转债,295.2724,295.5664,294.7959,295.2905,295.2786,-0.0062,-0.0021,,326052,397707012.9,,,None
2016-10-12,'000832,中证转债,295.2786,295.2942,294.9006,295.1259,295.1259,0.1527,0.0517,,104387,127297221.7,,,None
2016-10-11,'000832,中证转债,295.1259,295.1519,294.6117,294.7596,294.7334,0.3925,0.1332,,125462,154109657.1,,,None
2016-10-10,'000832,中证转债,294.7334,294.756,294.1401,294.4042,294.4042,0.3292,0.1118,,151869,184823086.6,,,None
2016-09-30,'000832,中证转债,294.4042,294.5501,293.7666,293.8486,293.8486,0.5556,0.1891,,54777,65365236.4,,,None
2016-09-29,'000832,中证转债,293.8486,294.1344,293.201,293.2566,293.2566,0.592,0.2019,,97930,119096097.1,,,None
2016-09-28,'000832,中证转债,293.2566,293.5235,293.0647,293.2872,293.2367,0.0199,0.0068,,117149,145634509.6,,,None
2016-09-27,'000832,中证转债,293.2367,293.7349,292.78,293.4728,293.476,-0.2393,-0.0815,,90085,108405319.2,,,None
2016-09-26,'000832,中证转债,293.476,294.9159,293.1893,294.9159,294.9159,-1.4399,-0.4882,,102931,125732050.6,,,None
2016-09-23,'000832,中证转债,294.9159,295.4174,294.7847,295.0281,294.9631,-0.0472,-0.016,,61265,74104183.4,,,None
2016-09-22,'000832,中证转债,294.9631,295.1097,294.2827,294.2827,294.3063,0.6568,0.2232,,156587,195302529.8,,,None
2016-09-21,'000832,中证转债,294.3063,294.5364,293.5659,294.0602,294.0602,0.2461,0.0837,,99038,117426197.4,,,None
2016-09-20,'000832,中证转债,294.0602,294.6681,293.299,294.3941,294.3941,-0.3339,-0.1134,,192656,233995780.9,,,None
2016-09-19,'000832,中证转债,294.3941,294.7266,293.8225,294.1594,293.9216,0.4725,0.1608,,126091,151452368.7,,,None
2016-09-14,'000832,中证转债,293.9216,294.6885,293.7088,294.1698,294.1698,-0.2482,-0.0844,,76469,89925032.8,,,None
2016-09-13,'000832,中证转债,294.1698,294.7657,293.8523,293.9465,293.9529,0.2169,0.0738,,132085,163367955.0,,,None
2016-09-12,'000832,中证转债,293.9529,295.9603,293.7875,295.9603,296.1695,-2.2166,-0.7484,,205858,249299772.2,,,None
2016-09-09,'000832,中证转债,296.1695,296.7982,296.0943,296.2158,296.2158,-0.0463,-0.0156,,103917,131227754.5,,,None
2016-09-08,'000832,中证转债,296.2158,296.232,295.521,295.7263,295.7263,0.4895,0.1655,,151481,193154361.8,,,None
2016-09-07,'000832,中证转债,295.7263,296.4284,294.5913,294.699,294.5696,1.1567,0.3927,,227505,278442675.2,,,None
2016-09-06,'000832,中证转债,294.5696,294.8324,293.0184,293.067,293.0603,1.5093,0.515,,299169,366320136.0,,,None
2016-09-05,'000832,中证转债,293.0603,293.5584,292.4013,292.4013,292.4013,0.659,0.2254,,144383,175344701.6,,,None
2016-09-02,'000832,中证转债,292.4013,293.421,291.894,292.4342,292.3536,0.0477,0.0163,,303960,372313938.3,,,None
2016-09-01,'000832,中证转债,292.3536,293.2134,292.2387,292.7465,292.7465,-0.3929,-0.1342,,151013,183505689.8,,,None
2016-08-31,'000832,中证转债,292.7465,293.2802,292.4097,292.9317,292.9317,-0.1852,-0.0632,,172132,208019121.6,,,None
2016-08-30,'000832,中证转债,292.9317,294.127,292.8151,293.4127,293.4249,-0.4932,-0.1681,,133354,158723179.1,,,None
2016-08-29,'000832,中证转债,293.4249,294.3867,293.3209,294.1667,294.1543,-0.7294,-0.248,,103304,124820941.8,,,None
2016-08-26,'000832,中证转债,294.1543,294.774,293.897,294.257,294.2537,-0.0994,-0.0338,,120221,144617098.1,,,None
2016-08-25,'000832,中证转债,294.2537,294.479,292.9562,294.375,294.3283,-0.0746,-0.0253,,225427,271241439.8,,,None
2016-08-24,'000832,中证转债,294.3283,295.266,294.0778,294.8774,294.8768,-0.5485,-0.186,,205338,243154734.6,,,None
2016-08-23,'000832,中证转债,294.8768,296.4208,294.6896,296.2428,296.3266,-1.4498,-0.4893,,146149,176863751.6,,,None
2016-08-22,'000832,中证转债,296.3266,297.9134,296.3222,297.7259,297.7506,-1.424,-0.4783,,186931,222755299.5,,,None
2016-08-19,'000832,中证转债,297.7506,298.1227,296.6397,297.6889,297.7043,0.0463,0.0156,,275707,335642640.2,,,None
2016-08-18,'000832,中证转债,297.7043,298.2347,295.4647,295.4944,295.5148,2.1895,0.7409,,369100,463258364.2,,,None
2016-08-17,'000832,中证转债,295.5148,295.9145,294.8532,295.6683,295.6813,-0.1665,-0.0563,,392266,469185245.2,,,None
2016-08-16,'000832,中证转债,295.6813,296.1981,295.3245,295.3752,295.7686,-0.0873,-0.0295,,658192,783862247.2,,,None
2016-08-15,'000832,中证转债,295.7686,296.1447,291.0998,291.0998,291.076,4.6926,1.6122,,934470,1124183649.2,,,None
2016-08-12,'000832,中证转债,291.076,291.2677,289.7702,290.0336,290.0468,1.0292,0.3548,,324265,386765968.8,,,None
2016-08-11,'000832,中证转债,290.0468,290.7132,289.986,290.3325,290.3325,-0.2857,-0.0984,,207300,248678813.7,,,None
2016-08-10,'000832,中证转债,290.3325,290.6186,290.085,290.2008,290.2751,0.0574,0.0198,,119823,143175486.1,,,None
2016-08-09,'000832,中证转债,290.2751,290.3599,288.7978,289.0138,288.8547,1.4204,0.4917,,229707,274325549.6,,,None
2016-08-08,'000832,中证转债,288.8547,288.9184,287.9509,288.2434,288.2826,0.5721,0.1985,,221910,261852709.5,,,None
2016-08-05,'000832,中证转债,288.2826,288.6125,287.7854,287.8395,287.8922,0.3904,0.1356,,297305,343282819.8,,,None
2016-08-04,'000832,中证转债,287.8922,288.0203,286.9056,287.0816,287.1756,0.7166,0.2495,,120697,144175298.9,,,None
2016-08-03,'000832,中证转债,287.1756,287.7168,285.667,286.0193,285.8671,1.3085,0.4577,,134339,157076544.6,,,None
2016-08-02,'000832,中证转债,285.8671,285.9613,285.131,285.2651,285.2651,0.602,0.211,,132336,154843539.0,,,None
2016-08-01,'000832,中证转债,285.2651,286.2275,284.6183,286.0116,285.9004,-0.6353,-0.2222,,203970,240800457.8,,,None
2016-07-29,'000832,中证转债,285.9004,288.6012,285.8657,287.9769,287.9356,-2.0352,-0.7068,,232726,281028351.3,,,None
2016-07-28,'000832,中证转债,287.9356,288.7487,287.2897,287.9469,287.9407,-0.0051,-0.0018,,333370,402081161.5,,,None
2016-07-27,'000832,中证转债,287.9407,290.5433,287.1545,289.7491,289.7088,-1.7681,-0.6103,,345685,409751996.4,,,None
2016-07-26,'000832,中证转债,289.7088,289.8505,288.099,288.138,288.3071,1.4017,0.4862,,251869,299843178.0,,,None
2016-07-25,'000832,中证转债,288.3071,289.5459,288.208,289.1965,289.236,-0.9289,-0.3212,,241584,288276008.0,,,None
2016-07-22,'000832,中证转债,289.236,290.8041,289.1047,289.8318,290.0374,-0.8014,-0.2763,,236438,280034584.0,,,None
2016-07-21,'000832,中证转债,290.0374,291.2083,287.9757,287.9757,288.0276,2.0098,0.6978,,516334,625846182.1,,,None
2016-07-20,'000832,中证转债,288.0276,288.3933,286.9416,287.1434,287.3367,0.6909,0.2404,,297720,359539187.0,,,None
2016-07-19,'000832,中证转债,287.3367,288.5275,286.9435,287.9999,288.0029,-0.6662,-0.2313,,223640,262146113.9,,,None
2016-07-18,'000832,中证转债,288.0029,289.1972,287.8156,288.8728,288.847,-0.8441,-0.2922,,187513,219919702.0,,,None
2016-07-15,'000832,中证转债,288.847,290.1008,288.7344,289.4897,289.4485,-0.6015,-0.2078,,146277,171092344.4,,,None
2016-07-14,'000832,中证转债,289.4485,290.0185,288.9239,289.3505,289.3666,0.0819,0.0283,,367714,439385806.5,,,None
2016-07-13,'000832,中证转债,289.3666,289.5005,286.2903,286.5754,286.0452,3.3214,1.1611,,725437,852844261.8,,,None
2016-07-12,'000832,中证转债,286.0452,286.0887,284.159,285.4074,285.4074,0.6378,0.2235,,475569,558496872.8,,,None
2016-07-11,'000832,中证转债,285.4074,286.5819,285.3534,286.0734,286.0734,-0.666,-0.2328,,343481,401123701.3,,,None
2016-07-08,'000832,中证转债,286.0734,287.8982,285.5237,287.8982,288.0739,-2.0005,-0.6944,,510842,600394226.7,,,None
2016-07-07,'000832,中证转债,288.0739,288.4823,287.1372,288.1947,288.1627,-0.0888,-0.0308,,448494,533832003.4,,,None
2016-07-06,'000832,中证转债,288.1627,288.2429,286.6861,287.3907,287.3511,0.8116,0.2824,,364863,434800415.1,,,None
2016-07-05,'000832,中证转债,287.3511,288.3812,285.8266,286.1922,286.162,1.1891,0.4155,,613591,715575387.3,,,None
2016-07-04,'000832,中证转债,286.162,286.3604,282.565,282.6533,282.7261,3.4359,1.2153,,554426,651294082.0,,,None
2016-07-01,'000832,中证转债,282.7261,283.0346,282.3483,282.8972,282.8972,-0.1711,-0.0605,,133849,155168019.8,,,None
2016-06-30,'000832,中证转债,282.8972,283.1851,282.3607,283.092,283.1468,-0.2496,-0.0882,,340606,401833143.0,,,None
2016-06-29,'000832,中证转债,283.1468,283.3101,281.8723,281.9975,281.9364,1.2104,0.4293,,431715,508073096.6,,,None
2016-06-28,'000832,中证转债,281.9364,281.9947,280.8386,281.5225,281.5225,0.4139,0.147,,203384,242941145.5,,,None
2016-06-27,'000832,中证转债,281.5225,281.5387,280.9767,281.2296,281.2296,0.2929,0.1041,,155562,182116036.8,,,None
2016-06-24,'000832,中证转债,281.2296,282.0159,280.1999,281.7803,281.77,-0.5404,-0.1918,,222175,261147653.3,,,None
2016-06-23,'000832,中证转债,281.77,281.789,280.5946,281.1307,281.0688,0.7012,0.2495,,266227,318585516.6,,,None
2016-06-22,'000832,中证转债,281.0688,281.1407,280.2706,280.4567,280.5297,0.5391,0.1922,,173460,204579197.6,,,None
2016-06-21,'000832,中证转债,280.5297,281.0791,280.0677,280.5219,280.4284,0.1013,0.0361,,204569,252906767.1,,,None
2016-06-20,'000832,中证转债,280.4284,280.871,279.9909,280.515,280.499,-0.0706,-0.0252,,129472,148494284.9,,,None
2016-06-17,'000832,中证转债,280.499,281.3938,280.4545,280.5829,280.5829,-0.0839,-0.0299,,199966,233970637.7,,,None
2016-06-16,'000832,中证转债,280.5829,281.5469,280.2707,281.3799,281.4003,-0.8174,-0.2905,,256673,315955148.7,,,None
2016-06-15,'000832,中证转债,281.4003,281.8402,279.8121,280.2282,280.2356,1.1647,0.4156,,194594,234528611.1,,,None
2016-06-14,'000832,中证转债,280.2356,280.3009,279.3625,279.8084,279.8084,0.4272,0.1527,,156918,180081982.2,,,None
2016-06-13,'000832,中证转债,279.8084,280.9379,279.7226,280.9237,280.961,-1.1526,-0.4102,,182083,208320213.9,,,None
