ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'000729,Ñà¾©Æ¡¾Æ,6.01,6.04,5.95,5.99,6.06,-0.05,-0.8251,0.385,9662140,57996427.49,16939421439.4,15082844248.7
2020-03-25,'000729,Ñà¾©Æ¡¾Æ,6.06,6.07,5.9,6.05,5.93,0.13,2.1922,1.0705,26866617,161252675.96,17080348406.5,15208325482.0
2020-03-24,'000729,Ñà¾©Æ¡¾Æ,5.93,5.95,5.62,5.62,5.56,0.37,6.6547,0.9658,24236877,141631420.59,16713938292.1,14882074275.3
2020-03-23,'000729,Ñà¾©Æ¡¾Æ,5.56,5.65,5.45,5.5,5.61,-0.05,-0.8913,0.4241,10643480,59075015.46,15671078736.0,13953513148.5
2020-03-20,'000729,Ñà¾©Æ¡¾Æ,5.61,5.63,5.48,5.49,5.48,0.13,2.3723,0.4554,11428314,63382402.66,15812005703.0,14078994381.9
2020-03-19,'000729,Ñà¾©Æ¡¾Æ,5.48,5.54,5.37,5.5,5.52,-0.04,-0.7246,0.5099,12796309,69755832.64,15445595588.7,13752743175.2
2020-03-18,'000729,Ñà¾©Æ¡¾Æ,5.52,5.73,5.47,5.7,5.66,-0.14,-2.4735,0.7403,18578147,104152126.4,15558337162.3,13853128161.8
2020-03-17,'000729,Ñà¾©Æ¡¾Æ,5.66,5.83,5.59,5.73,5.72,-0.06,-1.049,0.4817,12089988,68529942.82,15952932670.1,14204475615.2
2020-03-16,'000729,Ñà¾©Æ¡¾Æ,5.72,5.94,5.7,5.93,5.88,-0.16,-2.7211,0.4901,12298779,71512081.83,16122045030.5,14355053095.2
2020-03-13,'000729,Ñà¾©Æ¡¾Æ,5.88,5.96,5.72,5.8,5.95,-0.07,-1.1765,0.5253,13182050,76805578.06,16573011325.1,14756593042.0
2020-03-12,'000729,Ñà¾©Æ¡¾Æ,5.95,6.03,5.92,6.02,6.06,-0.11,-1.8152,0.3132,7860854,46880230.06,16770309079.0,14932266768.6
2020-03-11,'000729,Ñà¾©Æ¡¾Æ,6.06,6.16,6.05,6.11,6.1,-0.04,-0.6557,0.3788,9505768,57936821.44,17080348406.5,15208325482.0
2020-03-10,'000729,Ñà¾©Æ¡¾Æ,6.1,6.14,5.93,5.93,6.01,0.09,1.4975,0.5052,12678020,76717673.42,17193089980.1,15308710468.7
2020-03-09,'000729,Ñà¾©Æ¡¾Æ,6.01,6.16,5.99,6.16,6.19,-0.18,-2.9079,0.5109,12821830,77501176.18,16939421439.4,15082844248.7
2020-03-06,'000729,Ñà¾©Æ¡¾Æ,6.19,6.25,6.15,6.19,6.23,-0.04,-0.6421,0.368,9235617,57182166.54,17446758520.8,15534576688.7
2020-03-05,'000729,Ñà¾©Æ¡¾Æ,6.23,6.27,6.13,6.15,6.11,0.12,1.964,0.4744,11905543,73921321.42,17559500094.4,15634961675.4
2020-03-04,'000729,Ñà¾©Æ¡¾Æ,6.11,6.11,5.99,6.03,6.05,0.06,0.9917,0.3114,7815285,47393078.93,17221275373.5,15333806715.4
2020-03-03,'000729,Ñà¾©Æ¡¾Æ,6.05,6.12,6.02,6.08,6.0,0.05,0.8333,0.4026,10104701,61357401.45,17052163013.0,15183229235.4
2020-03-02,'000729,Ñà¾©Æ¡¾Æ,6.0,6.05,5.85,5.85,5.85,0.15,2.5641,0.4043,10147128,60808126.77,16911236046.0,15057748002.0
