日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-26,'300451,创业慧康,24.4,24.65,23.31,23.5,23.72,0.68,2.8668,3.55,23731663,576732730.16,18049934770.0,16311282123.6
2020-03-25,'300451,创业慧康,23.72,24.28,23.52,23.7,23.16,0.56,2.418,2.5178,16831234,402282631.14,17546903801.0,15856705408.7
2020-03-24,'300451,创业慧康,23.16,23.16,22.29,22.8,22.28,0.88,3.9497,2.1998,14705857,334754245.04,17132643003.0,15482348114.0
2020-03-23,'300451,创业慧康,22.28,22.87,21.88,22.05,22.81,-0.53,-2.3235,2.2572,15089111,336943795.02,16481661749.0,14894072365.3
2020-03-20,'300451,创业慧康,22.81,22.82,21.82,22.19,21.84,0.97,4.4414,2.6362,17623017,394544175.73,16873730004.2,15248374804.9
2020-03-19,'300451,创业慧康,21.84,22.03,21.0,21.66,21.6,0.24,1.1111,2.4888,16637788,358743126.84,16156171122.0,14599934491.0
2020-03-18,'300451,创业慧康,21.6,22.95,21.58,22.48,22.39,-0.79,-3.5284,2.6434,17671161,396237126.98,15978630780.0,14439495650.4
2020-03-17,'300451,创业慧康,22.39,22.8,21.1,21.9,21.16,1.23,5.8129,3.7353,24970573,549114555.53,16563034405.8,14967606833.9
2020-03-16,'300451,创业慧康,21.16,23.17,20.99,22.95,22.71,-1.55,-6.8252,2.4026,16061446,354504914.9,15653140153.0,14145357776.0
2020-03-13,'300451,创业慧康,22.71,23.3,21.01,21.08,22.36,0.35,1.5653,2.8092,18779071,418533741.44,16799754861.8,15181525288.0
2020-03-12,'300451,创业慧康,22.36,23.08,22.0,22.2,22.52,-0.16,-0.7105,2.013,13456931,301642712.13,16540841863.0,14947551978.8
2020-03-11,'300451,创业慧康,22.52,23.7,22.49,23.33,23.34,-0.82,-3.5133,2.147,14352524,330805446.74,16659202091.0,15054511205.9
2020-03-10,'300451,创业慧康,23.34,23.46,21.8,22.1,22.03,1.31,5.9464,3.9777,26590420,604961287.72,17265798259.5,15602677244.5
2020-03-09,'300451,创业慧康,22.03,23.88,22.0,23.59,24.25,-2.22,-9.1546,4.5396,30347286,692405117.93,16296723892.8,14726948573.1
2020-03-06,'300451,创业慧康,24.25,25.25,24.05,24.49,24.43,-0.18,-0.7368,3.4513,23071862,566071310.09,17938972056.2,16211007848.2
2020-03-05,'300451,创业慧康,24.43,26.26,24.11,26.25,25.68,-1.25,-4.8676,5.6023,37450912,928405723.84,18072127312.8,16331336978.7
2020-03-04,'300451,创业慧康,25.68,27.66,25.07,27.31,27.29,-1.61,-5.8996,6.0297,40308566,1051042831.06,18996816594.0,17166955939.9
2020-03-03,'300451,创业慧康,27.29,28.96,26.57,27.88,26.33,0.96,3.646,8.1888,54741579,1532221387.16,20187816388.2,18243233162.0
2020-03-02,'300451,创业慧康,26.33,26.33,24.78,25.08,23.94,2.39,9.9833,4.4227,29565602,763872982.44,19477655020.2,17601477799.8
2020-02-28,'300451,创业慧康,23.94,26.21,23.78,24.18,25.32,-1.38,-5.4502,5.844,39066850,975535932.08,17709649114.5,16003774345.9
2020-02-27,'300451,创业慧康,25.32,25.91,23.65,23.95,23.55,1.77,7.5159,6.0705,40581290,1019664776.86,18730506081.0,16926297679.1
2020-02-26,'300451,创业慧康,23.55,24.42,23.4,24.24,24.94,-1.39,-5.5734,3.9531,26425983,631061579.84,17421146058.8,15743061230.0
2020-02-25,'300451,创业慧康,24.94,25.71,23.71,24.72,25.48,-0.54,-2.1193,4.5896,30680944,759236277.57,18449400539.5,16672269514.9
2020-02-24,'300451,创业慧康,25.48,26.0,24.9,25.0,25.05,0.43,1.7166,3.9733,26561032,678592480.66,18848866309.0,17033256906.1
2020-02-21,'300451,创业慧康,25.05,25.64,24.49,24.68,24.69,0.36,1.4581,3.5622,23812976,599980892.85,18530773196.2,16745803983.5
2020-02-20,'300451,创业慧康,24.69,25.08,23.88,24.71,24.83,-0.14,-0.5638,4.3724,29229134,715395970.43,18264462683.2,16505145722.6
2020-02-19,'300451,创业慧康,24.83,26.18,24.41,24.9,25.22,-0.39,-1.5464,3.3519,22407265,563362729.79,18368027882.8,16598735046.3
2020-02-18,'300451,创业慧康,25.22,25.3,24.6,24.83,24.92,0.3,1.2039,3.6538,24425772,609680667.76,18656530938.5,16859448162.2
2020-02-17,'300451,创业慧康,24.92,25.19,23.85,24.0,23.37,1.55,6.6324,4.7215,31563231,776588851.0,18434605511.0,16658899611.5
2020-02-14,'300451,创业慧康,23.37,24.49,23.25,24.18,24.5,-1.13,-4.6122,4.5819,30629486,727939068.07,17287990802.2,15622732099.5
2020-02-13,'300451,创业慧康,24.5,26.9,24.01,25.69,25.66,-1.16,-4.5207,7.0042,46822853,1175593489.92,18123909912.5,16378131640.5
2020-02-12,'300451,创业慧康,25.66,25.66,23.05,23.28,23.33,2.33,9.9871,6.0454,40413539,1011899708.8,18982021565.5,17153586036.5
2020-02-11,'300451,创业慧康,23.33,23.88,22.75,23.0,23.58,-0.25,-1.0602,3.1628,21143491,492359644.14,17258400745.2,15595992292.8
2020-02-10,'300451,创业慧康,23.58,24.44,22.81,23.8,22.78,0.8,3.5119,6.3266,42293223,1002220870.02,17443338601.5,15763116085.0
2020-02-07,'300451,创业慧康,22.78,23.2,21.89,22.51,22.54,0.24,1.0648,5.2539,35122170,791456677.08,16851537461.5,15228319949.8
2020-02-06,'300451,创业慧康,22.54,23.0,21.2,21.45,21.06,1.48,7.0275,7.8272,52324676,1166407216.48,16673997119.5,15067881109.3
2020-02-05,'300451,创业慧康,21.06,21.76,20.33,20.58,19.78,1.28,6.4712,8.0214,53622425,1131360382.89,15579165010.5,14078508259.1
2020-02-04,'300451,创业慧康,19.78,19.78,18.03,18.54,17.98,1.8,10.0111,3.3163,22169623,420403448.92,14632283186.5,13222834442.8
2020-02-03,'300451,创业慧康,17.98,19.14,17.28,17.28,19.17,-1.19,-6.2076,4.2237,28235220,512467600.43,13300730621.5,12019543138.6
2020-01-23,'300451,创业慧康,19.17,20.41,18.53,19.8,19.97,-0.8,-4.006,4.6436,31041952,602053203.4,14181034817.2,12815052389.7
2020-01-22,'300451,创业慧康,19.97,20.24,18.93,19.4,19.0,0.97,5.1053,5.0082,33479253,653706234.85,14772835957.2,13349848524.9
2020-01-21,'300451,创业慧康,19.0,19.33,18.61,18.77,18.78,0.22,1.1715,2.6186,17505275,333983540.07,14055277075.0,12701408211.0
2020-01-20,'300451,创业慧康,18.78,19.28,18.25,19.28,19.01,-0.23,-1.2099,3.0878,20642066,384392470.01,13892531761.5,12554339273.8
