»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'300753,∞Æ≈Û“Ω¡∆,40.69,41.12,39.65,39.98,39.78,0.91,2.2876,5.8258,2227300,89824521.0,3287752000.0,1555658655.85
2020-03-25,'300753,∞Æ≈Û“Ω¡∆,39.78,39.87,39.21,39.4,38.68,1.1,2.8438,3.5562,1359600,53839488.0,3214224000.0,1520867567.7
2020-03-24,'300753,∞Æ≈Û“Ω¡∆,38.68,39.16,37.79,38.8,38.23,0.45,1.1771,2.5463,973500,37491567.0,3125344000.0,1478812406.2
2020-03-23,'300753,∞Æ≈Û“Ω¡∆,38.23,38.66,37.8,38.02,39.06,-0.83,-2.1249,2.7696,1058891,40492329.67,3088984000.0,1461608021.95
2020-03-20,'300753,∞Æ≈Û“Ω¡∆,39.06,39.18,38.31,38.88,38.5,0.56,1.4545,2.9031,1109900,43061397.0,3156048000.0,1493340552.9
2020-03-19,'300753,∞Æ≈Û“Ω¡∆,38.5,39.49,37.98,38.61,38.51,-0.01,-0.026,4.7532,1817223,69587018.68,3110800000.0,1471930652.5
2020-03-18,'300753,∞Æ≈Û“Ω¡∆,38.51,40.2,38.5,39.1,38.88,-0.37,-0.9516,2.7896,1066500,42107538.0,3111608000.0,1472312972.15
2020-03-17,'300753,∞Æ≈Û“Ω¡∆,38.88,39.88,37.58,39.88,39.01,-0.13,-0.3332,2.7639,1056701,40966375.82,3141504000.0,1486458799.2
2020-03-16,'300753,∞Æ≈Û“Ω¡∆,39.01,41.55,39.01,40.6,40.39,-1.38,-3.4167,3.6606,1399527,56166468.63,3152008000.0,1491428954.65
2020-03-13,'300753,∞Æ≈Û“Ω¡∆,40.39,41.19,39.1,39.15,41.65,-1.26,-3.0252,3.8866,1485928,59460471.15,3263512000.0,1544189066.35
2020-03-12,'300753,∞Æ≈Û“Ω¡∆,41.65,42.55,41.0,41.86,42.6,-0.95,-2.23,3.1149,1190869,49689874.4,3365320000.0,1592361342.25
2020-03-11,'300753,∞Æ≈Û“Ω¡∆,42.6,43.58,42.52,43.56,43.52,-0.92,-2.114,3.5593,1360791,58726779.01,3442080000.0,1628681709.0
2020-03-10,'300753,∞Æ≈Û“Ω¡∆,43.52,43.89,41.08,43.0,43.62,-0.1,-0.2293,6.4458,2464369,104780117.53,3516416000.0,1663855116.8
2020-03-09,'300753,∞Æ≈Û“Ω¡∆,43.62,44.88,43.32,43.7,44.27,-0.65,-1.4683,3.9399,1506303,66390983.38,3524496000.0,1667678313.3
2020-03-06,'300753,∞Æ≈Û“Ω¡∆,44.27,45.44,44.1,44.2,44.87,-0.6,-1.3372,4.9268,1883603,84073243.03,3577016000.0,1692529090.55
2020-03-05,'300753,∞Æ≈Û“Ω¡∆,44.87,45.03,43.2,43.85,43.28,1.59,3.6738,8.4327,3223968,141973868.16,3625496000.0,1715468269.55
2020-03-04,'300753,∞Æ≈Û“Ω¡∆,43.28,44.2,42.3,43.86,43.85,-0.57,-1.2999,7.0308,2688000,115990509.19,3497024000.0,1654679445.2
2020-03-03,'300753,∞Æ≈Û“Ω¡∆,43.85,45.25,43.61,44.3,43.51,0.34,0.7814,6.4094,2450436,108678586.72,3543080000.0,1676471665.25
