»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'600497,≥€∫Í–ø’‡,3.61,3.74,3.47,3.51,3.51,0.1,2.849,1.5091,65041891,234804230.0,18379562560.5,15558732451.5
2020-03-25,'600497,≥€∫Í–ø’‡,3.51,3.56,3.5,3.53,3.47,0.04,1.1527,0.8385,36137876,127415242.0,17870433403.7,15127742632.9
2020-03-24,'600497,≥€∫Í–ø’‡,3.47,3.53,3.43,3.46,3.39,0.08,2.3599,0.801,34521876,119535342.0,17666781741.0,14955346705.4
2020-03-23,'600497,≥€∫Í–ø’‡,3.39,3.43,3.36,3.38,3.44,-0.05,-1.4535,0.6092,26254716,89073160.0,17259478415.5,14610554850.5
2020-03-20,'600497,≥€∫Í–ø’‡,3.44,3.44,3.38,3.43,3.4,0.04,1.1765,0.5377,23173760,79101125.0,17514042993.9,14826049759.8
2020-03-19,'600497,≥€∫Í–ø’‡,3.4,3.44,3.36,3.4,3.43,-0.03,-0.8746,0.7869,33915134,115198696.0,17310391331.2,14653653832.4
2020-03-18,'600497,≥€∫Í–ø’‡,3.43,3.53,3.42,3.51,3.5,-0.07,-2.0,0.7485,32260516,112396903.0,17463130078.2,14782950778.0
2020-03-17,'600497,≥€∫Í–ø’‡,3.5,3.57,3.42,3.51,3.52,-0.02,-0.5682,0.8257,35585279,124138926.0,17819520488.0,15084643651.0
2020-03-16,'600497,≥€∫Í–ø’‡,3.52,3.64,3.51,3.62,3.61,-0.09,-2.4931,0.8347,35975885,128891492.0,17921346319.4,15170841614.7
2020-03-13,'600497,≥€∫Í–ø’‡,3.61,3.64,3.48,3.51,3.67,-0.06,-1.6349,0.9006,38814282,138283138.0,18379562560.5,15558732451.5
2020-03-12,'600497,≥€∫Í–ø’‡,3.67,3.72,3.65,3.68,3.74,-0.07,-1.8717,0.753,32454830,119214204.0,18685040054.6,15817326342.6
2020-03-11,'600497,≥€∫Í–ø’‡,3.74,3.81,3.73,3.8,3.79,-0.05,-1.3193,0.9874,42554364,160675354.0,19041430464.3,16119019215.6
