ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'601928,·ï»Ë´«Ã½,6.68,6.72,6.65,6.71,6.72,-0.04,-0.5952,0.1685,4287850,28658916.0,16999932000.0,16999932000.0
2020-03-25,'601928,·ï»Ë´«Ã½,6.72,6.77,6.67,6.73,6.63,0.09,1.3575,0.2485,6324581,42516235.0,17101728000.0,17101728000.0
2020-03-24,'601928,·ï»Ë´«Ã½,6.63,6.69,6.59,6.6,6.55,0.08,1.2214,0.2194,5584030,37070642.0,16872687000.0,16872687000.0
2020-03-23,'601928,·ï»Ë´«Ã½,6.55,6.68,6.5,6.63,6.76,-0.21,-3.1065,0.212,5394300,35531174.0,16669095000.0,16669095000.0
2020-03-20,'601928,·ï»Ë´«Ã½,6.76,6.77,6.66,6.72,6.68,0.08,1.1976,0.1632,4153306,27900031.0,17203524000.0,17203524000.0
2020-03-19,'601928,·ï»Ë´«Ã½,6.68,6.73,6.56,6.66,6.67,0.01,0.1499,0.2267,5769124,38297760.0,16999932000.0,16999932000.0
2020-03-18,'601928,·ï»Ë´«Ã½,6.67,6.83,6.66,6.76,6.73,-0.06,-0.8915,0.2404,6117117,41224782.0,16974483000.0,16974483000.0
2020-03-17,'601928,·ï»Ë´«Ã½,6.73,6.82,6.62,6.66,6.67,0.06,0.8996,0.297,7558634,50495604.0,17127177000.0,17127177000.0
2020-03-16,'601928,·ï»Ë´«Ã½,6.67,6.87,6.63,6.85,6.83,-0.16,-2.3426,0.2823,7183369,48501691.0,16974483000.0,16974483000.0
2020-03-13,'601928,·ï»Ë´«Ã½,6.83,6.85,6.51,6.53,6.81,0.02,0.2937,0.3684,9375360,62860068.0,17381667000.0,17381667000.0
2020-03-12,'601928,·ï»Ë´«Ã½,6.81,6.85,6.76,6.81,6.87,-0.06,-0.8734,0.2525,6424743,43683715.0,17330769000.0,17330769000.0
2020-03-11,'601928,·ï»Ë´«Ã½,6.87,6.99,6.87,6.96,6.96,-0.09,-1.2931,0.3248,8264900,57275831.0,17483463000.0,17483463000.0
2020-03-10,'601928,·ï»Ë´«Ã½,6.96,6.98,6.77,6.8,6.86,0.1,1.4577,0.3377,8592985,59250608.0,17712504000.0,17712504000.0
2020-03-09,'601928,·ï»Ë´«Ã½,6.86,7.03,6.85,7.03,7.07,-0.21,-2.9703,0.4411,11224501,77868054.0,17458014000.0,17458014000.0
2020-03-06,'601928,·ï»Ë´«Ã½,7.07,7.11,7.05,7.05,7.15,-0.08,-1.1189,0.3064,7796684,55174866.0,17992443000.0,17992443000.0
2020-03-05,'601928,·ï»Ë´«Ã½,7.15,7.16,7.04,7.08,7.01,0.14,1.9971,0.4854,12352176,87701773.0,18196035000.0,18196035000.0
2020-03-04,'601928,·ï»Ë´«Ã½,7.01,7.02,6.92,6.92,6.96,0.05,0.7184,0.3641,9265007,64596866.0,17839749000.0,17839749000.0
2020-03-03,'601928,·ï»Ë´«Ã½,6.96,7.11,6.93,7.05,6.98,-0.02,-0.2865,0.5104,12988028,91250922.0,17712504000.0,17712504000.0
2020-03-02,'601928,·ï»Ë´«Ã½,6.98,7.04,6.82,6.82,6.8,0.18,2.6471,0.4183,10646525,73843897.0,17763402000.0,17763402000.0
2020-02-28,'601928,·ï»Ë´«Ã½,6.8,7.03,6.79,7.0,7.09,-0.29,-4.0903,0.5911,15042096,103429752.0,17305320000.0,17305320000.0
2020-02-27,'601928,·ï»Ë´«Ã½,7.09,7.12,7.02,7.04,7.05,0.04,0.5674,0.4517,11495929,81376284.0,18043341000.0,18043341000.0
2020-02-26,'601928,·ï»Ë´«Ã½,7.05,7.17,6.93,6.98,7.02,0.03,0.4274,0.5698,14499906,102619162.0,17941545000.0,17941545000.0
2020-02-25,'601928,·ï»Ë´«Ã½,7.02,7.15,6.86,7.05,7.17,-0.15,-2.0921,0.7222,18378450,128766753.0,17865198000.0,17865198000.0
2020-02-24,'601928,·ï»Ë´«Ã½,7.17,7.24,7.08,7.23,7.24,-0.07,-0.9669,0.6449,16413322,117554780.0,18246933000.0,18246933000.0
2020-02-21,'601928,·ï»Ë´«Ã½,7.24,7.34,7.2,7.23,7.28,-0.04,-0.5495,0.6532,16622204,120923191.0,18425076000.0,18425076000.0
2020-02-20,'601928,·ï»Ë´«Ã½,7.28,7.29,7.07,7.2,7.19,0.09,1.2517,0.5667,14422824,103745235.0,18526872000.0,18526872000.0
2020-02-19,'601928,·ï»Ë´«Ã½,7.19,7.38,7.18,7.38,7.42,-0.23,-3.0997,0.6059,15420653,111953963.0,18297831000.0,18297831000.0
2020-02-18,'601928,·ï»Ë´«Ã½,7.42,7.43,7.28,7.37,7.37,0.05,0.6784,0.4886,12435119,91345210.0,18883158000.0,18883158000.0
2020-02-17,'601928,·ï»Ë´«Ã½,7.37,7.42,7.19,7.2,7.21,0.16,2.2191,0.5836,14852784,109133696.0,18755913000.0,18755913000.0
2020-02-14,'601928,·ï»Ë´«Ã½,7.21,7.26,7.14,7.16,7.2,0.01,0.1389,0.3716,9456712,68200579.0,18348729000.0,18348729000.0
2020-02-13,'601928,·ï»Ë´«Ã½,7.2,7.29,7.15,7.26,7.29,-0.09,-1.2346,0.4906,12484056,90023620.0,18323280000.0,18323280000.0
2020-02-12,'601928,·ï»Ë´«Ã½,7.29,7.3,7.13,7.15,7.19,0.1,1.3908,0.4856,12358664,89162582.0,18552321000.0,18552321000.0
2020-02-11,'601928,·ï»Ë´«Ã½,7.19,7.31,7.14,7.3,7.24,-0.05,-0.6906,0.7181,18275990,131648772.0,18297831000.0,18297831000.0
2020-02-10,'601928,·ï»Ë´«Ã½,7.24,7.49,7.17,7.32,7.32,-0.08,-1.0929,0.8979,22851305,166528197.0,18425076000.0,18425076000.0
2020-02-07,'601928,·ï»Ë´«Ã½,7.32,7.77,7.22,7.71,7.54,-0.22,-2.9178,1.2746,32437960,241688218.0,18628668000.0,18628668000.0
2020-02-06,'601928,·ï»Ë´«Ã½,7.54,7.54,7.04,7.04,6.95,0.59,8.4892,1.1547,29384745,214483667.0,19188546000.0,19188546000.0
2020-02-05,'601928,·ï»Ë´«Ã½,6.95,7.06,6.71,6.78,6.78,0.17,2.5074,0.7545,19201398,132067630.0,17687055000.0,17687055000.0
2020-02-04,'601928,·ï»Ë´«Ã½,6.78,6.88,6.32,6.32,6.42,0.36,5.6075,0.7487,19052535,126724253.0,17254422000.0,17254422000.0
