ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-27,'688086,×Ï¾§´æ´¢,54.94,57.99,54.87,57.29,56.42,-1.48,-2.6232,7.3792,3221157,180060333.0,10459559774.8,2398243517.12
2020-03-26,'688086,×Ï¾§´æ´¢,56.42,57.89,55.55,56.0,58.37,-1.95,-3.3408,8.1086,3539564,200108907.0,10741324399.3,2462848548.16
2020-03-25,'688086,×Ï¾§´æ´¢,58.37,60.75,57.12,60.0,57.96,0.41,0.7074,12.0912,5278043,310835947.0,11112568330.1,2547970041.76
2020-03-24,'688086,×Ï¾§´æ´¢,57.96,59.39,55.32,57.0,54.94,3.02,5.4969,16.1019,7028795,404207386.0,11034511913.9,2530072702.08
2020-03-23,'688086,×Ï¾§´æ´¢,54.94,59.43,54.5,58.2,61.24,-6.3,-10.2874,15.6695,6840038,384711121.0,10459559774.8,2398243517.12
2020-03-20,'688086,×Ï¾§´æ´¢,61.24,63.1,60.01,63.0,63.31,-2.07,-3.2696,15.2542,6658772,408456316.0,11658963243.7,2673251419.52
2020-03-19,'688086,×Ï¾§´æ´¢,63.31,64.3,59.99,60.19,59.51,3.8,6.3855,21.8655,9544719,595088999.0,12053052954.9,2763611158.88
2020-03-18,'688086,×Ï¾§´æ´¢,59.51,63.28,58.95,61.18,61.19,-1.68,-2.7455,22.6498,9887107,605463070.0,11329603243.5,2597733376.48
2020-03-17,'688086,×Ï¾§´æ´¢,61.19,62.6,54.36,56.3,54.55,6.64,12.1723,25.4857,11125015,657537867.0,11649444168.6,2671068817.12
2020-03-16,'688086,×Ï¾§´æ´¢,54.55,60.43,54.55,57.6,57.47,-2.92,-5.0809,13.611,5941481,341321828.0,10385310988.6,2381219218.4
2020-03-13,'688086,×Ï¾§´æ´¢,57.47,59.18,54.37,55.0,59.0,-1.53,-2.5932,13.2035,5763599,326483852.0,10941224977.4,2508683198.56
2020-03-12,'688086,×Ï¾§´æ´¢,59.0,61.28,57.5,60.0,62.39,-3.39,-5.4336,17.7059,7728977,458738833.0,11232508677.0,2575470832.0
2020-03-11,'688086,×Ï¾§´æ´¢,62.39,67.5,62.0,67.2,67.3,-4.91,-7.2957,18.9216,8259658,533960662.0,11877901972.2,2723451274.72
2020-03-10,'688086,×Ï¾§´æ´¢,67.3,67.9,63.38,63.55,64.52,2.78,4.3087,14.6138,6379229,419951742.0,12812675151.9,2937782830.4
2020-03-09,'688086,×Ï¾§´æ´¢,64.52,68.93,64.34,68.91,70.37,-5.85,-8.3132,17.3354,7567255,501293857.0,12283414573.6,2816430136.96
2020-03-06,'688086,×Ï¾§´æ´¢,70.37,72.48,68.67,69.01,72.21,-1.84,-2.5481,14.4682,6315670,443834960.0,13397146366.1,3071794617.76
2020-03-05,'688086,×Ï¾§´æ´¢,72.21,79.99,72.19,77.01,70.75,1.46,2.0636,22.9488,10017621,754592822.0,13747448331.6,3152114386.08
2020-03-04,'688086,×Ï¾§´æ´¢,70.75,73.45,68.19,72.0,74.39,-3.64,-4.8931,25.3309,11057464,781157473.0,13469491337.2,3088382396.0
2020-03-03,'688086,×Ï¾§´æ´¢,74.39,79.5,67.13,69.4,68.82,5.57,8.0936,39.7245,17340560,1277129412.0,14162480008.2,3247275850.72
2020-03-02,'688086,×Ï¾§´æ´¢,68.82,72.58,68.1,71.0,67.67,1.15,1.6994,28.4885,12435801,873653372.0,13102055036.5,3004133943.36
2020-02-28,'688086,×Ï¾§´æ´¢,67.67,73.89,63.8,66.0,69.91,-2.24,-3.2041,34.9366,15250554,1049376086.0,12883116308.0,2953934088.16
2020-02-27,'688086,×Ï¾§´æ´¢,69.91,74.7,68.01,72.5,78.24,-8.33,-10.6467,41.8983,18289465,1298434979.0,13309570874.7,3051714675.68
2020-02-26,'688086,N×Ï¾§,78.24,86.98,77.8,85.0,21.49,56.75,264.0763,69.4283,30306866,2440902906.0,14895448794.7,3415336235.52
