»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'002461,÷ÈΩ≠∆°æ∆,6.77,6.78,6.4,6.48,6.56,0.21,3.2012,0.8914,19728517,131071238.78,14984233809.6,14984233809.6
2020-03-25,'002461,÷ÈΩ≠∆°æ∆,6.56,6.7,6.42,6.7,6.58,-0.02,-0.304,0.6577,14558162,95155257.46,14519434828.8,14519434828.8
2020-03-24,'002461,÷ÈΩ≠∆°æ∆,6.58,6.63,6.09,6.16,6.03,0.55,9.1211,0.7889,17461859,111581846.69,14563701398.4,14563701398.4
2020-03-23,'002461,÷ÈΩ≠∆°æ∆,6.03,6.17,6.02,6.16,6.25,-0.22,-3.52,0.2252,4984205,30426373.42,13346370734.4,13346370734.4
2020-03-20,'002461,÷ÈΩ≠∆°æ∆,6.25,6.28,5.97,6.01,5.93,0.32,5.3963,0.3318,7343801,44980037.26,13833303000.0,13833303000.0
2020-03-19,'002461,÷ÈΩ≠∆°æ∆,5.93,5.96,5.8,5.92,5.93,0.0,0.0,0.1915,4239601,24905295.06,13125037886.4,13125037886.4
2020-03-18,'002461,÷ÈΩ≠∆°æ∆,5.93,6.08,5.93,5.95,5.95,-0.02,-0.3361,0.1916,4241053,25445673.42,13125037886.4,13125037886.4
2020-03-17,'002461,÷ÈΩ≠∆°æ∆,5.95,6.21,5.78,6.07,6.12,-0.17,-2.7778,0.2605,5765694,34390320.4,13169304456.0,13169304456.0
2020-03-16,'002461,÷ÈΩ≠∆°æ∆,6.12,6.33,6.07,6.24,6.24,-0.12,-1.9231,0.2615,5788215,36075624.1,13545570297.6,13545570297.6
2020-03-13,'002461,÷ÈΩ≠∆°æ∆,6.24,6.24,5.88,5.98,6.25,-0.01,-0.16,0.247,5465994,33331641.78,13811169715.2,13811169715.2
2020-03-12,'002461,÷ÈΩ≠∆°æ∆,6.25,6.33,6.21,6.31,6.38,-0.13,-2.0376,0.1994,4412485,27639326.19,13833303000.0,13833303000.0
2020-03-11,'002461,÷ÈΩ≠∆°æ∆,6.38,6.53,6.37,6.48,6.49,-0.11,-1.6949,0.5278,7179215,46307169.64,14121035702.4,8678864159.68
2020-03-10,'002461,÷ÈΩ≠∆°æ∆,6.49,6.51,6.26,6.38,6.44,0.05,0.7764,0.4902,6668967,42670533.73,14364501835.2,8828499748.64
2020-03-09,'002461,÷ÈΩ≠∆°æ∆,6.44,6.73,6.44,6.73,6.77,-0.33,-4.8744,0.6184,8412874,54858724.36,14253835411.2,8760483571.84
2020-03-06,'002461,÷ÈΩ≠∆°æ∆,6.77,6.87,6.71,6.8,6.88,-0.11,-1.5988,0.5255,7148333,48372019.42,14984233809.6,9209390338.72
2020-03-05,'002461,÷ÈΩ≠∆°æ∆,6.88,6.89,6.55,6.61,6.59,0.29,4.4006,1.0354,14085028,95429290.46,15227699942.4,9359025927.68
2020-03-04,'002461,÷ÈΩ≠∆°æ∆,6.59,6.62,6.5,6.55,6.56,0.03,0.4573,0.2822,3838427,25171765.01,14585834683.2,8964532102.24
2020-03-03,'002461,÷ÈΩ≠∆°æ∆,6.56,6.65,6.51,6.55,6.48,0.08,1.2346,0.4431,6028159,39683260.92,14519434828.8,8923722396.16
2020-03-02,'002461,÷ÈΩ≠∆°æ∆,6.48,6.54,6.35,6.35,6.34,0.14,2.2082,0.4714,6413227,41457099.34,14342368550.4,8814896513.28
2020-02-28,'002461,÷ÈΩ≠∆°æ∆,6.34,6.7,6.29,6.66,6.8,-0.46,-6.7647,0.7852,10681363,69023228.92,14032502563.2,8624451218.24
2020-02-27,'002461,÷ÈΩ≠∆°æ∆,6.8,6.88,6.78,6.81,6.84,-0.04,-0.5848,0.3134,4262600,29070260.0,15050633664.0,9250200044.8
