»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'002194,Œ‰∫∫∑≤π»,27.66,28.99,27.6,28.01,28.55,-0.89,-3.1173,4.8558,27419106,768636378.84,15618764510.5,15618764510.5
2020-03-25,'002194,Œ‰∫∫∑≤π»,28.55,29.5,28.3,29.5,29.03,-0.48,-1.6535,6.8283,38557604,1108658561.26,16121320563.1,16121320563.1
2020-03-24,'002194,Œ‰∫∫∑≤π»,29.03,30.2,26.8,28.58,27.83,1.2,4.3119,9.6137,54285544,1529331875.98,16392362029.7,16392362029.7
2020-03-23,'002194,Œ‰∫∫∑≤π»,27.83,29.09,26.71,26.71,27.51,0.32,1.1632,8.0708,45573626,1283428154.58,15714758363.3,15714758363.3
2020-03-20,'002194,Œ‰∫∫∑≤π»,27.51,28.17,26.86,27.9,26.9,0.61,2.2677,8.3253,47010374,1295978392.99,15534064052.2,15534064052.2
2020-03-19,'002194,Œ‰∫∫∑≤π»,26.9,26.9,24.5,24.75,24.45,2.45,10.0204,8.518,48098832,1243241204.97,15189615521.8,15189615521.8
2020-03-18,'002194,Œ‰∫∫∑≤π»,24.45,26.64,24.45,26.12,25.71,-1.26,-4.9008,5.529,31220627,801021700.66,13806174702.9,13806174702.9
2020-03-17,'002194,Œ‰∫∫∑≤π»,25.71,27.19,23.9,26.47,26.44,-0.73,-2.761,6.0502,34163722,870547482.75,14517658552.6,14517658552.6
2020-03-16,'002194,Œ‰∫∫∑≤π»,26.44,29.39,26.44,29.38,29.38,-2.94,-10.0068,7.4617,42133950,1157708623.05,14929867449.7,14929867449.7
2020-03-13,'002194,Œ‰∫∫∑≤π»,29.38,31.16,28.28,28.28,30.6,-1.22,-3.9869,8.1121,45806424,1373562876.71,16589996432.4,16589996432.4
2020-03-12,'002194,Œ‰∫∫∑≤π»,30.6,30.88,28.3,28.3,30.02,0.58,1.932,9.3442,52763987,1564312473.92,17278893493.2,17278893493.2
2020-03-11,'002194,Œ‰∫∫∑≤π»,30.02,32.28,29.44,30.0,29.43,0.59,2.0048,14.1794,80066816,2483718705.55,16951385054.4,16951385054.4
2020-03-10,'002194,Œ‰∫∫∑≤π»,29.43,29.43,24.55,26.29,26.75,2.68,10.0187,12.108,68370063,1913157582.52,16618229918.5,16618229918.5
2020-03-09,'002194,Œ‰∫∫∑≤π»,26.75,28.18,26.0,26.18,26.76,-0.01,-0.0374,8.3079,46912337,1278974173.14,15104915063.5,15104915063.5
2020-03-06,'002194,Œ‰∫∫∑≤π»,26.76,27.85,25.55,26.78,28.04,-1.28,-4.5649,9.3428,52756215,1409504441.61,15110561760.7,15110561760.7
2020-03-05,'002194,Œ‰∫∫∑≤π»,28.04,31.24,27.55,29.83,28.4,-0.36,-1.2676,14.3996,81310159,2421695143.89,15833339004.9,15833339004.9
2020-03-04,'002194,Œ‰∫∫∑≤π»,28.4,28.77,25.9,27.01,27.14,1.26,4.6426,13.1539,74275924,2053713422.28,16036620104.8,16036620104.8
2020-03-03,'002194,Œ‰∫∫∑≤π»,27.14,28.63,26.76,28.63,26.03,1.11,4.2643,14.9444,84386758,2363991897.37,15325136255.1,15325136255.1
2020-03-02,'002194,Œ‰∫∫∑≤π»,26.03,26.03,24.62,25.0,23.66,2.37,10.0169,4.2963,24259693,622163624.69,14698352863.7,14698352863.7
2020-02-28,'002194,Œ‰∫∫∑≤π»,23.66,24.6,21.6,21.8,23.57,0.09,0.3818,7.1141,40171227,920994321.28,13360085622.5,13360085622.5
2020-02-27,'002194,Œ‰∫∫∑≤π»,23.57,24.12,22.0,22.63,23.37,0.2,0.8558,6.1114,34509233,800411635.43,13309265347.5,13309265347.5
2020-02-26,'002194,Œ‰∫∫∑≤π»,23.37,24.98,23.37,24.98,25.97,-2.6,-10.0116,9.7205,54888683,1311796331.53,13196331403.1,13196331403.1
2020-02-25,'002194,Œ‰∫∫∑≤π»,25.97,26.61,23.7,25.2,24.19,1.78,7.3584,13.9123,78558653,2023773948.03,14664472680.3,14664472680.3
2020-02-24,'002194,Œ‰∫∫∑≤π»,24.19,24.19,23.17,23.3,21.99,2.2,10.0045,4.3718,24686439,593666850.16,13659360575.2,13659360575.2
2020-02-21,'002194,Œ‰∫∫∑≤π»,21.99,22.37,20.01,20.33,20.34,1.65,8.1121,7.1173,40189475,862902778.79,12417087186.8,12417087186.8
2020-02-20,'002194,Œ‰∫∫∑≤π»,20.34,20.4,19.54,20.25,20.47,-0.13,-0.6351,4.4991,25404999,507899510.9,11485382145.5,11485382145.5
2020-02-19,'002194,Œ‰∫∫∑≤π»,20.47,21.0,18.92,19.29,19.32,1.15,5.9524,5.6074,31663303,637358387.05,11558789209.3,11558789209.3
2020-02-18,'002194,Œ‰∫∫∑≤π»,19.32,19.6,18.12,18.3,18.24,1.08,5.9211,4.001,22592659,430752241.77,10909419029.0,10909419029.0
2020-02-17,'002194,Œ‰∫∫∑≤π»,18.24,18.45,17.74,17.75,17.74,0.5,2.8185,2.6542,14987457,271453681.11,10299575729.3,10299575729.3
2020-02-14,'002194,Œ‰∫∫∑≤π»,17.74,17.95,17.42,17.52,17.5,0.24,1.3714,1.8886,10664075,189028106.75,10017240868.3,10017240868.3
2020-02-13,'002194,Œ‰∫∫∑≤π»,17.5,17.93,17.45,17.93,17.89,-0.39,-2.18,1.8332,10351601,182484482.67,9881720135.0,9881720135.0
2020-02-12,'002194,Œ‰∫∫∑≤π»,17.89,17.92,17.45,17.45,17.69,0.2,1.1306,1.786,10084823,179217866.6,10101941326.6,10101941326.6
2020-02-11,'002194,Œ‰∫∫∑≤π»,17.69,18.2,17.39,17.86,17.81,-0.12,-0.6738,2.0429,11535783,204707017.36,9989007382.18,9989007382.18
2020-02-10,'002194,Œ‰∫∫∑≤π»,17.81,18.2,16.9,16.92,17.35,0.46,2.6513,2.3086,13035905,231063654.69,10056767748.8,10056767748.8
2020-02-07,'002194,Œ‰∫∫∑≤π»,17.35,17.58,16.8,16.92,16.94,0.41,2.4203,2.4834,14023172,240744561.87,9797019676.7,9797019676.7
2020-02-06,'002194,Œ‰∫∫∑≤π»,16.94,17.16,15.81,16.0,16.55,0.39,2.3565,3.1134,17580683,295017090.4,9565505090.68,9565505090.68
2020-02-05,'002194,Œ‰∫∫∑≤π»,16.55,16.79,15.5,15.5,15.26,1.29,8.4535,3.946,22281928,366187418.99,9345283899.1,9345283899.1
