ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'000587,½ðÖÞ´Èº½,1.62,1.67,1.61,1.62,1.64,-0.02,-1.2195,2.254,27341198,44507524.56,3440473914.6,1965079197.0
2020-03-25,'000587,½ðÖÞ´Èº½,1.64,1.72,1.63,1.66,1.62,0.02,1.2346,3.468,42067723,70038713.44,3482948901.2,1989339434.0
2020-03-24,'000587,½ðÖÞ´Èº½,1.62,1.68,1.59,1.64,1.53,0.09,5.8824,3.6584,44376925,71965119.59,3440473914.6,1965079197.0
2020-03-23,'000587,½ðÖÞ´Èº½,1.53,1.6,1.53,1.57,1.61,-0.08,-4.9689,1.9868,24099802,37666681.06,3249336474.9,1855908130.5
2020-03-20,'000587,½ðÖÞ´Èº½,1.61,1.65,1.51,1.53,1.53,0.08,5.2288,2.6252,31844215,49985905.15,3419236421.3,1952949078.5
2020-03-19,'000587,½ðÖÞ´Èº½,1.53,1.53,1.49,1.51,1.53,0.0,0.0,1.3732,16657422,25195272.42,3249336474.9,1855908130.5
2020-03-18,'000587,½ðÖÞ´Èº½,1.53,1.59,1.52,1.58,1.55,-0.02,-1.2903,1.6088,19514400,30345655.0,3249336474.9,1855908130.5
2020-03-17,'000587,½ðÖÞ´Èº½,1.55,1.61,1.48,1.57,1.59,-0.04,-2.5157,2.3282,28241400,43367274.0,3291811461.5,1880168367.5
2020-03-16,'000587,½ðÖÞ´Èº½,1.59,1.67,1.58,1.66,1.64,-0.05,-3.0488,2.0188,24488344,39912276.4,3376761434.7,1928688841.5
2020-03-13,'000587,½ðÖÞ´Èº½,1.64,1.65,1.51,1.57,1.67,-0.03,-1.7964,2.6124,31688873,50488271.07,3482948901.2,1989339434.0
2020-03-12,'000587,½ðÖÞ´Èº½,1.67,1.7,1.65,1.7,1.73,-0.06,-3.4682,2.2781,27633034,46265468.75,3546661381.1,2025729789.5
2020-03-11,'000587,½ðÖÞ´Èº½,1.73,1.79,1.73,1.73,1.75,-0.02,-1.1429,2.207,26771700,46842906.0,3674086340.9,2098510500.5
2020-03-10,'000587,½ðÖÞ´Èº½,1.75,1.75,1.61,1.7,1.76,-0.01,-0.5682,3.3495,40629459,68868647.36,3716561327.5,2122770737.5
2020-03-09,'000587,½ðÖÞ´Èº½,1.76,1.87,1.75,1.86,1.83,-0.07,-3.8251,3.8168,46297834,83014180.26,3737798820.8,2134900856.0
2020-03-06,'000587,½ðÖÞ´Èº½,1.83,1.88,1.8,1.82,1.82,0.01,0.5495,4.4332,53775328,98712261.94,3886461273.9,2219811685.5
2020-03-05,'000587,½ðÖÞ´Èº½,1.82,1.9,1.73,1.73,1.76,0.06,3.4091,4.8426,58741327,105781590.66,3865223780.6,2207681567.0
2020-03-04,'000587,½ðÖÞ´Èº½,1.76,1.81,1.75,1.77,1.73,0.03,1.7341,3.5982,43646191,77650839.33,3737798820.8,2134900856.0
2020-03-03,'000587,½ðÖÞ´Èº½,1.73,1.78,1.72,1.74,1.74,-0.01,-0.5747,3.6309,44043504,77196268.37,3674086340.9,2098510500.5
2020-03-02,'000587,½ðÖÞ´Èº½,1.74,1.76,1.66,1.66,1.73,0.01,0.578,3.9377,47764322,82193894.56,3695323834.2,2110640619.0
2020-02-28,'000587,½ðÖÞ´Èº½,1.73,1.89,1.7,1.84,1.89,-0.16,-8.4656,6.2837,76222294,137747738.22,3674086340.9,2098510500.5
2020-02-27,'000587,½ðÖÞ´Èº½,1.89,1.92,1.81,1.83,1.85,0.04,2.1622,5.5525,67351991,125542784.31,4013886233.7,2292592396.5
2020-02-26,'000587,½ðÖÞ´Èº½,1.85,1.95,1.82,1.84,1.89,-0.04,-2.1164,6.2653,75998312,142044097.88,3928936260.5,2244071922.5
2020-02-25,'000587,½ðÖÞ´Èº½,1.89,2.02,1.75,1.75,1.85,0.04,2.1622,9.7948,118812502,223354297.56,4013886233.7,2292592396.5
2020-02-24,'000587,½ðÖÞ´Èº½,1.85,1.89,1.78,1.84,1.78,0.07,3.9326,7.0855,85947660,157649988.76,3928936260.5,2244071922.5
2020-02-21,'000587,½ðÖÞ´Èº½,1.78,1.84,1.72,1.72,1.72,0.06,3.4884,6.8923,83604247,148273259.94,3780273807.4,2159161093.0
2020-02-20,'000587,½ðÖÞ´Èº½,1.72,1.79,1.68,1.71,1.77,-0.05,-2.8249,5.9172,71776727,124328227.31,3652848847.6,2086380382.0
2020-02-19,'000587,½ðÖÞ´Èº½,1.77,1.84,1.64,1.73,1.68,0.09,5.3571,9.6049,116509017,200560453.35,3759036314.1,2147030974.5
2020-02-18,'000587,½ðÖÞ´Èº½,1.68,1.68,1.53,1.54,1.53,0.15,9.8039,6.7469,81840507,132742533.09,3567898874.4,2037859908.0
2020-02-17,'000587,½ðÖÞ´Èº½,1.53,1.54,1.5,1.5,1.51,0.02,1.3245,2.6942,32681484,49850008.52,3249336474.9,1855908130.5
2020-02-14,'000587,½ðÖÞ´Èº½,1.51,1.56,1.5,1.55,1.55,-0.04,-2.5806,2.9344,35594415,54087981.65,3206861488.3,1831647893.5
2020-02-13,'000587,½ðÖÞ´Èº½,1.55,1.57,1.52,1.53,1.53,0.02,1.3072,3.5132,42615230,65889292.16,3291811461.5,1880168367.5
2020-02-12,'000587,½ðÖÞ´Èº½,1.53,1.54,1.5,1.51,1.52,0.01,0.6579,1.9336,23455200,35701182.0,3249336474.9,1855908130.5
2020-02-11,'000587,½ðÖÞ´Èº½,1.52,1.55,1.51,1.54,1.56,-0.04,-2.5641,2.619,31768894,48471025.96,3228098981.6,1843778012.0
2020-02-10,'000587,½ðÖÞ´Èº½,1.56,1.58,1.48,1.48,1.51,0.05,3.3113,3.6089,43775826,66774878.84,3313048954.8,1892298486.0
2020-02-07,'000587,½ðÖÞ´Èº½,1.51,1.58,1.46,1.48,1.49,0.02,1.3423,3.429,41594382,63226141.96,3206861488.3,1831647893.5
2020-02-06,'000587,½ðÖÞ´Èº½,1.49,1.5,1.45,1.49,1.49,0.0,0.0,3.0724,37269082,54885131.54,3164386501.7,1807387656.5
2020-02-05,'000587,½ðÖÞ´Èº½,1.49,1.53,1.39,1.4,1.4,0.09,6.4286,3.5886,43530402,63855105.48,3164386501.7,1807387656.5
2020-02-04,'000587,½ðÖÞ´Èº½,1.4,1.44,1.32,1.32,1.45,-0.05,-3.4483,3.8189,46324166,64378401.38,2973249062.0,1698216590.0
2020-02-03,'000587,½ðÖÞ´Èº½,1.45,1.48,1.45,1.45,1.61,-0.16,-9.9379,1.6399,19892000,28868128.0,3079436528.5,1758867182.5
2020-01-23,'000587,½ðÖÞ´Èº½,1.61,1.62,1.54,1.54,1.71,-0.1,-5.848,6.0914,73889058,116145808.64,3419236421.3,1952949078.5
2020-01-22,'000587,½ðÖÞ´Èº½,1.71,1.71,1.71,1.71,1.9,-0.19,-10.0,1.5765,19122700,32699817.0,3631611354.3,2074250263.5
2020-01-21,'000587,½ðÖÞ´Èº½,1.9,1.95,1.86,1.91,1.93,-0.03,-1.5544,2.6488,32129764,61363231.52,4035123727.0,2304722515.0
2020-01-20,'000587,½ðÖÞ´Èº½,1.93,1.97,1.91,1.96,1.99,-0.06,-3.0151,2.4771,30047860,57971159.2,4098836206.9,2341112870.5
2020-01-17,'000587,½ðÖÞ´Èº½,1.99,2.01,1.96,2.01,2.01,-0.02,-0.995,2.1757,26391990,52254218.2,4226261166.7,2413893581.5
2020-01-16,'000587,½ðÖÞ´Èº½,2.01,2.04,1.99,2.0,1.98,0.03,1.5152,3.0375,36845202,74338423.02,4268736153.3,2438153818.5
2020-01-15,'000587,½ðÖÞ´Èº½,1.98,2.04,1.97,2.03,2.04,-0.06,-2.9412,3.0907,37490122,74687492.56,4205023673.4,2401763463.0
2020-01-14,'000587,½ðÖÞ´Èº½,2.04,2.06,2.01,2.03,2.04,0.0,0.0,3.1234,37887322,77269222.84,4332448633.2,2474544174.0
2020-01-13,'000587,½ðÖÞ´Èº½,2.04,2.09,2.02,2.08,2.08,-0.04,-1.9231,3.9989,48506730,99029832.2,4332448633.2,2474544174.0
2020-01-10,'000587,½ðÖÞ´Èº½,2.08,2.16,2.06,2.12,2.17,-0.09,-4.1475,5.8273,70685736,148446055.96,4417398606.4,2523064648.0
2020-01-09,'000587,½ðÖÞ´Èº½,2.17,2.25,2.14,2.14,2.38,-0.21,-8.8235,10.9399,132702662,289826128.76,4608536046.1,2632235714.5
2020-01-08,'000587,½ðÖÞ´Èº½,2.38,2.4,2.22,2.31,2.2,0.18,8.1818,14.5823,176885030,412082523.91,5054523405.4,2886968203.0
2020-01-07,'000587,½ðÖÞ´Èº½,2.2,2.29,2.07,2.12,2.22,-0.02,-0.9009,12.1198,147014603,321733426.89,4672248526.0,2668626070.0
2020-01-06,'000587,½ðÖÞ´Èº½,2.22,2.22,2.06,2.2,2.02,0.2,9.901,13.1809,159885406,341719239.66,4714723512.6,2692886307.0
2020-01-03,'000587,½ðÖÞ´Èº½,2.02,2.02,1.83,1.83,1.84,0.18,9.7826,6.7815,82260093,162537960.9,4289973646.6,2450283937.0
