»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'603778,«¨æ∞‘∞¡÷,3.47,3.55,3.47,3.53,3.54,-0.07,-1.9774,0.6094,3046894,10689112.0,1735000000.0,1735000000.0
2020-03-25,'603778,«¨æ∞‘∞¡÷,3.54,3.57,3.48,3.51,3.47,0.07,2.0173,0.8128,4063823,14331653.0,1770000000.0,1770000000.0
2020-03-24,'603778,«¨æ∞‘∞¡÷,3.47,3.52,3.38,3.45,3.4,0.07,2.0588,0.8565,4282382,14773765.0,1735000000.0,1735000000.0
2020-03-23,'603778,«¨æ∞‘∞¡÷,3.4,3.53,3.39,3.48,3.55,-0.15,-4.2254,0.7645,3822300,13286743.0,1700000000.0,1700000000.0
2020-03-20,'603778,«¨æ∞‘∞¡÷,3.55,3.55,3.47,3.5,3.46,0.09,2.6012,0.8216,4107769,14472638.0,1775000000.0,1775000000.0
2020-03-19,'603778,«¨æ∞‘∞¡÷,3.46,3.51,3.37,3.46,3.5,-0.04,-1.1429,0.9431,4715510,16250377.0,1730000000.0,1730000000.0
2020-03-18,'603778,«¨æ∞‘∞¡÷,3.5,3.69,3.5,3.66,3.63,-0.13,-3.5813,1.2981,6490260,23372419.0,1750000000.0,1750000000.0
2020-03-17,'603778,«¨æ∞‘∞¡÷,3.63,3.72,3.55,3.61,3.72,-0.09,-2.4194,1.2738,6369058,23095257.0,1815000000.0,1815000000.0
2020-03-16,'603778,«¨æ∞‘∞¡÷,3.72,3.88,3.68,3.74,3.7,0.02,0.5405,1.8587,9293509,35108733.0,1860000000.0,1860000000.0
2020-03-13,'603778,«¨æ∞‘∞¡÷,3.7,3.71,3.5,3.6,3.72,-0.02,-0.5376,1.2137,6068548,21887234.0,1850000000.0,1850000000.0
2020-03-12,'603778,«¨æ∞‘∞¡÷,3.72,3.8,3.71,3.8,3.85,-0.13,-3.3766,1.1171,5585736,20938185.0,1860000000.0,1860000000.0
2020-03-11,'603778,«¨æ∞‘∞¡÷,3.85,3.93,3.81,3.9,3.88,-0.03,-0.7732,1.1789,5894286,22871217.0,1925000000.0,1925000000.0
2020-03-10,'603778,«¨æ∞‘∞¡÷,3.88,3.9,3.64,3.69,3.79,0.09,2.3747,1.6086,8042989,30389949.0,1940000000.0,1940000000.0
2020-03-09,'603778,«¨æ∞‘∞¡÷,3.79,3.92,3.76,3.9,3.95,-0.16,-4.0506,1.4047,7023411,26924456.0,1895000000.0,1895000000.0
2020-03-06,'603778,«¨æ∞‘∞¡÷,3.95,3.99,3.88,3.94,3.94,0.01,0.2538,1.5388,7694123,30242916.0,1975000000.0,1975000000.0
2020-03-05,'603778,«¨æ∞‘∞¡÷,3.94,4.0,3.84,3.88,3.92,0.02,0.5102,2.2533,11266323,44292503.0,1970000000.0,1970000000.0
2020-03-04,'603778,«¨æ∞‘∞¡÷,3.92,3.98,3.67,3.71,3.76,0.16,4.2553,3.079,15394923,59631694.0,1960000000.0,1960000000.0
2020-03-03,'603778,«¨æ∞‘∞¡÷,3.76,3.84,3.68,3.77,3.65,0.11,3.0137,1.928,9640150,36134388.0,1880000000.0,1880000000.0
2020-03-02,'603778,«¨æ∞‘∞¡÷,3.65,3.73,3.42,3.44,3.44,0.21,6.1047,1.4478,7239129,26188654.0,1825000000.0,1825000000.0
2020-02-28,'603778,«¨æ∞‘∞¡÷,3.44,3.65,3.42,3.61,3.68,-0.24,-6.5217,1.5035,7517361,26480317.0,1720000000.0,1720000000.0
2020-02-27,'603778,«¨æ∞‘∞¡÷,3.68,3.74,3.65,3.73,3.7,-0.02,-0.5405,1.0582,5290800,19553191.0,1840000000.0,1840000000.0
2020-02-26,'603778,«¨æ∞‘∞¡÷,3.7,3.79,3.59,3.62,3.66,0.04,1.0929,1.8717,9358422,34650013.0,1850000000.0,1850000000.0
2020-02-25,'603778,«¨æ∞‘∞¡÷,3.66,3.7,3.53,3.67,3.73,-0.07,-1.8767,1.1832,5916218,21522604.0,1830000000.0,1830000000.0
2020-02-24,'603778,«¨æ∞‘∞¡÷,3.73,3.8,3.7,3.79,3.78,-0.05,-1.3228,0.9108,4554127,17011601.0,1865000000.0,1865000000.0
2020-02-21,'603778,«¨æ∞‘∞¡÷,3.78,3.82,3.74,3.74,3.77,0.01,0.2653,0.718,3589800,13563918.0,1890000000.0,1890000000.0
2020-02-20,'603778,«¨æ∞‘∞¡÷,3.77,3.78,3.69,3.72,3.7,0.07,1.8919,0.8618,4309150,16111203.0,1885000000.0,1885000000.0
2020-02-19,'603778,«¨æ∞‘∞¡÷,3.7,3.79,3.7,3.75,3.74,-0.04,-1.0695,0.7985,3992300,14922142.0,1850000000.0,1850000000.0
