»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'600817,ST∫Í ¢,9.31,9.38,8.93,9.02,9.02,0.29,3.2151,0.9538,1484836,13680799.0,1498072863.42,1449372178.94
2020-03-25,'600817,ST∫Í ¢,9.02,9.04,8.88,8.96,8.85,0.17,1.9209,0.571,888940,7944605.0,1451408939.64,1404225247.48
2020-03-24,'600817,ST∫Í ¢,8.85,8.93,8.6,8.76,8.6,0.25,2.907,0.8179,1273300,11188306.0,1424054225.7,1377759804.9
2020-03-23,'600817,ST∫Í ¢,8.6,8.83,8.54,8.83,8.91,-0.31,-3.4792,0.6868,1069200,9265997.0,1383826705.2,1338840036.4
2020-03-20,'600817,ST∫Í ¢,8.91,8.93,8.76,8.82,8.79,0.12,1.3652,0.5552,864285,7635536.0,1433708830.62,1387100549.34
2020-03-19,'600817,ST∫Í ¢,8.79,8.8,8.59,8.8,8.71,0.08,0.9185,0.5387,838660,7291333.0,1414399620.78,1368419060.46
2020-03-18,'600817,ST∫Í ¢,8.71,8.99,8.7,8.88,8.75,-0.04,-0.4571,0.8547,1330560,11771157.0,1401526814.22,1355964734.54
2020-03-17,'600817,ST∫Í ¢,8.75,8.96,8.52,8.91,8.92,-0.17,-1.9058,1.1827,1841200,16061920.0,1407963217.5,1362191897.5
2020-03-16,'600817,ST∫Í ¢,8.92,9.38,8.92,9.32,9.3,-0.38,-4.086,1.0735,1671285,15257001.0,1435317931.44,1388657340.08
2020-03-13,'600817,ST∫Í ¢,9.3,9.4,9.19,9.24,9.67,-0.37,-3.8263,1.2913,2010285,18634984.0,1496463762.6,1447815388.2
2020-03-12,'600817,ST∫Í ¢,9.67,9.87,9.62,9.73,9.8,-0.13,-1.3265,0.8345,1299205,12606188.0,1556000492.94,1505416645.58
2020-03-11,'600817,ST∫Í ¢,9.8,10.06,9.75,9.85,9.85,-0.05,-0.5076,0.8961,1395106,13816476.0,1576918803.6,1525654925.2
2020-03-10,'600817,ST∫Í ¢,9.85,9.95,9.72,9.89,10.23,-0.38,-3.7146,2.2299,3471424,33987925.0,1584964307.7,1533438878.9
2020-03-09,'600817,ST∫Í ¢,10.23,10.99,10.23,10.65,10.77,-0.54,-5.0139,2.4622,3833201,39998130.0,1646110138.86,1592596927.02
2020-03-06,'600817,ST∫Í ¢,10.77,10.77,10.14,10.14,10.26,0.51,4.9708,1.7106,2663112,28023209.0,1733001583.14,1676663626.98
2020-03-05,'600817,ST∫Í ¢,10.26,10.29,9.83,9.97,9.86,0.4,4.0568,1.4605,2273686,23030315.0,1650937441.32,1597267299.24
2020-03-04,'600817,ST∫Í ¢,9.86,10.02,9.73,9.86,9.83,0.03,0.3052,1.434,2232376,22020675.0,1586573408.52,1534995669.64
2020-03-03,'600817,ST∫Í ¢,9.83,9.83,9.37,9.42,9.36,0.47,5.0214,2.8328,4410042,42762194.0,1581746106.06,1530325297.42
2020-03-02,'600817,ST∫Í ¢,9.36,9.45,9.23,9.29,9.2,0.16,1.7391,1.0919,1699876,15892378.0,1506118367.52,1457156132.64
2020-02-28,'600817,ST∫Í ¢,9.2,9.47,9.17,9.2,9.36,-0.16,-1.7094,1.3207,2056005,19074194.0,1480372754.4,1432247480.8
2020-02-27,'600817,ST∫Í ¢,9.36,9.39,9.2,9.22,9.23,0.13,1.4085,0.7276,1132704,10503332.0,1506118367.52,1457156132.64
2020-02-26,'600817,ST∫Í ¢,9.23,9.45,9.15,9.25,9.32,-0.09,-0.9657,1.4996,2334500,21629890.0,1485200056.86,1436917853.02
2020-02-25,'600817,ST∫Í ¢,9.32,9.41,9.02,9.09,9.23,0.09,0.9751,1.2965,2018401,18600801.0,1499681964.24,1450928969.68
2020-02-24,'600817,ST∫Í ¢,9.23,9.3,9.18,9.29,9.33,-0.1,-1.0718,0.9978,1553435,14328911.0,1485200056.86,1436917853.02
2020-02-21,'600817,ST∫Í ¢,9.33,9.45,9.29,9.4,9.44,-0.11,-1.1653,1.473,2293201,21429161.0,1501291065.06,1452485760.42
2020-02-20,'600817,ST∫Í ¢,9.44,9.53,9.38,9.42,9.41,0.03,0.3188,1.1431,1779500,16805664.0,1518991174.08,1469610458.56
2020-02-19,'600817,ST∫Í ¢,9.41,9.55,9.35,9.39,9.46,-0.05,-0.5285,0.7743,1205495,11363379.0,1514163871.62,1464940086.34
2020-02-18,'600817,ST∫Í ¢,9.46,9.53,9.31,9.44,9.53,-0.07,-0.7345,1.1051,1720371,16175649.0,1522209375.72,1472724040.04
