»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'600651,∑…¿÷“ÙœÏ,3.77,3.87,3.76,3.8,3.88,-0.11,-2.8351,1.6432,16189068,61582372.0,3714279407.54,3714279407.54
2020-03-25,'600651,∑…¿÷“ÙœÏ,3.88,3.99,3.78,3.87,3.87,0.01,0.2584,3.7959,37398324,144654416.0,3822653607.76,3822653607.76
2020-03-24,'600651,∑…¿÷“ÙœÏ,3.87,3.87,3.54,3.54,3.52,0.35,9.9432,4.0535,39935455,152533668.0,3812801407.74,3812801407.74
2020-03-23,'600651,∑…¿÷“ÙœÏ,3.52,3.78,3.44,3.68,3.82,-0.3,-7.8534,1.6643,16397499,59216502.0,3467974407.04,3467974407.04
2020-03-20,'600651,∑…¿÷“ÙœÏ,3.82,3.87,3.75,3.84,3.76,0.06,1.5957,1.2845,12655559,48290907.0,3763540407.64,3763540407.64
2020-03-19,'600651,∑…¿÷“ÙœÏ,3.76,3.84,3.65,3.81,3.86,-0.1,-2.5907,1.8564,18289515,68379988.0,3704427207.52,3704427207.52
2020-03-18,'600651,∑…¿÷“ÙœÏ,3.86,4.08,3.76,3.84,3.84,0.02,0.5208,3.7527,36972113,145895701.0,3802949207.72,3802949207.72
2020-03-17,'600651,∑…¿÷“ÙœÏ,3.84,3.84,3.32,3.46,3.49,0.35,10.0287,1.869,18413329,66543992.0,3783244807.68,3783244807.68
2020-03-16,'600651,∑…¿÷“ÙœÏ,3.49,3.74,3.47,3.62,3.56,-0.07,-1.9663,1.037,10216611,36852375.0,3438417806.98,3438417806.98
2020-03-13,'600651,∑…¿÷“ÙœÏ,3.56,3.62,3.39,3.44,3.64,-0.08,-2.1978,1.2333,12150654,42519219.0,3507383207.12,3507383207.12
