»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'002550,«ß∫Ï÷∆“©,4.71,4.79,4.65,4.67,4.68,0.03,0.641,0.8867,11294591,53355241.38,6028682250.0,5999226852.0
2020-03-25,'002550,«ß∫Ï÷∆“©,4.68,4.75,4.52,4.55,4.5,0.18,4.0,1.0522,13401819,62075358.56,5990283000.0,5961015216.0
2020-03-24,'002550,«ß∫Ï÷∆“©,4.5,4.51,4.42,4.48,4.43,0.07,1.5801,0.3899,4966107,22220098.52,5759887500.0,5731745400.0
2020-03-23,'002550,«ß∫Ï÷∆“©,4.43,4.56,4.42,4.48,4.51,-0.08,-1.7738,0.4083,5200319,23316033.12,5670289250.0,5642584916.0
2020-03-20,'002550,«ß∫Ï÷∆“©,4.51,4.58,4.43,4.44,4.42,0.09,2.0362,0.6464,8233258,37002060.61,5772687250.0,5744482612.0
2020-03-19,'002550,«ß∫Ï÷∆“©,4.42,4.44,4.33,4.42,4.41,0.01,0.2268,0.5071,6458851,28327038.58,5657489500.0,5629847704.0
2020-03-18,'002550,«ß∫Ï÷∆“©,4.41,4.51,4.4,4.49,4.45,-0.04,-0.8989,0.5958,7588500,33827014.5,5644689750.0,5617110492.0
2020-03-17,'002550,«ß∫Ï÷∆“©,4.45,4.65,4.36,4.65,4.62,-0.17,-3.6797,1.2938,16479291,73516466.47,5695888750.0,5668059340.0
2020-03-16,'002550,«ß∫Ï÷∆“©,4.62,4.85,4.61,4.62,4.57,0.05,1.0941,1.7683,22523352,106379337.52,5913484500.0,5884591944.0
2020-03-13,'002550,«ß∫Ï÷∆“©,4.57,4.64,4.5,4.6,4.71,-0.14,-2.9724,0.8146,10376202,47367249.9,5849485750.0,5820905884.0
2020-03-12,'002550,«ß∫Ï÷∆“©,4.71,4.75,4.64,4.74,4.76,-0.05,-1.0504,0.8068,10276375,48109683.16,6028682250.0,5999226852.0
2020-03-11,'002550,«ß∫Ï÷∆“©,4.76,4.8,4.7,4.77,4.77,-0.01,-0.2096,0.7193,9162232,43482125.68,6092681000.0,6062912912.0
2020-03-10,'002550,«ß∫Ï÷∆“©,4.77,4.78,4.57,4.67,4.74,0.03,0.6329,1.057,13463065,62931608.15,6105480750.0,6075650124.0
2020-03-09,'002550,«ß∫Ï÷∆“©,4.74,4.89,4.72,4.81,4.8,-0.06,-1.25,1.1598,14772824,70852012.28,6067081500.0,6037438488.0
2020-03-06,'002550,«ß∫Ï÷∆“©,4.8,4.85,4.71,4.72,4.75,0.05,1.0526,1.0172,12956400,62228317.0,6143880000.0,6113861760.0
2020-03-05,'002550,«ß∫Ï÷∆“©,4.75,4.78,4.71,4.73,4.7,0.05,1.0638,0.9142,11644584,55250822.36,6079881250.0,6050175700.0
2020-03-04,'002550,«ß∫Ï÷∆“©,4.7,4.74,4.66,4.71,4.73,-0.03,-0.6342,0.6835,8705600,40824223.0,6015882500.0,5986489640.0
2020-03-03,'002550,«ß∫Ï÷∆“©,4.73,4.8,4.66,4.75,4.72,0.01,0.2119,1.0759,13703379,64723440.73,6054281750.0,6024701276.0
2020-03-02,'002550,«ß∫Ï÷∆“©,4.72,4.75,4.57,4.62,4.6,0.12,2.6087,1.1517,14669693,68540295.55,6041482000.0,6011964064.0
2020-02-28,'002550,«ß∫Ï÷∆“©,4.6,4.68,4.52,4.56,4.6,0.0,0.0,1.3092,16675025,76558639.6,5887885000.0,5859117520.0
2020-02-27,'002550,«ß∫Ï÷∆“©,4.6,4.67,4.57,4.62,4.6,0.0,0.0,0.5636,7179328,33161607.52,5887885000.0,5859117520.0
2020-02-26,'002550,«ß∫Ï÷∆“©,4.6,4.72,4.6,4.67,4.75,-0.15,-3.1579,0.983,12520129,58236695.4,5887885000.0,5859117520.0
2020-02-25,'002550,«ß∫Ï÷∆“©,4.75,4.75,4.54,4.59,4.66,0.09,1.9313,2.0108,25612578,119888558.34,6079881250.0,6050175700.0
2020-02-24,'002550,«ß∫Ï÷∆“©,4.66,4.75,4.46,4.46,4.42,0.24,5.4299,2.0521,26138366,121128046.48,5964683500.0,5935540792.0
2020-02-21,'002550,«ß∫Ï÷∆“©,4.42,4.44,4.39,4.42,4.44,-0.02,-0.4505,0.6696,8528283,37674473.95,5657489500.0,5629847704.0
2020-02-20,'002550,«ß∫Ï÷∆“©,4.44,4.44,4.38,4.42,4.41,0.03,0.6803,0.5503,7009700,30939289.0,5683089000.0,5655322128.0
2020-02-19,'002550,«ß∫Ï÷∆“©,4.41,4.48,4.41,4.45,4.47,-0.06,-1.3423,0.5592,7122890,31574118.7,5644689750.0,5617110492.0
2020-02-18,'002550,«ß∫Ï÷∆“©,4.47,4.48,4.42,4.47,4.46,0.01,0.2242,0.485,6178134,27528319.34,5721488250.0,5693533764.0
2020-02-17,'002550,«ß∫Ï÷∆“©,4.46,4.46,4.4,4.4,4.39,0.07,1.5945,0.5547,7064832,31350161.12,5708688500.0,5680796552.0
2020-02-14,'002550,«ß∫Ï÷∆“©,4.39,4.44,4.36,4.4,4.39,0.0,0.0,0.3648,4646188,20445421.12,5619090250.0,5591636068.0
2020-02-13,'002550,«ß∫Ï÷∆“©,4.39,4.5,4.38,4.5,4.49,-0.1,-2.2272,0.6268,7983491,35231825.58,5619090250.0,5591636068.0
2020-02-12,'002550,«ß∫Ï÷∆“©,4.49,4.54,4.46,4.47,4.48,0.01,0.2232,0.529,6737856,30246083.56,5747087750.0,5719008188.0
2020-02-11,'002550,«ß∫Ï÷∆“©,4.48,4.52,4.41,4.49,4.49,-0.01,-0.2227,0.5673,7225620,32190440.04,5734288000.0,5706270976.0
2020-02-10,'002550,«ß∫Ï÷∆“©,4.49,4.64,4.45,4.64,4.65,-0.16,-3.4409,1.1629,14811782,66777199.88,5747087750.0,5719008188.0
2020-02-07,'002550,«ß∫Ï÷∆“©,4.65,4.88,4.63,4.78,4.76,-0.11,-2.3109,1.6765,21353568,101000643.52,5951883750.0,5922803580.0
2020-02-06,'002550,«ß∫Ï÷∆“©,4.76,4.95,4.63,4.69,4.73,0.03,0.6342,2.454,31256520,151343508.88,6092681000.0,6062912912.0
2020-02-05,'002550,«ß∫Ï÷∆“©,4.73,4.75,4.44,4.53,4.52,0.21,4.646,1.7246,21966374,101235759.17,6054281750.0,6024701276.0
2020-02-04,'002550,«ß∫Ï÷∆“©,4.52,4.52,4.17,4.17,4.12,0.4,9.7087,1.5467,19700917,86316818.48,5785487000.0,5757219824.0
2020-02-03,'002550,«ß∫Ï÷∆“©,4.12,4.44,4.08,4.25,4.52,-0.4,-8.8496,1.2622,16076396,67651199.6,5273497000.0,5247731344.0
2020-01-23,'002550,«ß∫Ï÷∆“©,4.52,4.63,4.45,4.63,4.74,-0.22,-4.6414,1.0379,13219914,59998395.12,5785487000.0,5757219824.0
2020-01-22,'002550,«ß∫Ï÷∆“©,4.74,4.9,4.7,4.89,4.87,-0.13,-2.6694,0.7586,9662834,45976491.38,6067081500.0,6037438488.0
2020-01-21,'002550,«ß∫Ï÷∆“©,4.87,4.95,4.82,4.82,4.8,0.07,1.4583,1.191,15170085,74091583.28,6233478250.0,6203022244.0
2020-01-20,'002550,«ß∫Ï÷∆“©,4.8,4.81,4.73,4.77,4.77,0.03,0.6289,0.5156,6566842,31380722.04,6143880000.0,6113861760.0
2020-01-17,'002550,«ß∫Ï÷∆“©,4.77,4.83,4.75,4.78,4.78,-0.01,-0.2092,0.4374,5571831,26644989.12,6105480750.0,6075650124.0
2020-01-16,'002550,«ß∫Ï÷∆“©,4.78,4.79,4.69,4.73,4.73,0.05,1.0571,0.5157,6569000,31129552.0,6118280500.0,6088387336.0
2020-01-15,'002550,«ß∫Ï÷∆“©,4.73,4.8,4.71,4.76,4.77,-0.04,-0.8386,0.4126,5255906,24922142.32,6054281750.0,6024701276.0
