»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'300595,≈∑∆’øµ ”,54.45,55.25,52.83,53.25,53.52,0.93,1.7377,1.1207,4491386,244078908.42,22032576126.0,21821135450.4
2020-03-25,'300595,≈∑∆’øµ ”,53.52,54.48,52.81,54.45,52.63,0.89,1.6911,1.1219,4496163,240713397.66,21656262153.6,21448432861.4
2020-03-24,'300595,≈∑∆’øµ ”,52.63,52.84,49.7,50.35,49.21,3.42,6.9498,1.4014,5616379,290555149.77,21296133728.4,21091760491.4
2020-03-23,'300595,≈∑∆’øµ ”,49.21,51.25,48.79,50.21,51.7,-2.49,-4.8162,1.0483,4201067,209428877.87,19912269442.8,19721176777.1
2020-03-20,'300595,≈∑∆’øµ ”,51.7,52.5,50.36,51.6,50.81,0.89,1.7516,0.7476,2996085,154367781.26,20919819756.0,20719057902.4
2020-03-19,'300595,≈∑∆’øµ ”,50.81,52.77,49.68,52.21,51.41,-0.6,-1.1671,1.1242,4505414,230215545.5,20559691330.8,20362385532.3
2020-03-18,'300595,≈∑∆’øµ ”,51.41,53.98,50.61,51.2,50.49,0.92,1.8221,1.2651,5069834,266675162.27,20802474538.8,20602838815.5
2020-03-17,'300595,≈∑∆’øµ ”,50.49,52.6,49.14,52.0,51.1,-0.61,-1.1937,1.4795,5929145,298988129.21,20430206953.2,20234143781.3
2020-03-16,'300595,≈∑∆’øµ ”,51.1,54.6,50.9,54.29,54.5,-3.4,-6.2385,1.219,4885104,258119749.43,20677036548.0,20478604619.2
2020-03-13,'300595,≈∑∆’øµ ”,54.5,55.2,52.4,53.0,55.2,-0.7,-1.2681,1.2287,4924231,265236467.16,22052808060.0,21841173224.0
2020-03-12,'300595,≈∑∆’øµ ”,55.2,57.09,54.66,56.88,57.72,-2.52,-4.3659,1.3526,5420505,300711761.18,22336055136.0,22121702054.4
2020-03-11,'300595,≈∑∆’øµ ”,57.72,60.44,57.39,60.44,59.9,-2.18,-3.6394,1.0355,4149712,243248968.49,23355744609.6,23131605843.8
2020-03-10,'300595,≈∑∆’øµ ”,59.9,60.46,57.62,57.62,58.5,1.4,2.3932,0.9989,4003105,236347614.01,24237856932.0,24005252772.8
2020-03-09,'300595,≈∑∆’øµ ”,58.5,61.8,58.39,60.51,61.43,-2.93,-4.7697,1.1645,4666724,278085887.29,23671362780.0,23444195112.0
2020-03-06,'300595,≈∑∆’øµ ”,61.43,62.2,60.21,60.76,61.07,0.36,0.5895,0.9684,3881009,238677213.68,24856954112.4,24618408645.0
2020-03-05,'300595,≈∑∆’øµ ”,61.07,61.65,58.9,58.99,58.95,2.12,3.5963,1.4366,5757272,349301190.82,24711284187.6,24474136675.0
2020-03-04,'300595,≈∑∆’øµ ”,58.95,59.2,56.92,58.7,58.41,0.54,0.9245,0.944,3783179,220234182.78,23853450186.0,23624535074.4
2020-03-03,'300595,≈∑∆’øµ ”,58.41,61.3,58.02,59.85,59.11,-0.7,-1.1842,1.1689,4684347,278746585.9,23634945298.8,23408127119.5
2020-03-02,'300595,≈∑∆’øµ ”,59.11,59.35,55.73,56.4,56.4,2.71,4.805,1.42,5690884,330334441.3,23918192374.8,23688655949.9
2020-02-28,'300595,≈∑∆’øµ ”,56.4,57.76,55.01,56.8,57.99,-1.59,-2.7419,1.3294,5327544,301471482.65,22821621552.0,22602608620.8
2020-02-27,'300595,≈∑∆’øµ ”,57.99,59.67,54.88,55.81,55.16,2.83,5.1305,2.118,8488138,491765631.96,23464997053.2,23239809821.3
2020-02-26,'300595,≈∑∆’øµ ”,55.16,57.58,55.0,56.8,56.0,-0.84,-1.5,1.2583,5042787,282511703.06,22319869588.8,22105671835.5
2020-02-25,'300595,≈∑∆’øµ ”,56.0,57.8,54.33,56.6,57.2,-1.2,-2.0979,1.3193,5287151,296197153.37,22659766080.0,22442306432.0
2020-02-24,'300595,≈∑∆’øµ ”,57.2,58.0,56.0,57.48,57.45,-0.25,-0.4352,1.1609,4652415,265056754.57,23145332496.0,22923212998.4
2020-02-21,'300595,≈∑∆’øµ ”,57.45,58.57,56.71,58.0,57.16,0.29,0.5073,0.6906,2767549,159598462.29,23246492166.0,23023401866.4
2020-02-20,'300595,≈∑∆’øµ ”,57.16,57.78,55.91,55.91,55.97,1.19,2.1261,0.855,3426394,195291997.95,23129146948.8,22907182779.5
2020-02-19,'300595,≈∑∆’øµ ”,55.97,57.83,55.6,57.8,57.78,-1.81,-3.1326,0.8912,3571426,202045987.62,22647626919.6,22430283767.8
2020-02-18,'300595,≈∑∆’øµ ”,57.78,58.19,56.44,56.58,56.75,1.03,1.815,1.0352,4148543,237987821.58,23380022930.4,23155651172.2
2020-02-17,'300595,≈∑∆’øµ ”,56.75,57.26,55.14,56.3,55.44,1.31,2.3629,0.8961,3591270,202524055.67,22963245090.0,22742873036.0
2020-02-14,'300595,≈∑∆’øµ ”,55.44,57.89,54.5,54.69,54.55,0.89,1.6315,1.1892,4765657,266691880.19,22433168419.2,22217883367.7
2020-02-13,'300595,≈∑∆’øµ ”,54.55,56.19,54.17,56.1,55.62,-1.07,-1.9238,0.9403,3768449,206875908.24,22073039994.0,21861210997.6
2020-02-12,'300595,≈∑∆’øµ ”,55.62,56.08,54.7,55.31,55.16,0.46,0.8339,1.075,4308281,239138983.9,22506003381.6,22290019352.6
2020-02-11,'300595,≈∑∆’øµ ”,55.16,56.09,51.6,52.17,52.17,2.99,5.7313,1.7878,7164681,388700854.89,22319869588.8,22105671835.5
2020-02-10,'300595,≈∑∆’øµ ”,52.17,52.29,50.35,50.66,51.35,0.82,1.5969,1.0848,4347449,222763934.59,21109999935.6,20907412974.2
2020-02-07,'300595,≈∑∆’øµ ”,51.35,52.4,50.3,51.99,51.86,-0.51,-0.9834,0.917,3674894,188711695.51,20778196218.0,20578793487.2
2020-02-06,'300595,≈∑∆’øµ ”,51.86,52.46,50.12,50.49,50.12,1.74,3.4717,1.2644,5066994,260605621.06,20984561944.8,20783178777.9
2020-02-05,'300595,≈∑∆’øµ ”,50.12,51.17,49.61,51.0,50.79,-0.67,-1.3192,1.3312,5334793,268846061.44,20280490641.6,20085864256.6
