日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-26,'603355,莱克电气,20.6,20.8,20.52,20.8,20.87,-0.27,-1.2937,0.1356,543823,11228261.0,8260600000.0,8260600000.0
2020-03-25,'603355,莱克电气,20.87,20.99,20.6,20.95,20.57,0.3,1.4584,0.2552,1023535,21276270.0,8368870000.0,8368870000.0
2020-03-24,'603355,莱克电气,20.57,20.66,20.06,20.41,20.0,0.57,2.85,0.2651,1063083,21683306.0,8248570000.0,8248570000.0
2020-03-23,'603355,莱克电气,20.0,20.35,19.87,20.25,20.55,-0.55,-2.6764,0.2304,923947,18527839.0,8020000000.0,8020000000.0
2020-03-20,'603355,莱克电气,20.55,20.72,20.2,20.5,20.32,0.23,1.1319,0.2093,839383,17216792.0,8240550000.0,8240550000.0
2020-03-19,'603355,莱克电气,20.32,20.78,19.8,20.37,20.46,-0.14,-0.6843,0.39,1563833,31616317.0,8148320000.0,8148320000.0
2020-03-18,'603355,莱克电气,20.46,21.23,20.38,21.09,20.78,-0.32,-1.5399,0.3583,1436702,29848319.0,8204460000.0,8204460000.0
2020-03-17,'603355,莱克电气,20.78,21.75,20.47,21.2,21.2,-0.42,-1.9811,0.4247,1703135,35575637.0,8332780000.0,8332780000.0
2020-03-16,'603355,莱克电气,21.2,22.39,21.01,22.29,22.25,-1.05,-4.7191,0.5056,2027369,44272178.0,8501200000.0,8501200000.0
2020-03-13,'603355,莱克电气,22.25,22.43,21.51,21.51,22.98,-0.73,-3.1767,0.6183,2479368,54259775.0,8922250000.0,8922250000.0
2020-03-12,'603355,莱克电气,22.98,23.88,22.85,23.86,24.13,-1.15,-4.7659,0.6636,2661001,61617528.0,9214980000.0,9214980000.0
2020-03-11,'603355,莱克电气,24.13,24.28,23.8,24.0,23.96,0.17,0.7095,0.619,2482047,59734718.0,9676130000.0,9676130000.0
2020-03-10,'603355,莱克电气,23.96,24.06,22.61,22.61,22.91,1.05,4.5832,0.6062,2430828,57203710.0,9607960000.0,9607960000.0
2020-03-09,'603355,莱克电气,22.91,23.74,22.82,23.59,23.91,-1.0,-4.1824,0.5094,2042509,47439451.0,9186910000.0,9186910000.0
2020-03-06,'603355,莱克电气,23.91,24.5,23.63,23.9,24.05,-0.14,-0.5821,0.6755,2708885,64912894.0,9587910000.0,9587910000.0
2020-03-05,'603355,莱克电气,24.05,24.17,23.03,23.27,22.98,1.07,4.6562,0.7268,2914430,68789017.0,9644050000.0,9644050000.0
2020-03-04,'603355,莱克电气,22.98,23.09,22.6,22.68,22.96,0.02,0.0871,0.289,1158903,26456578.0,9214980000.0,9214980000.0
2020-03-03,'603355,莱克电气,22.96,23.45,22.7,23.17,22.99,-0.03,-0.1305,0.5822,2334623,53863219.0,9206960000.0,9206960000.0
2020-03-02,'603355,莱克电气,22.99,23.16,22.32,22.39,22.31,0.68,3.048,0.4622,1853539,42476074.0,9218990000.0,9218990000.0
2020-02-28,'603355,莱克电气,22.31,23.38,22.28,23.38,23.94,-1.63,-6.8087,0.5288,2120314,48342432.0,8946310000.0,8946310000.0
2020-02-27,'603355,莱克电气,23.94,24.08,23.51,23.7,23.67,0.27,1.1407,0.3921,1572455,37441190.0,9599940000.0,9599940000.0
2020-02-26,'603355,莱克电气,23.67,24.15,23.52,23.77,24.16,-0.49,-2.0281,0.4599,1844059,43840624.0,9491670000.0,9491670000.0
2020-02-25,'603355,莱克电气,24.16,24.5,23.33,24.49,24.92,-0.76,-3.0498,0.7562,3032303,72870949.0,9688160000.0,9688160000.0
2020-02-24,'603355,莱克电气,24.92,24.98,24.03,24.5,24.48,0.44,1.7974,0.6743,2703758,66382817.0,9992920000.0,9992920000.0
2020-02-21,'603355,莱克电气,24.48,24.99,24.32,24.57,24.6,-0.12,-0.4878,0.6459,2590170,63741037.0,9816480000.0,9816480000.0
2020-02-20,'603355,莱克电气,24.6,24.82,23.53,23.53,23.56,1.04,4.4143,0.7292,2924250,70858682.0,9864600000.0,9864600000.0
2020-02-19,'603355,莱克电气,23.56,23.96,23.54,23.96,23.91,-0.35,-1.4638,0.4146,1662638,39453161.0,9447560000.0,9447560000.0
2020-02-18,'603355,莱克电气,23.91,23.94,23.5,23.72,23.85,0.06,0.2516,0.4647,1863315,44165508.0,9587910000.0,9587910000.0
2020-02-17,'603355,莱克电气,23.85,23.92,23.25,23.38,23.15,0.7,3.0238,0.4428,1775631,42090186.0,9563850000.0,9563850000.0
2020-02-14,'603355,莱克电气,23.15,23.39,23.02,23.19,23.28,-0.13,-0.5584,0.2162,867007,20107589.0,9283150000.0,9283150000.0
