ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'002306,STÔÆÍø,2.8,2.95,2.79,2.9,2.94,-0.14,-4.7619,1.7468,13974377,40006815.43,2240000000.0,2240000000.0
2020-03-25,'002306,STÔÆÍø,2.94,3.06,2.8,2.84,2.91,0.03,1.0309,2.7059,21647234,64965700.04,2352000000.0,2352000000.0
2020-03-24,'002306,STÔÆÍø,2.91,2.91,2.64,2.79,2.77,0.14,5.0542,2.4132,19305399,53617996.84,2328000000.0,2328000000.0
2020-03-23,'002306,STÔÆÍø,2.77,2.97,2.73,2.97,2.84,-0.07,-2.4648,4.8319,38655412,111201691.63,2216000000.0,2216000000.0
2020-03-20,'002306,STÔÆÍø,2.84,2.84,2.84,2.84,2.7,0.14,5.1852,0.1398,1118500,3176540.0,2272000000.0,2272000000.0
2020-03-19,'002306,STÔÆÍø,2.7,2.7,2.7,2.7,2.57,0.13,5.0584,0.1968,1574286,4250572.2,2160000000.0,2160000000.0
2020-03-18,'002306,STÔÆÍø,2.57,2.57,2.57,2.57,2.45,0.12,4.898,0.1786,1428800,3672016.0,2056000000.0,2056000000.0
2020-03-17,'002306,STÔÆÍø,2.45,2.45,2.4,2.45,2.33,0.12,5.1502,1.3244,10595138,25936110.1,1960000000.0,1960000000.0
2020-03-16,'002306,STÔÆÍø,2.33,2.44,2.32,2.4,2.32,0.01,0.431,1.2129,9703400,23245362.39,1864000000.0,1864000000.0
2020-03-13,'002306,STÔÆÍø,2.32,2.34,2.2,2.25,2.3,0.02,0.8696,0.5634,4506900,10234609.0,1856000000.0,1856000000.0
2020-03-12,'002306,STÔÆÍø,2.3,2.31,2.27,2.3,2.32,-0.02,-0.8621,0.3961,3168800,7275770.0,1840000000.0,1840000000.0
2020-03-11,'002306,STÔÆÍø,2.32,2.36,2.31,2.33,2.33,-0.01,-0.4292,0.3137,2509201,5857656.33,1856000000.0,1856000000.0
