»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'000678,œÂ—Ù÷·≥–,6.3,6.35,6.0,6.13,6.26,0.04,0.639,3.0254,13905206,85377873.94,2895554321.1,2895554321.1
2020-03-25,'000678,œÂ—Ù÷·≥–,6.26,6.26,5.73,5.8,5.69,0.57,10.0176,2.814,12933399,79907564.74,2877169849.22,2877169849.22
2020-03-24,'000678,œÂ—Ù÷·≥–,5.69,5.77,5.61,5.63,5.6,0.09,1.6071,0.6441,2960305,16787108.35,2615191124.93,2615191124.93
2020-03-23,'000678,œÂ—Ù÷·≥–,5.6,5.68,5.55,5.6,5.68,-0.08,-1.4085,0.5527,2540472,14254839.75,2573826063.2,2573826063.2
2020-03-20,'000678,œÂ—Ù÷·≥–,5.68,5.73,5.55,5.62,5.59,0.09,1.61,0.7659,3519985,19832312.0,2610595006.96,2610595006.96
2020-03-19,'000678,œÂ—Ù÷·≥–,5.59,5.62,5.39,5.51,5.52,0.07,1.2681,0.7056,3243100,17852932.0,2569229945.23,2569229945.23
2020-03-18,'000678,œÂ—Ù÷·≥–,5.52,5.76,5.52,5.62,5.62,-0.1,-1.7794,0.6375,2930062,16481084.54,2537057119.44,2537057119.44
2020-03-17,'000678,œÂ—Ù÷·≥–,5.62,5.87,5.45,5.64,5.67,-0.05,-0.8818,0.5639,2591578,14432209.96,2583018299.14,2583018299.14
2020-03-16,'000678,œÂ—Ù÷·≥–,5.67,5.97,5.63,5.97,5.84,-0.17,-2.911,0.6258,2876098,16596271.16,2605998888.99,2605998888.99
2020-03-13,'000678,œÂ—Ù÷·≥–,5.84,5.91,5.57,5.65,5.91,-0.07,-1.1844,0.7498,3445962,19862329.66,2684132894.48,2684132894.48
2020-03-12,'000678,œÂ—Ù÷·≥–,5.91,6.08,5.88,6.08,6.11,-0.2,-3.2733,0.985,4527200,26973885.0,2716305720.27,2716305720.27
2020-03-11,'000678,œÂ—Ù÷·≥–,6.11,6.38,6.1,6.1,6.09,0.02,0.3284,1.6945,7788074,48363486.21,2808228079.67,2808228079.67
2020-03-10,'000678,œÂ—Ù÷·≥–,6.09,6.19,5.79,5.98,5.97,0.12,2.0101,1.168,5368344,32319096.84,2799035843.73,2799035843.73
2020-03-09,'000678,œÂ—Ù÷·≥–,5.97,6.1,5.96,6.03,6.09,-0.12,-1.9704,0.9615,4418960,26551072.2,2743882428.09,2743882428.09
2020-03-06,'000678,œÂ—Ù÷·≥–,6.09,6.14,5.95,5.96,5.98,0.11,1.8395,1.3194,6063941,36743422.45,2799035843.73,2799035843.73
2020-03-05,'000678,œÂ—Ù÷·≥–,5.98,6.05,5.84,5.85,5.87,0.11,1.8739,1.152,5294802,31490077.82,2748478546.06,2748478546.06
2020-03-04,'000678,œÂ—Ù÷·≥–,5.87,5.88,5.7,5.7,5.78,0.09,1.5571,0.779,3580177,20692696.6,2697921248.39,2697921248.39
2020-03-03,'000678,œÂ—Ù÷·≥–,5.78,5.9,5.72,5.84,5.8,-0.02,-0.3448,0.6707,3082567,17947306.29,2656556186.66,2656556186.66
2020-03-02,'000678,œÂ—Ù÷·≥–,5.8,5.86,5.62,5.62,5.62,0.18,3.2028,0.6536,3003992,17414175.83,2665748422.6,2665748422.6
2020-02-28,'000678,œÂ—Ù÷·≥–,5.62,5.9,5.61,5.82,5.95,-0.33,-5.5462,0.7845,3605692,20707824.2,2583018299.14,2583018299.14
2020-02-27,'000678,œÂ—Ù÷·≥–,5.95,6.05,5.92,5.99,6.01,-0.06,-0.9983,0.5976,2746576,16401800.32,2734690192.15,2734690192.15
2020-02-26,'000678,œÂ—Ù÷·≥–,6.01,6.14,5.92,5.98,5.98,0.03,0.5017,0.8097,3721503,22526009.95,2762266899.97,2762266899.97
2020-02-25,'000678,œÂ—Ù÷·≥–,5.98,6.03,5.85,5.9,6.07,-0.09,-1.4827,0.9513,4372300,25993635.02,2748478546.06,2748478546.06
2020-02-24,'000678,œÂ—Ù÷·≥–,6.07,6.19,6.01,6.16,6.16,-0.09,-1.461,0.7695,3536701,21443585.07,2789843607.79,2789843607.79
2020-02-21,'000678,œÂ—Ù÷·≥–,6.16,6.25,6.09,6.15,6.15,0.01,0.1626,0.9043,4156201,25545818.14,2831208669.52,2831208669.52
