»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'603833,≈∑≈…º“æ”,95.62,97.33,93.0,94.0,95.35,0.27,0.2832,1.9035,1800430,172059194.0,40176786973.1,9044468033.16
2020-03-25,'603833,≈∑≈…º“æ”,95.35,95.8,92.0,94.3,90.49,4.86,5.3708,2.4162,2285431,214552343.0,40063340701.6,9018929376.3
2020-03-24,'603833,≈∑≈…º“æ”,90.49,91.48,88.0,90.33,88.65,1.84,2.0756,1.7318,1638045,147210087.0,38021307814.2,8559233552.82
2020-03-23,'603833,≈∑≈…º“æ”,88.65,90.59,87.67,89.0,92.28,-3.63,-3.9337,1.8131,1714944,153125052.0,37248085127.2,8385084980.55
2020-03-20,'603833,≈∑≈…º“æ”,92.28,93.43,90.08,92.92,91.64,0.64,0.6984,2.8827,2726598,249852092.0,38773302826.2,8728433637.96
2020-03-19,'603833,≈∑≈…º“æ”,91.64,95.19,89.59,94.85,95.31,-3.67,-3.8506,4.1294,3905812,357106668.0,38504393920.6,8667898337.48
2020-03-18,'603833,≈∑≈…º“æ”,95.31,100.98,95.03,99.26,99.29,-3.98,-4.0085,3.1846,3012232,293332656.0,40046418426.2,9015030451.17
2020-03-17,'603833,≈∑≈…º“æ”,99.29,103.5,97.21,101.06,101.81,-2.52,-2.4752,3.278,3100553,307528556.0,41718695682.8,9391484351.03
2020-03-16,'603833,≈∑≈…º“æ”,101.81,107.49,101.25,106.0,106.45,-4.64,-4.3589,2.003,1894608,196699324.0,42777524498.7,9629842096.67
2020-03-13,'603833,≈∑≈…º“æ”,106.45,108.5,103.56,105.1,109.32,-2.87,-2.6253,1.9239,1819725,192209191.0,44727114064.2,10068723025.1
2020-03-12,'603833,≈∑≈…º“æ”,109.32,114.44,109.05,113.3,114.45,-5.13,-4.4823,1.8637,1762806,194356903.0,45933002437.8,10340186013.2
2020-03-11,'603833,≈∑≈…º“æ”,114.45,117.5,113.3,115.88,115.68,-1.23,-1.0633,1.4072,1331057,152927834.0,48088475384.2,10825414281.1
2020-03-10,'603833,≈∑≈…º“æ”,115.68,117.13,112.61,113.83,113.5,2.18,1.9207,1.6975,1605591,184687786.0,48605284687.2,10941755561.8
2020-03-09,'603833,≈∑≈…º“æ”,113.5,118.0,113.5,118.0,118.45,-4.95,-4.179,1.5624,1477829,170716464.0,47689313727.5,10735557194.5
2020-03-06,'603833,≈∑≈…º“æ”,118.45,120.65,117.98,119.0,120.82,-2.37,-1.9616,1.0762,1017905,121313166.0,49769156044.2,11203759909.1
2020-03-05,'603833,≈∑≈…º“æ”,120.82,121.0,117.9,120.4,120.2,0.62,0.5158,1.8264,1727504,206659756.0,50764959335.3,11427929693.7
2020-03-04,'603833,≈∑≈…º“æ”,120.2,120.46,116.25,117.75,117.0,3.2,2.735,2.0036,1895138,225379922.0,50504453833.0,11369286121.4
2020-03-03,'603833,≈∑≈…º“æ”,117.0,117.94,114.88,116.88,115.03,1.97,1.7126,1.7463,1651785,192385874.0,49159909305.0,11066609619.0
2020-03-02,'603833,≈∑≈…º“æ”,115.03,115.88,110.06,110.06,110.16,4.87,4.4208,1.9137,1810083,206150193.0,48332174079.9,10880274397.2
2020-02-28,'603833,≈∑≈…º“æ”,110.16,113.93,105.0,111.57,113.99,-3.83,-3.3599,2.3147,2189396,243940513.0,46285945376.4,10419638595.1
2020-02-27,'603833,≈∑≈…º“æ”,113.99,115.33,110.79,112.79,111.66,2.33,2.0867,1.78,1683643,191563600.0,47895197108.3,10781904533.9
2020-02-26,'603833,≈∑≈…º“æ”,111.66,117.38,111.0,111.0,113.41,-1.75,-1.5431,2.08,1967438,224421727.0,46916200623.9,10561518205.6
2020-02-25,'603833,≈∑≈…º“æ”,113.41,115.69,112.01,112.01,114.24,-0.83,-0.7265,2.0775,1965001,223181854.0,47651498412.7,10727044417.9
2020-02-24,'603833,≈∑≈…º“æ”,114.24,117.79,112.98,116.67,118.0,-3.76,-3.1864,2.6081,2466936,281927087.0,48000239649.6,10805551135.7
2020-02-21,'603833,≈∑≈…º“æ”,118.0,120.87,116.05,120.01,120.2,-2.2,-1.8303,1.9128,1809296,212691695.0,49580079470.0,11161196026.0
2020-02-20,'603833,≈∑≈…º“æ”,120.2,122.75,119.26,121.0,121.48,-1.28,-1.0537,1.1874,1123107,135009675.0,50504453833.0,11369286121.4
2020-02-19,'603833,≈∑≈…º“æ”,121.48,123.31,116.0,118.8,116.51,4.97,4.2657,1.8511,1750878,207945279.0,51042271644.2,11490356722.4
2020-02-18,'603833,≈∑≈…º“æ”,116.51,118.2,114.86,115.0,114.75,1.76,1.5338,1.8559,1755424,204938519.0,48954025924.2,11020262279.6
2020-02-17,'603833,≈∑≈…º“æ”,114.75,116.19,112.66,113.0,114.96,-0.21,-0.1827,1.6801,1589105,181992833.0,48214526433.8,10853790203.2
2020-02-14,'603833,≈∑≈…º“æ”,114.96,115.5,111.91,113.66,111.8,3.16,2.8265,1.2642,1195746,136849255.0,48302762168.4,10873653348.7
2020-02-13,'603833,≈∑≈…º“æ”,111.8,116.62,111.0,113.23,113.85,-2.05,-1.8006,1.5616,1477093,167264280.0,46975024447.0,10574760302.6
2020-02-12,'603833,≈∑≈…º“æ”,113.85,114.39,107.5,109.0,109.0,4.85,4.4495,1.909,1805645,201123834.0,47836373285.2,10768662437.0
2020-02-11,'603833,≈∑≈…º“æ”,109.0,111.6,106.0,107.0,107.0,2.0,1.8692,2.4386,2306625,250523567.0,45798547985.0,10309918363.0
2020-02-10,'603833,≈∑≈…º“æ”,107.0,107.88,105.2,107.88,109.0,-2.0,-1.8349,2.4241,2292899,244503285.0,44958207655.0,10120745549.0
2020-02-07,'603833,≈∑≈…º“æ”,109.0,110.39,105.71,108.68,110.41,-1.41,-1.2771,2.0479,1937024,208562862.0,45798547985.0,10309918363.0
2020-02-06,'603833,≈∑≈…º“æ”,110.41,111.0,105.01,108.98,108.0,2.41,2.2315,2.4141,2283435,245560413.0,46390987917.7,10443285196.9
2020-02-05,'603833,≈∑≈…º“æ”,108.0,111.6,104.61,107.23,107.24,0.76,0.7087,2.9767,2815595,301032972.0,45378377820.0,10215331956.0
2020-02-04,'603833,≈∑≈…º“æ”,107.24,108.88,105.0,105.0,103.4,3.84,3.7137,2.0605,1948981,209030707.0,45059048494.6,10143446286.7
2020-02-03,'603833,≈∑≈…º“æ”,103.4,104.41,101.7,101.7,113.0,-9.6,-8.4956,2.8432,2689261,274967705.0,43445595061.0,9780234483.8
2020-01-23,'603833,≈∑≈…º“æ”,113.0,118.37,110.14,117.74,119.76,-6.76,-5.6446,2.3127,2187461,250184534.0,47479228645.0,10688263991.0
2020-01-22,'603833,≈∑≈…º“æ”,119.76,121.11,115.25,118.06,122.1,-2.34,-1.9165,1.9813,1874009,221176635.0,50319578960.4,11327668102.3
2020-01-21,'603833,≈∑≈…º“æ”,122.1,125.0,121.0,124.23,124.36,-2.26,-1.8173,1.0543,997259,122598876.0,51302777146.5,11549000294.7
2020-01-20,'603833,≈∑≈…º“æ”,124.36,125.15,118.47,121.28,121.0,3.36,2.7769,2.0189,1909649,235637208.0,52252361719.4,11762765574.5
2020-01-17,'603833,≈∑≈…º“æ”,121.0,121.51,117.56,118.1,117.55,3.45,2.9349,2.0866,1973684,237374555.0,50840589965.0,11444955247.0
