»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'002332,œ…Ë¢÷∆“©,12.81,13.62,12.8,12.99,13.31,-0.5,-3.7566,3.8333,35121533,460853113.81,11736677846.5,11736677846.5
2020-03-25,'002332,œ…Ë¢÷∆“©,13.31,13.64,12.73,13.0,13.1,0.21,1.6031,4.3641,39984157,527278917.53,12194783929.5,12194783929.5
2020-03-24,'002332,œ…Ë¢÷∆“©,13.1,13.1,12.24,12.5,12.47,0.63,5.0521,4.8821,44730469,565991100.86,12002379374.6,12002379374.6
2020-03-23,'002332,œ…Ë¢÷∆“©,12.47,13.3,12.37,12.5,12.64,-0.17,-1.3449,6.8848,63078958,808700306.41,11425165710.0,11425165710.0
2020-03-20,'002332,œ…Ë¢÷∆“©,12.64,12.64,11.53,11.64,11.49,1.15,10.0087,5.4261,49714558,613507763.35,11580921778.2,11580921778.2
2020-03-19,'002332,œ…Ë¢÷∆“©,11.49,11.73,11.11,11.65,11.38,0.11,0.9666,3.3911,31069692,354069560.71,10527277787.3,10527277787.3
2020-03-18,'002332,œ…Ë¢÷∆“©,11.38,12.05,11.1,11.13,11.02,0.36,3.2668,4.7233,43275240,505673937.6,10426494449.1,10426494449.1
2020-03-17,'002332,œ…Ë¢÷∆“©,11.02,11.58,10.41,11.37,11.5,-0.48,-4.1739,4.7534,43551442,477240646.25,10096658069.3,10096658069.3
2020-03-16,'002332,œ…Ë¢÷∆“©,11.5,12.2,11.22,11.22,11.18,0.32,2.8623,5.3775,49269363,580311600.87,10536439909.0,10536439909.0
2020-03-13,'002332,œ…Ë¢÷∆“©,11.18,11.32,10.28,10.55,11.14,0.04,0.3591,3.7595,34445078,371293035.42,10243252015.9,10243252015.9
2020-03-12,'002332,œ…Ë¢÷∆“©,11.14,11.93,11.12,11.5,11.58,-0.44,-3.7997,4.3944,40262115,462880547.36,10206603529.2,10206603529.2
2020-03-11,'002332,œ…Ë¢÷∆“©,11.58,11.99,11.33,11.33,11.21,0.37,3.3006,3.8308,35098128,408430478.1,10609736882.3,10609736882.3
2020-03-10,'002332,œ…Ë¢÷∆“©,11.21,11.33,10.82,11.2,11.31,-0.1,-0.8842,3.224,29538908,328963075.77,10270738380.9,10270738380.9
2020-03-09,'002332,œ…Ë¢÷∆“©,11.31,11.64,11.06,11.28,11.33,-0.02,-0.1765,3.8888,35629466,406068421.15,10362359597.5,10362359597.5
2020-03-06,'002332,œ…Ë¢÷∆“©,11.33,11.66,11.18,11.4,11.4,-0.07,-0.614,2.9488,27017689,307587685.33,10380683840.8,10380683840.8
2020-03-05,'002332,œ…Ë¢÷∆“©,11.4,11.6,11.03,11.09,11.0,0.4,3.6364,4.6401,42513147,484121803.18,10444818692.4,10444818692.4
2020-03-04,'002332,œ…Ë¢÷∆“©,11.0,11.3,10.76,10.85,10.84,0.16,1.476,5.2173,47801862,528211298.25,10078333826.0,10078333826.0
2020-03-03,'002332,œ…Ë¢÷∆“©,10.84,10.85,10.16,10.31,10.27,0.57,5.5501,5.45,49933315,526707072.47,9931739879.44,9931739879.44
2020-03-02,'002332,œ…Ë¢÷∆“©,10.27,10.35,10.08,10.3,10.08,0.19,1.8849,2.9211,26763726,273597388.52,9409498944.82,9409498944.82
2020-02-28,'002332,œ…Ë¢÷∆“©,10.08,10.41,9.81,9.99,10.05,0.03,0.2985,3.6852,33764260,345208767.22,9235418633.28,9235418633.28
2020-02-27,'002332,œ…Ë¢÷∆“©,10.05,10.29,10.0,10.13,10.09,-0.04,-0.3964,1.6839,15428072,155661097.68,9207932268.3,9207932268.3
2020-02-26,'002332,œ…Ë¢÷∆“©,10.09,10.3,10.02,10.18,10.31,-0.22,-2.1339,2.1461,19662687,200077646.24,9244580754.94,9244580754.94
2020-02-25,'002332,œ…Ë¢÷∆“©,10.31,10.38,9.99,10.03,10.3,0.01,0.0971,3.1314,28690599,292991871.27,9446147431.46,9446147431.46
2020-02-24,'002332,œ…Ë¢÷∆“©,10.3,10.45,10.2,10.3,10.31,-0.01,-0.097,2.3557,21583310,221958389.03,9436985309.8,9436985309.8
2020-02-21,'002332,œ…Ë¢÷∆“©,10.31,10.36,10.01,10.16,10.12,0.19,1.8775,2.6738,24497479,250132935.78,9446147431.46,9446147431.46
2020-02-20,'002332,œ…Ë¢÷∆“©,10.12,10.15,9.95,10.0,10.0,0.12,1.2,1.8098,16581926,166721355.9,9272067119.92,9272067119.92
2020-02-19,'002332,œ…Ë¢÷∆“©,10.0,10.32,9.98,10.32,10.36,-0.36,-3.4749,3.1854,29185075,294249575.55,9162121660.0,9162121660.0
