日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-26,'603557,起步股份,11.5,11.65,11.38,11.53,11.57,-0.07,-0.605,5.5643,12180400,140110826.0,5453756067.0,2517378267.0
2020-03-25,'603557,起步股份,11.57,11.6,10.81,10.92,10.81,0.76,7.0305,7.4073,16214690,183376931.0,5486952843.06,2532701439.06
2020-03-24,'603557,起步股份,10.81,11.01,10.68,10.95,10.78,0.03,0.2783,3.0753,6732000,72992351.0,5126530702.98,2366335570.98
2020-03-23,'603557,起步股份,10.78,10.97,10.6,10.75,10.8,-0.02,-0.1852,4.4401,9719572,105039794.0,5112303513.24,2359768497.24
2020-03-20,'603557,起步股份,10.8,10.87,10.58,10.6,10.63,0.17,1.5992,4.7986,10504172,112295287.0,5121788306.4,2364146546.4
2020-03-19,'603557,起步股份,10.63,10.73,10.35,10.7,10.87,-0.24,-2.2079,4.8113,10532072,110693946.0,5041167564.54,2326933128.54
2020-03-18,'603557,起步股份,10.87,11.25,10.58,11.07,11.1,-0.23,-2.0721,6.888,15078020,162887094.0,5154985082.46,2379469718.46
2020-03-17,'603557,起步股份,11.1,11.31,10.5,11.25,11.2,-0.1,-0.8929,10.6777,23373700,257417815.0,5264060203.8,2429817283.8
2020-03-16,'603557,起步股份,11.2,11.7,11.0,11.4,11.18,0.02,0.1789,12.0858,26456033,300100814.0,5311484169.6,2451707529.6
2020-03-13,'603557,起步股份,11.18,11.29,10.35,10.95,11.19,-0.01,-0.0894,9.092,19902537,219022999.0,5301999376.44,2447329480.44
2020-03-12,'603557,起步股份,11.19,11.35,10.94,11.02,11.17,0.02,0.1791,9.1375,20002127,224318655.0,5306741773.02,2449518505.02
2020-03-11,'603557,起步股份,11.17,11.31,10.85,11.06,11.37,-0.2,-1.759,10.3127,22574741,249967424.0,5297256979.86,2445140455.86
2020-03-10,'603557,起步股份,11.37,11.69,10.2,11.0,10.99,0.38,3.4577,17.1209,37478141,417260597.0,5392104911.46,2488920947.46
2020-03-09,'603557,起步股份,10.99,10.99,9.95,9.95,9.99,1.0,10.01,11.7661,25756186,277009375.0,5211893841.42,2405738013.42
2020-03-06,'603557,起步股份,9.99,10.1,9.66,9.72,9.79,0.2,2.0429,6.5321,14298992,141790602.0,4737654183.42,2186835555.42
2020-03-05,'603557,起步股份,9.79,9.95,9.56,9.77,9.74,0.05,0.5133,7.3204,16024500,156016656.0,4642806251.82,2143055063.82
2020-03-04,'603557,起步股份,9.74,9.91,9.51,9.62,9.75,-0.01,-0.1026,5.7172,12515072,121970608.0,4619094268.92,2132109940.92
2020-03-03,'603557,起步股份,9.75,9.79,9.17,9.3,9.35,0.4,4.2781,7.7413,16945872,159883287.0,4623836665.5,2134298965.5
2020-03-02,'603557,起步股份,9.35,9.43,9.14,9.36,9.17,0.18,1.9629,4.8634,10646172,99063872.0,4434140802.3,2046737982.3
2020-02-28,'603557,起步股份,9.17,9.55,8.95,9.0,9.15,0.02,0.2186,4.7456,10388153,95817458.0,4348777663.86,2007335539.86
2020-02-27,'603557,起步股份,9.15,9.29,9.08,9.16,9.15,0.0,0.0,2.0943,4584448,42011180.0,4339292870.7,2002957490.7
2020-02-26,'603557,起步股份,9.15,9.37,9.14,9.37,9.44,-0.29,-3.072,2.869,6280311,58031553.0,4339292870.7,2002957490.7
2020-02-25,'603557,起步股份,9.44,9.5,9.02,9.05,9.23,0.21,2.2752,5.3605,11734297,108960607.0,4476822371.52,2066439203.52
2020-02-24,'603557,起步股份,9.23,9.33,8.91,8.95,8.95,0.28,3.1285,4.9341,10800911,98673882.0,4377232043.34,2020469687.34
2020-02-21,'603557,起步股份,8.95,9.0,8.86,8.94,8.94,0.01,0.1119,2.3495,5143080,45856216.0,4244444939.1,1959176999.1
2020-02-20,'603557,起步股份,8.94,8.99,8.87,8.93,8.92,0.02,0.2242,3.1185,6826497,60919577.0,4239702542.52,1956987974.52
2020-02-19,'603557,起步股份,8.92,9.03,8.84,9.0,9.0,-0.08,-0.8889,3.6894,8076245,72163693.0,4230217749.36,1952609925.36
2020-02-18,'603557,起步股份,9.0,9.03,8.87,8.95,8.92,0.08,0.8969,3.4644,7583718,67768515.0,4268156922.0,1970122122.0
2020-02-17,'603557,起步股份,8.92,9.05,8.74,8.82,8.8,0.12,1.3636,3.982,8716664,77637165.0,4230217749.36,1952609925.36
2020-02-14,'603557,起步股份,8.8,8.9,8.73,8.88,8.89,-0.09,-1.0124,3.223,7055195,62157478.0,4173308990.4,1926341630.4
2020-02-13,'603557,起步股份,8.89,8.93,8.64,8.88,8.93,-0.04,-0.4479,4.2795,9367851,82553818.0,4215990559.62,1946042851.62
2020-02-12,'603557,起步股份,8.93,9.4,8.68,9.4,9.14,-0.21,-2.2976,5.7682,12626699,112133094.0,4234960145.94,1954798949.94
2020-02-11,'603557,起步股份,9.14,9.91,9.13,9.9,10.14,-1.0,-9.8619,8.494,18593679,174077764.0,4334550474.12,2000768466.12
2020-02-10,'603557,起步股份,10.14,10.38,9.65,9.65,9.48,0.66,6.962,12.3421,27017237,271987536.0,4808790132.12,2219670924.12
2020-02-07,'603557,起步股份,9.48,9.57,8.99,9.0,9.05,0.43,4.7514,5.9907,13113789,122984194.0,4495791957.84,2075195301.84
2020-02-06,'603557,起步股份,9.05,9.18,8.52,8.58,8.65,0.4,4.6243,5.0584,11073004,99577065.0,4291868904.9,1981067244.9
2020-02-05,'603557,起步股份,8.65,8.7,7.95,8.08,8.0,0.65,8.125,4.7079,10305600,86919342.0,4102173041.7,1893506261.7
2020-02-04,'603557,起步股份,8.0,8.05,7.19,7.19,7.99,0.01,0.1252,6.3313,13859365,105763102.0,3793917264.0,1751219664.0
2020-02-03,'603557,起步股份,7.99,8.1,7.99,7.99,8.88,-0.89,-10.0225,1.2348,2703100,21605661.0,3789174867.42,1749030639.42
2020-01-23,'603557,起步股份,8.88,9.02,8.7,8.91,9.03,-0.15,-1.6611,3.0884,6760500,59845733.0,4211248163.04,1943853827.04
2020-01-22,'603557,起步股份,9.03,9.12,8.89,9.12,9.09,-0.06,-0.6601,2.9745,6511323,58550384.0,4282384111.74,1976689195.74
2020-01-21,'603557,起步股份,9.09,9.2,9.04,9.09,9.12,-0.03,-0.3289,2.7487,6017000,54811154.0,4310838491.22,1989823343.22
2020-01-20,'603557,起步股份,9.12,9.31,9.05,9.07,9.07,0.05,0.5513,2.5324,5543384,50794382.0,4325065680.96,1996390416.96
2020-01-17,'603557,起步股份,9.07,9.15,9.0,9.05,9.0,0.07,0.7778,2.0591,4507384,40891907.0,4301353698.06,1985445294.06
2020-01-16,'603557,起步股份,9.0,9.16,8.91,9.02,8.95,0.05,0.5587,3.4969,7654860,69129818.0,4268156922.0,1970122122.0
