日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2020-03-26,'600620,天宸股份,5.78,5.86,5.7,5.77,5.77,0.01,0.1733,0.6261,4299298,24875476.0,3968993713.14,3968993713.14
2020-03-25,'600620,天宸股份,5.77,5.81,5.72,5.72,5.63,0.14,2.4867,0.519,3563786,20504438.0,3962126942.01,3962126942.01
2020-03-24,'600620,天宸股份,5.63,5.67,5.52,5.64,5.52,0.11,1.9928,0.5074,3483902,19529312.0,3865992146.19,3865992146.19
2020-03-23,'600620,天宸股份,5.52,5.77,5.46,5.71,5.87,-0.35,-5.9625,0.8329,5719582,32058928.0,3790457663.76,3790457663.76
2020-03-20,'600620,天宸股份,5.87,5.93,5.73,5.84,5.92,-0.05,-0.8446,1.2269,8425005,49349603.0,4030794653.31,4030794653.31
2020-03-19,'600620,天宸股份,5.92,6.47,5.79,6.36,6.43,-0.51,-7.9316,3.4215,23494527,140732236.0,4065128508.96,4065128508.96
2020-03-18,'600620,天宸股份,6.43,6.96,6.39,6.64,6.81,-0.38,-5.58,2.2656,15557477,103659714.0,4415333836.59,4415333836.59
2020-03-17,'600620,天宸股份,6.81,7.17,6.38,6.99,6.87,-0.06,-0.8734,4.5427,31193810,213274850.0,4676271139.53,4676271139.53
2020-03-16,'600620,天宸股份,6.87,7.1,6.5,6.64,6.45,0.42,6.5116,5.0526,34695242,240082955.0,4717471766.31,4717471766.31
2020-03-13,'600620,天宸股份,6.45,6.45,5.7,5.77,6.1,0.35,5.7377,1.1689,8026542,49176578.0,4429067378.85,4429067378.85
2020-03-12,'600620,天宸股份,6.1,6.28,6.03,6.25,6.3,-0.2,-3.1746,0.5757,3953006,24237327.0,4188730389.3,4188730389.3
2020-03-11,'600620,天宸股份,6.3,6.44,6.25,6.43,6.39,-0.09,-1.4085,0.8611,5913224,37574594.0,4326065811.9,4326065811.9
2020-03-10,'600620,天宸股份,6.39,6.65,6.04,6.09,6.15,0.24,3.9024,1.143,7849006,49571124.0,4387866752.07,4387866752.07
2020-03-09,'600620,天宸股份,6.15,6.17,6.03,6.13,6.24,-0.09,-1.4423,0.7472,5130974,31341749.0,4223064244.95,4223064244.95
2020-03-06,'600620,天宸股份,6.24,6.34,6.04,6.07,6.14,0.1,1.6287,1.2381,8501585,52813174.0,4284865185.12,4284865185.12
2020-03-05,'600620,天宸股份,6.14,6.18,6.03,6.07,6.02,0.12,1.9934,0.8905,6115004,37336005.0,4216197473.82,4216197473.82
2020-03-04,'600620,天宸股份,6.02,6.03,5.9,5.9,5.96,0.06,1.0067,0.5414,3717600,22210948.0,4133796220.26,4133796220.26
2020-03-03,'600620,天宸股份,5.96,6.09,5.86,5.89,5.82,0.14,2.4055,0.7832,5377832,32047117.0,4092595593.48,4092595593.48
2020-03-02,'600620,天宸股份,5.82,5.84,5.65,5.65,5.62,0.2,3.5587,0.4884,3353650,19416235.0,3996460797.66,3996460797.66
2020-02-28,'600620,天宸股份,5.62,5.96,5.57,5.86,6.05,-0.43,-7.1074,0.9029,6199901,35668908.0,3859125375.06,3859125375.06
2020-02-27,'600620,天宸股份,6.05,6.17,6.0,6.14,6.15,-0.1,-1.626,0.5593,3840866,23353425.0,4154396533.65,4154396533.65
2020-02-26,'600620,天宸股份,6.15,6.22,6.01,6.09,6.1,0.05,0.8197,0.9627,6610318,40677980.0,4223064244.95,4223064244.95
2020-02-25,'600620,天宸股份,6.1,6.2,5.95,6.11,6.23,-0.13,-2.0867,0.808,5548510,33701730.0,4188730389.3,4188730389.3
2020-02-24,'600620,天宸股份,6.23,6.23,6.07,6.15,6.14,0.09,1.4658,0.8042,5522329,33985095.0,4277998413.99,4277998413.99
2020-02-21,'600620,天宸股份,6.14,6.27,6.02,6.07,6.07,0.07,1.1532,0.9142,6277398,38692936.0,4216197473.82,4216197473.82
2020-02-20,'600620,天宸股份,6.07,6.09,5.95,5.98,5.95,0.12,2.0168,0.545,3742282,22557671.0,4168130075.91,4168130075.91
2020-02-19,'600620,天宸股份,5.95,6.07,5.94,6.02,6.0,-0.05,-0.8333,0.8157,5601340,33602854.0,4085728822.35,4085728822.35
2020-02-18,'600620,天宸股份,6.0,6.09,5.87,5.91,5.91,0.09,1.5228,0.6094,4184792,25007438.0,4120062678.0,4120062678.0
2020-02-17,'600620,天宸股份,5.91,5.91,5.73,5.74,5.76,0.15,2.6042,0.6218,4269809,25022999.0,4058261737.83,4058261737.83
2020-02-14,'600620,天宸股份,5.76,5.81,5.7,5.78,5.77,-0.01,-0.1733,0.294,2018650,11616565.0,3955260170.88,3955260170.88
2020-02-13,'600620,天宸股份,5.77,5.95,5.75,5.79,5.79,-0.02,-0.3454,0.6437,4420238,25827627.0,3962126942.01,3962126942.01
2020-02-12,'600620,天宸股份,5.79,5.8,5.66,5.71,5.69,0.1,1.7575,0.4062,2789216,16001536.0,3975860484.27,3975860484.27
2020-02-11,'600620,天宸股份,5.69,5.76,5.67,5.76,5.7,-0.01,-0.1754,0.3999,2745723,15685627.0,3907192772.97,3907192772.97
2020-02-10,'600620,天宸股份,5.7,5.75,5.53,5.58,5.59,0.11,1.9678,0.5124,3518443,19897517.0,3914059544.1,3914059544.1
2020-02-07,'600620,天宸股份,5.59,5.64,5.51,5.59,5.57,0.02,0.3591,0.5013,3442181,19180004.0,3838525061.67,3838525061.67
2020-02-06,'600620,天宸股份,5.57,5.61,5.43,5.53,5.49,0.08,1.4572,0.4699,3226363,17899724.0,3824791519.41,3824791519.41
2020-02-05,'600620,天宸股份,5.49,5.8,5.31,5.31,5.32,0.17,3.1955,0.9001,6180827,34470859.0,3769857350.37,3769857350.37
2020-02-04,'600620,天宸股份,5.32,5.4,5.09,5.09,5.59,-0.27,-4.8301,1.0684,7336781,38659502.0,3653122241.16,3653122241.16
2020-02-03,'600620,天宸股份,5.59,5.59,5.59,5.59,6.21,-0.62,-9.9839,0.0803,551400,3082326.0,3838525061.67,3838525061.67
2020-01-23,'600620,天宸股份,6.21,6.43,6.11,6.36,6.38,-0.17,-2.6646,0.5594,3841399,24022369.0,4264264871.73,4264264871.73
2020-01-22,'600620,天宸股份,6.38,6.42,6.23,6.36,6.35,0.03,0.4724,0.4279,2938457,18600820.0,4380999980.94,4380999980.94
2020-01-21,'600620,天宸股份,6.35,6.5,6.33,6.49,6.51,-0.16,-2.4578,0.4622,3173495,20309156.0,4360399667.55,4360399667.55
2020-01-20,'600620,天宸股份,6.51,6.53,6.41,6.5,6.5,0.01,0.1538,0.2528,1735931,11219461.0,4470268005.63,4470268005.63
2020-01-17,'600620,天宸股份,6.5,6.55,6.46,6.53,6.47,0.03,0.4637,0.3501,2404015,15650645.0,4463401234.5,4463401234.5
2020-01-16,'600620,天宸股份,6.47,6.64,6.47,6.64,6.62,-0.15,-2.2659,0.3709,2546567,16640571.0,4442800921.11,4442800921.11
2020-01-15,'600620,天宸股份,6.62,6.69,6.58,6.68,6.66,-0.04,-0.6006,0.3358,2305901,15271901.0,4545802488.06,4545802488.06
2020-01-14,'600620,天宸股份,6.66,6.67,6.58,6.64,6.63,0.03,0.4525,0.4154,2852563,18932585.0,4573269572.58,4573269572.58
2020-01-13,'600620,天宸股份,6.63,6.72,6.53,6.72,6.69,-0.06,-0.8969,0.668,4587181,30234493.0,4552669259.19,4552669259.19
2020-01-10,'600620,天宸股份,6.69,6.79,6.65,6.67,6.67,0.02,0.2999,0.5628,3864942,25870988.0,4593869885.97,4593869885.97
2020-01-09,'600620,天宸股份,6.67,6.69,6.62,6.65,6.6,0.07,1.0606,0.5107,3507136,23378544.0,4580136343.71,4580136343.71
2020-01-08,'600620,天宸股份,6.6,6.7,6.57,6.63,6.67,-0.07,-1.0495,0.5952,4087150,27127977.0,4532068945.8,4532068945.8
2020-01-07,'600620,天宸股份,6.67,6.68,6.56,6.56,6.56,0.11,1.6768,0.6185,4246993,28164132.0,4580136343.71,4580136343.71
2020-01-06,'600620,天宸股份,6.56,6.65,6.45,6.52,6.55,0.01,0.1527,0.6901,4738883,31062922.0,4504601861.28,4504601861.28
2020-01-03,'600620,天宸股份,6.55,6.65,6.53,6.6,6.6,-0.05,-0.7576,0.5367,3685572,24234559.0,4497735090.15,4497735090.15
