ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'002334,Ó¢ÍþÌÚ,5.0,5.2,4.87,5.2,5.26,-0.26,-4.943,7.5624,56980002,287173408.22,3767491050.0,3767326050.0
2020-03-25,'002334,Ó¢ÍþÌÚ,5.26,5.54,5.11,5.15,5.06,0.2,3.9526,12.0305,90645882,478013817.34,3963400584.6,3963227004.6
2020-03-24,'002334,Ó¢ÍþÌÚ,5.06,5.06,4.61,4.67,4.6,0.46,10.0,9.3304,70301592,348744953.3,3812700942.6,3812533962.6
2020-03-23,'002334,Ó¢ÍþÌÚ,4.6,4.84,4.48,4.75,4.95,-0.35,-7.0707,5.0168,37799914,176611281.66,3466091766.0,3465939966.0
2020-03-20,'002334,Ó¢ÍþÌÚ,4.95,5.25,4.9,5.22,5.06,-0.11,-2.1739,4.6005,34662933,174474637.15,3729816139.5,3729652789.5
2020-03-19,'002334,Ó¢ÍþÌÚ,5.06,5.15,4.81,4.91,4.92,0.14,2.8455,4.8427,36487720,181018896.46,3812700942.6,3812533962.6
2020-03-18,'002334,Ó¢ÍþÌÚ,4.92,5.37,4.91,5.22,5.17,-0.25,-4.8356,6.5979,49713220,255763445.02,3707211193.2,3707048833.2
2020-03-17,'002334,Ó¢ÍþÌÚ,5.17,5.3,4.81,5.06,5.06,0.11,2.1739,8.0953,60995121,308622169.42,3895585745.7,3895415135.7
2020-03-16,'002334,Ó¢ÍþÌÚ,5.06,5.48,4.98,5.33,5.35,-0.29,-5.4206,8.4601,63744121,335825716.18,3812700942.6,3812533962.6
2020-03-13,'002334,Ó¢ÍþÌÚ,5.35,5.53,5.15,5.18,5.68,-0.33,-5.8099,10.0101,75422286,403135749.39,4031215423.5,4031038873.5
2020-03-12,'002334,Ó¢ÍþÌÚ,5.68,5.93,5.59,5.7,6.21,-0.53,-8.5346,15.6157,117659194,668262613.69,4279869832.8,4279682392.8
2020-03-11,'002334,Ó¢ÍþÌÚ,6.21,7.2,6.21,6.59,6.9,-0.69,-10.0,19.1756,144481536,963978996.62,4679223884.1,4679018954.1
2020-03-10,'002334,Ó¢ÍþÌÚ,6.9,7.48,6.4,7.11,7.11,-0.21,-2.9536,22.1253,166706569,1124894512.27,5199137649.0,5198909949.0
2020-03-09,'002334,Ó¢ÍþÌÚ,7.11,7.11,6.68,6.97,6.46,0.65,10.0619,7.4292,55976700,393827519.55,5357372273.1,5357137643.1
2020-03-06,'002334,Ó¢ÍþÌÚ,6.46,6.46,5.87,6.0,5.87,0.59,10.0511,11.6669,87905656,552486914.68,4867598436.6,4867385256.6
2020-03-05,'002334,Ó¢ÍþÌÚ,5.87,5.87,5.87,5.87,5.34,0.53,9.9251,1.0998,8286927,48644261.49,4423034492.7,4422840782.7
2020-03-04,'002334,Ó¢ÍþÌÚ,5.34,5.34,5.01,5.07,4.85,0.49,10.1031,14.2608,107449920,567264224.34,4023680441.4,4023504221.4
2020-03-03,'002334,Ó¢ÍþÌÚ,4.85,4.85,4.44,4.53,4.41,0.44,9.9773,2.0836,15699545,75393184.74,3654466318.5,3654306268.5
2020-03-02,'002334,Ó¢ÍþÌÚ,4.41,4.43,4.22,4.22,4.25,0.16,3.7647,1.4822,11167786,48601970.36,3322927106.1,3322781576.1
2020-02-28,'002334,Ó¢ÍþÌÚ,4.25,4.46,4.25,4.38,4.59,-0.34,-7.4074,2.3147,17440679,76011591.8,3202367392.5,3202227142.5
