»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2020-03-26,'603567,’‰±¶µ∫,12.09,12.42,12.05,12.1,12.17,-0.08,-0.6574,0.3798,3224800,39406153.0,10266344400.0,10266344400.0
2020-03-25,'603567,’‰±¶µ∫,12.17,12.25,12.01,12.16,12.0,0.17,1.4167,0.3414,2899186,35220365.0,10334277200.0,10334277200.0
2020-03-24,'603567,’‰±¶µ∫,12.0,12.11,11.85,12.11,11.94,0.06,0.5025,0.2033,1726223,20685333.0,10189920000.0,10189920000.0
2020-03-23,'603567,’‰±¶µ∫,11.94,12.19,11.87,12.0,12.12,-0.18,-1.4851,0.2188,1857700,22343974.0,10138970400.0,10138970400.0
2020-03-20,'603567,’‰±¶µ∫,12.12,12.19,11.93,11.93,11.9,0.22,1.8487,0.2125,1804477,21756223.0,10291819200.0,10291819200.0
2020-03-19,'603567,’‰±¶µ∫,11.9,11.97,11.65,11.73,11.81,0.09,0.7621,0.3002,2549209,30087857.0,10105004000.0,10105004000.0
2020-03-18,'603567,’‰±¶µ∫,11.81,12.18,11.81,12.12,12.03,-0.22,-1.8288,0.2736,2323347,27922677.0,10028579600.0,10028579600.0
2020-03-17,'603567,’‰±¶µ∫,12.03,12.1,11.71,12.0,11.95,0.08,0.6695,0.326,2768347,32834862.0,10215394800.0,10215394800.0
2020-03-16,'603567,’‰±¶µ∫,11.95,12.6,11.95,12.17,11.93,0.02,0.1676,0.4379,3718700,45486132.0,10147462000.0,10147462000.0
2020-03-13,'603567,’‰±¶µ∫,11.93,12.09,11.64,12.09,12.52,-0.59,-4.7125,0.4638,3938178,46711947.0,10130478800.0,10130478800.0
