ÈÕÆÚ,¹ÉÆ±´úÂë,Ãû³Æ,ÊÕÅÌ¼Û,×î¸ß¼Û,×îµÍ¼Û,¿ªÅÌ¼Û,Ç°ÊÕÅÌ,ÕÇµø¶î,ÕÇµø·ù,»»ÊÖÂÊ,³É½»Á¿,³É½»½ð¶î,×ÜÊÐÖµ,Á÷Í¨ÊÐÖµ
2020-03-26,'000968,À¶Ñæ¿Ø¹É,8.98,9.08,8.8,8.93,8.92,0.06,0.6726,0.6389,4961525,44396162.02,8688173886.8,6974022033.94
2020-03-25,'000968,À¶Ñæ¿Ø¹É,8.92,9.0,8.35,8.41,8.28,0.64,7.7295,1.0063,7814740,68288426.63,8630123727.2,6927425004.76
2020-03-24,'000968,À¶Ñæ¿Ø¹É,8.28,8.32,8.17,8.32,8.1,0.18,2.2222,0.1968,1528501,12608842.24,8010922024.8,6430390026.84
2020-03-23,'000968,À¶Ñæ¿Ø¹É,8.1,8.2,8.05,8.18,8.22,-0.12,-1.4599,0.2645,2053855,16654186.23,7836771546.0,6290598939.3
2020-03-20,'000968,À¶Ñæ¿Ø¹É,8.22,8.32,8.15,8.22,8.18,0.04,0.489,0.2457,1908172,15648152.61,7952871865.2,6383792997.66
2020-03-19,'000968,À¶Ñæ¿Ø¹É,8.18,8.33,8.03,8.33,8.32,-0.14,-1.6827,0.2934,2278547,18580112.85,7914171758.8,6352728311.54
2020-03-18,'000968,À¶Ñæ¿Ø¹É,8.32,8.58,8.3,8.57,8.34,-0.02,-0.2398,0.3677,2855300,23941258.14,8049622131.2,6461454712.96
2020-03-17,'000968,À¶Ñæ¿Ø¹É,8.34,8.4,8.08,8.26,8.29,0.05,0.6031,0.4472,3473010,28575815.96,8068972184.4,6476987056.02
2020-03-16,'000968,À¶Ñæ¿Ø¹É,8.29,8.55,8.26,8.45,8.42,-0.13,-1.5439,0.4199,3261402,27482119.93,8020597051.4,6438156198.37
2020-03-13,'000968,À¶Ñæ¿Ø¹É,8.42,8.55,8.18,8.37,8.71,-0.29,-3.3295,0.7315,5681091,47266260.27,8146372397.2,6539116428.26
2020-03-12,'000968,À¶Ñæ¿Ø¹É,8.71,8.77,8.63,8.73,8.82,-0.11,-1.2472,0.3966,3080041,26762665.06,8426948168.6,6764335402.63
2020-03-11,'000968,À¶Ñæ¿Ø¹É,8.82,9.02,8.82,8.95,8.88,-0.06,-0.6757,0.4289,3331212,29696871.31,8533373461.2,6849763289.46
2020-03-10,'000968,À¶Ñæ¿Ø¹É,8.88,8.93,8.63,8.67,8.87,0.01,0.1127,0.558,4333621,38012215.65,8591423620.8,6896360318.64
2020-03-09,'000968,À¶Ñæ¿Ø¹É,8.87,9.0,8.82,8.87,9.15,-0.28,-3.0601,0.8297,6443825,57383092.01,8581748594.2,6888594147.11
2020-03-06,'000968,À¶Ñæ¿Ø¹É,9.15,9.28,8.76,8.8,8.93,0.22,2.4636,1.0303,8001733,72709415.11,8852649339.0,7106046949.95
2020-03-05,'000968,À¶Ñæ¿Ø¹É,8.93,8.94,8.73,8.8,8.7,0.23,2.6437,0.7459,5792726,51279360.32,8639798753.8,6935191176.29
2020-03-04,'000968,À¶Ñæ¿Ø¹É,8.7,8.73,8.46,8.54,8.61,0.09,1.0453,0.5243,4072033,35002475.37,8417273142.0,6756569231.1
2020-03-03,'000968,À¶Ñæ¿Ø¹É,8.61,8.72,8.52,8.64,8.57,0.04,0.4667,0.5898,4580680,39462945.22,8330197902.6,6686673687.33
2020-03-02,'000968,À¶Ñæ¿Ø¹É,8.57,8.6,8.3,8.34,8.36,0.21,2.512,0.6949,5396364,45863969.51,8291497796.2,6655609001.21
2020-02-28,'000968,À¶Ñæ¿Ø¹É,8.36,8.57,8.27,8.57,8.72,-0.36,-4.1284,0.844,6554644,54995810.65,8088322237.6,6492519399.08
2020-02-27,'000968,À¶Ñæ¿Ø¹É,8.72,8.89,8.69,8.86,8.88,-0.16,-1.8018,0.5394,4189171,36643879.12,8436623195.2,6772101574.16
